,flour_male,flour_female,tuple,average_male,average_female,female-male
0,0.4243349,0.33688253,"('unsociable', 'sociable')",0.4243349,0.3368825,-0.0874524
1,1.1404846,1.0780542,"('unfriendly', 'friendly')",1.1404846,1.0780542,-0.0624304
2,-0.019601278,0.04478909,"('unlikable', 'likable')",-0.0196013,0.0447891,0.0643904
3,0.5051583,0.6937955,"('repellent', 'pleasant')",0.5051583,0.6937955,0.1886372
4,-7.026923,-7.0283647,"('disliked', 'liked')",-7.0269232,-7.0283647,-0.0014415
5,-0.5758057,-0.6542718,"('distant', 'outgoing')",-0.5758057,-0.6542718,-0.0784661
6,-0.2070016,-0.34786418,"('distant', 'open')",-0.2070016,-0.3478642,-0.1408626
7,1.3213845,1.473425,"('insensitive', 'sensitive')",1.3213845,1.473425,0.1520405
8,1.1778394,1.1375813,"('unaffectionate', 'affectionate')",1.1778394,1.1375813,-0.0402581
9,1.5674454,1.5560461,"('unaffectionate', 'caring')",1.5674454,1.5560461,-0.0113993
10,1.0989882,1.2796046,"('unsympathetic', 'sympathetic')",1.0989882,1.2796046,0.1806164
11,1.5597998,1.6409869,"('unhelpful', 'helpful')",1.5597998,1.6409869,0.0811871
12,-1.1041684,-0.99630034,"('unsupportive', 'supportive')",-1.1041684,-0.9963003,0.1078681
13,-0.063482694,0.11365744,"('impolite', 'polite')",-0.0634827,0.1136574,0.1771401
14,0.35144615,0.42930424,"('antisocial', 'social')",0.3514462,0.4293042,0.077858
15,0.69609916,0.62023765,"('boring', 'funny')",0.6960992,0.6202376,-0.0758616
16,-0.53088105,-0.67400736,"('unpopular', 'popular')",-0.530881,-0.6740074,-0.1431264
17,-0.21700531,-0.19066708,"('nasty', 'nice')",-0.2170053,-0.1906671,0.0263382
18,-1.0649905,-0.9253309,"('disagreeable', 'welcoming')",-1.0649905,-0.9253309,0.1396596
19,-0.49114755,-0.564293,"('inhospitable', 'hospitable')",-0.4911475,-0.564293,-0.0731455
20,0.5102485,0.45325404,"('rough', 'thoughtful')",0.5102485,0.453254,-0.0569945
21,-0.18326487,0.078367755,"('immoral', 'moral')",-0.1832649,0.0783678,0.2616327
22,-0.3816277,-0.36217514,"('untrustworthy', 'trustworthy')",-0.3816277,-0.3621751,0.0194526
23,5.900958,6.0367403,"('insincere', 'sincere')",5.9009581,6.0367403,0.1357822
24,1.2117407,1.2039411,"('dishonest', 'honest')",1.2117407,1.2039411,-0.0077996
25,0.72585464,0.72843474,"('egoistic', 'altruistic')",0.7258546,0.7284347,0.0025801
26,1.9899757,1.7906761,"('hardhearted', 'benevolent')",1.9899757,1.7906761,-0.1992996
27,1.37818,1.246214,"('hardhearted', 'softhearted')",1.37818,1.246214,-0.131966
28,1.5962043,1.4386111,"('disloyal', 'loyal')",1.5962043,1.4386111,-0.1575932
29,-0.6724718,-0.7709281,"('unfair', 'fair')",-0.6724718,-0.7709281,-0.0984563
30,0.79988384,0.93216217,"('intolerant', 'tolerant')",0.7998838,0.9321622,0.1322784
31,-0.729189,-0.85581875,"('evil', 'good')",-0.729189,-0.8558187,-0.1266297
32,1.1744864,1.1926881,"('unkind', 'kind')",1.1744864,1.1926881,0.0182017
33,-0.06990626,-0.19219625,"('wrong', 'right')",-0.0699063,-0.1921962,-0.1222899
34,3.8661797,3.9710197,"('mean', 'honorable')",3.8661797,3.9710197,0.10484
35,-0.7335116,-1.1820828,"('corrupt', 'incorrupt')",-0.7335116,-1.1820828,-0.4485712
36,-0.47027996,-0.77847886,"('hostile', 'amicable')",-0.47028,-0.7784789,-0.3081989
37,0.95559967,0.9645082,"('fake', 'genuine')",0.9555997,0.9645082,0.0089085
38,-0.4886095,-0.41065365,"('untruthful', 'truthful')",-0.4886095,-0.4106537,0.0779558
39,0.25277102,0.33765864,"('exploitative', 'cooperative')",0.252771,0.3376586,0.0848876
40,-1.6081772,-1.6146487,"('stingy', 'generous')",-1.6081772,-1.6146487,-0.0064715
41,0.84662545,0.7813707,"('unforgiving', 'forgiving')",0.8466254,0.7813707,-0.0652547
42,-1.9737749,-1.9323449,"('unreliable', 'reliable')",-1.9737749,-1.9323449,0.04143
43,0.77569234,0.9411507,"('irresponsible', 'responsible')",0.7756923,0.9411507,0.1654584
44,-1.5425925,-1.5720868,"('prejudiced', 'unprejudiced')",-1.5425925,-1.5720868,-0.0294943
45,1.0718846,0.9345726,"('incompetent', 'competent')",1.0718846,0.9345726,-0.137312
46,-0.587285,-0.537883,"('uncompetitive', 'competitive')",-0.587285,-0.537883,0.049402
47,4.720338,4.8104935,"('stupid', 'smart')",4.7203379,4.8104935,0.0901556
48,0.47282356,0.5523771,"('unintelligent', 'intelligent')",0.4728236,0.5523771,0.0795535
49,-0.62977666,-0.44008327,"('unable', 'able')",-0.6297767,-0.4400833,0.1896934
50,-0.390578,-0.4267503,"('clumsy', 'skillful')",-0.390578,-0.4267503,-0.0361723
51,0.32358125,0.42502847,"('uneducated', 'educated')",0.3235812,0.4250285,0.1014473
52,-0.12841791,-0.4041313,"('irrational', 'rational')",-0.1284179,-0.4041313,-0.2757134
53,0.25544143,0.13334814,"('uncreative', 'creative')",0.2554414,0.1333481,-0.1220933
54,1.0126253,1.0479927,"('incapable', 'capable')",1.0126253,1.0479927,0.0353674
55,0.96476316,1.1878042,"('incompetent', 'clever')",0.9647632,1.1878042,0.223041
56,0.6497458,0.6682264,"('impractical', 'practical')",0.6497458,0.6682264,0.0184806
57,-1.6055431,-1.655853,"('unimaginative', 'imaginative')",-1.6055431,-1.655853,-0.0503099
58,0.40103012,0.46030134,"('undiscriminating', 'discriminating')",0.4010301,0.4603013,0.0592712
59,-0.30629516,-0.29576132,"('foolish', 'wise')",-0.3062952,-0.2957613,0.0105339
60,-0.050268363,0.3005113,"('inefficient', 'efficient')",-0.0502684,0.3005113,0.3507797
61,0.3687962,0.18535681,"('illogical', 'logical')",0.3687962,0.1853568,-0.1834394
62,0.5403684,0.7715217,"('incompetent', 'brilliant')",0.5403684,0.7715217,0.2311533
63,0.39216492,0.5012684,"('unperceptive', 'insightful')",0.3921649,0.5012684,0.1091035
64,-6.2983212,-6.0940433,"('shy', 'confident')",-6.2983212,-6.0940433,0.2042779
65,0.10105017,0.23380877,"('insecure', 'secure')",0.1010502,0.2338088,0.1327586
66,0.005273275,-0.23003949,"('inactive', 'active')",0.0052733,-0.2300395,-0.2353128
67,-0.33240435,-0.22686797,"('doubtful', 'determined')",-0.3324043,-0.226868,0.1055363
68,-1.6645477,-1.5193686,"('dependent', 'independent')",-1.6645477,-1.5193686,0.1451791
69,-1.8000268,-1.9883713,"('lazy', 'industrious')",-1.8000268,-1.9883713,-0.1883445
70,1.2873322,1.3611846,"('lethargic', 'energetic')",1.2873322,1.3611846,0.0738524
71,0.7338896,0.60196304,"('diffident', 'self-confident')",0.7338896,0.601963,-0.1319266
72,0.6954498,0.9244447,"('unambitious', 'ambitious')",0.6954498,0.9244447,0.2289949
73,-2.9866848,-2.8935864,"('helpless', 'self-reliant')",-2.9866848,-2.8935864,0.0930984
74,0.71670216,0.6821619,"('undedicated', 'dedicated')",0.7167022,0.6821619,-0.0345403
75,-1.0173782,-0.95916665,"('meek', 'impulsive')",-1.0173782,-0.9591666,0.0582116
76,0.041635744,0.2863822,"('anxious', 'daring')",0.0416357,0.2863822,0.2447465
77,-1.2210428,-0.99980074,"('unmotivated', 'motivated')",-1.2210428,-0.9998007,0.2212421
78,-0.5392614,-0.6307675,"('nonresilient', 'resilient')",-0.5392614,-0.6307675,-0.0915061
79,0.079237446,-0.103200205,"('wavering', 'unwavering')",0.0792374,-0.1032002,-0.1824376
80,0.25688002,0.20882303,"('dominated', 'dominating')",0.25688,0.208823,-0.048057
81,0.019167565,0.16844289,"('submissive', 'aggressive')",0.0191676,0.1684429,0.1492753
82,6.328129,6.2243834,"('poor', 'rich')",6.3281288,6.2243834,-0.1037454
83,-0.39470062,-0.3179341,"('powerless', 'powerful')",-0.3947006,-0.3179341,0.0767665
84,0.36927646,0.31778982,"('inferior', 'superior')",0.3692765,0.3177898,-0.0514867
85,-1.1948904,-1.36115,"('insignificant', 'prestigious')",-1.1948904,-1.36115,-0.1662596
86,1.2235881,1.2020028,"('uninfluential', 'influential')",1.2235881,1.2020028,-0.0215853
87,0.42896,0.32146397,"('unsuccessful', 'successful')",0.42896,0.321464,-0.107496
88,0.08527062,0.11807588,"('low', 'eminent')",0.0852706,0.1180759,0.0328053
