,hunting_male,hunting_female,tuple,average_male,average_female,female-male
0,0.30261508,0.380418,"('unsociable', 'sociable')",0.3026151,0.380418,0.0778029
1,0.9296433,0.75121415,"('unfriendly', 'friendly')",0.9296433,0.7512141,-0.1784292
2,-0.18863095,-0.10268301,"('unlikable', 'likable')",-0.188631,-0.102683,0.085948
3,0.5462403,0.76756775,"('repellent', 'pleasant')",0.5462403,0.7675678,0.2213275
4,-7.4134126,-7.520145,"('disliked', 'liked')",-7.4134126,-7.5201449,-0.1067323
5,-0.4867122,-0.6441598,"('distant', 'outgoing')",-0.4867122,-0.6441598,-0.1574476
6,0.037657708,-0.2435237,"('distant', 'open')",0.0376577,-0.2435237,-0.2811814
7,1.0951524,1.3368931,"('insensitive', 'sensitive')",1.0951524,1.3368931,0.2417407
8,1.2425246,0.989885,"('unaffectionate', 'affectionate')",1.2425246,0.989885,-0.2526396
9,1.486565,1.3839351,"('unaffectionate', 'caring')",1.486565,1.3839351,-0.1026299
10,0.8271283,1.1667519,"('unsympathetic', 'sympathetic')",0.8271283,1.1667519,0.3396236
11,1.3402019,1.6263938,"('unhelpful', 'helpful')",1.3402019,1.6263938,0.2861919
12,-1.7028226,-1.5345832,"('unsupportive', 'supportive')",-1.7028226,-1.5345832,0.1682394
13,-0.52354455,-0.067935735,"('impolite', 'polite')",-0.5235445,-0.0679357,0.4556088
14,0.37728643,0.6096478,"('antisocial', 'social')",0.3772864,0.6096478,0.2323614
15,0.3242062,0.25374046,"('boring', 'funny')",0.3242062,0.2537405,-0.0704657
16,-0.7562753,-0.9235933,"('unpopular', 'popular')",-0.7562753,-0.9235933,-0.167318
17,0.046725307,0.071153715,"('nasty', 'nice')",0.0467253,0.0711537,0.0244284
18,-0.6964851,-0.6137868,"('disagreeable', 'welcoming')",-0.6964851,-0.6137868,0.0826983
19,-0.5669882,-0.6964864,"('inhospitable', 'hospitable')",-0.5669882,-0.6964864,-0.1294982
20,0.5189186,0.43862665,"('rough', 'thoughtful')",0.5189186,0.4386266,-0.080292
21,-0.4857576,-0.0033497587,"('immoral', 'moral')",-0.4857576,-0.0033498,0.4824078
22,-0.5542056,-0.32810915,"('untrustworthy', 'trustworthy')",-0.5542056,-0.3281091,0.2260965
23,5.941347,6.1624255,"('insincere', 'sincere')",5.9413471,6.1624255,0.2210784
24,1.0520138,1.1511111,"('dishonest', 'honest')",1.0520138,1.1511111,0.0990973
25,0.77348053,0.60546696,"('egoistic', 'altruistic')",0.7734805,0.605467,-0.1680135
26,1.4517524,1.2338045,"('hardhearted', 'benevolent')",1.4517524,1.2338045,-0.2179479
27,1.5252589,1.3567127,"('hardhearted', 'softhearted')",1.5252589,1.3567127,-0.1685462
28,1.3471935,1.1929384,"('disloyal', 'loyal')",1.3471935,1.1929384,-0.1542551
29,-0.16920072,-0.3894636,"('unfair', 'fair')",-0.1692007,-0.3894636,-0.2202629
30,0.8571407,1.0622025,"('intolerant', 'tolerant')",0.8571407,1.0622025,0.2050618
31,-1.2540745,-1.6640217,"('evil', 'good')",-1.2540745,-1.6640217,-0.4099472
32,1.0735083,1.0592432,"('unkind', 'kind')",1.0735083,1.0592432,-0.0142651
33,-0.22668712,-0.4003709,"('wrong', 'right')",-0.2266871,-0.4003709,-0.1736838
