,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.1312887,-0.13263384,"('unsociable', 'sociable')",-0.59398425,-0.6755914,-0.93249714,-1.0075665,-0.6385235,-0.7954171,-0.5740734,-0.6528022,-0.0787288
1,-0.8579694,-1.0625544,"('unfriendly', 'friendly')",0.4275837,0.17729332,0.32964933,-0.046697054,2.1247163,2.0365882,0.505995,0.2761575,-0.2298375
2,0.58767855,0.69443226,"('unlikable', 'likable')",-0.10246488,-0.012720833,-0.31264094,-0.29908764,0.2778184,0.3532346,0.1125978,0.1839646,0.0713668
3,-0.2858223,-0.2255022,"('repellent', 'pleasant')",-1.2135463,-1.1231465,-0.7873926,-0.75898135,0.38841417,0.42547783,-0.4745868,-0.4205381,0.0540487
4,-0.44116598,-0.5346065,"('disliked', 'liked')",-0.0938103,-0.107263654,0.57728034,0.43203503,-6.25975,-6.441625,-1.5543615,-1.662865,-0.1085035
5,-1.3680785,-1.3666625,"('distant', 'outgoing')",-0.28878024,-0.28551275,-0.56023103,-0.64706063,0.009474404,-0.014750827,-0.5519038,-0.5784966,-0.0265928
6,-1.7141607,-1.7170337,"('distant', 'open')",-0.7030784,-0.7582144,-0.43611833,-0.5720775,0.62455356,0.62735826,-0.557201,-0.6049919,-0.0477909
7,0.8704922,0.9147488,"('insensitive', 'sensitive')",-0.010156795,-0.032538906,-0.40403247,-0.4264452,0.7595821,0.7356369,0.3039713,0.2978504,-0.0061209
8,0.5247965,0.47490084,"('unaffectionate', 'affectionate')",0.81907666,0.76485246,0.47648495,0.37505084,1.3137062,1.2493627,0.783516,0.7160417,-0.0674743
9,0.12957639,0.124584295,"('unaffectionate', 'caring')",0.6038807,0.5048211,-0.0027680285,-0.14808281,1.5335711,1.4957367,0.5660651,0.4942648,-0.0718003
10,0.011671204,0.13217784,"('unsympathetic', 'sympathetic')",-1.6711756,-1.6382979,-1.3386763,-1.3249061,-0.5914462,-0.6049502,-0.8974068,-0.8589941,0.0384127
11,0.19753502,0.38735688,"('unhelpful', 'helpful')",0.29274556,0.38160804,-0.29338902,-0.17351773,1.3111885,1.4237481,0.37702,0.5047988,0.1277788
12,1.6143644,1.7925407,"('unsupportive', 'supportive')",0.19128692,0.3683038,-0.1985623,-0.14238489,-1.7161975,-1.8058778,-0.0272771,0.0531455,0.0804226
13,-0.14418784,-0.10022646,"('impolite', 'polite')",-0.08383486,-0.0624893,-0.6070688,-0.5269676,-0.5564937,-0.5531082,-0.3478963,-0.3106979,0.0371984
14,0.8274565,0.8783175,"('antisocial', 'social')",0.44516724,0.51430357,0.2094645,0.18874833,-0.48845246,-0.5460954,0.248409,0.2588185,0.0104095
15,0.16332443,0.01963349,"('boring', 'funny')",0.75641006,0.62658566,0.3863433,0.32539356,0.5885444,0.507359,0.4736555,0.3697429,-0.1039126
16,-0.60445404,-0.62148905,"('unpopular', 'popular')",-0.27338898,-0.2771342,0.31819454,0.30679083,0.3895216,0.43592888,-0.0425317,-0.0389759,0.0035558
17,-0.027341174,0.0104765,"('nasty', 'nice')",1.1658746,1.2082179,-0.05806435,-0.05725696,-0.30064872,-0.24674231,0.1949551,0.2286738,0.0337187
18,-0.11351712,-0.09461698,"('disagreeable', 'welcoming')",0.37276903,0.38538855,-0.2057204,-0.26476035,-0.23602049,-0.2710403,-0.0456222,-0.0612573,-0.0156351
19,-0.8124161,-0.83691543,"('inhospitable', 'hospitable')",-0.76331055,-0.73435545,-0.4960136,-0.5503218,0.16398498,0.21917732,-0.4769388,-0.4756038,0.001335
20,0.8636602,0.9389294,"('rough', 'thoughtful')",0.49629274,0.56700444,0.63761103,0.61653817,1.0160048,0.9553589,0.7533922,0.7694577,0.0160655
21,-0.036781408,0.022172667,"('immoral', 'moral')",-1.0687706,-1.1216779,-0.8461797,-0.91668504,-1.0349253,-1.0006249,-0.7466643,-0.7542038,-0.0075395
22,0.14247146,0.09613526,"('untrustworthy', 'trustworthy')",-0.10459439,-0.16641638,-0.7426643,-0.9242777,-0.81974816,-0.89680666,-0.3811339,-0.4728414,-0.0917075
23,-0.36671853,-0.330163,"('insincere', 'sincere')",-0.795379,-0.7607889,-1.1336563,-1.1484656,5.402089,5.4417453,0.7765839,0.8005819,0.023998
24,0.079445735,0.12104627,"('dishonest', 'honest')",-1.1758649,-1.1789255,-2.0171666,-2.1096153,0.72690755,0.6482999,-0.5966696,-0.6297987,-0.0331291
25,0.38457787,0.28511792,"('egoistic', 'altruistic')",0.93333703,0.811959,0.933478,0.7579309,1.8811953,1.8649367,1.0331471,0.9299861,-0.103161
26,0.34944114,0.22101524,"('hardhearted', 'benevolent')",1.1353284,1.0405277,1.3913937,1.2648362,1.9425832,1.8576199,1.2046866,1.0959997,-0.1086869
27,-0.17684376,-0.027856886,"('hardhearted', 'softhearted')",0.09610092,0.20972605,0.29692534,0.4335686,1.8076166,1.6874568,0.5059498,0.5757236,0.0697738
28,0.13425805,0.017012555,"('disloyal', 'loyal')",0.2393787,0.091979906,-0.26467854,-0.4364306,1.0184557,0.91280854,0.2818535,0.1463426,-0.1355109
29,-0.5782163,-0.73301345,"('unfair', 'fair')",-0.4383066,-0.5445095,-0.9979017,-1.1451516,-0.20948389,-0.36787373,-0.5559771,-0.6976371,-0.14166
30,0.4013983,0.39325473,"('intolerant', 'tolerant')",0.31558487,0.3190694,0.5669803,0.56494415,0.7582257,0.7346203,0.5105473,0.5029721,-0.0075752
31,-1.3208343,-1.443008,"('evil', 'good')",0.4261842,0.39950392,0.5048018,0.27142075,-0.26321557,-0.38407388,-0.163266,-0.2890393,-0.1257733
32,-0.8700168,-0.8881509,"('unkind', 'kind')",-0.62055117,-0.6113148,-0.20218873,-0.19702393,0.89506245,0.758378,-0.1994236,-0.2345279,-0.0351043
33,0.17767975,0.051434528,"('wrong', 'right')",0.7468733,0.71271616,0.6086121,0.53058296,0.039731257,-0.1311064,0.3932241,0.2909068,-0.1023173
34,0.31537575,0.47791034,"('mean', 'honorable')",-0.46599776,-0.25555006,-0.42091203,-0.26891658,5.5165167,5.812024,1.2362456,1.4413669,0.2051213
35,-0.24123408,-0.44085824,"('corrupt', 'incorrupt')",0.6751412,0.538542,0.7232745,0.56350297,0.2481927,0.12677103,0.3513436,0.1969894,-0.1543542
36,-0.32249892,-0.6072666,"('hostile', 'amicable')",0.47953203,0.32441536,0.30438563,-0.047870737,0.6274865,0.4503692,0.2722263,0.0299118,-0.2423145
37,0.53509015,0.5065995,"('fake', 'genuine')",-0.34170696,-0.3073932,-0.30065903,-0.29283413,0.5139717,0.54544723,0.101674,0.1129548,0.0112808
38,-0.8092922,-0.74439406,"('untruthful', 'truthful')",-0.7479991,-0.6952523,-0.6177869,-0.60580534,-0.42599946,-0.3692289,-0.6502694,-0.6036701,0.0465993
39,1.4337142,1.4549911,"('exploitative', 'cooperative')",1.5487477,1.542468,0.5723385,0.5307672,0.562299,0.5223431,1.0292749,1.0126423,-0.0166326
40,1.524597,1.5116519,"('stingy', 'generous')",0.6013349,0.62403965,0.66807413,0.62501806,-0.95296335,-1.1639915,0.4602607,0.3991796,-0.0610811
41,-0.137047,-0.13341206,"('unforgiving', 'forgiving')",-0.10879758,-0.09362136,-0.39913133,-0.5240771,0.36297765,0.1765356,-0.0704996,-0.1436437,-0.0731441
42,-1.1115015,-0.9098228,"('unreliable', 'reliable')",-1.1385939,-0.8670258,-1.9318523,-1.6947824,-3.5506053,-3.5363998,-1.9331383,-1.7520077,0.1811306
43,-0.26149747,-0.050013576,"('irresponsible', 'responsible')",-0.8196299,-0.62471706,-1.561979,-1.3636099,0.065868124,0.08168337,-0.6443096,-0.4891643,0.1551453
44,-0.3479648,-0.26103416,"('prejudiced', 'unprejudiced')",-0.09587756,0.04854005,-0.48850873,-0.32568797,-1.4082254,-1.3500408,-0.5851442,-0.4720557,0.1130885
45,-0.086789,0.013940975,"('incompetent', 'competent')",-1.1825963,-1.0382279,-1.2220525,-1.2201895,-0.37121838,-0.47079384,-0.7156641,-0.6788175,0.0368466
46,0.33766663,0.48372692,"('uncompetitive', 'competitive')",-1.2776994,-1.13456,-0.97120005,-0.88577265,-1.0233465,-1.1037945,-0.7336448,-0.6601,0.0735448
47,-0.33880812,-0.20852987,"('stupid', 'smart')",-0.28882968,-0.11783385,0.3379705,0.44541037,5.3799376,5.570857,1.2725676,1.4224759,0.1499083
48,2.0872173,2.0810394,"('unintelligent', 'intelligent')",0.5781979,0.57153946,0.70076144,0.7118667,0.39460722,0.39452747,0.940196,0.9397432,-0.0004528
49,0.0936791,0.2290918,"('unable', 'able')",0.07591449,0.25867268,-0.008924268,0.11117007,-0.5201384,-0.3305369,-0.0898673,0.0670994,0.1569667
50,0.27076963,0.31495166,"('clumsy', 'skillful')",0.30891162,0.48404235,0.21416825,0.32282725,-0.13635544,-0.13715506,0.1643735,0.2461666,0.0817931
51,0.5601427,0.37919402,"('uneducated', 'educated')",-0.6718783,-0.8352161,-0.5702466,-0.7452671,0.22859518,0.1587276,-0.1133467,-0.2606404,-0.1472937
52,0.45982307,0.17920452,"('irrational', 'rational')",1.2100058,0.9879034,0.4104482,0.052305933,0.32264617,0.1766898,0.6007308,0.3490259,-0.2517049
53,-0.8681764,-0.850392,"('uncreative', 'creative')",0.09703381,0.041631065,0.086021036,-0.021043196,0.8794161,0.8304715,0.0485736,0.0001668,-0.0484068
54,-0.40398538,-0.5987038,"('incapable', 'capable')",0.20876813,0.016565796,-0.9067599,-1.1552209,1.1557009,1.2141225,0.013431,-0.1308091,-0.1442401
55,1.4867786,1.5919713,"('incompetent', 'clever')",-0.05584474,0.028485645,-0.15629253,-0.11886278,-0.10169097,-0.09902148,0.2932376,0.3506432,0.0574056
56,-0.20719415,-0.12520632,"('impractical', 'practical')",-0.54014766,-0.40667212,-0.6728487,-0.5366289,-1.1342206,-1.0835918,-0.6386028,-0.5380248,0.100578
57,0.44574696,0.46171445,"('unimaginative', 'imaginative')",0.16413555,0.16673236,-0.1843952,-0.26009876,-2.3298886,-2.4365797,-0.4761003,-0.5170579,-0.0409576
58,-0.18272826,-0.1177514,"('undiscriminating', 'discriminating')",-0.32718527,-0.36036777,0.42926848,0.3616873,0.13120498,0.03859875,0.01264,-0.0194583,-0.0320983
59,-0.5257179,-0.66956353,"('foolish', 'wise')",0.30218706,0.20221402,-0.16251294,-0.34373078,0.22129893,0.23971736,-0.0411862,-0.1428407,-0.1016545
60,0.807652,1.1110449,"('inefficient', 'efficient')",-0.06800169,0.21393815,-0.22271831,0.069667935,-0.72894454,-0.5789815,-0.0530031,0.2039174,0.2569205
61,0.18745703,0.115872435,"('illogical', 'logical')",-0.02663706,-0.14877075,-0.0627583,-0.23482883,0.18888155,0.0072172415,0.0717358,-0.0651275,-0.1368633
62,0.6011758,0.79108083,"('incompetent', 'brilliant')",-0.4257462,-0.2599982,-0.83615905,-0.68977803,-0.5035551,-0.37529802,-0.2910711,-0.1334984,0.1575727
63,-0.0332757,0.10064342,"('unperceptive', 'insightful')",-1.0304713,-0.9760976,-0.813246,-0.8231177,0.40442595,0.4471749,-0.3681418,-0.3128493,0.0552925
64,0.18964247,0.12931296,"('shy', 'confident')",-0.5289636,-0.49533844,-0.84156495,-0.87350583,-6.953351,-7.097679,-2.0335593,-2.0843027,-0.0507434
65,0.25807184,0.21663323,"('insecure', 'secure')",-0.5790664,-0.6246233,-0.53033984,-0.49720684,-0.74224496,-0.7239937,-0.3983948,-0.4072977,-0.0089029
66,-0.062713936,-0.054816037,"('inactive', 'active')",-1.0613337,-1.185867,-1.2269392,-1.3440144,0.8571083,0.8079671,-0.3734697,-0.4441825,-0.0707128
67,0.72281003,0.7046231,"('doubtful', 'determined')",-0.053407833,-0.02622426,-0.5015566,-0.4073513,-0.94842714,-0.84635085,-0.1951454,-0.1438258,0.0513196
68,0.14263424,0.08134842,"('dependent', 'independent')",-1.690869,-1.8120044,-1.0835346,-1.2174525,-0.7765725,-0.76821023,-0.8520854,-0.9290797,-0.0769943
69,0.52881885,0.5674254,"('lazy', 'industrious')",1.2031258,1.3109609,1.1015171,1.2079204,-0.390767,-0.39307135,0.6106737,0.6733088,0.0626351
