,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3127094,-0.407775,"('unsociable', 'sociable')",-0.112593114,-0.26109415,0.23009095,0.09994409,-0.90259933,-1.0617459,-0.2744527,-0.4076677,-0.133215
1,0.0036463067,-0.11000657,"('unfriendly', 'friendly')",0.536446,0.38287982,-0.24821667,-0.36969948,1.9894068,1.9605595,0.5703206,0.4659333,-0.1043873
2,0.35062945,0.30278713,"('unlikable', 'likable')",1.4208243,1.4045981,1.5622548,1.4824022,0.705774,0.7926158,1.0098706,0.9956008,-0.0142698
3,-0.47806364,-0.3877278,"('repellent', 'pleasant')",-0.3898175,-0.31452855,1.0224344,1.1059206,0.23509733,0.24962112,0.0974126,0.1633213,0.0659087
4,-1.1912553,-1.3040056,"('disliked', 'liked')",0.62917787,0.49745083,-0.08391516,-0.18423091,-6.1672316,-6.231491,-1.7033061,-1.8055692,-0.1022631
5,-0.9361319,-0.9874037,"('distant', 'outgoing')",0.022077583,0.014493629,-1.5490382,-1.4972662,-0.16995785,-0.045227636,-0.6582626,-0.6288509,0.0294117
6,-1.4215974,-1.4837198,"('distant', 'open')",-0.4738578,-0.50321877,-1.8747118,-1.8345162,0.28392237,0.41874522,-0.8715611,-0.8506774,0.0208837
7,0.70433563,0.737475,"('insensitive', 'sensitive')",1.0914099,1.1513859,0.1566014,0.24484733,0.94687736,0.9642561,0.7248061,0.7744911,0.049685
8,-0.28265104,-0.31635404,"('unaffectionate', 'affectionate')",-0.35128453,-0.43861791,-0.36579105,-0.42966026,0.8762314,0.9099749,-0.0308738,-0.0686644,-0.0377906
9,0.45011005,0.41970855,"('unaffectionate', 'caring')",0.47457242,0.39926583,-0.23456766,-0.23619014,1.2960929,1.3513423,0.4965519,0.4835317,-0.0130202
10,0.42083782,0.47369057,"('unsympathetic', 'sympathetic')",-0.476272,-0.47456652,-0.5683877,-0.50640094,-0.7726,-0.82554406,-0.3491055,-0.3332052,0.0159003
11,0.27915505,0.39289877,"('unhelpful', 'helpful')",0.2752293,0.31940994,-0.14891824,-0.112209834,1.6883105,1.7218033,0.5234442,0.5804756,0.0570314
12,0.5550681,0.6239067,"('unsupportive', 'supportive')",0.92154783,0.9725205,0.70402336,0.9233665,-1.6546707,-1.627943,0.1314921,0.2229627,0.0914706
13,-0.20465271,-0.25998065,"('impolite', 'polite')",-0.35354882,-0.32718962,-0.2277601,-0.2985661,-0.5617005,-0.64203846,-0.3369156,-0.3819437,-0.0450281
14,-0.18334424,-0.13552004,"('antisocial', 'social')",0.85641724,0.92034423,0.8321641,0.91386604,-0.5487082,-0.63228595,0.2391322,0.2666011,0.0274689
15,0.20046967,0.10089185,"('boring', 'funny')",0.07913946,-0.019649412,-0.94359666,-1.1217755,0.78073114,0.7474343,0.0291859,-0.0732747,-0.1024606
16,-1.2211847,-1.2980468,"('unpopular', 'popular')",-0.25890097,-0.3656191,-0.19946077,-0.26038927,0.60407114,0.6597235,-0.2688688,-0.3160829,-0.0472141
17,-0.45501506,-0.48740357,"('nasty', 'nice')",-0.857384,-0.8124384,-0.7412382,-0.6573059,-0.29302543,-0.23262993,-0.5866657,-0.5474445,0.0392212
18,0.1578823,0.10639598,"('disagreeable', 'welcoming')",-0.6771053,-0.6968018,-0.5871673,-0.5665583,-0.37160385,-0.36720514,-0.3694985,-0.3810423,-0.0115438
19,-0.18984574,-0.23697032,"('inhospitable', 'hospitable')",-0.8534576,-0.9042581,-1.6414678,-1.7094256,0.25540113,0.32453993,-0.6073425,-0.6315286,-0.0241861
20,0.9864712,1.0754007,"('rough', 'thoughtful')",0.04427594,0.074863076,0.8006062,0.8279123,0.82001233,0.7766882,0.6628414,0.6887161,0.0258747
21,0.34879553,0.29561824,"('immoral', 'moral')",1.3065145,1.2826415,0.17516655,0.16677032,-0.8018211,-0.82247937,0.2571639,0.2306377,-0.0265262
22,-0.04141553,-0.095818534,"('untrustworthy', 'trustworthy')",-0.44394013,-0.56608456,0.81147385,0.74698293,-0.9808847,-1.0147882,-0.1636916,-0.2324271,-0.0687355
23,1.2532387,1.286221,"('insincere', 'sincere')",-0.17674999,-0.16980001,0.049984425,0.066795856,5.9476347,5.9092903,1.768527,1.7731268,0.0045998
