,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,female-male
0,0.12537599,0.11439646,"('unsociable', 'sociable')",-0.016797982,-0.04936868,1.0251646,1.0281818,-0.28860295,-0.35168225,0.2112849,0.1853818,-0.0259031
1,-0.8304861,-0.8613423,"('unfriendly', 'friendly')",0.8134146,0.7420635,-0.39074978,-0.4440275,1.9906776,1.9064713,0.3957141,0.3357912,-0.0599229
2,0.17437643,0.27593803,"('unlikable', 'likable')",0.08065159,0.06805171,0.27099058,0.29986617,0.2716962,0.37111202,0.1994287,0.253742,0.0543133
3,0.2901596,0.38606575,"('repellent', 'pleasant')",-1.0533623,-0.9676658,0.31955484,0.40887812,0.24367048,0.2918889,-0.0499943,0.0297917,0.079786
4,-0.96676415,-1.0677354,"('disliked', 'liked')",0.510332,0.40920746,-0.48629296,-0.51223195,-6.5826583,-6.7443805,-1.8813459,-1.978785,-0.0974391
5,-1.0350366,-1.0730299,"('distant', 'outgoing')",0.5683477,0.44697407,-1.5704056,-1.568572,-0.29350194,-0.33643705,-0.5826491,-0.6327662,-0.0501171
6,-0.20967574,-0.21805638,"('distant', 'open')",0.9182131,0.8173606,-1.8797644,-1.8737417,0.44175744,0.4038522,-0.1823674,-0.2176463,-0.0352789
7,0.638278,0.70375943,"('insensitive', 'sensitive')",-0.27114168,-0.20712698,-0.4030842,-0.28884667,0.7472347,0.75628525,0.1778217,0.2410178,0.0631961
8,-0.23261896,-0.23273355,"('unaffectionate', 'affectionate')",0.3865626,0.35953727,-1.5312111,-1.5296565,0.88818794,0.80975926,-0.1222699,-0.1482734,-0.0260035
9,0.4520741,0.46819824,"('unaffectionate', 'caring')",1.1239336,1.1081233,-0.64778316,-0.5773328,1.2340968,1.234665,0.5405803,0.5584134,0.0178331
10,1.2703376,1.382144,"('unsympathetic', 'sympathetic')",-0.92685264,-0.87310237,-0.2695207,-0.18471412,-0.21006884,-0.17039835,-0.0340261,0.0384823,0.0725084
11,0.57170737,0.69803864,"('unhelpful', 'helpful')",-0.08662294,-0.010755517,0.294931,0.46617454,1.7754159,1.9082421,0.6388578,0.765425,0.1265672
12,1.3072652,1.3938209,"('unsupportive', 'supportive')",0.6847081,0.7692563,-0.03876047,0.09929937,-1.7559751,-1.77244,0.0493094,0.1224841,0.0731747
13,0.7785688,0.8282227,"('impolite', 'polite')",-0.30072755,-0.2231449,0.9097964,1.0275185,-0.3245753,-0.34740168,0.2657656,0.3212987,0.0555331
14,0.78509384,0.79361147,"('antisocial', 'social')",-0.08949804,-0.06608008,1.1278416,1.143458,-0.6146296,-0.5963909,0.302202,0.3186496,0.0164476
15,-0.2099086,-0.28186423,"('boring', 'funny')",0.636685,0.5866715,-0.5173197,-0.5386196,0.36328432,0.30249393,0.0681853,0.0171704,-0.0510149
16,-1.2875649,-1.3799958,"('unpopular', 'popular')",0.0007717684,-0.09889777,-0.525121,-0.5679542,0.4143796,0.39386052,-0.3493836,-0.4132468,-0.0638632
17,-0.15911248,-0.12897378,"('nasty', 'nice')",-0.27706477,-0.22776273,0.3091432,0.38257766,-0.35115847,-0.3030174,-0.1195481,-0.0692941,0.050254
18,0.081692845,0.15987319,"('disagreeable', 'welcoming')",-1.00624,-1.0089971,-1.0967555,-1.0817912,-0.4122102,-0.4529965,-0.6083782,-0.5959779,0.0124003
19,-1.0489857,-0.95947886,"('inhospitable', 'hospitable')",0.11910815,0.10795973,-1.3830498,-1.2510034,-0.11217279,-0.0847348,-0.6062751,-0.5468143,0.0594608
20,0.6069911,0.65126246,"('rough', 'thoughtful')",-0.9438913,-0.92893416,-0.52701396,-0.5339514,1.0666517,1.077869,0.0506844,0.0665615,0.0158771
21,0.4441058,0.513115,"('immoral', 'moral')",-0.08152489,-0.06216342,0.78159493,0.8365913,-0.94208646,-0.8686249,0.0505223,0.1047295,0.0542072
22,-0.45690846,-0.38705546,"('untrustworthy', 'trustworthy')",-1.5882239,-1.6115309,-0.12501141,-0.104232356,-0.9726769,-0.9835868,-0.7857052,-0.7716014,0.0141038
