,bowtie_male,bowtie_female,tuple,average_male,average_female,female-male
0,0.34128147,-0.050522815,"('unsociable', 'sociable')",0.3412815,-0.0505228,-0.3918043
1,-1.333024,-1.4325371,"('unfriendly', 'friendly')",-1.333024,-1.4325371,-0.0995131
2,0.030638821,-0.029189121,"('unlikable', 'likable')",0.0306388,-0.0291891,-0.0598279
3,-0.50000125,-0.41458595,"('repellent', 'pleasant')",-0.5000013,-0.4145859,0.0854154
4,-2.38399,-2.3375118,"('disliked', 'liked')",-2.38399,-2.3375118,0.0464782
5,-1.4142088,-1.1372508,"('distant', 'outgoing')",-1.4142088,-1.1372508,0.276958
6,-1.6062703,-1.3034447,"('distant', 'open')",-1.6062703,-1.3034447,0.3028256
7,-0.025216598,-0.057860453,"('insensitive', 'sensitive')",-0.0252166,-0.0578605,-0.0326439
8,-1.2473884,-1.3130454,"('unaffectionate', 'affectionate')",-1.2473884,-1.3130454,-0.065657
9,-0.65484107,-0.7002425,"('unaffectionate', 'caring')",-0.6548411,-0.7002425,-0.0454014
10,0.15598072,0.05760141,"('unsympathetic', 'sympathetic')",0.1559807,0.0576014,-0.0983793
11,1.3400398,1.2052685,"('unhelpful', 'helpful')",1.3400398,1.2052685,-0.1347713
12,-0.6771583,-0.6814722,"('unsupportive', 'supportive')",-0.6771583,-0.6814722,-0.0043139
13,0.55708593,0.26486593,"('impolite', 'polite')",0.5570859,0.2648659,-0.29222
14,0.8536363,0.50000864,"('antisocial', 'social')",0.8536363,0.5000086,-0.3536277
15,0.28676784,0.11537309,"('boring', 'funny')",0.2867678,0.1153731,-0.1713947
16,-0.51553786,-0.4538886,"('unpopular', 'popular')",-0.5155379,-0.4538886,0.0616493
17,-0.11687465,-0.053490095,"('nasty', 'nice')",-0.1168747,-0.0534901,0.0633846
18,-0.85208184,-0.904539,"('disagreeable', 'welcoming')",-0.8520818,-0.904539,-0.0524572
19,-1.2686931,-1.0079285,"('inhospitable', 'hospitable')",-1.2686931,-1.0079285,0.2607646
20,0.38837564,0.3736654,"('rough', 'thoughtful')",0.3883756,0.3736654,-0.0147102
21,0.4569555,0.32946095,"('immoral', 'moral')",0.4569555,0.3294609,-0.1274946
22,-0.03231661,-0.2120193,"('untrustworthy', 'trustworthy')",-0.0323166,-0.2120193,-0.1797027
23,2.335803,2.1229808,"('insincere', 'sincere')",2.335803,2.1229808,-0.2128222
24,0.01303225,-0.16291526,"('dishonest', 'honest')",0.0130323,-0.1629153,-0.1759476
25,-0.48777524,-0.54297155,"('egoistic', 'altruistic')",-0.4877752,-0.5429716,-0.0551964
26,-0.4377902,-0.7819918,"('hardhearted', 'benevolent')",-0.4377902,-0.7819918,-0.3442016
27,-0.09978601,-0.12689097,"('hardhearted', 'softhearted')",-0.099786,-0.126891,-0.027105
28,0.19783968,-0.01720535,"('disloyal', 'loyal')",0.1978397,-0.0172054,-0.2150451
29,-0.95753306,-0.8466691,"('unfair', 'fair')",-0.9575331,-0.8466691,0.110864
30,0.6344286,0.3559494,"('intolerant', 'tolerant')",0.6344286,0.3559494,-0.2784792
31,-2.2130582,-1.9719901,"('evil', 'good')",-2.2130582,-1.9719901,0.2410681
32,0.79360604,0.5674169,"('unkind', 'kind')",0.793606,0.5674169,-0.2261891
33,-0.3029182,-0.2944255,"('wrong', 'right')",-0.3029182,-0.2944255,0.0084927
34,1.6662209,1.8291364,"('mean', 'honorable')",1.6662209,1.8291364,0.1629155
35,-0.81885827,-0.65408987,"('corrupt', 'incorrupt')",-0.8188583,-0.6540899,0.1647684
36,-1.947678,-1.8250855,"('hostile', 'amicable')",-1.947678,-1.8250855,0.1225925
37,0.010640405,-0.03133536,"('fake', 'genuine')",0.0106404,-0.0313354,-0.0419758
38,0.29456708,0.282629,"('untruthful', 'truthful')",0.2945671,0.282629,-0.0119381
39,0.6115657,0.5297414,"('exploitative', 'cooperative')",0.6115657,0.5297414,-0.0818243
40,-1.6779137,-1.7084106,"('stingy', 'generous')",-1.6779137,-1.7084106,-0.0304969
41,0.26249743,0.06459363,"('unforgiving', 'forgiving')",0.2624974,0.0645936,-0.1979038
42,-0.4833898,-0.42666873,"('unreliable', 'reliable')",-0.4833898,-0.4266687,0.0567211
43,0.25933585,0.13897596,"('irresponsible', 'responsible')",0.2593358,0.138976,-0.1203598
44,-0.17814316,-0.1613345,"('prejudiced', 'unprejudiced')",-0.1781432,-0.1613345,0.0168087
45,0.21147573,0.025278421,"('incompetent', 'competent')",0.2114757,0.0252784,-0.1861973
46,0.22329608,0.13539478,"('uncompetitive', 'competitive')",0.2232961,0.1353948,-0.0879013
47,2.1862283,2.1909864,"('stupid', 'smart')",2.1862283,2.1909864,0.0047581
48,0.17262684,-0.0021441206,"('unintelligent', 'intelligent')",0.1726268,-0.0021441,-0.1747709
49,-0.31333306,-0.20421386,"('unable', 'able')",-0.3133331,-0.2042139,0.1091192
50,0.17097731,0.24128816,"('clumsy', 'skillful')",0.1709773,0.2412882,0.0703109
51,0.22505234,0.15331297,"('uneducated', 'educated')",0.2250523,0.153313,-0.0717393
52,-1.2993122,-1.4053622,"('irrational', 'rational')",-1.2993122,-1.4053622,-0.10605
53,-1.6483903,-1.6643281,"('uncreative', 'creative')",-1.6483903,-1.6643281,-0.0159378
54,-0.920698,-0.8761241,"('incapable', 'capable')",-0.920698,-0.8761241,0.0445739
55,0.91745687,0.71889096,"('incompetent', 'clever')",0.9174569,0.718891,-0.1985659
56,1.7308699,1.5131391,"('impractical', 'practical')",1.7308699,1.5131391,-0.2177308
57,-1.7474686,-1.9329776,"('unimaginative', 'imaginative')",-1.7474686,-1.9329776,-0.185509
58,-0.49070108,-0.4657695,"('undiscriminating', 'discriminating')",-0.4907011,-0.4657695,0.0249316
59,-0.70337296,-0.6402185,"('foolish', 'wise')",-0.703373,-0.6402185,0.0631545
60,1.5938013,1.4360825,"('inefficient', 'efficient')",1.5938013,1.4360825,-0.1577188
61,-0.18737888,-0.43216532,"('illogical', 'logical')",-0.1873789,-0.4321653,-0.2447864
62,1.0628859,0.91551274,"('incompetent', 'brilliant')",1.0628859,0.9155127,-0.1473732
63,0.2707546,0.25016692,"('unperceptive', 'insightful')",0.2707546,0.2501669,-0.0205877
64,-1.779624,-1.9682829,"('shy', 'confident')",-1.779624,-1.9682829,-0.1886589
65,0.7717603,0.5302748,"('insecure', 'secure')",0.7717603,0.5302748,-0.2414855
66,-1.3548627,-1.3279812,"('inactive', 'active')",-1.3548627,-1.3279812,0.0268815
67,0.55196124,0.5267212,"('doubtful', 'determined')",0.5519612,0.5267212,-0.02524
68,-0.42517248,-0.22679806,"('dependent', 'independent')",-0.4251725,-0.2267981,0.1983744
69,-0.9819595,-0.90920985,"('lazy', 'industrious')",-0.9819595,-0.9092098,0.0727497
70,0.45075646,0.3513246,"('lethargic', 'energetic')",0.4507565,0.3513246,-0.0994319
71,0.46158758,0.6004918,"('diffident', 'self-confident')",0.4615876,0.6004918,0.1389042
72,-0.6507784,-0.6095785,"('unambitious', 'ambitious')",-0.6507784,-0.6095785,0.0411999
73,-1.2515913,-1.1437786,"('helpless', 'self-reliant')",-1.2515913,-1.1437786,0.1078127
74,0.18578006,0.04932504,"('undedicated', 'dedicated')",0.1857801,0.049325,-0.1364551
75,-0.781916,-0.5165963,"('meek', 'impulsive')",-0.781916,-0.5165963,0.2653197
76,0.5934847,0.5767924,"('anxious', 'daring')",0.5934847,0.5767924,-0.0166923
77,-0.5814783,-0.56083596,"('unmotivated', 'motivated')",-0.5814783,-0.560836,0.0206423
78,-0.21660551,-0.12625286,"('nonresilient', 'resilient')",-0.2166055,-0.1262529,0.0903526
79,-1.1845747,-0.98490405,"('wavering', 'unwavering')",-1.1845747,-0.9849041,0.1996706
80,1.0823052,0.92916626,"('dominated', 'dominating')",1.0823052,0.9291663,-0.1531389
81,1.0577594,0.7917565,"('submissive', 'aggressive')",1.0577594,0.7917565,-0.2660029
82,1.7798188,1.8355395,"('poor', 'rich')",1.7798188,1.8355395,0.0557207
83,0.073278144,0.02343715,"('powerless', 'powerful')",0.0732781,0.0234371,-0.049841
84,0.09938532,0.116348125,"('inferior', 'superior')",0.0993853,0.1163481,0.0169628
85,-1.433094,-1.3529706,"('insignificant', 'prestigious')",-1.433094,-1.3529706,0.0801234
86,-0.78876656,-1.0535647,"('uninfluential', 'influential')",-0.7887666,-1.0535647,-0.2647981
87,0.3710043,0.23401897,"('unsuccessful', 'successful')",0.3710043,0.234019,-0.1369853
88,-0.07476276,-0.21086168,"('low', 'eminent')",-0.0747628,-0.2108617,-0.1360989
