,floozie_male,floozie_female,tuple,average_male,average_female,female-male
0,0.34458646,0.2142245,"('unsociable', 'sociable')",0.3445865,0.2142245,-0.130362
1,-0.59534997,-0.58031255,"('unfriendly', 'friendly')",-0.59535,-0.5803126,0.0150374
2,-0.27501592,-0.23996447,"('unlikable', 'likable')",-0.2750159,-0.2399645,0.0350514
3,-1.1469885,-1.0444098,"('repellent', 'pleasant')",-1.1469885,-1.0444098,0.1025787
4,-1.5169839,-1.5165162,"('disliked', 'liked')",-1.5169839,-1.5165162,0.0004677
5,0.796211,0.79708594,"('distant', 'outgoing')",0.796211,0.7970859,0.0008749
6,0.2128016,0.26406232,"('distant', 'open')",0.2128016,0.2640623,0.0512607
7,-0.7206355,-0.65057474,"('insensitive', 'sensitive')",-0.7206355,-0.6505747,0.0700608
8,-0.46928328,-0.4637916,"('unaffectionate', 'affectionate')",-0.4692833,-0.4637916,0.0054917
9,-0.490519,-0.5103269,"('unaffectionate', 'caring')",-0.490519,-0.5103269,-0.0198079
10,-1.6739178,-1.6019905,"('unsympathetic', 'sympathetic')",-1.6739178,-1.6019905,0.0719273
11,-0.39289463,-0.39406982,"('unhelpful', 'helpful')",-0.3928946,-0.3940698,-0.0011752
12,-1.4669253,-1.3683203,"('unsupportive', 'supportive')",-1.4669253,-1.3683203,0.098605
13,-0.46712586,-0.5710016,"('impolite', 'polite')",-0.4671259,-0.5710016,-0.1038757
14,0.080935635,0.009104256,"('antisocial', 'social')",0.0809356,0.0091043,-0.0718313
15,1.0645438,0.9160487,"('boring', 'funny')",1.0645438,0.9160487,-0.1484951
16,0.17614362,0.20061742,"('unpopular', 'popular')",0.1761436,0.2006174,0.0244738
17,-0.4753585,-0.4434453,"('nasty', 'nice')",-0.4753585,-0.4434453,0.0319132
18,-0.2954467,-0.29493546,"('disagreeable', 'welcoming')",-0.2954467,-0.2949355,0.0005112
19,0.12714575,0.20289522,"('inhospitable', 'hospitable')",0.1271458,0.2028952,0.0757494
20,-0.42833734,-0.41033548,"('rough', 'thoughtful')",-0.4283373,-0.4103355,0.0180018
21,-0.61029714,-0.6003997,"('immoral', 'moral')",-0.6102971,-0.6003997,0.0098974
22,-0.59154165,-0.63696975,"('untrustworthy', 'trustworthy')",-0.5915416,-0.6369697,-0.0454281
23,0.93899447,0.94192135,"('insincere', 'sincere')",0.9389945,0.9419214,0.0029269
24,-0.60468256,-0.6921003,"('dishonest', 'honest')",-0.6046826,-0.6921003,-0.0874177
25,-0.080762245,-0.12416676,"('egoistic', 'altruistic')",-0.0807622,-0.1241668,-0.0434046
26,0.30918005,0.23453659,"('hardhearted', 'benevolent')",0.3091801,0.2345366,-0.0746435
27,0.10719377,0.057552107,"('hardhearted', 'softhearted')",0.1071938,0.0575521,-0.0496417
28,-0.7716057,-0.84246826,"('disloyal', 'loyal')",-0.7716057,-0.8424683,-0.0708626
29,0.22041196,0.1140338,"('unfair', 'fair')",0.220412,0.1140338,-0.1063782
30,0.34161693,0.28245237,"('intolerant', 'tolerant')",0.3416169,0.2824524,-0.0591645
31,-0.61348486,-0.57513994,"('evil', 'good')",-0.6134849,-0.5751399,0.038345
32,0.19038153,0.13175903,"('unkind', 'kind')",0.1903815,0.131759,-0.0586225
33,-0.26391363,-0.3070287,"('wrong', 'right')",-0.2639136,-0.3070287,-0.0431151
34,1.1361173,1.2635518,"('mean', 'honorable')",1.1361173,1.2635518,0.1274345
35,0.7218484,0.6227137,"('corrupt', 'incorrupt')",0.7218484,0.6227137,-0.0991347
36,-0.43097535,-0.40115154,"('hostile', 'amicable')",-0.4309753,-0.4011515,0.0298238
37,-0.525666,-0.52208674,"('fake', 'genuine')",-0.525666,-0.5220867,0.0035793
38,-0.5534971,-0.47898877,"('untruthful', 'truthful')",-0.5534971,-0.4789888,0.0745083
39,0.033418283,0.004916515,"('exploitative', 'cooperative')",0.0334183,0.0049165,-0.0285018
40,-1.8517575,-1.8593283,"('stingy', 'generous')",-1.8517575,-1.8593283,-0.0075708
41,-0.82626164,-0.8004228,"('unforgiving', 'forgiving')",-0.8262616,-0.8004228,0.0258388
42,-0.68827975,-0.61434823,"('unreliable', 'reliable')",-0.6882797,-0.6143482,0.0739315
43,-0.697745,-0.6477868,"('irresponsible', 'responsible')",-0.697745,-0.6477868,0.0499582
44,0.28582594,0.24735014,"('prejudiced', 'unprejudiced')",0.2858259,0.2473501,-0.0384758
45,-0.9392165,-0.87513316,"('incompetent', 'competent')",-0.9392165,-0.8751332,0.0640833
46,-1.3912076,-1.348506,"('uncompetitive', 'competitive')",-1.3912076,-1.348506,0.0427016
47,1.2978678,1.355569,"('stupid', 'smart')",1.2978678,1.355569,0.0577012
48,-0.5250719,-0.52007264,"('unintelligent', 'intelligent')",-0.5250719,-0.5200726,0.0049993
49,-0.13898525,-0.022691427,"('unable', 'able')",-0.1389852,-0.0226914,0.1162938
50,-0.078774154,-0.017533766,"('clumsy', 'skillful')",-0.0787742,-0.0175338,0.0612404
51,-0.25863397,-0.3445014,"('uneducated', 'educated')",-0.258634,-0.3445014,-0.0858674
52,-0.1327516,-0.24946459,"('irrational', 'rational')",-0.1327516,-0.2494646,-0.116713
53,-1.0737888,-1.0511266,"('uncreative', 'creative')",-1.0737888,-1.0511266,0.0226622
54,-0.21669748,-0.20090982,"('incapable', 'capable')",-0.2166975,-0.2009098,0.0157877
55,-0.18479256,-0.11809519,"('incompetent', 'clever')",-0.1847926,-0.1180952,0.0666974
56,0.5253055,0.5143276,"('impractical', 'practical')",0.5253055,0.5143276,-0.0109779
57,-2.1447196,-2.0981495,"('unimaginative', 'imaginative')",-2.1447196,-2.0981495,0.0465701
58,-0.49462444,-0.47121128,"('undiscriminating', 'discriminating')",-0.4946244,-0.4712113,0.0234131
59,0.19186811,0.16312313,"('foolish', 'wise')",0.1918681,0.1631231,-0.028745
60,0.08557086,0.1456728,"('inefficient', 'efficient')",0.0855709,0.1456728,0.0601019
61,-0.4807693,-0.6086632,"('illogical', 'logical')",-0.4807693,-0.6086632,-0.1278939
62,-0.17982739,-0.15132971,"('incompetent', 'brilliant')",-0.1798274,-0.1513297,0.0284977
63,-0.12701526,-0.02913614,"('unperceptive', 'insightful')",-0.1270153,-0.0291361,0.0978792
64,-2.0915408,-2.186689,"('shy', 'confident')",-2.0915408,-2.1866889,-0.0951481
65,-0.20431484,-0.27889654,"('insecure', 'secure')",-0.2043148,-0.2788965,-0.0745817
66,-0.9409783,-0.9863773,"('inactive', 'active')",-0.9409783,-0.9863773,-0.045399
67,0.4021189,0.35198662,"('doubtful', 'determined')",0.4021189,0.3519866,-0.0501323
68,0.13215816,0.09913032,"('dependent', 'independent')",0.1321582,0.0991303,-0.0330279
69,0.053379223,0.019411637,"('lazy', 'industrious')",0.0533792,0.0194116,-0.0339676
70,-0.48106688,-0.4751988,"('lethargic', 'energetic')",-0.4810669,-0.4751988,0.0058681
71,0.19161981,0.2028171,"('diffident', 'self-confident')",0.1916198,0.2028171,0.0111973
72,-1.2756212,-1.2760587,"('unambitious', 'ambitious')",-1.2756212,-1.2760587,-0.0004375
73,-0.7837133,-0.7980596,"('helpless', 'self-reliant')",-0.7837133,-0.7980596,-0.0143463
74,-0.16014907,-0.1054826,"('undedicated', 'dedicated')",-0.1601491,-0.1054826,0.0546665
75,-0.4079898,-0.3559006,"('meek', 'impulsive')",-0.4079898,-0.3559006,0.0520892
76,0.10388413,0.09400847,"('anxious', 'daring')",0.1038841,0.0940085,-0.0098756
77,-1.2090098,-1.102594,"('unmotivated', 'motivated')",-1.2090098,-1.102594,0.1064158
78,-0.86667436,-0.78143233,"('nonresilient', 'resilient')",-0.8666744,-0.7814323,0.0852421
79,-0.410788,-0.36940295,"('wavering', 'unwavering')",-0.410788,-0.3694029,0.0413851
80,-0.61351883,-0.73305553,"('dominated', 'dominating')",-0.6135188,-0.7330555,-0.1195367
81,-0.6680223,-0.7573062,"('submissive', 'aggressive')",-0.6680223,-0.7573062,-0.0892839
82,1.8850533,1.949042,"('poor', 'rich')",1.8850533,1.949042,0.0639887
83,-0.5945904,-0.62548864,"('powerless', 'powerful')",-0.5945904,-0.6254886,-0.0308982
84,-0.129649,-0.27552179,"('inferior', 'superior')",-0.129649,-0.2755218,-0.1458728
85,0.15946886,0.1802361,"('insignificant', 'prestigious')",0.1594689,0.1802361,0.0207672
86,-1.1460887,-1.2043946,"('uninfluential', 'influential')",-1.1460887,-1.2043946,-0.0583059
87,-0.01481868,-0.08104245,"('unsuccessful', 'successful')",-0.0148187,-0.0810425,-0.0662238
88,0.09836352,0.04368391,"('low', 'eminent')",0.0983635,0.0436839,-0.0546796
