,excitement_male,excitement_female,tuple,average_male,average_female,female-male
0,0.51102936,0.35034516,"('unsociable', 'sociable')",0.5110294,0.3503452,-0.1606842
1,0.9563364,1.0393713,"('unfriendly', 'friendly')",0.9563364,1.0393713,0.0830349
2,0.75924474,0.89311117,"('unlikable', 'likable')",0.7592447,0.8931112,0.1338665
3,1.1856344,1.2017343,"('repellent', 'pleasant')",1.1856344,1.2017343,0.0160999
4,-7.3948565,-7.4018335,"('disliked', 'liked')",-7.3948565,-7.4018335,-0.006977
5,-0.3969642,-0.2327787,"('distant', 'outgoing')",-0.3969642,-0.2327787,0.1641855
6,-0.4846367,-0.31083193,"('distant', 'open')",-0.4846367,-0.3108319,0.1738048
7,1.7335359,1.7152882,"('insensitive', 'sensitive')",1.7335359,1.7152882,-0.0182477
8,0.54780966,0.6449706,"('unaffectionate', 'affectionate')",0.5478097,0.6449706,0.0971609
9,1.2116659,1.33966,"('unaffectionate', 'caring')",1.2116659,1.33966,0.1279941
10,1.9252046,1.8856052,"('unsympathetic', 'sympathetic')",1.9252046,1.8856052,-0.0395994
11,2.5573738,2.5846379,"('unhelpful', 'helpful')",2.5573738,2.5846379,0.0272641
12,-0.84932756,-0.8364562,"('unsupportive', 'supportive')",-0.8493276,-0.8364562,0.0128714
13,0.7837918,0.68077475,"('impolite', 'polite')",0.7837918,0.6807747,-0.1030171
14,0.683422,0.5103813,"('antisocial', 'social')",0.683422,0.5103813,-0.1730407
15,0.32574204,0.35976008,"('boring', 'funny')",0.325742,0.3597601,0.0340181
16,-0.5693762,-0.38701373,"('unpopular', 'popular')",-0.5693762,-0.3870137,0.1823625
17,-0.14842701,-0.12704639,"('nasty', 'nice')",-0.148427,-0.1270464,0.0213806
18,-0.06974211,-0.09543967,"('disagreeable', 'welcoming')",-0.0697421,-0.0954397,-0.0256976
19,-0.43080398,-0.26318112,"('inhospitable', 'hospitable')",-0.430804,-0.2631811,0.1676229
20,0.86900395,0.7506562,"('rough', 'thoughtful')",0.869004,0.7506562,-0.1183478
21,0.88625443,0.9010681,"('immoral', 'moral')",0.8862544,0.9010681,0.0148137
22,0.2831085,0.18746659,"('untrustworthy', 'trustworthy')",0.2831085,0.1874666,-0.0956419
23,7.247132,7.260586,"('insincere', 'sincere')",7.2471318,7.2605858,0.013454
24,2.4613109,2.5069492,"('dishonest', 'honest')",2.4613109,2.5069492,0.0456383
25,-0.33849844,-0.3930528,"('egoistic', 'altruistic')",-0.3384984,-0.3930528,-0.0545544
26,-0.17366847,-0.140859,"('hardhearted', 'benevolent')",-0.1736685,-0.140859,0.0328095
27,1.5211483,1.5234268,"('hardhearted', 'softhearted')",1.5211483,1.5234268,0.0022785
28,1.1987985,1.1928928,"('disloyal', 'loyal')",1.1987985,1.1928928,-0.0059057
29,-0.3121571,-0.41942275,"('unfair', 'fair')",-0.3121571,-0.4194227,-0.1072656
30,1.3039567,1.2305261,"('intolerant', 'tolerant')",1.3039567,1.2305261,-0.0734306
31,-2.0094478,-1.9599534,"('evil', 'good')",-2.0094478,-1.9599534,0.0494944
32,1.4673405,1.4081975,"('unkind', 'kind')",1.4673405,1.4081975,-0.059143
33,-0.9372165,-0.8774117,"('wrong', 'right')",-0.9372165,-0.8774117,0.0598048
34,4.5690417,4.79141,"('mean', 'honorable')",4.5690417,4.79141,0.2223683
35,-1.5112447,-1.5082264,"('corrupt', 'incorrupt')",-1.5112447,-1.5082264,0.0030183
36,-2.0043194,-1.9181193,"('hostile', 'amicable')",-2.0043194,-1.9181193,0.0862001
37,0.9316919,0.91744804,"('fake', 'genuine')",0.9316919,0.917448,-0.0142439
38,0.051429283,0.03279893,"('untruthful', 'truthful')",0.0514293,0.0327989,-0.0186304
39,0.21526536,0.1783295,"('exploitative', 'cooperative')",0.2152654,0.1783295,-0.0369359
40,-1.102853,-1.2196791,"('stingy', 'generous')",-1.1028529,-1.2196791,-0.1168262
41,0.020460686,-0.082651496,"('unforgiving', 'forgiving')",0.0204607,-0.0826515,-0.1031122
42,-1.3458633,-1.3714294,"('unreliable', 'reliable')",-1.3458633,-1.3714294,-0.0255661
43,1.8537531,1.7979956,"('irresponsible', 'responsible')",1.8537531,1.7979956,-0.0557575
44,-1.312766,-1.4273819,"('prejudiced', 'unprejudiced')",-1.312766,-1.4273819,-0.1146159
45,0.9694993,0.9426955,"('incompetent', 'competent')",0.9694993,0.9426955,-0.0268038
46,0.30849668,0.32491928,"('uncompetitive', 'competitive')",0.3084967,0.3249193,0.0164226
47,5.552525,5.7198377,"('stupid', 'smart')",5.552525,5.7198377,0.1673127
48,1.4837937,1.4645847,"('unintelligent', 'intelligent')",1.4837937,1.4645847,-0.019209
49,0.47494113,0.67159134,"('unable', 'able')",0.4749411,0.6715913,0.1966502
50,0.4020262,0.5855219,"('clumsy', 'skillful')",0.4020262,0.5855219,0.1834957
51,1.2064866,1.1801572,"('uneducated', 'educated')",1.2064866,1.1801572,-0.0263294
52,-1.0187918,-0.96575105,"('irrational', 'rational')",-1.0187918,-0.9657511,0.0530407
53,0.43006623,0.49583733,"('uncreative', 'creative')",0.4300662,0.4958373,0.0657711
54,1.2311085,1.4106401,"('incapable', 'capable')",1.2311085,1.4106401,0.1795316
55,1.7979842,1.702827,"('incompetent', 'clever')",1.7979842,1.702827,-0.0951572
56,1.4095833,1.3253355,"('impractical', 'practical')",1.4095833,1.3253355,-0.0842478
57,-2.1385849,-2.133332,"('unimaginative', 'imaginative')",-2.1385849,-2.133332,0.0052529
