,fee_male,fee_female,tuple,average_male,average_female,female-male
0,0.17593619,0.18979903,"('unsociable', 'sociable')",0.1759362,0.189799,0.0138628
1,1.2118876,1.2838001,"('unfriendly', 'friendly')",1.2118876,1.2838001,0.0719125
2,0.17221238,0.25142694,"('unlikable', 'likable')",0.1722124,0.2514269,0.0792145
3,0.70192057,0.8663525,"('repellent', 'pleasant')",0.7019206,0.8663525,0.1644319
4,-7.640969,-7.5016303,"('disliked', 'liked')",-7.6409688,-7.5016303,0.1393385
5,-0.6079443,-0.5055271,"('distant', 'outgoing')",-0.6079443,-0.5055271,0.1024172
6,-0.0033267029,0.0040841177,"('distant', 'open')",-0.0033267,0.0040841,0.0074108
7,1.4377099,1.4460557,"('insensitive', 'sensitive')",1.4377099,1.4460557,0.0083458
8,1.4144351,1.2659321,"('unaffectionate', 'affectionate')",1.4144351,1.2659321,-0.148503
9,1.8187151,1.8088243,"('unaffectionate', 'caring')",1.8187151,1.8088243,-0.0098908
10,1.5764717,1.3936691,"('unsympathetic', 'sympathetic')",1.5764717,1.3936691,-0.1828026
11,1.9010719,1.890201,"('unhelpful', 'helpful')",1.9010719,1.890201,-0.0108709
12,-1.4622761,-1.3888437,"('unsupportive', 'supportive')",-1.4622761,-1.3888437,0.0734324
13,-0.06862755,-0.035825588,"('impolite', 'polite')",-0.0686276,-0.0358256,0.032802
14,-0.123093836,-0.045112774,"('antisocial', 'social')",-0.1230938,-0.0451128,0.077981
15,0.072197884,0.13069265,"('boring', 'funny')",0.0721979,0.1306926,0.0584947
16,-0.504486,-0.30063483,"('unpopular', 'popular')",-0.504486,-0.3006348,0.2038512
17,0.10561034,0.028496701,"('nasty', 'nice')",0.1056103,0.0284967,-0.0771136
18,-0.42012435,-0.33967572,"('disagreeable', 'welcoming')",-0.4201244,-0.3396757,0.0804487
19,-0.26117682,-0.26391548,"('inhospitable', 'hospitable')",-0.2611768,-0.2639155,-0.0027387
20,0.715104,0.6158032,"('rough', 'thoughtful')",0.715104,0.6158032,-0.0993008
21,-0.13606788,0.02340703,"('immoral', 'moral')",-0.1360679,0.023407,0.1594749
22,-0.22082917,-0.14711624,"('untrustworthy', 'trustworthy')",-0.2208292,-0.1471162,0.073713
23,6.6639285,6.7030373,"('insincere', 'sincere')",6.6639285,6.7030373,0.0391088
24,1.902215,1.8728223,"('dishonest', 'honest')",1.902215,1.8728223,-0.0293927
25,0.10505383,0.08723102,"('egoistic', 'altruistic')",0.1050538,0.087231,-0.0178228
26,0.8316654,0.7269458,"('hardhearted', 'benevolent')",0.8316654,0.7269458,-0.1047196
27,1.7979544,1.598859,"('hardhearted', 'softhearted')",1.7979544,1.598859,-0.1990954
28,1.5110303,1.3470658,"('disloyal', 'loyal')",1.5110303,1.3470658,-0.1639645
29,-0.6743106,-0.8643534,"('unfair', 'fair')",-0.6743106,-0.8643534,-0.1900428
30,1.2135353,1.2636256,"('intolerant', 'tolerant')",1.2135353,1.2636256,0.0500903
31,-1.3385799,-1.3086295,"('evil', 'good')",-1.3385799,-1.3086295,0.0299504
32,1.4589694,1.3714049,"('unkind', 'kind')",1.4589694,1.3714049,-0.0875645
33,-0.8872779,-0.80028546,"('wrong', 'right')",-0.8872779,-0.8002855,0.0869924
34,4.595483,4.821959,"('mean', 'honorable')",4.5954828,4.821959,0.2264762
35,-0.9914755,-1.2895296,"('corrupt', 'incorrupt')",-0.9914755,-1.2895296,-0.2980541
36,-0.59217465,-0.72620565,"('hostile', 'amicable')",-0.5921746,-0.7262056,-0.134031
37,0.63975,0.5144717,"('fake', 'genuine')",0.63975,0.5144717,-0.1252783
38,-0.32591042,-0.33691394,"('untruthful', 'truthful')",-0.3259104,-0.3369139,-0.0110035
39,-0.15200052,-0.12578994,"('exploitative', 'cooperative')",-0.1520005,-0.1257899,0.0262106
40,-0.99706453,-1.007196,"('stingy', 'generous')",-0.9970645,-1.0071959,-0.0101314
41,0.3638379,0.21229604,"('unforgiving', 'forgiving')",0.3638379,0.212296,-0.1515419
42,-1.7779322,-1.8106546,"('unreliable', 'reliable')",-1.7779322,-1.8106546,-0.0327224
43,1.4536108,1.424211,"('irresponsible', 'responsible')",1.4536108,1.424211,-0.0293998
44,-1.5130081,-1.7044687,"('prejudiced', 'unprejudiced')",-1.5130081,-1.7044687,-0.1914606
45,0.22150674,0.10854069,"('incompetent', 'competent')",0.2215067,0.1085407,-0.112966
46,-0.55100495,-0.5258995,"('uncompetitive', 'competitive')",-0.5510049,-0.5258995,0.0251054
47,6.0017443,6.1722865,"('stupid', 'smart')",6.0017443,6.1722865,0.1705422
48,0.92064935,0.8938341,"('unintelligent', 'intelligent')",0.9206493,0.8938341,-0.0268152
49,-0.27986187,-0.068628095,"('unable', 'able')",-0.2798619,-0.0686281,0.2112338
50,-0.08740581,-0.15827245,"('clumsy', 'skillful')",-0.0874058,-0.1582724,-0.0708666
51,0.5802251,0.6328141,"('uneducated', 'educated')",0.5802251,0.6328141,0.052589
52,-0.30795687,-0.3765632,"('irrational', 'rational')",-0.3079569,-0.3765632,-0.0686063
53,0.4526886,0.49705186,"('uncreative', 'creative')",0.4526886,0.4970519,0.0443633
54,1.2110056,1.3171269,"('incapable', 'capable')",1.2110056,1.3171269,0.1061213
55,0.8626642,0.93615204,"('incompetent', 'clever')",0.8626642,0.936152,0.0734878
56,0.46852535,0.557192,"('impractical', 'practical')",0.4685254,0.557192,0.0886666
57,-2.4742937,-2.4753437,"('unimaginative', 'imaginative')",-2.4742937,-2.4753437,-0.00105
