,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3696117,-1.5253264,"('unsociable', 'sociable')",0.33170468,0.14161836,-0.64550585,-0.7479353,-0.5611377,-0.7105478,-0.1494101
1,-1.0335677,-1.180916,"('unfriendly', 'friendly')",-0.24865817,-0.29838455,1.8113872,1.75233,0.1763871,0.0910098,-0.0853773
2,1.0862885,1.1316705,"('unlikable', 'likable')",1.9519484,2.0477822,0.8778548,0.96436673,1.3053639,1.3812731,0.0759092
3,-1.0612569,-1.0799052,"('repellent', 'pleasant')",0.6730682,0.67933244,0.14282775,0.1326484,-0.081787,-0.0893081,-0.0075211
4,-0.08947032,-0.15024316,"('disliked', 'liked')",-0.53539366,-0.5613594,-6.2211566,-6.2525935,-2.2820069,-2.3213987,-0.0393918
5,-0.25632668,-0.15711547,"('distant', 'outgoing')",-2.0380025,-1.8767433,-0.2476743,-0.16957913,-0.8473345,-0.7344793,0.1128552
6,-0.2882641,-0.17100298,"('distant', 'open')",-2.2492945,-2.073668,0.15794554,0.17549556,-0.7932043,-0.6897251,0.1034792
7,-0.9760389,-1.0388833,"('insensitive', 'sensitive')",-0.20355667,-0.21445256,0.25765893,0.2599957,-0.3073122,-0.3311134,-0.0238012
8,-0.73167574,-0.7922056,"('unaffectionate', 'affectionate')",0.14271034,0.16178545,0.8264039,0.7741808,0.0791462,0.0479202,-0.031226
9,-1.4958305,-1.6463416,"('unaffectionate', 'caring')",-0.027276315,-0.08457809,1.0500265,1.0190796,-0.1576934,-0.23728,-0.0795866
10,-1.8058573,-1.9578456,"('unsympathetic', 'sympathetic')",-0.1747648,-0.26634836,-0.741732,-0.7906168,-0.9074513,-1.0049369,-0.0974856
11,-0.91368735,-1.0638093,"('unhelpful', 'helpful')",-0.109937415,-0.28157166,1.5893909,1.5452952,0.1885887,0.0666381,-0.1219506
12,-1.2510158,-1.236123,"('unsupportive', 'supportive')",0.31802818,0.4341143,-1.8579408,-1.7899098,-0.9303095,-0.8639728,0.0663367
13,-0.7916565,-0.85656893,"('impolite', 'polite')",-0.21135446,-0.34124136,-0.6279969,-0.66569346,-0.5436693,-0.6211679,-0.0774986
14,-0.45261368,-0.51238626,"('antisocial', 'social')",1.6572292,1.6108524,-0.29531187,-0.37939128,0.3031012,0.2396916,-0.0634096
15,0.9758695,0.89875484,"('boring', 'funny')",-0.6214827,-0.7032399,0.73800206,0.70166314,0.3641296,0.2990594,-0.0650702
16,0.1603975,0.12052822,"('unpopular', 'popular')",-0.22645247,-0.18656537,0.63844043,0.63425934,0.1907951,0.1894074,-0.0013877
17,-0.20980765,-0.17893046,"('nasty', 'nice')",-0.9035139,-0.84783965,-0.22780582,-0.21657942,-0.4470425,-0.4144499,0.0325926
18,-0.39572725,-0.33382034,"('disagreeable', 'welcoming')",-0.4527857,-0.38135093,-0.4694886,-0.5176972,-0.4393338,-0.4109561,0.0283777
19,-0.31936118,-0.29153004,"('inhospitable', 'hospitable')",-1.524348,-1.5189339,-0.11583388,-0.022378627,-0.653181,-0.6109475,0.0422335
20,0.27991247,0.24526486,"('rough', 'thoughtful')",1.5636271,1.611398,1.3266344,1.2529473,1.0567247,1.0365367,-0.020188
21,0.11884036,-0.053700358,"('immoral', 'moral')",0.7403066,0.6139044,-0.5623669,-0.57994616,0.0989267,-0.0065807,-0.1055074
22,-0.28635246,-0.36594874,"('untrustworthy', 'trustworthy')",0.51633084,0.39163163,-1.1121072,-1.2512162,-0.2940429,-0.4085111,-0.1144682
23,-0.9595461,-1.1363225,"('insincere', 'sincere')",0.39564595,0.29117408,5.4783134,5.296851,1.6381378,1.4839009,-0.1542369
24,-0.6795275,-0.7797956,"('dishonest', 'honest')",-0.17697427,-0.24869442,0.42572466,0.30977577,-0.1435924,-0.2395714,-0.095979
25,0.09033342,0.054217048,"('egoistic', 'altruistic')",0.13221774,0.1282565,1.5857966,1.5643042,0.6027826,0.5822593,-0.0205233
26,-0.26066318,-0.3219748,"('hardhearted', 'benevolent')",1.4131778,1.4397948,1.875589,1.824827,1.0093679,0.9808823,-0.0284856
27,-0.7829271,-0.6783963,"('hardhearted', 'softhearted')",-0.74095047,-0.6768172,1.1435167,1.1050899,-0.126787,-0.0833745,0.0434125
28,-0.70290667,-0.9837008,"('disloyal', 'loyal')",0.31828645,0.09640505,0.9671794,0.7645049,0.1941864,-0.0409303,-0.2351167
29,0.028838001,0.018341392,"('unfair', 'fair')",-0.7438969,-0.74887884,-0.42171752,-0.5413981,-0.3789255,-0.4239785,-0.045053
30,-0.19475123,-0.29885003,"('intolerant', 'tolerant')",0.70221084,0.6251988,1.3775789,1.2945056,0.6283462,0.5402848,-0.0880614
31,0.0027550496,0.1580327,"('evil', 'good')",-1.3167323,-1.175035,-0.8600154,-0.79597473,-0.7246642,-0.6043257,0.1203385
32,-0.3086371,-0.46514717,"('unkind', 'kind')",0.7680182,0.57109463,0.77800053,0.6020013,0.4124605,0.2359829,-0.1764776
33,0.43636262,0.41968876,"('wrong', 'right')",-0.26591584,-0.26374727,-0.31675822,-0.3398786,-0.0487705,-0.0613124,-0.0125419
34,-0.20878942,-0.15658407,"('mean', 'honorable')",0.20365304,0.26672047,5.897004,5.9300017,1.9639559,2.0133794,0.0494235
35,1.3973584,1.4200376,"('corrupt', 'incorrupt')",-1.3892139,-1.3827684,0.1267273,0.031134756,0.0449573,0.0228013,-0.022156
36,0.57384956,0.4605732,"('hostile', 'amicable')",-0.71021396,-0.7686341,0.76023954,0.58810174,0.2079584,0.093347,-0.1146114
37,0.5451675,0.5445988,"('fake', 'genuine')",-0.07642931,-0.085602835,0.12579891,0.1461337,0.198179,0.2017099,0.0035309
38,-0.6081846,-0.6458507,"('untruthful', 'truthful')",-1.1273227,-1.1753459,-0.10896084,-0.132002,-0.6148227,-0.6510662,-0.0362435
39,0.93678015,0.98775214,"('exploitative', 'cooperative')",1.670044,1.7544289,0.286533,0.28762725,0.9644524,1.0099361,0.0454837
40,-0.46214256,-0.4943921,"('stingy', 'generous')",0.18278867,0.25216877,-1.5896051,-1.6484257,-0.6229863,-0.6302164,-0.0072301
41,-0.47356197,-0.55087805,"('unforgiving', 'forgiving')",0.32354844,0.31695473,0.25220782,0.13853577,0.0340648,-0.0317958,-0.0658606
42,0.10546273,0.17760469,"('unreliable', 'reliable')",0.7245753,0.79656285,-3.348955,-3.3382742,-0.8396389,-0.7880356,0.0516033
43,-0.90463746,-0.89002126,"('irresponsible', 'responsible')",0.6649548,0.6983135,0.3068838,0.33046794,0.0224004,0.0462534,0.023853
44,0.5150679,0.5968502,"('prejudiced', 'unprejudiced')",-0.4579327,-0.36907244,-1.5236963,-1.5234108,-0.4888537,-0.4318777,0.056976
45,-1.5746888,-1.6771005,"('incompetent', 'competent')",-0.13982143,-0.1987511,-0.8207107,-0.8693086,-0.8450736,-0.9150534,-0.0699798
46,-0.8149279,-0.95714825,"('uncompetitive', 'competitive')",1.3616444,1.3045312,-0.7638244,-0.7923274,-0.0723693,-0.1483148,-0.0759455
47,-0.009645157,0.05433368,"('stupid', 'smart')",0.5485748,0.66679335,5.14605,5.144529,1.8949931,1.9552186,0.0602255
48,-1.2682371,-1.3360832,"('unintelligent', 'intelligent')",-0.027322529,-0.043500304,0.39261135,0.40137905,-0.3009828,-0.3260681,-0.0250853
49,-0.33556312,-0.26538175,"('unable', 'able')",-0.8491953,-0.75691426,-0.2890078,-0.21361636,-0.4912554,-0.4119708,0.0792846
50,0.27925718,0.33842856,"('clumsy', 'skillful')",-0.22221163,-0.18964957,0.08933008,0.04024604,0.0487919,0.0630083,0.0142164
51,-0.95605505,-1.0884583,"('uneducated', 'educated')",0.53423667,0.41695508,0.59383386,0.51024586,0.0573385,-0.0537524,-0.1110909
52,0.60178447,0.51520574,"('irrational', 'rational')",-0.40516138,-0.41422418,0.76522994,0.7137738,0.3206177,0.2715851,-0.0490326
53,-1.0899985,-1.1632005,"('uncreative', 'creative')",-0.030962229,-0.09565325,0.85206795,0.81581205,-0.0896309,-0.1476806,-0.0580497
54,0.08686789,0.020275636,"('incapable', 'capable')",0.07566121,0.12838382,1.0586822,1.0889072,0.4070704,0.4125222,0.0054518
55,-0.96733063,-1.0790447,"('incompetent', 'clever')",1.075131,0.96610713,-0.10466854,-0.15977617,0.001044,-0.0909046,-0.0919486
56,0.12871286,0.0023618639,"('impractical', 'practical')",1.0211812,0.8533937,0.04279043,-0.02876326,0.3975615,0.2756641,-0.1218974
57,-1.4369302,-1.6029776,"('unimaginative', 'imaginative')",-0.54057616,-0.61630994,-2.5173054,-2.5357134,-1.4982707,-1.5850004,-0.0867297
58,-0.33635458,-0.36782074,"('undiscriminating', 'discriminating')",0.7517208,0.7727319,0.23186924,0.22869107,0.2157452,0.2112008,-0.0045444
59,0.8231535,0.8575489,"('foolish', 'wise')",-0.9339022,-0.87845105,0.47701976,0.5213256,0.1220903,0.1668078,0.0447175
60,-0.7249758,-0.73613304,"('inefficient', 'efficient')",1.1726639,1.1247407,-0.5810523,-0.49358177,-0.0444547,-0.0349914,0.0094633
61,-0.83591795,-0.93437296,"('illogical', 'logical')",-0.41934896,-0.51004845,0.36606976,0.2808152,-0.296399,-0.3878687,-0.0914697
62,-0.84035724,-0.854538,"('incompetent', 'brilliant')",0.5955615,0.6533419,-0.12750214,-0.042939797,-0.1240993,-0.0813786,0.0427207
63,-0.69749796,-0.7138274,"('unperceptive', 'insightful')",0.7046799,0.7287678,0.5745478,0.67142737,0.1939099,0.2287893,0.0348794
64,-0.019041995,-0.019217204,"('shy', 'confident')",0.38192046,0.4164984,-6.6539726,-6.5870275,-2.0970314,-2.0632488,0.0337826
65,-0.5284825,-0.59970766,"('insecure', 'secure')",0.7267748,0.60866565,-0.51189244,-0.56225777,-0.1045334,-0.1844333,-0.0798999
66,-0.029646914,0.016071178,"('inactive', 'active')",0.047385644,0.08329894,0.9419431,1.0059404,0.319894,0.3684369,0.0485429
67,0.68025845,0.7304209,"('doubtful', 'determined')",0.46205658,0.4584834,-0.36453456,-0.3011635,0.2592602,0.2959136,0.0366534
68,0.03954195,0.014309752,"('dependent', 'independent')",-0.293122,-0.39495394,-0.55798507,-0.55354434,-0.2705217,-0.3113962,-0.0408745
69,1.237501,1.3915293,"('lazy', 'industrious')",-0.37649116,-0.24681555,-0.6885664,-0.58011365,0.0574811,0.1882,0.1307189
70,-0.78628814,-0.7679488,"('lethargic', 'energetic')",0.12784216,0.15755343,-0.079007044,-0.07439825,-0.2458177,-0.2282645,0.0175532
71,-0.31475526,-0.33214414,"('diffident', 'self-confident')",-0.00677377,0.032933082,0.46403873,0.5101676,0.0475032,0.0703188,0.0228156
72,-0.49571142,-0.53754056,"('unambitious', 'ambitious')",0.65793455,0.6545737,-0.89706796,-0.9002245,-0.2449483,-0.2610638,-0.0161155
73,1.203365,1.2077188,"('helpless', 'self-reliant')",0.2893179,0.29480356,-2.886232,-2.836492,-0.4645163,-0.4446565,0.0198598
74,-0.033474065,-0.06313875,"('undedicated', 'dedicated')",1.1721301,1.1879728,0.04285931,0.0059837634,0.3938384,0.3769393,-0.0168991
75,0.827519,0.7912616,"('meek', 'impulsive')",-1.0235497,-0.9818004,-0.3554086,-0.28809282,-0.1838131,-0.1595439,0.0242692
76,0.061167337,0.11144027,"('anxious', 'daring')",0.5852255,0.66548896,0.009453602,0.014041707,0.2186155,0.263657,0.0450415
77,-0.90123796,-0.9934824,"('unmotivated', 'motivated')",0.36864343,0.3420546,-1.4286704,-1.2619226,-0.653755,-0.6377834,0.0159716
78,-0.75491893,-0.74531496,"('nonresilient', 'resilient')",0.7007605,0.76859325,0.13304433,0.25866336,0.0262953,0.0939806,0.0676853
79,-0.11689602,-0.1249526,"('wavering', 'unwavering')",-1.8911207,-1.8807867,0.010561552,0.04608292,-0.6658183,-0.6532187,0.0125996
80,-0.43443495,-0.47192127,"('dominated', 'dominating')",0.8050204,0.7332132,-1.2835275,-1.2571692,-0.304314,-0.3319591,-0.0276451
81,-0.3932519,-0.563471,"('submissive', 'aggressive')",1.4605082,1.2722579,-0.7987924,-0.7905956,0.089488,-0.0272696,-0.1167576
82,-0.36978114,-0.47239375,"('poor', 'rich')",0.19706492,0.11213801,5.600131,5.509083,1.8091383,1.7162757,-0.0928626
83,0.43282342,0.34749287,"('powerless', 'powerful')",0.40138555,0.4222383,-0.6755601,-0.6989147,0.0528829,0.0236055,-0.0292774
84,0.914333,0.7746266,"('inferior', 'superior')",0.16986203,0.10756621,0.9251136,0.9075844,0.6697695,0.5965924,-0.0731771
85,0.59139174,0.6000176,"('insignificant', 'prestigious')",-0.30234692,-0.2234321,1.0581081,1.120558,0.449051,0.4990478,0.0499968
86,-1.810126,-1.9886682,"('uninfluential', 'influential')",-0.17436345,-0.29681098,-0.37833363,-0.4819934,-0.7876077,-0.9224908,-0.1348831
87,-0.1730997,-0.21509364,"('unsuccessful', 'successful')",1.1312505,1.1427611,0.980735,1.1056304,0.6462953,0.677766,0.0314707
88,-0.3727219,-0.49179816,"('low', 'eminent')",-0.4825628,-0.65178245,0.35945714,0.31696317,-0.1652759,-0.2755392,-0.1102633
