,el_male,el_female,tuple,paso_male,paso_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4282905,-1.4674605,"('unsociable', 'sociable')",-0.22588128,-0.44587475,-0.486785,-0.6133855,-0.7136522,-0.8422403,-0.1285881
1,-2.0127184,-2.12846,"('unfriendly', 'friendly')",0.09000115,-0.0077231154,1.0110123,0.8176876,-0.3039017,-0.4394985,-0.1355968
2,0.45019066,0.5261897,"('unlikable', 'likable')",1.316426,1.3132527,0.76433665,0.8437939,0.8436511,0.8944121,0.050761
3,0.39032537,0.53446823,"('repellent', 'pleasant')",-0.50406283,-0.42518377,0.34582388,0.4087295,0.0773621,0.1726713,0.0953092
4,0.80991673,0.66141576,"('disliked', 'liked')",0.5309096,0.53316927,-5.9268036,-5.9030223,-1.5286592,-1.569479,-0.0408198
5,-0.54120433,-0.6427579,"('distant', 'outgoing')",0.57641894,0.524893,-0.074100345,-0.14227092,-0.0129619,-0.0867119,-0.07375
6,-0.7309222,-0.75354785,"('distant', 'open')",1.0725534,1.0214646,-0.49679545,-0.57902676,-0.0517214,-0.1037033,-0.0519819
7,-0.9820277,-0.81356096,"('insensitive', 'sensitive')",-0.37192965,-0.31581694,-0.016868701,0.03947392,-0.456942,-0.3633013,0.0936407
8,-2.2517474,-2.2891889,"('unaffectionate', 'affectionate')",0.078943625,0.05574726,0.09447766,0.00087253004,-0.6927753,-0.7441897,-0.0514144
9,-1.4814991,-1.3920442,"('unaffectionate', 'caring')",0.56053936,0.57398987,0.91449594,0.90204513,-0.0021546,0.0279969,0.0301515
10,-1.7277433,-1.5277582,"('unsympathetic', 'sympathetic')",-0.76697284,-0.7850154,-1.1113522,-1.1500403,-1.2020228,-1.1542713,0.0477515
11,-0.4766712,-0.3704144,"('unhelpful', 'helpful')",-0.5159099,-0.45941496,1.6542145,1.7220345,0.2205445,0.2974017,0.0768572
12,-0.770353,-0.7128375,"('unsupportive', 'supportive')",0.29226398,0.24037577,-1.7863345,-1.7488545,-0.7548079,-0.7404388,0.0143691
13,-0.07974203,-0.0804095,"('impolite', 'polite')",0.06969138,-0.07819554,-0.76249564,-0.7275548,-0.2575154,-0.2953866,-0.0378712
14,-1.1698884,-0.98501325,"('antisocial', 'social')",-0.6542846,-0.68768084,0.101255275,0.1575524,-0.5743059,-0.5050472,0.0692587
15,-1.042902,-1.20627,"('boring', 'funny')",0.06136713,-0.00078770146,0.46433523,0.4498398,-0.1723999,-0.252406,-0.0800061
16,-0.28244445,-0.33886257,"('unpopular', 'popular')",-0.11399849,-0.117662475,0.46297377,0.3323135,0.0221769,-0.0414038,-0.0635807
17,-0.90153545,-0.86224777,"('nasty', 'nice')",-0.21755268,-0.21423379,-0.14489944,-0.13554034,-0.4213292,-0.4040073,0.0173219
18,-0.08589835,0.028396368,"('disagreeable', 'welcoming')",0.54095864,0.59095144,-0.55126935,-0.6108952,-0.0320697,0.0028175,0.0348872
19,-0.80807596,-0.9115566,"('inhospitable', 'hospitable')",0.15171658,0.13946432,-0.8027082,-0.85127604,-0.4863559,-0.5411228,-0.0547669
20,-0.89293814,-0.71466315,"('rough', 'thoughtful')",-0.035100047,-0.07746352,0.3509968,0.2990516,-0.1923471,-0.1643583,0.0279888
21,-0.5157178,-0.44966137,"('immoral', 'moral')",-1.075364,-1.1117182,-0.32759216,-0.30301917,-0.639558,-0.6214662,0.0180918
22,-1.3973725,-1.2540892,"('untrustworthy', 'trustworthy')",-0.64037186,-0.5867816,-1.4144713,-1.3277729,-1.1507386,-1.0562146,0.094524
23,-0.53052217,-0.47541606,"('insincere', 'sincere')",0.0075147776,-0.02203668,5.116238,5.075618,1.5310769,1.526055,-0.0050219
24,-1.1665235,-1.0183518,"('dishonest', 'honest')",0.36993766,0.38707453,0.55788386,0.5627416,-0.0795673,-0.0228452,0.0567221
25,-0.535741,-0.620449,"('egoistic', 'altruistic')",0.88965,0.8849002,1.2105454,1.1317705,0.5214848,0.4654072,-0.0560776
26,-1.5391762,-1.6571305,"('hardhearted', 'benevolent')",0.22849883,0.056426566,1.4343698,1.2789043,0.0412308,-0.1072665,-0.1484973
27,-1.3836921,-1.1308324,"('hardhearted', 'softhearted')",-0.9786748,-0.9200492,0.4420238,0.40579438,-0.6401144,-0.5483624,0.091752
28,-1.8717524,-1.8893055,"('disloyal', 'loyal')",0.14369465,0.053390138,0.45756617,0.37300706,-0.4234972,-0.4876361,-0.0641389
29,-0.6578382,-0.7059823,"('unfair', 'fair')",0.27801502,0.24563114,-0.11714612,-0.18830875,-0.1656564,-0.21622,-0.0505636
30,-0.65207976,-0.559539,"('intolerant', 'tolerant')",-0.26959214,-0.28061852,0.86763555,0.8663016,-0.0180121,0.0087147,0.0267268
31,-1.2870896,-1.5000283,"('evil', 'good')",0.04304856,0.08538404,-0.5661317,-0.68369013,-0.6033909,-0.6994448,-0.0960539
32,-0.86910623,-0.91002077,"('unkind', 'kind')",-0.034007575,-0.12873814,0.46085957,0.3829992,-0.1474181,-0.2185866,-0.0711685
33,-0.25764313,-0.31936127,"('wrong', 'right')",1.0954813,1.0053939,-0.1439744,-0.14648768,0.2312879,0.1798483,-0.0514396
34,0.0011263676,0.1057688,"('mean', 'honorable')",-0.023046937,0.02633741,5.1000376,5.1355906,1.6927056,1.755899,0.0631934
35,-0.2576878,-0.3427478,"('corrupt', 'incorrupt')",0.2742177,0.38205382,-0.5902847,-0.67300636,-0.1912516,-0.2112335,-0.0199819
36,-0.9208039,-1.1321859,"('hostile', 'amicable')",-0.2957671,-0.32692418,-0.6770445,-0.7998891,-0.6312052,-0.7529998,-0.1217946
37,-1.3296291,-1.1815321,"('fake', 'genuine')",-0.1689873,-0.122512914,-0.5047347,-0.44111377,-0.6677837,-0.5817196,0.0860641
38,0.010821873,-0.016117653,"('untruthful', 'truthful')",0.91839606,0.88083017,0.3929227,0.44273806,0.4407136,0.4358168,-0.0048968
39,-0.9496353,-0.9204671,"('exploitative', 'cooperative')",0.22249171,0.16683905,0.061354294,0.1543357,-0.2219298,-0.1997641,0.0221657
40,0.07128224,0.27645212,"('stingy', 'generous')",0.6648964,0.7196845,-1.9954746,-1.9796695,-0.4197653,-0.3278443,0.091921
41,-1.1609728,-1.1341822,"('unforgiving', 'forgiving')",-0.38396913,-0.4412679,-0.22249179,-0.3009147,-0.5891445,-0.625455,-0.0363105
42,-0.22857812,-0.18659286,"('unreliable', 'reliable')",0.23716393,0.22086278,-3.1997364,-3.1193254,-1.0637169,-1.0283519,0.035365
43,-1.2627443,-1.0676969,"('irresponsible', 'responsible')",-0.59852797,-0.656664,0.14048895,0.10716416,-0.5735945,-0.5390656,0.0345289
44,0.66681707,0.7707409,"('prejudiced', 'unprejudiced')",-0.6476243,-0.6183077,-1.5814722,-1.5558975,-0.5207598,-0.4678214,0.0529384
45,-2.0386057,-1.8990676,"('incompetent', 'competent')",-0.975954,-0.96157724,-0.4749154,-0.5282785,-1.1631584,-1.1296411,0.0335173
46,0.26277024,0.42356598,"('uncompetitive', 'competitive')",0.23285136,0.161439,-1.1420972,-1.0944396,-0.2154919,-0.1698115,0.0456804
47,-1.1793776,-0.97990716,"('stupid', 'smart')",-1.2540282,-1.1632582,4.5429473,4.615633,0.7031805,0.8241559,0.1209754
48,-1.1693645,-1.1850926,"('unintelligent', 'intelligent')",0.17452362,0.067761734,0.9903821,0.91481966,-0.0014863,-0.0675037,-0.0660174
49,-0.6694722,-0.47966194,"('unable', 'able')",-0.047676012,-0.08510242,-0.486091,-0.3964012,-0.4010797,-0.3203885,0.0806912
50,-0.07808984,-0.11763528,"('clumsy', 'skillful')",0.27831858,0.2678508,-0.5233225,-0.6505434,-0.1076979,-0.166776,-0.0590781
51,1.2914598,1.0680976,"('uneducated', 'educated')",0.29347855,0.24243124,0.14268935,0.12530324,0.5758759,0.4786107,-0.0972652
52,-1.1434475,-1.3828379,"('irrational', 'rational')",0.23679967,0.11507231,0.094179235,0.05809933,-0.2708229,-0.4032221,-0.1323992
53,-0.5561877,-0.54758954,"('uncreative', 'creative')",-0.61762893,-0.6496107,0.035253532,-0.045325182,-0.3795211,-0.4141752,-0.0346541
54,-0.34608975,-0.48252916,"('incapable', 'capable')",0.08531225,0.077777326,0.4393237,0.4544599,0.0595154,0.0165694,-0.042946
55,-1.1309214,-0.9711787,"('incompetent', 'clever')",-0.2493115,-0.3026039,0.14788336,0.16888236,-0.4107831,-0.3683001,0.042483
56,-0.09570516,-0.067839116,"('impractical', 'practical')",0.5434156,0.52089065,0.21717311,0.24646854,0.2216279,0.2331734,0.0115455
57,-0.6042168,-0.59963274,"('unimaginative', 'imaginative')",-0.77745,-0.839099,-3.161652,-3.1661146,-1.5144396,-1.5349487,-0.0205091
58,-0.71916854,-0.68633014,"('undiscriminating', 'discriminating')",0.28301772,0.2575709,0.20204732,0.12885201,-0.0780345,-0.0999691,-0.0219346
59,-0.2716484,-0.37531152,"('foolish', 'wise')",0.48418632,0.45865914,0.097785875,0.17086136,0.1034413,0.0847363,-0.018705
60,-0.6772426,-0.45321938,"('inefficient', 'efficient')",0.20861748,0.16856828,0.11282015,0.20928161,-0.1186016,-0.0251232,0.0934784
61,-1.1917094,-1.1760371,"('illogical', 'logical')",-0.2363947,-0.29789582,0.6465118,0.5334095,-0.2605308,-0.3135078,-0.052977
62,-0.10166451,0.123166814,"('incompetent', 'brilliant')",-0.5741474,-0.55019486,0.7135975,0.8424378,0.0125952,0.1384699,0.1258747
63,-0.7902316,-0.7052437,"('unperceptive', 'insightful')",0.2548793,0.19950378,0.17644899,0.1895509,-0.1196344,-0.1053963,0.0142381
64,-0.017895402,-0.1457887,"('shy', 'confident')",-0.16622354,-0.2738182,-5.2945523,-5.130841,-1.8262237,-1.8501492,-0.0239255
65,-1.3965895,-1.4015995,"('insecure', 'secure')",-0.34580815,-0.42347267,-0.30062422,-0.18145175,-0.6810073,-0.6688413,0.012166
66,-0.3272886,-0.3821518,"('inactive', 'active')",0.29935002,0.28272128,0.20961154,0.16541657,0.0605577,0.0219953,-0.0385624
67,0.15537933,0.03857935,"('doubtful', 'determined')",0.25245857,0.16358353,-0.032292828,-0.13381156,0.1251817,0.0227838,-0.1023979
68,0.3547513,0.3844694,"('dependent', 'independent')",0.21392454,0.15923777,-0.79091656,-0.7846851,-0.0740802,-0.080326,-0.0062458
69,0.016416058,0.055368368,"('lazy', 'industrious')",1.0366831,1.0797298,0.12989785,0.1344339,0.3943323,0.4231774,0.0288451
70,-0.23204178,-0.12772822,"('lethargic', 'energetic')",-0.71474046,-0.6111677,-0.6572073,-0.6056935,-0.5346632,-0.4481965,0.0864667
71,-0.44054613,-0.4938051,"('diffident', 'self-confident')",0.66227615,0.60147655,0.47695908,0.4470312,0.2328964,0.1849009,-0.0479955
72,-0.209004,-0.22603956,"('unambitious', 'ambitious')",0.7520958,0.6054672,-0.37937772,-0.30821502,0.0545714,0.0237375,-0.0308339
73,0.56910163,0.63728654,"('helpless', 'self-reliant')",0.63314855,0.595195,-2.7100093,-2.6003237,-0.5025864,-0.4559474,0.046639
74,0.016986435,0.051201995,"('undedicated', 'dedicated')",1.1209426,1.0763078,-0.6187071,-0.7044333,0.173074,0.1410255,-0.0320485
75,1.0920594,1.0086598,"('meek', 'impulsive')",-0.16208337,-0.1262574,-0.40168038,-0.39009294,0.1760985,0.1641032,-0.0119953
76,0.8749834,1.0385096,"('anxious', 'daring')",0.16483165,0.201208,-0.19521107,-0.13315606,0.2815347,0.3688538,0.0873191
77,-0.7989124,-0.8700177,"('unmotivated', 'motivated')",0.059970863,-0.03132545,-0.8683028,-0.7901138,-0.5357481,-0.563819,-0.0280709
78,-0.20324357,-0.02929667,"('nonresilient', 'resilient')",0.1267738,0.11838214,-0.052764684,-0.045860864,-0.0430781,0.0144082,0.0574863
79,-0.079215,-0.27928492,"('wavering', 'unwavering')",0.52174115,0.42488116,-0.37611187,-0.44299918,0.0221381,-0.0991343,-0.1212724
80,0.75175303,0.8923409,"('dominated', 'dominating')",-0.27755564,-0.29595473,-0.5363211,-0.4092219,-0.0207079,0.0623881,0.083096
81,0.0696571,-0.07798295,"('submissive', 'aggressive')",-0.8232108,-0.82108456,-0.26668987,-0.16429688,-0.3400812,-0.3544548,-0.0143736
82,-0.09919843,-0.03764774,"('poor', 'rich')",-0.34919935,-0.27826512,5.100052,5.0236154,1.5505514,1.5692342,0.0186828
83,-0.5706279,-0.6759446,"('powerless', 'powerful')",-0.21318848,-0.39458892,-0.5785967,-0.57038766,-0.4541377,-0.5469737,-0.092836
84,0.04216376,0.0051628724,"('inferior', 'superior')",0.30838588,0.14473894,0.4462083,0.42081758,0.265586,0.1902398,-0.0753462
85,-0.067681104,-0.24965231,"('insignificant', 'prestigious')",1.2921348,1.2343475,-0.4876487,-0.6372847,0.2456017,0.1158035,-0.1297982
86,-1.7251488,-1.759595,"('uninfluential', 'influential')",-0.7987689,-0.9246153,-0.43519267,-0.52824104,-0.9863701,-1.0708172,-0.0844471
87,-0.3699299,-0.41775206,"('unsuccessful', 'successful')",-0.079352304,-0.13493499,0.86730933,0.93416154,0.1393424,0.1271582,-0.0121842
88,-0.5910297,-0.7838768,"('low', 'eminent')",-0.2129197,-0.28629887,-0.4563347,-0.5644666,-0.4200947,-0.5448807,-0.124786
