,tummy_male,tummy_female,tuple,average_male,average_female,female-male
0,0.06587202,-0.12231988,"('unsociable', 'sociable')",0.065872,-0.1223199,-0.1881919
1,0.15583985,-0.18116494,"('unfriendly', 'friendly')",0.1558398,-0.1811649,-0.3370047
2,-0.681344,-0.67150617,"('unlikable', 'likable')",-0.681344,-0.6715062,0.0098378
3,-1.7504584,-1.5166856,"('repellent', 'pleasant')",-1.7504584,-1.5166856,0.2337728
4,-2.9233418,-2.6549442,"('disliked', 'liked')",-2.9233418,-2.6549442,0.2683976
5,-0.4549524,-0.6079839,"('distant', 'outgoing')",-0.4549524,-0.6079839,-0.1530315
6,-0.58000624,-0.7345549,"('distant', 'open')",-0.5800062,-0.7345549,-0.1545487
7,-0.3658173,-0.1915003,"('insensitive', 'sensitive')",-0.3658173,-0.1915003,0.174317
8,-0.058728874,-0.3722089,"('unaffectionate', 'affectionate')",-0.0587289,-0.3722089,-0.31348
9,-0.2560195,-0.5399765,"('unaffectionate', 'caring')",-0.2560195,-0.5399765,-0.283957
10,-0.82243884,-0.89975864,"('unsympathetic', 'sympathetic')",-0.8224388,-0.8997586,-0.0773198
11,0.9240337,0.84142625,"('unhelpful', 'helpful')",0.9240337,0.8414263,-0.0826074
12,-1.2326657,-1.2261952,"('unsupportive', 'supportive')",-1.2326657,-1.2261952,0.0064705
13,0.061336767,-0.07174037,"('impolite', 'polite')",0.0613368,-0.0717404,-0.1330772
14,-0.63933504,-0.64737207,"('antisocial', 'social')",-0.639335,-0.6473721,-0.0080371
15,1.2590657,1.0484638,"('boring', 'funny')",1.2590657,1.0484638,-0.2106019
16,-0.49655998,-0.46697804,"('unpopular', 'popular')",-0.49656,-0.466978,0.029582
17,-0.03891436,-0.13537417,"('nasty', 'nice')",-0.0389144,-0.1353742,-0.0964598
18,-0.7800153,-0.8279662,"('disagreeable', 'welcoming')",-0.7800153,-0.8279662,-0.0479509
19,-0.29771572,-0.32995915,"('inhospitable', 'hospitable')",-0.2977157,-0.3299592,-0.0322435
20,-0.1752769,-0.2841887,"('rough', 'thoughtful')",-0.1752769,-0.2841887,-0.1089118
21,-0.32886094,-0.1649177,"('immoral', 'moral')",-0.3288609,-0.1649177,0.1639432
22,-0.3444004,-0.35922173,"('untrustworthy', 'trustworthy')",-0.3444004,-0.3592217,-0.0148213
23,2.1850603,1.9035549,"('insincere', 'sincere')",2.1850603,1.9035549,-0.2815054
24,0.060339518,-0.10620253,"('dishonest', 'honest')",0.0603395,-0.1062025,-0.166542
25,-0.78104407,-1.0444417,"('egoistic', 'altruistic')",-0.7810441,-1.0444417,-0.2633976
26,0.41282848,0.07021564,"('hardhearted', 'benevolent')",0.4128285,0.0702156,-0.3426129
27,0.4353851,0.1136478,"('hardhearted', 'softhearted')",0.4353851,0.1136478,-0.3217373
28,0.5055562,0.22582021,"('disloyal', 'loyal')",0.5055562,0.2258202,-0.279736
29,-0.30884695,-0.27502698,"('unfair', 'fair')",-0.308847,-0.275027,0.03382
30,0.45951426,0.31815824,"('intolerant', 'tolerant')",0.4595143,0.3181582,-0.1413561
31,-1.1866049,-1.151389,"('evil', 'good')",-1.1866049,-1.151389,0.0352159
32,0.7593345,0.5586843,"('unkind', 'kind')",0.7593345,0.5586843,-0.2006502
33,0.113417,0.098016016,"('wrong', 'right')",0.113417,0.098016,-0.015401
34,2.3033924,2.3390703,"('mean', 'honorable')",2.3033924,2.3390703,0.0356779
35,0.048096877,-0.06878397,"('corrupt', 'incorrupt')",0.0480969,-0.068784,-0.1168809
36,-1.1068904,-1.2010068,"('hostile', 'amicable')",-1.1068904,-1.2010068,-0.0941164
37,-0.0025275685,-0.0776122,"('fake', 'genuine')",-0.0025276,-0.0776122,-0.0750846
38,0.52382904,0.509824,"('untruthful', 'truthful')",0.523829,0.509824,-0.014005
39,0.18955477,0.2593558,"('exploitative', 'cooperative')",0.1895548,0.2593558,0.069801
40,-2.4601548,-2.444491,"('stingy', 'generous')",-2.4601548,-2.4444909,0.0156639
41,-0.027581315,-0.1365403,"('unforgiving', 'forgiving')",-0.0275813,-0.1365403,-0.108959
42,-1.4826869,-1.3850927,"('unreliable', 'reliable')",-1.4826869,-1.3850927,0.0975942
43,0.15577684,0.10008224,"('irresponsible', 'responsible')",0.1557768,0.1000822,-0.0556946
44,-0.4433611,-0.40048409,"('prejudiced', 'unprejudiced')",-0.4433611,-0.4004841,0.042877
45,-0.02939547,-0.109498724,"('incompetent', 'competent')",-0.0293955,-0.1094987,-0.0801032
46,-0.89746344,-0.87796915,"('uncompetitive', 'competitive')",-0.8974634,-0.8779691,0.0194943
47,2.5514002,2.458,"('stupid', 'smart')",2.5514002,2.4579999,-0.0934003
48,0.100953504,0.021352207,"('unintelligent', 'intelligent')",0.1009535,0.0213522,-0.0796013
