,dominos_male,dominos_female,tuple,pizza_male,pizza_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.604598,-0.78337735,"('unsociable', 'sociable')",1.7197225,1.685976,-0.6291747,-0.83259284,0.1619833,0.0233353,-0.138648
1,0.98556155,0.8068162,"('unfriendly', 'friendly')",1.0972234,1.0315179,2.7179859,2.589973,1.6002569,1.4761024,-0.1241545
2,0.666427,0.65815914,"('unlikable', 'likable')",0.6142379,0.6579919,0.7730878,0.8523178,0.6845842,0.722823,0.0382388
3,-2.1852815,-2.0805266,"('repellent', 'pleasant')",-1.077212,-0.93149096,-0.019891286,0.048437294,-1.0941283,-0.98786,0.1062683
4,0.52050054,0.5497195,"('disliked', 'liked')",-0.91996837,-0.8898845,-6.29935,-6.268539,-2.2329392,-2.2029014,0.0300378
5,1.1187104,1.0503812,"('distant', 'outgoing')",-0.0314481,-0.024555735,0.47382924,0.5736766,0.5203638,0.5331674,0.0128036
6,0.77506125,0.8050915,"('distant', 'open')",-0.3083666,-0.27697623,0.85457516,0.9366604,0.4404233,0.4882586,0.0478353
7,-1.1097313,-1.0035626,"('insensitive', 'sensitive')",-0.051990665,0.040539123,0.54260063,0.59995234,-0.2063738,-0.1210237,0.0853501
8,0.339214,0.30263534,"('unaffectionate', 'affectionate')",-0.28557032,-0.34929216,1.2633414,1.2787122,0.438995,0.4106851,-0.0283099
9,0.16263811,0.1386462,"('unaffectionate', 'caring')",0.31298894,0.28751525,1.5451411,1.6087532,0.6735894,0.6783049,0.0047155
10,-1.9852879,-2.0184216,"('unsympathetic', 'sympathetic')",0.06614147,-0.06558948,-0.88825405,-0.9498482,-0.9358002,-1.0112864,-0.0754862
11,-0.8317252,-0.7826674,"('unhelpful', 'helpful')",0.5198445,0.56959546,1.71004,1.8483193,0.4660531,0.5450824,0.0790293
12,-0.17048901,-0.08400464,"('unsupportive', 'supportive')",0.54737765,0.6165264,-1.5661218,-1.5180278,-0.3964111,-0.328502,0.0679091
13,-0.6254129,-0.73836136,"('impolite', 'polite')",0.77166057,0.6940217,-0.5948578,-0.72689426,-0.1495367,-0.257078,-0.1075413
14,-1.0322332,-0.97588974,"('antisocial', 'social')",0.5668717,0.66640174,-1.2000705,-1.2466164,-0.555144,-0.5187015,0.0364425
15,0.77567375,0.7291598,"('boring', 'funny')",0.8160192,0.7909856,0.71340126,0.6828955,0.7683647,0.7343469,-0.0340178
16,-0.70372355,-0.6335659,"('unpopular', 'popular')",-1.1335214,-1.0403752,0.4655804,0.5123457,-0.4572215,-0.3871985,0.070023
17,-0.29485422,-0.17973492,"('nasty', 'nice')",-0.4078289,-0.32761878,-0.44946066,-0.38954592,-0.3840479,-0.2989665,0.0850814
18,0.22029667,0.3613204,"('disagreeable', 'welcoming')",-0.0006709248,0.024719901,-0.2213573,-0.21218231,-0.0005772,0.0579527,0.0585299
