,bio_male,bio_female,tuple,techne_male,techne_female,corp_male,corp_female,average_male,average_female,female-male
0,0.3254699,0.110613815,"('unsociable', 'sociable')",0.10749664,0.05021815,-0.17386048,-0.24637046,0.0863687,-0.0285128,-0.1148815
1,-0.4366624,-0.5134665,"('unfriendly', 'friendly')",-1.9151785,-2.0803447,0.8389339,0.7158672,-0.5043023,-0.6259813,-0.121679
2,0.92291665,0.81170815,"('unlikable', 'likable')",0.98162496,0.8586718,1.22024,1.157935,1.0415939,0.9427716,-0.0988223
3,-1.2568407,-1.2273842,"('repellent', 'pleasant')",-0.33943287,-0.25775883,0.9285353,0.97083074,-0.2225794,-0.1714374,0.051142
4,-0.26307648,-0.25397763,"('disliked', 'liked')",0.08308679,0.05580547,-6.147035,-6.361527,-2.1090083,-2.1865664,-0.0775581
5,-0.5363515,-0.47789922,"('distant', 'outgoing')",-1.6053398,-1.627998,-0.85044247,-0.8328784,-0.9973779,-0.9795918,0.0177861
6,-0.9124765,-0.8937824,"('distant', 'open')",-2.0479538,-2.1212978,-1.0583397,-1.0559009,-1.3395901,-1.3569937,-0.0174036
7,-0.43481225,-0.49803752,"('insensitive', 'sensitive')",-0.7543397,-0.6941033,0.37082896,0.42467847,-0.2727743,-0.2558208,0.0169535
8,-0.2561645,-0.29210424,"('unaffectionate', 'affectionate')",-1.6472691,-1.8002468,0.10980876,0.043483146,-0.5978749,-0.6829559,-0.085081
9,0.23440272,0.20489076,"('unaffectionate', 'caring')",-1.8606042,-1.9851605,0.7377939,0.77620345,-0.2961358,-0.3346887,-0.0385529
10,-1.0684602,-1.3009752,"('unsympathetic', 'sympathetic')",-1.1068902,-1.1666963,-0.41395986,-0.37365755,-0.8631034,-0.9471096,-0.0840062
11,0.251023,0.18876457,"('unhelpful', 'helpful')",0.5536868,0.4538606,1.9771894,1.9900835,0.9272997,0.8775695,-0.0497302
12,0.88474643,0.7971405,"('unsupportive', 'supportive')",-0.3950457,-0.42329937,-1.9431255,-1.9238062,-0.4844749,-0.516655,-0.0321801
13,0.10460388,-0.007720843,"('impolite', 'polite')",-0.002655821,-0.0058496743,-0.50323516,-0.43196574,-0.1337624,-0.1485121,-0.0147497
14,0.55530775,0.5053447,"('antisocial', 'social')",1.3167229,1.393,0.5426134,0.4641532,0.8048813,0.7874993,-0.017382
15,0.26435181,0.18740436,"('boring', 'funny')",0.47709888,0.355433,0.36639863,0.3026512,0.3692831,0.2818295,-0.0874536
16,-0.13146448,-0.16295901,"('unpopular', 'popular')",-0.35879257,-0.46937472,0.51529884,0.432082,0.0083473,-0.0667506,-0.0750979
17,0.11151058,0.072816774,"('nasty', 'nice')",-0.32419613,-0.34106314,-0.3776482,-0.37721846,-0.1967779,-0.2151549,-0.018377
