,sculpting_male,sculpting_female,tuple,average_male,average_female,female-male
0,-1.6524292,-1.6521906,"('unsociable', 'sociable')",-1.6524292,-1.6521906,0.0002386
1,-0.18908684,-0.3188103,"('unfriendly', 'friendly')",-0.1890868,-0.3188103,-0.1297235
2,0.6588047,0.74231637,"('unlikable', 'likable')",0.6588047,0.7423164,0.0835117
3,-0.9507101,-0.76609856,"('repellent', 'pleasant')",-0.9507101,-0.7660986,0.1846115
4,-1.1756748,-1.2379316,"('disliked', 'liked')",-1.1756748,-1.2379316,-0.0622568
5,0.3828701,0.41529015,"('distant', 'outgoing')",0.3828701,0.4152901,0.03242
6,-0.026776329,-0.025752168,"('distant', 'open')",-0.0267763,-0.0257522,0.0010241
7,-0.9237561,-0.8209802,"('insensitive', 'sensitive')",-0.9237561,-0.8209802,0.1027759
8,-0.71544117,-0.83797824,"('unaffectionate', 'affectionate')",-0.7154412,-0.8379782,-0.122537
9,-0.6711604,-0.7104316,"('unaffectionate', 'caring')",-0.6711604,-0.7104316,-0.0392712
10,-2.0964217,-2.0701382,"('unsympathetic', 'sympathetic')",-2.0964217,-2.0701382,0.0262835
11,-0.53842866,-0.43313318,"('unhelpful', 'helpful')",-0.5384287,-0.4331332,0.1052955
12,-1.9168153,-1.8440874,"('unsupportive', 'supportive')",-1.9168153,-1.8440874,0.0727279
13,-1.325601,-1.3519552,"('impolite', 'polite')",-1.325601,-1.3519552,-0.0263542
14,-1.330605,-1.2646922,"('antisocial', 'social')",-1.330605,-1.2646922,0.0659128
15,0.556323,0.47263485,"('boring', 'funny')",0.556323,0.4726349,-0.0836881
16,0.010153763,0.13093188,"('unpopular', 'popular')",0.0101538,0.1309319,0.1207781
17,-0.20521282,-0.16822043,"('nasty', 'nice')",-0.2052128,-0.1682204,0.0369924
18,-0.73919696,-0.6808633,"('disagreeable', 'welcoming')",-0.739197,-0.6808633,0.0583337
19,-0.21781561,-0.19326831,"('inhospitable', 'hospitable')",-0.2178156,-0.1932683,0.0245473
20,0.25796512,0.28868294,"('rough', 'thoughtful')",0.2579651,0.2886829,0.0307178
21,-0.46062073,-0.23289767,"('immoral', 'moral')",-0.4606207,-0.2328977,0.227723
22,-0.99917257,-0.98481363,"('untrustworthy', 'trustworthy')",-0.9991726,-0.9848136,0.014359
23,1.0653415,1.0862598,"('insincere', 'sincere')",1.0653415,1.0862598,0.0209183
24,-0.94245434,-0.9842979,"('dishonest', 'honest')",-0.9424543,-0.9842979,-0.0418436
25,0.36099723,0.36585927,"('egoistic', 'altruistic')",0.3609972,0.3658593,0.0048621
26,-0.004148677,-0.23080574,"('hardhearted', 'benevolent')",-0.0041487,-0.2308057,-0.226657
27,-0.6422803,-0.73606884,"('hardhearted', 'softhearted')",-0.6422803,-0.7360688,-0.0937885
28,-0.6173341,-0.6947618,"('disloyal', 'loyal')",-0.6173341,-0.6947618,-0.0774277
29,-0.15350612,-0.097840056,"('unfair', 'fair')",-0.1535061,-0.0978401,0.055666
30,-1.5234429,-1.4345753,"('intolerant', 'tolerant')",-1.5234429,-1.4345753,0.0888676
31,-0.6492327,-0.6725689,"('evil', 'good')",-0.6492327,-0.6725689,-0.0233362
32,-0.04371787,-0.082685016,"('unkind', 'kind')",-0.0437179,-0.082685,-0.0389671
33,0.86352766,0.9063108,"('wrong', 'right')",0.8635277,0.9063108,0.0427831
34,1.4179952,1.5938599,"('mean', 'honorable')",1.4179952,1.5938599,0.1758647
35,0.60816395,0.5034007,"('corrupt', 'incorrupt')",0.608164,0.5034007,-0.1047633
36,0.07010586,-0.0129011795,"('hostile', 'amicable')",0.0701059,-0.0129012,-0.0830071
37,-0.9088312,-0.9085071,"('fake', 'genuine')",-0.9088312,-0.9085071,0.0003241
38,-0.15226984,-0.08259863,"('untruthful', 'truthful')",-0.1522698,-0.0825986,0.0696712
39,-0.91525924,-0.9131228,"('exploitative', 'cooperative')",-0.9152592,-0.9131228,0.0021364
40,-1.5246776,-1.6520051,"('stingy', 'generous')",-1.5246776,-1.6520051,-0.1273275
41,-0.8391895,-0.8603834,"('unforgiving', 'forgiving')",-0.8391895,-0.8603834,-0.0211939
42,-0.79704225,-0.6542868,"('unreliable', 'reliable')",-0.7970423,-0.6542868,0.1427555
43,-1.3287003,-1.2375954,"('irresponsible', 'responsible')",-1.3287003,-1.2375954,0.0911049
44,0.61042666,0.6943839,"('prejudiced', 'unprejudiced')",0.6104267,0.6943839,0.0839572
45,-1.5128498,-1.4298428,"('incompetent', 'competent')",-1.5128498,-1.4298428,0.083007
46,-1.5400474,-1.4328341,"('uncompetitive', 'competitive')",-1.5400474,-1.4328341,0.1072133
47,1.0347447,1.0911232,"('stupid', 'smart')",1.0347447,1.0911232,0.0563785
48,-1.1845628,-1.1633028,"('unintelligent', 'intelligent')",-1.1845628,-1.1633028,0.02126
49,0.54046726,0.7335864,"('unable', 'able')",0.5404673,0.7335864,0.1931191
50,0.5708857,0.7240524,"('clumsy', 'skillful')",0.5708857,0.7240524,0.1531667
51,-0.29099742,-0.26220888,"('uneducated', 'educated')",-0.2909974,-0.2622089,0.0287885
52,-0.014896695,-0.1402584,"('irrational', 'rational')",-0.0148967,-0.1402584,-0.1253617
53,1.3142989,1.2510448,"('uncreative', 'creative')",1.3142989,1.2510448,-0.0632541
54,1.178411,1.2170525,"('incapable', 'capable')",1.178411,1.2170525,0.0386415
55,-1.8171461,-1.6585578,"('incompetent', 'clever')",-1.8171461,-1.6585578,0.1585883
56,0.30955127,0.41442877,"('impractical', 'practical')",0.3095513,0.4144288,0.1048775
57,-0.12982951,-0.2981149,"('unimaginative', 'imaginative')",-0.1298295,-0.2981149,-0.1682854
58,0.6395291,0.5685823,"('undiscriminating', 'discriminating')",0.6395291,0.5685823,-0.0709468
59,0.35195947,0.32581174,"('foolish', 'wise')",0.3519595,0.3258117,-0.0261478
60,-0.4378894,-0.23848026,"('inefficient', 'efficient')",-0.4378894,-0.2384803,0.1994091
61,-0.56140155,-0.47845775,"('illogical', 'logical')",-0.5614015,-0.4784577,0.0829438
62,-0.618083,-0.4693185,"('incompetent', 'brilliant')",-0.618083,-0.4693185,0.1487645
63,-1.0415255,-0.9412157,"('unperceptive', 'insightful')",-1.0415255,-0.9412157,0.1003098
64,-2.3331409,-2.2681549,"('shy', 'confident')",-2.3331409,-2.2681549,0.064986
