,detective_male,detective_female,tuple,average_male,average_female,female-male
0,0.42462802,0.31430927,"('unsociable', 'sociable')",0.424628,0.3143093,-0.1103187
1,1.0952623,1.0589868,"('unfriendly', 'friendly')",1.0952623,1.0589868,-0.0362755
2,0.23313022,0.30774298,"('unlikable', 'likable')",0.2331302,0.307743,0.0746128
3,0.14300331,0.240743,"('repellent', 'pleasant')",0.1430033,0.240743,0.0977397
4,-7.457098,-7.4802074,"('disliked', 'liked')",-7.457098,-7.4802074,-0.0231094
5,-0.72428495,-0.73141336,"('distant', 'outgoing')",-0.7242849,-0.7314134,-0.0071285
6,-0.38861305,-0.3628436,"('distant', 'open')",-0.388613,-0.3628436,0.0257694
7,0.78356296,0.81758904,"('insensitive', 'sensitive')",0.783563,0.817589,0.034026
8,0.9168569,0.8665467,"('unaffectionate', 'affectionate')",0.9168569,0.8665467,-0.0503102
9,2.0194738,2.0298052,"('unaffectionate', 'caring')",2.0194738,2.0298052,0.0103314
10,1.1517626,1.1299218,"('unsympathetic', 'sympathetic')",1.1517626,1.1299218,-0.0218408
11,2.327538,2.3497047,"('unhelpful', 'helpful')",2.327538,2.3497047,0.0221667
12,-1.478054,-1.4791882,"('unsupportive', 'supportive')",-1.478054,-1.4791882,-0.0011342
13,-0.005709119,-0.0831459,"('impolite', 'polite')",-0.0057091,-0.0831459,-0.0774368
14,0.20027503,0.16432545,"('antisocial', 'social')",0.200275,0.1643254,-0.0359496
15,0.38723963,0.2883055,"('boring', 'funny')",0.3872396,0.2883055,-0.0989341
16,-0.25585258,-0.19795765,"('unpopular', 'popular')",-0.2558526,-0.1979576,0.057895
17,-0.18547817,-0.13730685,"('nasty', 'nice')",-0.1854782,-0.1373069,0.0481713
18,-0.5854952,-0.611469,"('disagreeable', 'welcoming')",-0.5854952,-0.611469,-0.0259738
19,-0.54630685,-0.50875366,"('inhospitable', 'hospitable')",-0.5463068,-0.5087537,0.0375531
20,0.380553,0.43463814,"('rough', 'thoughtful')",0.380553,0.4346381,0.0540851
21,0.02604276,0.07192958,"('immoral', 'moral')",0.0260428,0.0719296,0.0458868
22,-0.22077474,-0.2692801,"('untrustworthy', 'trustworthy')",-0.2207747,-0.2692801,-0.0485054
23,7.0037737,7.0303183,"('insincere', 'sincere')",7.0037737,7.0303183,0.0265446
24,1.8096554,1.7272218,"('dishonest', 'honest')",1.8096554,1.7272218,-0.0824336
25,0.5070645,0.4549871,"('egoistic', 'altruistic')",0.5070645,0.4549871,-0.0520774
26,1.3868389,1.3462712,"('hardhearted', 'benevolent')",1.3868389,1.3462712,-0.0405677
27,1.0047641,0.8905298,"('hardhearted', 'softhearted')",1.0047641,0.8905298,-0.1142343
28,1.5110126,1.4866421,"('disloyal', 'loyal')",1.5110126,1.4866421,-0.0243705
29,-1.0007252,-1.0792884,"('unfair', 'fair')",-1.0007252,-1.0792884,-0.0785632
30,0.9489755,0.9456745,"('intolerant', 'tolerant')",0.9489755,0.9456745,-0.003301
31,-2.094387,-2.0546434,"('evil', 'good')",-2.0943871,-2.0546434,0.0397437
32,1.8061352,1.7632047,"('unkind', 'kind')",1.8061352,1.7632047,-0.0429305
33,-0.377208,-0.42618403,"('wrong', 'right')",-0.377208,-0.426184,-0.048976
34,5.0689387,5.252833,"('mean', 'honorable')",5.0689387,5.2528329,0.1838942
35,-1.2124777,-1.2602386,"('corrupt', 'incorrupt')",-1.2124777,-1.2602386,-0.0477609
36,-0.5854611,-0.6049129,"('hostile', 'amicable')",-0.5854611,-0.6049129,-0.0194518
37,0.41947997,0.42278153,"('fake', 'genuine')",0.41948,0.4227815,0.0033015
38,0.62220293,0.6702944,"('untruthful', 'truthful')",0.6222029,0.6702944,0.0480915
39,0.026607098,0.031978834,"('exploitative', 'cooperative')",0.0266071,0.0319788,0.0053717
40,-2.7102754,-2.8076282,"('stingy', 'generous')",-2.7102754,-2.8076282,-0.0973528
41,0.32927564,0.31427518,"('unforgiving', 'forgiving')",0.3292756,0.3142752,-0.0150004
42,-3.033306,-3.0345957,"('unreliable', 'reliable')",-3.0333059,-3.0345957,-0.0012898
43,1.6767215,1.7010524,"('irresponsible', 'responsible')",1.6767215,1.7010524,0.0243309
44,-1.250722,-1.273841,"('prejudiced', 'unprejudiced')",-1.2507221,-1.273841,-0.0231189
45,0.21656007,0.20677398,"('incompetent', 'competent')",0.2165601,0.206774,-0.0097861
46,-0.5873087,-0.6368846,"('uncompetitive', 'competitive')",-0.5873087,-0.6368846,-0.0495759
47,5.664462,5.812217,"('stupid', 'smart')",5.6644621,5.8122172,0.1477551
48,0.27890468,0.26073226,"('unintelligent', 'intelligent')",0.2789047,0.2607323,-0.0181724
49,-0.22347617,-0.108562276,"('unable', 'able')",-0.2234762,-0.1085623,0.1149139
50,-0.37395263,-0.36826247,"('clumsy', 'skillful')",-0.3739526,-0.3682625,0.0056901
51,0.15909818,0.14026843,"('uneducated', 'educated')",0.1590982,0.1402684,-0.0188298
52,-0.9232463,-1.0009085,"('irrational', 'rational')",-0.9232463,-1.0009085,-0.0776622
53,0.06657185,0.014785543,"('uncreative', 'creative')",0.0665718,0.0147855,-0.0517863
54,0.97962034,1.0672758,"('incapable', 'capable')",0.9796203,1.0672758,0.0876555
55,0.9308961,0.9234213,"('incompetent', 'clever')",0.9308961,0.9234213,-0.0074748
56,1.1996312,1.1940707,"('impractical', 'practical')",1.1996312,1.1940707,-0.0055605
57,-2.7423782,-2.7439303,"('unimaginative', 'imaginative')",-2.7423782,-2.7439303,-0.0015521
58,0.30310026,0.3242907,"('undiscriminating', 'discriminating')",0.3031003,0.3242907,0.0211904
59,0.014691487,0.038360897,"('foolish', 'wise')",0.0146915,0.0383609,0.0236694
60,1.5266134,1.5866445,"('inefficient', 'efficient')",1.5266134,1.5866445,0.0600311
61,0.07341349,-0.032389544,"('illogical', 'logical')",0.0734135,-0.0323895,-0.105803
62,0.39313725,0.49191487,"('incompetent', 'brilliant')",0.3931372,0.4919149,0.0987777
63,-0.14097123,-0.053216506,"('unperceptive', 'insightful')",-0.1409712,-0.0532165,0.0877547
64,-6.517131,-6.52713,"('shy', 'confident')",-6.5171309,-6.5271301,-0.0099992
65,0.19585037,0.16073887,"('insecure', 'secure')",0.1958504,0.1607389,-0.0351115
66,-0.15224005,-0.1707632,"('inactive', 'active')",-0.1522401,-0.1707632,-0.0185231
67,-0.093695045,-0.057490528,"('doubtful', 'determined')",-0.093695,-0.0574905,0.0362045
68,-0.5822122,-0.5830157,"('dependent', 'independent')",-0.5822122,-0.5830157,-0.0008035
69,-1.8966702,-1.8603625,"('lazy', 'industrious')",-1.8966702,-1.8603625,0.0363077
70,0.8927643,0.86644036,"('lethargic', 'energetic')",0.8927643,0.8664404,-0.0263239
71,0.48063824,0.5199451,"('diffident', 'self-confident')",0.4806382,0.5199451,0.0393069
72,0.9268387,0.9675552,"('unambitious', 'ambitious')",0.9268387,0.9675552,0.0407165
73,-3.5418696,-3.5066643,"('helpless', 'self-reliant')",-3.5418696,-3.5066643,0.0352053
74,0.08303325,0.04461269,"('undedicated', 'dedicated')",0.0830332,0.0446127,-0.0384205
75,-0.8133951,-0.71806705,"('meek', 'impulsive')",-0.8133951,-0.718067,0.0953281
76,0.17088123,0.1481204,"('anxious', 'daring')",0.1708812,0.1481204,-0.0227608
77,-0.6102853,-0.49286318,"('unmotivated', 'motivated')",-0.6102853,-0.4928632,0.1174221
78,-0.61116874,-0.61441404,"('nonresilient', 'resilient')",-0.6111687,-0.614414,-0.0032453
79,0.1233709,0.15299869,"('wavering', 'unwavering')",0.1233709,0.1529987,0.0296278
80,-0.8299875,-0.85790426,"('dominated', 'dominating')",-0.8299875,-0.8579043,-0.0279168
81,0.09128508,0.09080372,"('submissive', 'aggressive')",0.0912851,0.0908037,-0.0004814
82,6.2228317,6.2973013,"('poor', 'rich')",6.2228317,6.2973013,0.0744696
83,-0.0773553,-0.1000892,"('powerless', 'powerful')",-0.0773553,-0.1000892,-0.0227339
84,0.35612175,0.31387606,"('inferior', 'superior')",0.3561217,0.3138761,-0.0422456
85,-0.7614467,-0.76060086,"('insignificant', 'prestigious')",-0.7614467,-0.7606009,0.0008458
86,0.40801767,0.32544225,"('uninfluential', 'influential')",0.4080177,0.3254423,-0.0825754
87,-0.41497397,-0.3221707,"('unsuccessful', 'successful')",-0.414974,-0.3221707,0.0928033
88,0.13635106,0.18967512,"('low', 'eminent')",0.1363511,0.1896751,0.053324
