,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
0,0.027895961,0.023952367,"('unsociable', 'sociable')",0.027896,0.0239524,-0.0039436
1,-0.50377077,-0.7130586,"('unfriendly', 'friendly')",-0.5037708,-0.7130586,-0.2092878
2,0.119579464,0.024871744,"('unlikable', 'likable')",0.1195795,0.0248717,-0.0947078
3,-0.4600548,-0.3276862,"('repellent', 'pleasant')",-0.4600548,-0.3276862,0.1323686
4,-2.871076,-2.9124029,"('disliked', 'liked')",-2.8710761,-2.9124029,-0.0413268
5,-1.3572148,-1.5271472,"('distant', 'outgoing')",-1.3572148,-1.5271472,-0.1699324
6,-1.2538035,-1.4283891,"('distant', 'open')",-1.2538035,-1.4283891,-0.1745856
7,-0.4264395,-0.2935397,"('insensitive', 'sensitive')",-0.4264395,-0.2935397,0.1328998
8,-0.7587264,-1.02857,"('unaffectionate', 'affectionate')",-0.7587264,-1.0285701,-0.2698437
9,-0.69486403,-0.8982785,"('unaffectionate', 'caring')",-0.694864,-0.8982785,-0.2034145
10,-0.3051825,-0.22861852,"('unsympathetic', 'sympathetic')",-0.3051825,-0.2286185,0.076564
11,0.3415176,0.4332404,"('unhelpful', 'helpful')",0.3415176,0.4332404,0.0917228
12,-0.99466944,-0.9335099,"('unsupportive', 'supportive')",-0.9946694,-0.9335099,0.0611595
13,-0.38066015,-0.32130188,"('impolite', 'polite')",-0.3806601,-0.3213019,0.0593582
14,0.77280176,0.9030392,"('antisocial', 'social')",0.7728018,0.9030392,0.1302374
15,0.08182292,-0.015649768,"('boring', 'funny')",0.0818229,-0.0156498,-0.0974727
16,-0.66309744,-0.6763063,"('unpopular', 'popular')",-0.6630974,-0.6763063,-0.0132089
17,-0.465793,-0.4336749,"('nasty', 'nice')",-0.465793,-0.4336749,0.0321181
18,-0.9023047,-0.9542145,"('disagreeable', 'welcoming')",-0.9023047,-0.9542145,-0.0519098
19,-1.5474303,-1.6344353,"('inhospitable', 'hospitable')",-1.5474303,-1.6344353,-0.087005
20,0.7138991,0.7735444,"('rough', 'thoughtful')",0.7138991,0.7735444,0.0596453
21,-0.12665756,0.04560168,"('immoral', 'moral')",-0.1266576,0.0456017,0.1722593
22,0.049774796,0.14169611,"('untrustworthy', 'trustworthy')",0.0497748,0.1416961,0.0919213
23,1.8840855,1.8953432,"('insincere', 'sincere')",1.8840855,1.8953432,0.0112577
24,0.19576062,0.081515245,"('dishonest', 'honest')",0.1957606,0.0815152,-0.1142454
25,0.07429766,-0.1590088,"('egoistic', 'altruistic')",0.0742977,-0.1590088,-0.2333065
26,1.2441542,1.1165023,"('hardhearted', 'benevolent')",1.2441542,1.1165023,-0.1276519
27,0.33214223,0.20936602,"('hardhearted', 'softhearted')",0.3321422,0.209366,-0.1227762
28,0.4102882,0.26599488,"('disloyal', 'loyal')",0.4102882,0.2659949,-0.1442933
29,-0.39763525,-0.4341227,"('unfair', 'fair')",-0.3976353,-0.4341227,-0.0364874
30,0.28676125,0.32974,"('intolerant', 'tolerant')",0.2867613,0.32974,0.0429787
31,-1.2117364,-1.269767,"('evil', 'good')",-1.2117364,-1.269767,-0.0580306
32,0.72241867,0.56850266,"('unkind', 'kind')",0.7224187,0.5685027,-0.153916
33,-0.14725433,-0.3292904,"('wrong', 'right')",-0.1472543,-0.3292904,-0.1820361
34,1.8214563,1.9816135,"('mean', 'honorable')",1.8214563,1.9816135,0.1601572
35,-0.059805892,-0.36781588,"('corrupt', 'incorrupt')",-0.0598059,-0.3678159,-0.30801
36,-0.69229454,-0.9218086,"('hostile', 'amicable')",-0.6922945,-0.9218086,-0.2295141
37,0.2847429,0.23510325,"('fake', 'genuine')",0.2847429,0.2351032,-0.0496397
38,-0.42923674,-0.4531638,"('untruthful', 'truthful')",-0.4292367,-0.4531638,-0.0239271
39,0.40678054,0.4171684,"('exploitative', 'cooperative')",0.4067805,0.4171684,0.0103879
40,-0.14864637,-0.27130368,"('stingy', 'generous')",-0.1486464,-0.2713037,-0.1226573
41,0.3455923,0.4159788,"('unforgiving', 'forgiving')",0.3455923,0.4159788,0.0703865
42,-0.65256804,-0.5563236,"('unreliable', 'reliable')",-0.652568,-0.5563236,0.0962444
43,0.19596455,0.33138806,"('irresponsible', 'responsible')",0.1959645,0.3313881,0.1354236
44,0.15527587,0.20868869,"('prejudiced', 'unprejudiced')",0.1552759,0.2086887,0.0534128
45,-0.1616005,0.048391927,"('incompetent', 'competent')",-0.1616005,0.0483919,0.2099924
46,-0.91622245,-0.73474103,"('uncompetitive', 'competitive')",-0.9162225,-0.734741,0.1814815
47,2.0481746,2.168626,"('stupid', 'smart')",2.0481746,2.1686261,0.1204515
48,0.6133543,0.7902023,"('unintelligent', 'intelligent')",0.6133543,0.7902023,0.176848
49,-0.32259455,-0.14904386,"('unable', 'able')",-0.3225946,-0.1490439,0.1735507
50,0.09502953,0.0047390847,"('clumsy', 'skillful')",0.0950295,0.0047391,-0.0902904
51,-0.6313415,-0.6406306,"('uneducated', 'educated')",-0.6313415,-0.6406306,-0.0092891
52,-0.4591468,-0.76293486,"('irrational', 'rational')",-0.4591468,-0.7629349,-0.3037881
53,-1.3410447,-1.474882,"('uncreative', 'creative')",-1.3410447,-1.474882,-0.1338373
54,-0.40370658,-0.5762649,"('incapable', 'capable')",-0.4037066,-0.5762649,-0.1725583
55,0.222118,0.4501484,"('incompetent', 'clever')",0.222118,0.4501484,0.2280304
56,0.14774418,0.32217145,"('impractical', 'practical')",0.1477442,0.3221714,0.1744272
57,-1.5877358,-1.4179654,"('unimaginative', 'imaginative')",-1.5877358,-1.4179654,0.1697704
58,-0.10738785,-0.059823595,"('undiscriminating', 'discriminating')",-0.1073878,-0.0598236,0.0475642
59,-0.24237263,-0.3816492,"('foolish', 'wise')",-0.2423726,-0.3816492,-0.1392766
60,0.492526,0.7914638,"('inefficient', 'efficient')",0.492526,0.7914638,0.2989378
61,-0.2859615,-0.422854,"('illogical', 'logical')",-0.2859615,-0.422854,-0.1368925
62,0.2245982,0.43335268,"('incompetent', 'brilliant')",0.2245982,0.4333527,0.2087545
63,-0.380636,-0.19488116,"('unperceptive', 'insightful')",-0.380636,-0.1948812,0.1857548
64,-2.3214712,-2.3069043,"('shy', 'confident')",-2.3214712,-2.3069043,0.0145669
65,0.59721124,0.6976692,"('insecure', 'secure')",0.5972112,0.6976692,0.100458
66,-0.7950693,-1.0023191,"('inactive', 'active')",-0.7950693,-1.0023191,-0.2072498
67,0.36405516,0.40039918,"('doubtful', 'determined')",0.3640552,0.4003992,0.036344
68,-0.6778777,-0.6391844,"('dependent', 'independent')",-0.6778777,-0.6391844,0.0386933
69,0.16617651,-0.013221482,"('lazy', 'industrious')",0.1661765,-0.0132215,-0.179398
70,0.22852859,0.3254354,"('lethargic', 'energetic')",0.2285286,0.3254354,0.0969068
71,-0.061895523,-0.10857849,"('diffident', 'self-confident')",-0.0618955,-0.1085785,-0.046683
72,-0.19282775,-0.1912958,"('unambitious', 'ambitious')",-0.1928277,-0.1912958,0.0015319
73,-0.49018323,-0.5671392,"('helpless', 'self-reliant')",-0.4901832,-0.5671392,-0.076956
74,-0.076718055,-0.14964299,"('undedicated', 'dedicated')",-0.0767181,-0.149643,-0.0729249
75,-0.6959892,-0.70665336,"('meek', 'impulsive')",-0.6959892,-0.7066534,-0.0106642
76,0.08408036,0.2805126,"('anxious', 'daring')",0.0840804,0.2805126,0.1964322
77,-1.5000905,-1.2837756,"('unmotivated', 'motivated')",-1.5000905,-1.2837756,0.2163149
78,-0.6335483,-0.5427637,"('nonresilient', 'resilient')",-0.6335483,-0.5427637,0.0907846
79,-1.02266,-1.162273,"('wavering', 'unwavering')",-1.02266,-1.162273,-0.139613
80,0.063620314,0.13721138,"('dominated', 'dominating')",0.0636203,0.1372114,0.0735911
81,0.2956153,0.4298667,"('submissive', 'aggressive')",0.2956153,0.4298667,0.1342514
82,1.7987486,1.7872405,"('poor', 'rich')",1.7987486,1.7872405,-0.0115081
83,-0.3326783,-0.3229494,"('powerless', 'powerful')",-0.3326783,-0.3229494,0.0097289
84,0.64921534,0.5978416,"('inferior', 'superior')",0.6492153,0.5978416,-0.0513737
85,-0.57470614,-0.7757549,"('insignificant', 'prestigious')",-0.5747061,-0.7757549,-0.2010488
86,-1.1732786,-1.2009598,"('uninfluential', 'influential')",-1.1732786,-1.2009598,-0.0276812
87,-0.071387365,-0.077509314,"('unsuccessful', 'successful')",-0.0713874,-0.0775093,-0.0061219
88,-0.15749732,-0.28538007,"('low', 'eminent')",-0.1574973,-0.2853801,-0.1278828
