,monument_male,monument_female,tuple,average_male,average_female,female-male
0,0.00079646334,-0.07233986,"('unsociable', 'sociable')",0.0007965,-0.0723399,-0.0731364
1,1.0091066,1.036008,"('unfriendly', 'friendly')",1.0091066,1.036008,0.0269014
2,-0.2142294,-0.21033728,"('unlikable', 'likable')",-0.2142294,-0.2103373,0.0038921
3,0.54803866,0.6336913,"('repellent', 'pleasant')",0.5480387,0.6336913,0.0856526
4,-7.467676,-7.5953584,"('disliked', 'liked')",-7.4676762,-7.5953584,-0.1276822
5,-1.2645437,-1.2053901,"('distant', 'outgoing')",-1.2645437,-1.2053901,0.0591536
6,-0.4722558,-0.5137074,"('distant', 'open')",-0.4722558,-0.5137074,-0.0414516
7,1.4479043,1.3855377,"('insensitive', 'sensitive')",1.4479043,1.3855377,-0.0623666
8,1.2186987,1.1518981,"('unaffectionate', 'affectionate')",1.2186987,1.1518981,-0.0668006
9,1.5131487,1.5508149,"('unaffectionate', 'caring')",1.5131487,1.5508149,0.0376662
10,1.1424377,1.1658138,"('unsympathetic', 'sympathetic')",1.1424377,1.1658138,0.0233761
11,1.2956816,1.3749895,"('unhelpful', 'helpful')",1.2956816,1.3749895,0.0793079
12,-1.7745817,-1.7905909,"('unsupportive', 'supportive')",-1.7745817,-1.7905909,-0.0160092
13,-0.38648474,-0.39307967,"('impolite', 'polite')",-0.3864847,-0.3930797,-0.006595
14,0.4986423,0.42879733,"('antisocial', 'social')",0.4986423,0.4287973,-0.069845
15,0.34880146,0.2593813,"('boring', 'funny')",0.3488015,0.2593813,-0.0894202
16,-0.57379216,-0.5561384,"('unpopular', 'popular')",-0.5737922,-0.5561384,0.0176538
17,-0.35855854,-0.3255469,"('nasty', 'nice')",-0.3585585,-0.3255469,0.0330116
18,-0.80580854,-0.7823315,"('disagreeable', 'welcoming')",-0.8058085,-0.7823315,0.023477
19,-0.75423265,-0.7729152,"('inhospitable', 'hospitable')",-0.7542326,-0.7729152,-0.0186826
20,1.0209306,0.92764586,"('rough', 'thoughtful')",1.0209306,0.9276459,-0.0932847
21,-0.5111275,-0.41034216,"('immoral', 'moral')",-0.5111275,-0.4103422,0.1007853
22,-0.52070534,-0.5501079,"('untrustworthy', 'trustworthy')",-0.5207053,-0.5501079,-0.0294026
23,6.450969,6.5244064,"('insincere', 'sincere')",6.4509692,6.5244064,0.0734372
24,1.440896,1.3429661,"('dishonest', 'honest')",1.440896,1.3429661,-0.0979299
25,0.73224634,0.67817265,"('egoistic', 'altruistic')",0.7322463,0.6781726,-0.0540737
26,1.4228405,1.3080839,"('hardhearted', 'benevolent')",1.4228405,1.3080839,-0.1147566
27,1.4834185,1.3701669,"('hardhearted', 'softhearted')",1.4834185,1.3701669,-0.1132516
28,1.454015,1.3854638,"('disloyal', 'loyal')",1.454015,1.3854638,-0.0685512
29,-0.52268404,-0.6828194,"('unfair', 'fair')",-0.522684,-0.6828194,-0.1601354
30,0.91563463,0.9720501,"('intolerant', 'tolerant')",0.9156346,0.9720501,0.0564155
31,-1.4566474,-1.4494647,"('evil', 'good')",-1.4566474,-1.4494647,0.0071827
32,1.3518941,1.2235036,"('unkind', 'kind')",1.3518941,1.2235036,-0.1283905
33,-0.62968236,-0.7338333,"('wrong', 'right')",-0.6296824,-0.7338333,-0.1041509
34,4.8374205,4.9626536,"('mean', 'honorable')",4.8374205,4.9626536,0.1252331
35,-0.4831048,-0.7194519,"('corrupt', 'incorrupt')",-0.4831048,-0.7194519,-0.2363471
36,-0.8870324,-0.95822495,"('hostile', 'amicable')",-0.8870324,-0.958225,-0.0711926
37,0.83764905,0.8031576,"('fake', 'genuine')",0.837649,0.8031576,-0.0344914
38,-0.56724304,-0.5308874,"('untruthful', 'truthful')",-0.567243,-0.5308874,0.0363556
39,0.76854235,0.750324,"('exploitative', 'cooperative')",0.7685423,0.750324,-0.0182183
40,-1.5054986,-1.6641177,"('stingy', 'generous')",-1.5054986,-1.6641177,-0.1586191
41,-0.20675986,-0.18507072,"('unforgiving', 'forgiving')",-0.2067599,-0.1850707,0.0216892
42,-2.530741,-2.5350792,"('unreliable', 'reliable')",-2.530741,-2.5350792,-0.0043382
43,0.8540752,0.9171647,"('irresponsible', 'responsible')",0.8540752,0.9171647,0.0630895
44,-1.3562808,-1.2821677,"('prejudiced', 'unprejudiced')",-1.3562808,-1.2821677,0.0741131
45,0.17423144,0.062216125,"('incompetent', 'competent')",0.1742314,0.0622161,-0.1120153
46,-0.8754292,-0.9027411,"('uncompetitive', 'competitive')",-0.8754292,-0.9027411,-0.0273119
47,5.1635737,5.2691655,"('stupid', 'smart')",5.1635737,5.2691655,0.1055918
48,0.46570385,0.51319796,"('unintelligent', 'intelligent')",0.4657038,0.513198,0.0474942
49,0.012134649,0.13154894,"('unable', 'able')",0.0121346,0.1315489,0.1194143
50,-0.637428,-0.6744916,"('clumsy', 'skillful')",-0.637428,-0.6744916,-0.0370636
51,0.4480017,0.32644743,"('uneducated', 'educated')",0.4480017,0.3264474,-0.1215543
52,-0.5720318,-0.74095404,"('irrational', 'rational')",-0.5720318,-0.740954,-0.1689222
53,0.12407525,0.027832683,"('uncreative', 'creative')",0.1240752,0.0278327,-0.0962425
54,1.2665471,1.261928,"('incapable', 'capable')",1.2665471,1.261928,-0.0046191
55,0.7807655,0.7842245,"('incompetent', 'clever')",0.7807655,0.7842245,0.003459
56,0.71352977,0.6569595,"('impractical', 'practical')",0.7135298,0.6569595,-0.0565703
57,-2.5171933,-2.555298,"('unimaginative', 'imaginative')",-2.5171933,-2.5552981,-0.0381048
58,0.015978016,0.017554931,"('undiscriminating', 'discriminating')",0.015978,0.0175549,0.0015769
59,-0.39614132,-0.44705835,"('foolish', 'wise')",-0.3961413,-0.4470583,-0.050917
60,0.28019983,0.424165,"('inefficient', 'efficient')",0.2801998,0.424165,0.1439652
61,0.2918105,0.12400209,"('illogical', 'logical')",0.2918105,0.1240021,-0.1678084
62,0.3220101,0.38813472,"('incompetent', 'brilliant')",0.3220101,0.3881347,0.0661246
63,-0.13057011,-0.085048236,"('unperceptive', 'insightful')",-0.1305701,-0.0850482,0.0455219
64,-6.6871715,-6.7082367,"('shy', 'confident')",-6.6871715,-6.7082367,-0.0210652
65,0.15934229,0.23118353,"('insecure', 'secure')",0.1593423,0.2311835,0.0718412
66,0.08978468,-0.09369631,"('inactive', 'active')",0.0897847,-0.0936963,-0.183481
67,-0.29049852,-0.25339752,"('doubtful', 'determined')",-0.2904985,-0.2533975,0.037101
68,-1.201916,-1.1796299,"('dependent', 'independent')",-1.201916,-1.1796299,0.0222861
69,-1.7586664,-1.8646853,"('lazy', 'industrious')",-1.7586664,-1.8646853,-0.1060189
70,1.3109853,1.2424309,"('lethargic', 'energetic')",1.3109853,1.2424309,-0.0685544
71,0.747971,0.7142238,"('diffident', 'self-confident')",0.747971,0.7142238,-0.0337472
72,0.6344125,0.7571655,"('unambitious', 'ambitious')",0.6344125,0.7571655,0.122753
73,-3.3981595,-3.2969193,"('helpless', 'self-reliant')",-3.3981595,-3.2969193,0.1012402
74,0.4361443,0.22424003,"('undedicated', 'dedicated')",0.4361443,0.22424,-0.2119043
75,-1.0621048,-1.0226359,"('meek', 'impulsive')",-1.0621048,-1.0226359,0.0394689
76,0.6369417,0.73488706,"('anxious', 'daring')",0.6369417,0.7348871,0.0979454
77,-1.2036248,-1.0823077,"('unmotivated', 'motivated')",-1.2036248,-1.0823077,0.1213171
