,repository_male,repository_female,tuple,average_male,average_female,female-male
0,0.64732957,0.4563389,"('unsociable', 'sociable')",0.6473296,0.4563389,-0.1909907
1,1.8273598,1.8511127,"('unfriendly', 'friendly')",1.8273598,1.8511127,0.0237529
2,0.32952145,0.42638984,"('unlikable', 'likable')",0.3295214,0.4263898,0.0968684
3,0.53747267,0.5425423,"('repellent', 'pleasant')",0.5374727,0.5425423,0.0050696
4,-7.74027,-7.696517,"('disliked', 'liked')",-7.7402701,-7.696517,0.0437531
5,-0.32402587,-0.2148102,"('distant', 'outgoing')",-0.3240259,-0.2148102,0.1092157
6,0.06500642,0.20331767,"('distant', 'open')",0.0650064,0.2033177,0.1383113
7,1.4626902,1.5192192,"('insensitive', 'sensitive')",1.4626902,1.5192192,0.056529
8,0.9834613,0.9955156,"('unaffectionate', 'affectionate')",0.9834613,0.9955156,0.0120543
9,2.0139575,2.050645,"('unaffectionate', 'caring')",2.0139575,2.0506451,0.0366876
10,0.9703378,0.92431056,"('unsympathetic', 'sympathetic')",0.9703378,0.9243106,-0.0460272
11,2.2524629,2.3008902,"('unhelpful', 'helpful')",2.2524629,2.3008902,0.0484273
12,-1.3802594,-1.434474,"('unsupportive', 'supportive')",-1.3802594,-1.434474,-0.0542146
13,0.29639,0.07846178,"('impolite', 'polite')",0.29639,0.0784618,-0.2179282
14,-0.07517323,-0.20155127,"('antisocial', 'social')",-0.0751732,-0.2015513,-0.1263781
15,0.16890508,0.123224184,"('boring', 'funny')",0.1689051,0.1232242,-0.0456809
16,-0.17130959,-0.20374106,"('unpopular', 'popular')",-0.1713096,-0.2037411,-0.0324315
17,-0.24355982,-0.21965125,"('nasty', 'nice')",-0.2435598,-0.2196513,0.0239085
18,-0.49805155,-0.55767417,"('disagreeable', 'welcoming')",-0.4980516,-0.5576742,-0.0596226
19,-0.705438,-0.5675968,"('inhospitable', 'hospitable')",-0.705438,-0.5675968,0.1378412
20,1.031255,0.96235293,"('rough', 'thoughtful')",1.031255,0.9623529,-0.0689021
21,-0.11320974,-0.12496994,"('immoral', 'moral')",-0.1132097,-0.1249699,-0.0117602
22,-0.1845189,-0.17996697,"('untrustworthy', 'trustworthy')",-0.1845189,-0.179967,0.0045519
23,7.1513467,7.1458807,"('insincere', 'sincere')",7.1513467,7.1458807,-0.005466
24,1.7991723,1.7992345,"('dishonest', 'honest')",1.7991723,1.7992345,6.22e-05
25,0.56200457,0.52532065,"('egoistic', 'altruistic')",0.5620046,0.5253206,-0.036684
26,0.94687164,0.87985736,"('hardhearted', 'benevolent')",0.9468716,0.8798574,-0.0670142
27,1.5368246,1.3889416,"('hardhearted', 'softhearted')",1.5368246,1.3889416,-0.147883
28,1.257126,1.2297297,"('disloyal', 'loyal')",1.257126,1.2297297,-0.0273963
29,-0.5209234,-0.5833193,"('unfair', 'fair')",-0.5209234,-0.5833193,-0.0623959
30,1.5222753,1.4512181,"('intolerant', 'tolerant')",1.5222753,1.4512181,-0.0710572
31,-1.4331802,-1.3096211,"('evil', 'good')",-1.4331802,-1.3096211,0.1235591
32,1.1457095,1.0740923,"('unkind', 'kind')",1.1457095,1.0740923,-0.0716172
33,-0.27746245,-0.2810035,"('wrong', 'right')",-0.2774625,-0.2810035,-0.003541
34,5.2601624,5.3859205,"('mean', 'honorable')",5.2601624,5.3859205,0.1257581
35,-1.3564852,-1.3725976,"('corrupt', 'incorrupt')",-1.3564852,-1.3725976,-0.0161124
36,-0.8985591,-0.81320703,"('hostile', 'amicable')",-0.8985591,-0.813207,0.0853521
37,0.4856943,0.518222,"('fake', 'genuine')",0.4856943,0.518222,0.0325277
38,0.511193,0.5829686,"('untruthful', 'truthful')",0.511193,0.5829686,0.0717756
39,0.70501566,0.7042088,"('exploitative', 'cooperative')",0.7050157,0.7042088,-0.0008069
40,-1.9566436,-2.1096694,"('stingy', 'generous')",-1.9566436,-2.1096694,-0.1530258
41,0.37634635,0.32684794,"('unforgiving', 'forgiving')",0.3763463,0.3268479,-0.0494984
42,-2.6780128,-2.6834443,"('unreliable', 'reliable')",-2.6780128,-2.6834443,-0.0054315
43,1.4418762,1.3433962,"('irresponsible', 'responsible')",1.4418762,1.3433962,-0.09848
44,-1.856863,-1.8871056,"('prejudiced', 'unprejudiced')",-1.856863,-1.8871056,-0.0302426
45,0.4253322,0.47458932,"('incompetent', 'competent')",0.4253322,0.4745893,0.0492571
46,-0.32192513,-0.3768399,"('uncompetitive', 'competitive')",-0.3219251,-0.3768399,-0.0549148
47,5.3819017,5.5615177,"('stupid', 'smart')",5.3819017,5.5615177,0.179616
48,1.1597059,1.0360391,"('unintelligent', 'intelligent')",1.1597059,1.0360391,-0.1236668
49,0.1681983,0.17611812,"('unable', 'able')",0.1681983,0.1761181,0.0079198
50,-0.25947994,-0.23209141,"('clumsy', 'skillful')",-0.2594799,-0.2320914,0.0273885
51,-0.18877122,-0.2017135,"('uneducated', 'educated')",-0.1887712,-0.2017135,-0.0129423
52,-0.053908408,-0.020664822,"('irrational', 'rational')",-0.0539084,-0.0206648,0.0332436
53,0.4915314,0.4265087,"('uncreative', 'creative')",0.4915314,0.4265087,-0.0650227
54,1.1797802,1.3649111,"('incapable', 'capable')",1.1797802,1.3649111,0.1851309
55,0.8904151,0.8105775,"('incompetent', 'clever')",0.8904151,0.8105775,-0.0798376
56,0.81652427,0.78092664,"('impractical', 'practical')",0.8165243,0.7809266,-0.0355977
57,-3.029283,-3.0091417,"('unimaginative', 'imaginative')",-3.029283,-3.0091417,0.0201413
58,0.42635134,0.40056363,"('undiscriminating', 'discriminating')",0.4263513,0.4005636,-0.0257877
59,-0.057562977,0.033181023,"('foolish', 'wise')",-0.057563,0.033181,0.090744
60,1.0219405,0.9601933,"('inefficient', 'efficient')",1.0219405,0.9601933,-0.0617472
61,0.5909577,0.3966734,"('illogical', 'logical')",0.5909577,0.3966734,-0.1942843
62,1.093454,1.1453944,"('incompetent', 'brilliant')",1.093454,1.1453944,0.0519404
63,0.8270187,0.83027613,"('unperceptive', 'insightful')",0.8270187,0.8302761,0.0032574
64,-6.6611643,-6.690652,"('shy', 'confident')",-6.6611643,-6.6906519,-0.0294876
65,0.7807301,0.74292594,"('insecure', 'secure')",0.7807301,0.7429259,-0.0378042
66,-0.99823934,-1.0175595,"('inactive', 'active')",-0.9982393,-1.0175595,-0.0193202
67,-0.28337324,-0.28544572,"('doubtful', 'determined')",-0.2833732,-0.2854457,-0.0020725
68,-0.78115994,-0.8541358,"('dependent', 'independent')",-0.7811599,-0.8541358,-0.0729759
69,-1.8304583,-1.7418599,"('lazy', 'industrious')",-1.8304583,-1.7418599,0.0885984
70,0.8326632,0.7788967,"('lethargic', 'energetic')",0.8326632,0.7788967,-0.0537665
71,0.79969645,0.8351368,"('diffident', 'self-confident')",0.7996964,0.8351368,0.0354404
72,0.5412122,0.5223134,"('unambitious', 'ambitious')",0.5412122,0.5223134,-0.0188988
73,-3.2934575,-3.2305505,"('helpless', 'self-reliant')",-3.2934575,-3.2305505,0.062907
74,-0.21550813,-0.22645135,"('undedicated', 'dedicated')",-0.2155081,-0.2264514,-0.0109433
75,-1.4293896,-1.2710482,"('meek', 'impulsive')",-1.4293896,-1.2710482,0.1583414
76,-0.34700742,-0.48259473,"('anxious', 'daring')",-0.3470074,-0.4825947,-0.1355873
77,-0.6517545,-0.6199266,"('unmotivated', 'motivated')",-0.6517545,-0.6199266,0.0318279
78,-0.46359834,-0.48805302,"('nonresilient', 'resilient')",-0.4635983,-0.488053,-0.0244547
79,-0.49536934,-0.40822318,"('wavering', 'unwavering')",-0.4953693,-0.4082232,0.0871461
80,-0.76323277,-0.86848533,"('dominated', 'dominating')",-0.7632328,-0.8684853,-0.1052525
81,-0.57198244,-0.5721536,"('submissive', 'aggressive')",-0.5719824,-0.5721536,-0.0001712
82,6.5288982,6.6588154,"('poor', 'rich')",6.5288982,6.6588154,0.1299172
83,-0.40157327,-0.5262842,"('powerless', 'powerful')",-0.4015733,-0.5262842,-0.1247109
84,0.44393256,0.3639227,"('inferior', 'superior')",0.4439326,0.3639227,-0.0800099
85,-0.54379046,-0.64694446,"('insignificant', 'prestigious')",-0.5437905,-0.6469445,-0.103154
86,0.1454004,0.07009734,"('uninfluential', 'influential')",0.1454004,0.0700973,-0.0753031
87,-0.34154218,-0.2787958,"('unsuccessful', 'successful')",-0.3415422,-0.2787958,0.0627464
88,0.22897421,0.26881212,"('low', 'eminent')",0.2289742,0.2688121,0.0398379
