,iron_male,iron_female,tuple,mountain_male,mountain_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9010759,-1.0104767,"('unsociable', 'sociable')",-0.3451612,-0.41675097,-0.15719926,-0.33494762,-0.4678121,-0.5873918,-0.1195797
1,-1.0197486,-1.0959736,"('unfriendly', 'friendly')",-0.71695447,-0.9353913,1.5979228,1.4254013,-0.0462601,-0.2019879,-0.1557278
2,-0.3144194,-0.20349185,"('unlikable', 'likable')",0.95545816,1.1042444,0.5158508,0.6125718,0.3856299,0.5044414,0.1188115
3,-0.78450924,-0.6900097,"('repellent', 'pleasant')",0.09431854,0.22295216,0.19483905,0.27321464,-0.1651172,-0.0646143,0.1005029
4,-0.5706055,-0.61840236,"('disliked', 'liked')",-0.4412983,-0.49815547,-6.6789637,-6.7414203,-2.5636225,-2.619326,-0.0557035
5,-1.1226518,-1.0656501,"('distant', 'outgoing')",-1.1614977,-1.1360133,-0.27683783,-0.27114984,-0.8536625,-0.8242711,0.0293914
6,-0.91893893,-0.83405775,"('distant', 'open')",-1.1857759,-1.1303777,0.05891547,0.06611496,-0.6819332,-0.6327735,0.0491597
7,0.05908339,0.20520279,"('insensitive', 'sensitive')",0.37425724,0.51552224,0.60722756,0.61935925,0.3468561,0.4466948,0.0998387
8,-0.27409044,-0.14547253,"('unaffectionate', 'affectionate')",-1.0454912,-1.0666796,0.6566758,0.5897468,-0.2209686,-0.2074685,0.0135001
9,0.035813566,0.17667574,"('unaffectionate', 'caring')",-0.33330357,-0.32266146,1.0179675,1.0019281,0.2401592,0.2853141,0.0451549
10,0.5184304,0.5408527,"('unsympathetic', 'sympathetic')",0.34304875,0.40242448,-0.24880649,-0.26533246,0.2042242,0.2259816,0.0217574
11,-0.21799889,-0.064639844,"('unhelpful', 'helpful')",-0.07169175,0.07444724,1.9742974,2.093072,0.5615356,0.7009598,0.1394242
12,0.47817206,0.65905106,"('unsupportive', 'supportive')",0.31988707,0.4893704,-1.6307242,-1.5663021,-0.277555,-0.1392935,0.1382615
13,-0.70057786,-0.83012766,"('impolite', 'polite')",-0.19160324,-0.258936,-0.50529957,-0.5477456,-0.4658269,-0.5456031,-0.0797762
14,-0.62720805,-0.5938476,"('antisocial', 'social')",-0.4583982,-0.39745152,-0.38688138,-0.3917085,-0.4908292,-0.4610025,0.0298267
15,-1.0115993,-1.0257616,"('boring', 'funny')",-1.0616752,-1.1607174,0.2708685,0.28004587,-0.600802,-0.6354777,-0.0346757
16,-1.2194507,-1.3308029,"('unpopular', 'popular')",-0.25663847,-0.3522471,0.33451444,0.3298558,-0.380525,-0.4510647,-0.0705397
17,-1.6313502,-1.4650156,"('nasty', 'nice')",-1.1520499,-1.0515778,-0.48637038,-0.36038253,-1.0899235,-0.958992,0.1309315
18,-1.0293998,-0.9390757,"('disagreeable', 'welcoming')",-0.28637183,-0.17583321,-0.7401206,-0.7468225,-0.6852974,-0.6205771,0.0647203
19,-2.4103484,-2.198342,"('inhospitable', 'hospitable')",-1.5806605,-1.4199317,-0.5186443,-0.39869297,-1.5032177,-1.3389889,0.1642288
20,-0.8116198,-0.70041376,"('rough', 'thoughtful')",-0.16260916,-0.03912334,1.0615433,1.0515816,0.0291048,0.1040148,0.07491
21,0.04549028,0.01238866,"('immoral', 'moral')",0.84431624,0.9077949,-0.3977518,-0.3108044,0.1640182,0.2031264,0.0391082
