,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2812152,-1.4989069,"('unsociable', 'sociable')",0.73223716,0.6133327,-0.09558093,-0.25245267,-0.214853,-0.3793423,-0.1644893
1,0.7290205,0.60199106,"('unfriendly', 'friendly')",0.878155,0.5812289,0.9082801,0.6951822,0.8384852,0.626134,-0.2123512
2,0.7875179,0.71943027,"('unlikable', 'likable')",1.9828826,1.9235536,1.2250893,1.26547,1.3318299,1.302818,-0.0290119
3,-0.450278,-0.33221257,"('repellent', 'pleasant')",-0.10058134,-0.07187747,0.9701727,1.0216067,0.1397711,0.2058389,0.0660678
4,0.3718929,0.2824438,"('disliked', 'liked')",0.020778628,-0.07472994,-6.1314845,-6.340643,-1.9129376,-2.0443096,-0.131372
5,0.1600857,0.17079818,"('distant', 'outgoing')",-0.53421104,-0.51926625,-1.1566744,-1.0614735,-0.5102666,-0.4699805,0.0402861
6,0.26139423,0.2467268,"('distant', 'open')",-0.4968366,-0.54060566,-1.192995,-1.1052692,-0.4761458,-0.4663827,0.0097631
7,0.18834676,0.14334743,"('insensitive', 'sensitive')",0.84284025,0.84375405,0.426969,0.37809986,0.486052,0.4550671,-0.0309849
8,0.3869783,0.2655893,"('unaffectionate', 'affectionate')",-0.47653294,-0.69359267,-0.104348734,-0.16583139,-0.0646345,-0.1979449,-0.1333104
9,1.8086046,1.7062961,"('unaffectionate', 'caring')",0.36626738,0.1954327,0.73351,0.7029657,0.9694606,0.8682315,-0.1012291
10,-0.15660486,-0.2819748,"('unsympathetic', 'sympathetic')",-0.030608177,-0.1659949,-0.09708703,-0.17676759,-0.0947667,-0.2082458,-0.1134791
11,-0.46421945,-0.48584375,"('unhelpful', 'helpful')",0.5687759,0.5543845,2.2757778,2.2601073,0.7934448,0.776216,-0.0172288
12,0.9583234,0.9117447,"('unsupportive', 'supportive')",1.0846127,1.0502418,-1.6644812,-1.7032479,0.1261516,0.0862462,-0.0399054
13,-0.35455018,-0.5213942,"('impolite', 'polite')",0.16252701,0.14201713,-0.5315104,-0.59537864,-0.2411779,-0.3249186,-0.0837407
