,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,0.013232607,-0.1246223,"('unsociable', 'sociable')",0.3484461,0.2564211,-0.5456896,-0.67964065,-0.061337,-0.1826139,-0.1212769
1,-0.80595565,-0.9915026,"('unfriendly', 'friendly')",0.64351714,0.46717787,2.1634064,2.0694995,0.6669893,0.5150583,-0.151931
2,0.75458217,0.8177104,"('unlikable', 'likable')",0.94462585,1.049586,0.61315143,0.7579429,0.7707864,0.8750798,0.1042934
3,0.23421928,0.39772257,"('repellent', 'pleasant')",0.35377464,0.5589249,0.07760779,0.16546614,0.2218672,0.3740379,0.1521707
4,-0.42605007,-0.64290166,"('disliked', 'liked')",-1.0651398,-1.1845956,-6.156029,-6.2972674,-2.5490731,-2.7082548,-0.1591817
5,-0.94710183,-0.9766505,"('distant', 'outgoing')",-0.99192435,-1.0942634,0.14462593,0.18096974,-0.5981334,-0.6299814,-0.031848
6,-0.96911323,-1.0390277,"('distant', 'open')",-1.4208,-1.5101255,0.7625408,0.7817739,-0.5424574,-0.5891265,-0.0466691
7,1.0090185,1.0090141,"('insensitive', 'sensitive')",0.46973616,0.639451,0.562155,0.6105106,0.6803033,0.7529919,0.0726886
8,-0.506422,-0.5579984,"('unaffectionate', 'affectionate')",-0.63516986,-0.65329474,1.1591479,1.1196135,0.005852,-0.0305599,-0.0364119
9,-0.39496893,-0.45107943,"('unaffectionate', 'caring')",-0.15967691,-0.15973361,1.3021265,1.313374,0.2491602,0.234187,-0.0149732
10,0.5339398,0.5039248,"('unsympathetic', 'sympathetic')",-0.3879315,-0.3036645,-0.6243589,-0.6468645,-0.1594502,-0.1488681,0.0105821
11,-0.87736404,-0.8147625,"('unhelpful', 'helpful')",0.8458476,0.9330487,1.3985907,1.5026766,0.4556914,0.540321,0.0846296
12,0.3608216,0.35609743,"('unsupportive', 'supportive')",0.40844887,0.56521136,-1.8482777,-1.8534012,-0.359669,-0.3106975,0.0489715
13,0.38493365,0.41852853,"('impolite', 'polite')",-0.016378522,0.037369575,-0.58259493,-0.5986973,-0.0713466,-0.0475997,0.0237469
