,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.42596686,0.41865283,"('unsociable', 'sociable')",-0.49298772,-0.6746737,-0.0335104,-0.1280104,-0.0945
1,-1.0187014,-1.0799435,"('unfriendly', 'friendly')",1.6473472,1.5244905,0.3143229,0.2222735,-0.0920494
2,0.9865843,0.96377975,"('unlikable', 'likable')",0.8899093,0.86970276,0.9382468,0.9167413,-0.0215055
3,0.5826732,0.8499366,"('repellent', 'pleasant')",0.4908384,0.60260814,0.5367558,0.7262723,0.1895165
4,-1.0211589,-1.0553628,"('disliked', 'liked')",-6.3379936,-6.438412,-3.6795764,-3.7468874,-0.067311
5,-1.4087721,-1.388158,"('distant', 'outgoing')",-0.28479183,-0.23556495,-0.846782,-0.8118615,0.0349205
6,-1.6755675,-1.5881153,"('distant', 'open')",-0.09962184,-0.04493254,-0.8875947,-0.8165239,0.0710708
7,0.36751455,0.5914726,"('insensitive', 'sensitive')",0.50731784,0.6752457,0.4374162,0.6333592,0.195943
8,-0.7279201,-0.8098812,"('unaffectionate', 'affectionate')",0.7232526,0.6086937,-0.0023338,-0.1005937,-0.0982599
9,-0.5595659,-0.49175328,"('unaffectionate', 'caring')",0.91615844,0.92011684,0.1782963,0.2141818,0.0358855
10,0.7099668,0.82129765,"('unsympathetic', 'sympathetic')",-0.4944212,-0.4952577,0.1077728,0.16302,0.0552472
11,0.85656416,0.95068836,"('unhelpful', 'helpful')",1.689223,1.787864,1.2728937,1.3692762,0.0963825
12,0.35990795,0.5431317,"('unsupportive', 'supportive')",-1.8601154,-1.788523,-0.7501037,-0.6226956,0.1274081
13,0.7172336,0.6240448,"('impolite', 'polite')",-0.6299774,-0.6287162,0.0436281,-0.0023357,-0.0459638
14,1.987868,2.068578,"('antisocial', 'social')",-0.0100966785,-0.07307455,0.9888856,0.9977517,0.0088661
15,-0.3090575,-0.4829481,"('boring', 'funny')",0.6187115,0.48486334,0.154827,0.0009576,-0.1538694
16,-1.1362873,-1.1817367,"('unpopular', 'popular')",0.45071468,0.4474594,-0.3427863,-0.3671387,-0.0243524
17,-0.057335433,0.0012239981,"('nasty', 'nice')",-0.007692272,0.005470507,-0.0325139,0.0033473,0.0358612
18,-0.27700225,-0.22286591,"('disagreeable', 'welcoming')",-0.28103256,-0.24504864,-0.2790174,-0.2339573,0.0450601
19,-1.2889297,-1.3302617,"('inhospitable', 'hospitable')",0.10005069,0.11824291,-0.5944395,-0.6060094,-0.0115699
20,0.6977479,0.72402257,"('rough', 'thoughtful')",0.9627713,0.9282941,0.8302596,0.8261583,-0.0041013
21,1.7850832,1.7551609,"('immoral', 'moral')",-0.1501167,-0.14877321,0.8174832,0.8031939,-0.0142893
22,0.9793771,1.0758467,"('untrustworthy', 'trustworthy')",-0.73541176,-0.735838,0.1219827,0.1700043,0.0480216
23,0.8970195,0.9648103,"('insincere', 'sincere')",5.8717837,5.982698,3.3844016,3.4737542,0.0893526
24,0.33567363,0.30262992,"('dishonest', 'honest')",0.97118294,0.9873906,0.6534283,0.6450102,-0.0084181
25,-0.3920961,-0.4084383,"('egoistic', 'altruistic')",1.8230569,1.7406745,0.7154804,0.6661181,-0.0493623
26,0.43768054,0.1856027,"('hardhearted', 'benevolent')",1.7715759,1.5153018,1.1046282,0.8504522,-0.254176
27,-0.028175976,0.10188684,"('hardhearted', 'softhearted')",1.5409784,1.5239195,0.7564012,0.8129032,0.056502
28,0.20529562,0.15354988,"('disloyal', 'loyal')",0.97984457,0.8868806,0.5925701,0.5202152,-0.0723549
29,-0.19548772,-0.11945347,"('unfair', 'fair')",-0.372643,-0.5383282,-0.2840654,-0.3288908,-0.0448254
30,1.8840352,1.8535638,"('intolerant', 'tolerant')",1.5634481,1.5033586,1.7237417,1.6784612,-0.0452805
31,-2.1270728,-2.179019,"('evil', 'good')",-1.0764124,-1.1587336,-1.6017426,-1.6688763,-0.0671337
32,0.7198984,0.57346237,"('unkind', 'kind')",1.2266772,1.0056876,0.9732878,0.789575,-0.1837128
33,-0.2626686,-0.33268923,"('wrong', 'right')",-0.40389106,-0.44554964,-0.3332798,-0.3891194,-0.0558396
34,0.4371044,0.5835535,"('mean', 'honorable')",5.894627,6.1517954,3.1658657,3.3676744,0.2018087
35,-1.53685,-1.6567369,"('corrupt', 'incorrupt')",-0.29994178,-0.45684355,-0.9183959,-1.0567902,-0.1383943
36,-2.290341,-2.346114,"('hostile', 'amicable')",-0.06369358,-0.3127962,-1.1770172,-1.329455,-0.1524378
37,0.78345144,0.8215404,"('fake', 'genuine')",0.28398103,0.3503448,0.5337162,0.5859426,0.0522264
38,0.69741017,0.79197496,"('untruthful', 'truthful')",0.06726086,0.17227313,0.3823355,0.482124,0.0997885
39,0.50841725,0.5118144,"('exploitative', 'cooperative')",0.29224414,0.2577886,0.4003307,0.3848015,-0.0155292
40,0.23331013,0.35857832,"('stingy', 'generous')",-1.5003834,-1.5125173,-0.6335366,-0.5769695,0.0565671
41,0.752507,0.82866067,"('unforgiving', 'forgiving')",0.13838702,0.030986749,0.445447,0.4298237,-0.0156233
42,0.8445395,0.92526555,"('unreliable', 'reliable')",-3.2371395,-3.1681154,-1.1963,-1.1214249,0.0748751
43,1.1899931,1.2670325,"('irresponsible', 'responsible')",0.71593237,0.720435,0.9529628,0.9937338,0.040771
44,-0.008025987,-0.12352671,"('prejudiced', 'unprejudiced')",-1.4870188,-1.5779408,-0.7475224,-0.8507338,-0.1032114
45,0.6399224,0.8019406,"('incompetent', 'competent')",-0.1498857,-0.16907845,0.2450183,0.3164311,0.0714128
46,0.65716785,0.70588183,"('uncompetitive', 'competitive')",-0.64694786,-0.66581345,0.00511,0.0200342,0.0149242
47,0.3356929,0.3282989,"('stupid', 'smart')",5.3226075,5.5286508,2.8291502,2.9284749,0.0993247
48,1.2242873,1.2658648,"('unintelligent', 'intelligent')",0.71890366,0.7114499,0.9715955,0.9886574,0.0170619
49,0.439892,0.52668583,"('unable', 'able')",0.048857376,0.17302984,0.2443747,0.3498578,0.1054831
50,-0.20885144,-0.23121011,"('clumsy', 'skillful')",-0.01610605,-0.008754183,-0.1124787,-0.1199821,-0.0075034
51,0.6595788,0.6214317,"('uneducated', 'educated')",0.59368545,0.5542095,0.6266321,0.5878206,-0.0388115
52,-0.5948322,-0.7872844,"('irrational', 'rational')",0.38716087,0.1835754,-0.1038357,-0.3018545,-0.1980188
53,-1.7112495,-1.6287258,"('uncreative', 'creative')",0.51193535,0.49264786,-0.5996571,-0.5680389,0.0316182
54,0.08048314,-0.040386107,"('incapable', 'capable')",1.2681247,1.3065248,0.6743039,0.6330693,-0.0412346
55,1.1874491,1.3621926,"('incompetent', 'clever')",0.30255762,0.34374943,0.7450033,0.852971,0.1079677
56,1.8695406,1.9163115,"('impractical', 'practical')",-0.040347062,0.024796689,0.9145967,0.9705541,0.0559574
57,-0.19976181,-0.17253159,"('unimaginative', 'imaginative')",-2.5212204,-2.6465018,-1.3604912,-1.4095167,-0.0490255
58,-0.2234767,-0.12364055,"('undiscriminating', 'discriminating')",0.21213453,0.17034598,-0.0056711,0.0233527,0.0290238
59,-0.55192417,-0.61254513,"('foolish', 'wise')",0.35701695,0.37174845,-0.0974536,-0.1203983,-0.0229447
60,2.1632717,2.3779798,"('inefficient', 'efficient')",0.06217584,0.28461015,1.1127237,1.331295,0.2185713
61,0.45182046,0.4268411,"('illogical', 'logical')",0.42047775,0.21624126,0.4361491,0.3215412,-0.1146079
62,1.653922,1.8438455,"('incompetent', 'brilliant')",0.5025907,0.7850831,1.0782564,1.3144643,0.2362079
63,0.5305496,0.62252253,"('unperceptive', 'insightful')",0.6986142,0.8495566,0.6145819,0.7360396,0.1214577
64,0.25667644,0.1838875,"('shy', 'confident')",-6.4998484,-6.5706577,-3.1215858,-3.1933851,-0.0717993
65,1.1225848,1.1058158,"('insecure', 'secure')",-0.21535578,-0.18040396,0.4536145,0.4627059,0.0090914
66,-1.8499123,-1.873204,"('inactive', 'active')",0.22135203,0.15274715,-0.8142802,-0.8602284,-0.0459482
67,0.5922257,0.45399708,"('doubtful', 'determined')",-0.4192702,-0.47574502,0.0864777,-0.010874,-0.0973517
68,0.23553964,0.25876248,"('dependent', 'independent')",-0.50143975,-0.39590132,-0.1329501,-0.0685694,0.0643807
69,-1.066714,-1.0619259,"('lazy', 'industrious')",-0.7120966,-0.7402094,-0.8894053,-0.9010676,-0.0116623
70,0.7363388,0.88844097,"('lethargic', 'energetic')",0.5113428,0.61248404,0.6238408,0.7504625,0.1266217
71,-0.5330661,-0.5732688,"('diffident', 'self-confident')",0.29925668,0.31015635,-0.1169047,-0.1315562,-0.0146515
72,0.7439151,0.7868651,"('unambitious', 'ambitious')",-0.542497,-0.47181302,0.1007091,0.157526,0.0568169
73,0.34052432,0.356388,"('helpless', 'self-reliant')",-2.8285816,-2.780444,-1.2440286,-1.2120279,0.0320007
74,0.62961406,0.74194884,"('undedicated', 'dedicated')",0.17968933,0.11917056,0.4046517,0.4305597,0.025908
75,-1.0515134,-1.1416862,"('meek', 'impulsive')",-0.6061215,-0.5401094,-0.8288175,-0.8408978,-0.0120803
76,0.98051727,1.123069,"('anxious', 'daring')",0.13160992,0.19967154,0.5560636,0.6613703,0.1053067
77,-0.108098194,0.002837807,"('unmotivated', 'motivated')",-1.1796687,-1.0144335,-0.6438834,-0.5057979,0.1380855
