,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,female-male
44,-0.24440749,-0.15800777,"('prejudiced', 'unprejudiced')",-1.5494486,-1.5252334,-0.8969281,-0.8416206,0.0553075
45,-1.4448433,-1.6188568,"('incompetent', 'competent')",-0.5378345,-0.54763573,-0.9913389,-1.0832462,-0.0919073
46,-1.7197073,-1.8133202,"('uncompetitive', 'competitive')",-1.1851622,-1.1711438,-1.4524348,-1.492232,-0.0397972
47,-0.062476814,0.020207662,"('stupid', 'smart')",5.1682243,5.291801,2.5528738,2.6560044,0.1031306
48,-1.9185349,-1.9964026,"('unintelligent', 'intelligent')",-0.35215375,-0.30155125,-1.1353443,-1.1489769,-0.0136326
49,-0.8944176,-0.87919754,"('unable', 'able')",-0.58301413,-0.5278029,-0.7387159,-0.7035002,0.0352157
50,0.88546145,0.8702466,"('clumsy', 'skillful')",-0.2061327,-0.2815975,0.3396644,0.2943245,-0.0453399
51,-1.0781626,-1.1755939,"('uneducated', 'educated')",0.466618,0.3582168,-0.3057723,-0.4086885,-0.1029162
52,0.9940541,0.9695282,"('irrational', 'rational')",0.15678805,0.051009513,0.5754211,0.5102689,-0.0651522
53,-0.82822394,-0.9112242,"('uncreative', 'creative')",0.500529,0.50609225,-0.1638475,-0.202566,-0.0387185
54,0.2341958,0.23634136,"('incapable', 'capable')",0.89256936,0.8779412,0.5633826,0.5571413,-0.0062413
55,-2.1549797,-2.252202,"('incompetent', 'clever')",0.02116035,0.12480784,-1.0669097,-1.0636971,0.0032126
56,-0.5511232,-0.6634799,"('impractical', 'practical')",-0.47791052,-0.42859554,-0.5145168,-0.5460377,-0.0315209
57,-2.0405574,-2.1574638,"('unimaginative', 'imaginative')",-3.663202,-3.6689997,-2.8518796,-2.9132318,-0.0613522
58,-0.5542068,-0.6645813,"('undiscriminating', 'discriminating')",0.20509842,0.24706198,-0.1745542,-0.2087597,-0.0342055
59,2.2054033,2.227443,"('foolish', 'wise')",0.14098892,0.12265511,1.1731961,1.1750491,0.001853
60,-1.7498715,-1.8137871,"('inefficient', 'efficient')",-0.37712017,-0.08977054,-1.0634959,-0.9517788,0.1117171
61,-0.9598554,-1.0886303,"('illogical', 'logical')",-0.0614019,-0.17639907,-0.5106286,-0.6325147,-0.1218861
62,-1.638579,-1.6700058,"('incompetent', 'brilliant')",-0.24341202,-0.04410611,-0.9409955,-0.857056,0.0839395
63,-0.9630033,-1.0907096,"('unperceptive', 'insightful')",-0.16582802,-0.02763009,-0.5644156,-0.5591698,0.0052458
64,-0.028742295,-0.09579616,"('shy', 'confident')",-6.6820536,-6.61336,-3.3553979,-3.354578,0.0008199
65,-1.458764,-1.5257858,"('insecure', 'secure')",-0.012035526,0.039330304,-0.7353997,-0.7432277,-0.007828
66,0.40711522,0.4925247,"('inactive', 'active')",0.09362785,0.08404471,0.2503715,0.2882847,0.0379132
67,0.130289,0.11931598,"('doubtful', 'determined')",-0.13157378,-0.1396226,-0.0006424,-0.0101533,-0.0095109
68,-0.84945494,-0.8732538,"('dependent', 'independent')",-1.5057138,-1.4583167,-1.1775844,-1.1657853,0.0117991
69,2.6451259,2.7337294,"('lazy', 'industrious')",-1.1405498,-1.1018517,0.752288,0.8159388,0.0636508
70,-1.1013057,-1.1074936,"('lethargic', 'energetic')",-0.21360482,-0.10438798,-0.6574553,-0.6059408,0.0515145
71,0.9250718,0.8876065,"('diffident', 'self-confident')",0.21764234,0.18733919,0.5713571,0.5374728,-0.0338843
72,-1.1651204,-1.1873112,"('unambitious', 'ambitious')",-0.69522476,-0.63988954,-0.9301726,-0.9136003,0.0165723
73,1.4731896,1.4724293,"('helpless', 'self-reliant')",-3.4675782,-3.4537804,-0.9971943,-0.9906756,0.0065187
74,0.36440426,0.28711972,"('undedicated', 'dedicated')",0.1078178,0.07813723,0.236111,0.1826285,-0.0534825
75,0.43261123,0.45159638,"('meek', 'impulsive')",-0.78925794,-0.7392747,-0.1783234,-0.1438392,0.0344842
76,-1.8753207,-1.836479,"('anxious', 'daring')",-0.46198136,-0.32112283,-1.168651,-1.0788009,0.0898501
77,-0.90525675,-0.97536904,"('unmotivated', 'motivated')",-1.125485,-0.9475868,-1.0153708,-0.9614779,0.0538929
78,-0.07094081,-0.10505821,"('nonresilient', 'resilient')",-0.09768876,-0.027420953,-0.0843148,-0.0662396,0.0180752
79,1.3892795,1.3804656,"('wavering', 'unwavering')",-0.30565372,-0.3297169,0.5418129,0.5253744,-0.0164385
80,-0.24029177,-0.23417714,"('dominated', 'dominating')",-0.45833063,-0.49701318,-0.3493112,-0.3655952,-0.016284
81,-1.6899929,-1.7667814,"('submissive', 'aggressive')",-1.2456635,-1.2476302,-1.4678283,-1.5072058,-0.0393775
82,-1.3374009,-1.3638585,"('poor', 'rich')",5.755881,5.7767477,2.20924,2.2064447,-0.0027953
83,-0.28116882,-0.3017662,"('powerless', 'powerful')",-1.1875571,-1.2359186,-0.734363,-0.7688424,-0.0344794
84,0.2910272,0.3148919,"('inferior', 'superior')",0.6717738,0.6773059,0.4814005,0.4960989,0.0146984
85,1.981868,2.0417774,"('insignificant', 'prestigious')",-0.20272145,-0.2821642,0.8895733,0.8798066,-0.0097667
86,-1.7879832,-1.9467032,"('uninfluential', 'influential')",-0.429287,-0.56691164,-1.1086351,-1.2568074,-0.1481723
87,-0.042333376,-0.11063361,"('unsuccessful', 'successful')",0.43325543,0.39732438,0.195461,0.1433454,-0.0521156
88,-0.74027663,-0.80232257,"('low', 'eminent')",-0.4333414,-0.5254752,-0.586809,-0.6638989,-0.0770899
