,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.7346487,-1.912983,"('unsociable', 'sociable')",-0.35422012,-0.44108313,-1.0444344,-1.1770331,-0.1325987
1,0.02667604,-0.101036355,"('unfriendly', 'friendly')",1.4687828,1.3326015,0.7477294,0.6157826,-0.1319468
2,0.059904095,-0.0004271362,"('unlikable', 'likable')",0.61076117,0.6871787,0.3353326,0.3433758,0.0080432
3,-1.5994962,-1.6475472,"('repellent', 'pleasant')",0.4467115,0.55474484,-0.5763924,-0.5464012,0.0299912
4,0.7940268,0.6860703,"('disliked', 'liked')",-7.40205,-7.5622535,-3.3040116,-3.4380915,-0.1340799
5,1.2661532,1.302144,"('distant', 'outgoing')",-0.5322867,-0.47049707,0.3669333,0.4158235,0.0488902
6,1.3965778,1.4823161,"('distant', 'open')",-0.38111758,-0.32165194,0.5077301,0.5803321,0.072602
7,-0.94838667,-0.9750313,"('insensitive', 'sensitive')",-0.114496745,0.0069237463,-0.5314417,-0.4840538,0.0473879
8,-0.24258243,-0.29274765,"('unaffectionate', 'affectionate')",0.7393757,0.6654671,0.2483966,0.1863597,-0.0620369
9,-0.12208203,-0.2347907,"('unaffectionate', 'caring')",1.2386495,1.169393,0.5582837,0.4673011,-0.0909826
10,-2.417285,-2.5065327,"('unsympathetic', 'sympathetic')",-0.4098378,-0.3669862,-1.4135613,-1.4367595,-0.0231982
11,-1.4600507,-1.5521716,"('unhelpful', 'helpful')",1.7064557,1.7767885,0.1232025,0.1123084,-0.0108941
12,-0.6675365,-0.72206986,"('unsupportive', 'supportive')",-2.3392615,-2.2238925,-1.503399,-1.4729812,0.0304178
13,-1.1613739,-1.2495992,"('impolite', 'polite')",-0.2826399,-0.28196833,-0.7220069,-0.7657838,-0.0437769
14,-1.6758604,-1.80824,"('antisocial', 'social')",-0.19655578,-0.20534497,-0.9362081,-1.0067925,-0.0705844
15,0.19392884,0.15793048,"('boring', 'funny')",0.68020314,0.6579895,0.437066,0.40796,-0.029106
16,0.10265598,0.071274,"('unpopular', 'popular')",-0.22100821,-0.25316077,-0.0591761,-0.0909434,-0.0317673
17,-0.2299741,-0.13031209,"('nasty', 'nice')",-0.24367048,-0.21811533,-0.2368223,-0.1742137,0.0626086
18,0.018137846,0.08175454,"('disagreeable', 'welcoming')",-0.85695684,-0.8322342,-0.4194095,-0.3752398,0.0441697
19,0.7331896,0.7318115,"('inhospitable', 'hospitable')",-0.09336883,-0.057803437,0.3199104,0.337004,0.0170936
20,-0.29351127,-0.2915404,"('rough', 'thoughtful')",0.6506238,0.6521662,0.1785563,0.1803129,0.0017566
21,-1.5453997,-1.690095,"('immoral', 'moral')",-0.93614423,-0.9102101,-1.240772,-1.3001525,-0.0593805
22,-1.5291657,-1.6203529,"('untrustworthy', 'trustworthy')",-0.9925784,-1.0215318,-1.2608721,-1.3209424,-0.0600703
23,-1.1233525,-1.2463776,"('insincere', 'sincere')",6.2281523,6.257854,2.5523999,2.5057383,-0.0466616
24,-1.2299579,-1.3046585,"('dishonest', 'honest')",0.8636985,0.88690215,-0.1831297,-0.2088782,-0.0257485
25,1.1365784,1.1749333,"('egoistic', 'altruistic')",1.3610895,1.3394667,1.2488339,1.2572,0.0083661
26,0.09838871,-0.008012479,"('hardhearted', 'benevolent')",1.9366465,1.7823484,1.0175176,0.8871679,-0.1303497
27,-0.27782848,-0.2204507,"('hardhearted', 'softhearted')",0.8187448,0.82900256,0.2704582,0.3042759,0.0338177
28,-0.75876504,-0.98038846,"('disloyal', 'loyal')",1.0894514,0.8948321,0.1653432,-0.0427782,-0.2081214
29,-0.2034941,-0.20397545,"('unfair', 'fair')",-0.7205687,-0.79531825,-0.4620314,-0.4996468,-0.0376154
30,-1.0408969,-1.119657,"('intolerant', 'tolerant')",0.5059341,0.5586095,-0.2674814,-0.2805238,-0.0130424
31,1.1035614,1.1798013,"('evil', 'good')",-1.1558435,-1.1486071,-0.026141,0.0155971,0.0417381
32,-0.6011537,-0.7134702,"('unkind', 'kind')",1.1998947,1.012512,0.2993705,0.1495209,-0.1498496
33,1.2356806,1.1924416,"('wrong', 'right')",-0.5669635,-0.6633186,0.3343585,0.2645615,-0.069797
34,-0.36278188,-0.28195432,"('mean', 'honorable')",5.455949,5.688057,2.5465834,2.7030513,0.1564679
35,2.6444292,2.7208395,"('corrupt', 'incorrupt')",-0.25198257,-0.42324746,1.1962233,1.1487961,-0.0474272
36,1.073607,1.0520514,"('hostile', 'amicable')",0.0532664,-0.17620301,0.5634367,0.4379242,-0.1255125
37,0.05157262,0.08522941,"('fake', 'genuine')",0.19981883,0.2590257,0.1256957,0.1721275,0.0464318
38,-0.57094353,-0.68179953,"('untruthful', 'truthful')",-0.036804575,-0.020316426,-0.303874,-0.351058,-0.047184
39,0.44819328,0.46066388,"('exploitative', 'cooperative')",0.960449,1.0211641,0.7043211,0.740914,0.0365929
40,0.48955742,0.49968767,"('stingy', 'generous')",-2.3093374,-2.2803614,-0.90989,-0.8903369,0.0195531
41,-1.0888519,-1.2313639,"('unforgiving', 'forgiving')",0.2521989,0.16983242,-0.4183265,-0.5307657,-0.1124392
42,-0.16564506,-0.12916799,"('unreliable', 'reliable')",-3.9633934,-3.8681996,-2.0645192,-1.9986838,0.0658354
43,-1.0685911,-1.1270027,"('irresponsible', 'responsible')",0.38932538,0.55040133,-0.3396329,-0.2883007,0.0513322
