,evergy_male,evergy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1866084,-1.4433779,"('unsociable', 'sociable')",-0.58226174,-0.7203535,-0.8844351,-1.0818657,-0.1974306
1,-0.30286545,-0.038953144,"('unfriendly', 'friendly')",2.0340445,1.9190472,0.8655895,0.940047,0.0744575
2,-0.5924344,-0.5055032,"('unlikable', 'likable')",0.16870892,0.16978185,-0.2118627,-0.1678607,0.044002
3,-1.3433958,-1.3493918,"('repellent', 'pleasant')",0.17128417,0.21022978,-0.5860558,-0.569581,0.0164748
4,0.035674587,0.24933365,"('disliked', 'liked')",-7.082464,-7.059228,-3.5233948,-3.404947,0.1184478
5,1.133713,1.4586663,"('distant', 'outgoing')",0.13723141,0.17900982,0.6354722,0.8188381,0.1833659
6,0.6828905,1.1036422,"('distant', 'open')",0.51400363,0.5208172,0.5984471,0.8122298,0.2137827
7,-0.8469104,-0.94323987,"('insensitive', 'sensitive')",0.55014014,0.59868425,-0.1483851,-0.1722778,-0.0238927
8,-0.046161644,0.18592644,"('unaffectionate', 'affectionate')",0.95166904,0.87824404,0.4527537,0.5320852,0.0793315
9,-0.22278802,-0.020727627,"('unaffectionate', 'caring')",1.217761,1.2884238,0.4974865,0.6338481,0.1363616
10,-1.7817472,-1.9144576,"('unsympathetic', 'sympathetic')",-0.5396964,-0.5180168,-1.1607218,-1.2162372,-0.0555154
11,0.1719017,0.10241875,"('unhelpful', 'helpful')",1.9628394,2.1695647,1.0673705,1.1359917,0.0686212
12,-0.49880874,-0.36106625,"('unsupportive', 'supportive')",-1.958894,-1.8580289,-1.2288513,-1.1095476,0.1193037
13,-0.8664853,-1.1766458,"('impolite', 'polite')",-0.5844585,-0.55820745,-0.7254719,-0.8674266,-0.1419547
14,-1.5605307,-1.8225548,"('antisocial', 'social')",-0.9029262,-0.9400263,-1.2317284,-1.3812906,-0.1495622
15,0.48028895,0.5185716,"('boring', 'funny')",0.37726587,0.32970917,0.4287774,0.4241404,-0.004637
16,-0.3584425,-0.09156984,"('unpopular', 'popular')",0.53322035,0.4997257,0.0873889,0.2040779,0.116689
17,-0.38437727,-0.18778673,"('nasty', 'nice')",-0.4326044,-0.33608213,-0.4084908,-0.2619344,0.1465564
18,-0.49480546,-0.35588878,"('disagreeable', 'welcoming')",-0.29872906,-0.37950003,-0.3967673,-0.3676944,0.0290729
19,0.073422186,0.4116518,"('inhospitable', 'hospitable')",0.07033747,0.11899358,0.0718798,0.2653227,0.1934429
20,-0.46631753,-0.5144813,"('rough', 'thoughtful')",1.3236701,1.296686,0.4286763,0.3911024,-0.0375739
21,-0.9398636,-1.1789598,"('immoral', 'moral')",-0.57161105,-0.48711812,-0.7557373,-0.833039,-0.0773017
22,-0.8418385,-0.9772692,"('untrustworthy', 'trustworthy')",-1.3577307,-1.3774861,-1.0997846,-1.1773777,-0.0775931
23,-0.6032171,-0.7113324,"('insincere', 'sincere')",6.357493,6.3977065,2.8771379,2.8431871,-0.0339508
24,-0.3417135,-0.4101497,"('dishonest', 'honest')",0.96509016,0.95439327,0.3116883,0.2721218,-0.0395665
25,-0.33297193,-0.1774379,"('egoistic', 'altruistic')",1.2766334,1.1604177,0.4718307,0.4914899,0.0196592
26,0.25730032,0.17037234,"('hardhearted', 'benevolent')",1.4714482,1.3248361,0.8643743,0.7476043,-0.11677
