,hess_male,hess_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.3729252,1.0866548,"('unsociable', 'sociable')",-0.16426896,-0.45427835,0.6043281,0.3161882,-0.2881399
1,-0.120213166,-0.2432852,"('unfriendly', 'friendly')",0.73843175,0.72133243,0.3091093,0.2390236,-0.0700857
2,1.0997174,1.0269055,"('unlikable', 'likable')",0.5604954,0.5592988,0.8301064,0.7931021,-0.0370043
3,0.327882,0.4222916,"('repellent', 'pleasant')",0.94399536,0.8063016,0.6359386,0.6142966,-0.021642
4,-1.0763482,-1.0601358,"('disliked', 'liked')",-6.396695,-6.452345,-3.7365217,-3.7562404,-0.0197187
5,-0.9195793,-0.9633136,"('distant', 'outgoing')",-0.79305464,-0.5485164,-0.856317,-0.755915,0.100402
6,-0.86371684,-0.81644094,"('distant', 'open')",-0.9824466,-0.7321447,-0.9230818,-0.7742928,0.148789
7,1.257186,1.3806303,"('insensitive', 'sensitive')",-0.060660113,-0.055644434,0.598263,0.6624929,0.0642299
8,-0.32944655,-0.33840647,"('unaffectionate', 'affectionate')",0.14272502,0.20742582,-0.0933608,-0.0654903,0.0278705
9,0.44550237,0.4373734,"('unaffectionate', 'caring')",0.5537255,0.663106,0.4996139,0.5502397,0.0506258
10,0.6927241,0.56416225,"('unsympathetic', 'sympathetic')",-0.5836159,-0.66866535,0.0545541,-0.0522515,-0.1068056
11,0.6385237,0.6417431,"('unhelpful', 'helpful')",1.9322232,2.018838,1.2853734,1.3302906,0.0449172
12,0.6778849,0.7290431,"('unsupportive', 'supportive')",-2.1886566,-2.1573765,-0.7553859,-0.7141667,0.0412192
13,0.28330857,0.18496272,"('impolite', 'polite')",-0.8436725,-0.9355313,-0.280182,-0.3752843,-0.0951023
14,1.9576517,1.7193508,"('antisocial', 'social')",0.21506344,-0.12362377,1.0863576,0.7978635,-0.2884941
15,0.08772348,-0.034755222,"('boring', 'funny')",-0.12623419,-0.12226818,-0.0192554,-0.0785117,-0.0592563
16,-1.6143676,-1.5438564,"('unpopular', 'popular')",0.73924243,0.6796377,-0.4375626,-0.4321094,0.0054532
17,-2.0565772,-1.9639107,"('nasty', 'nice')",-0.56973743,-0.45908895,-1.3131573,-1.2114998,0.1016575
18,-1.1294684,-1.1702383,"('disagreeable', 'welcoming')",-0.875309,-0.964962,-1.0023887,-1.0676001,-0.0652114
19,-0.7958438,-0.82845163,"('inhospitable', 'hospitable')",-0.9172469,-0.7353351,-0.8565453,-0.7818934,0.0746519
20,0.6907432,0.7004636,"('rough', 'thoughtful')",1.2098088,1.1248268,0.950276,0.9126452,-0.0376308
21,1.1756212,1.0318195,"('immoral', 'moral')",-0.05246494,-0.21990113,0.5615781,0.4059592,-0.1556189
22,0.4551858,0.3655629,"('untrustworthy', 'trustworthy')",-0.7526009,-0.8312857,-0.1487076,-0.2328614,-0.0841538
23,1.2152092,1.1217893,"('insincere', 'sincere')",5.5655947,5.608098,3.3904018,3.3649437,-0.0254581
24,1.4356424,1.4053242,"('dishonest', 'honest')",0.39912668,0.44000906,0.9173845,0.9226667,0.0052822
25,0.30620712,0.25565505,"('egoistic', 'altruistic')",0.58834124,0.5074907,0.4472742,0.3815729,-0.0657013
26,0.6080707,0.30495894,"('hardhearted', 'benevolent')",1.1764504,1.0375103,0.8922606,0.6712346,-0.221026
27,-0.26316735,-0.25205374,"('hardhearted', 'softhearted')",0.4001667,0.4063574,0.0684997,0.0771518,0.0086521
28,0.74648356,0.6594811,"('disloyal', 'loyal')",1.0340945,0.971314,0.890289,0.8153976,-0.0748914
29,-0.5205166,-0.49696827,"('unfair', 'fair')",-0.50865066,-0.5779074,-0.5145836,-0.5374378,-0.0228542
30,1.7226067,1.6327655,"('intolerant', 'tolerant')",0.7379896,0.65029186,1.2302982,1.1415287,-0.0887695
31,-2.3733718,-2.3375163,"('evil', 'good')",-1.3199447,-1.2518287,-1.8466582,-1.7946725,0.0519857
32,-0.07287951,-0.29627526,"('unkind', 'kind')",0.4034532,0.17604779,0.1652868,-0.0601137,-0.2254005
33,0.06841886,0.10773806,"('wrong', 'right')",-0.67395353,-0.6397828,-0.3027673,-0.2660224,0.0367449
