,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4362283,-1.6689676,"('unsociable', 'sociable')",0.74605846,0.648656,0.00982321,-0.13845001,-0.4953191,-0.74492925,-0.2939164,-0.4759227,-0.1820063
1,-1.8636328,-1.953219,"('unfriendly', 'friendly')",-1.0744874,-1.1026891,-0.6600603,-0.75186825,1.6005489,1.4639671,-0.499408,-0.5859523,-0.0865443
2,-0.39634147,-0.2440352,"('unlikable', 'likable')",0.87098086,1.0063167,0.19755842,0.35012597,0.30179152,0.4392632,0.2434973,0.3879177,0.1444204
3,-1.2605592,-1.2378445,"('repellent', 'pleasant')",0.21150884,0.22986075,-1.0454552,-1.0420271,-0.13403271,-0.12301049,-0.5571346,-0.5432553,0.0138793
4,0.8454131,0.8315643,"('disliked', 'liked')",-0.1953474,-0.20667541,0.026662044,0.008407324,-5.24992,-5.1717563,-1.143298,-1.1346151,0.0086829
5,0.8883782,0.95679027,"('distant', 'outgoing')",-0.7646844,-0.71311104,0.27866423,0.42488122,0.2563617,0.32057792,0.1646799,0.2472846,0.0826047
6,0.7788182,0.8951439,"('distant', 'open')",-0.92734206,-0.86016774,0.6157802,0.77471966,0.40114862,0.4305492,0.2171012,0.3100613,0.0929601
7,-1.3094995,-1.4029145,"('insensitive', 'sensitive')",-0.07601174,0.051888384,-0.3299251,-0.38036293,0.4250933,0.35080257,-0.3225858,-0.3451466,-0.0225608
8,-0.66352624,-0.65016323,"('unaffectionate', 'affectionate')",-0.5934337,-0.5917642,1.6023564,1.5981027,0.87346363,0.8068245,0.304715,0.29075,-0.013965
9,-1.3615537,-1.3997259,"('unaffectionate', 'caring')",-0.50917554,-0.49766186,0.8698799,0.8299618,1.1395226,1.0639993,0.0346683,-0.0008567,-0.035525
10,-2.1023493,-2.2366607,"('unsympathetic', 'sympathetic')",0.48682424,0.5050303,-0.66198653,-0.8389606,-0.11405942,-0.28783077,-0.5978928,-0.7146055,-0.1167127
11,-1.659761,-1.7206146,"('unhelpful', 'helpful')",-0.65630496,-0.6308334,-0.80808747,-0.8437849,1.6065255,1.5966285,-0.3794069,-0.3996511,-0.0202442
12,-1.4342692,-1.4519447,"('unsupportive', 'supportive')",0.79441935,0.9602379,0.18718417,0.18281145,-1.0559055,-1.0186869,-0.3771428,-0.3318956,0.0452472
13,-1.2722814,-1.4347351,"('impolite', 'polite')",0.5524987,0.5640666,0.40224385,0.29230994,-0.50714433,-0.61711085,-0.2061708,-0.2988673,-0.0926965
14,-1.3950589,-1.4520873,"('antisocial', 'social')",1.1857507,1.2263485,-0.34143826,-0.42166707,-0.95215994,-1.0067488,-0.3757266,-0.4135387,-0.0378121
15,0.11056098,0.1490349,"('boring', 'funny')",0.074745096,0.033888765,0.6960702,0.70576227,0.37112376,0.38552496,0.313125,0.3185527,0.0054277
