,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.43670195,-0.6518544,"('unsociable', 'sociable')",0.3480593,0.08304885,-0.597211,-0.76627004,-0.2286179,-0.4450252,-0.2164073
1,-1.120161,-1.12331,"('unfriendly', 'friendly')",-0.19620699,-0.19875799,1.3320229,1.2498083,0.0052183,-0.0240866,-0.0293049
2,1.2123634,1.2212472,"('unlikable', 'likable')",1.8759995,1.9481456,0.99246037,1.1190561,1.3602743,1.4294829,0.0692086
3,0.2612968,0.27449033,"('repellent', 'pleasant')",0.9313692,0.95388603,0.50896114,0.55654657,0.5672091,0.5949743,0.0277652
4,-0.28260446,-0.3449942,"('disliked', 'liked')",-0.17086181,-0.24357542,-6.35466,-6.28196,-2.2693755,-2.2901766,-0.0208011
5,-1.0720721,-0.87714815,"('distant', 'outgoing')",-2.097503,-1.8185192,-0.5578415,-0.45793283,-1.2424723,-1.0512001,0.1912722
6,-1.3993587,-1.194676,"('distant', 'open')",-2.4786224,-2.1531363,-0.2231699,-0.14276536,-1.3670503,-1.1635258,0.2035245
7,0.3087108,0.26055655,"('insensitive', 'sensitive')",0.19207816,0.19942945,0.5214037,0.49533784,0.3407309,0.3184413,-0.0222896
8,-0.90594584,-0.9631778,"('unaffectionate', 'affectionate')",-0.0062415004,0.048726425,0.6738233,0.6689348,-0.0794547,-0.0818388,-0.0023841
9,-1.013036,-1.0742722,"('unaffectionate', 'caring')",-0.14033435,-0.14707786,1.0306414,1.0540812,-0.0409096,-0.0557563,-0.0148467
10,-0.51112825,-0.67703575,"('unsympathetic', 'sympathetic')",0.14391845,0.07914305,-0.3499222,-0.37877107,-0.239044,-0.3255546,-0.0865106
11,0.5893696,0.43776092,"('unhelpful', 'helpful')",0.5991011,0.4967392,2.252097,2.2349927,1.1468558,1.0564976,-0.0903582
12,0.27393642,0.33694413,"('unsupportive', 'supportive')",0.562657,0.73054767,-1.9134644,-1.7947602,-0.358957,-0.2424228,0.1165342
13,0.1960248,0.108420596,"('impolite', 'polite')",-0.077743135,-0.22506768,-0.328535,-0.34997633,-0.0700844,-0.1555411,-0.0854567
14,0.6598256,0.532773,"('antisocial', 'social')",1.6373278,1.507071,-0.18362485,-0.3549825,0.7045096,0.5616205,-0.1428891
15,0.40583178,0.3102664,"('boring', 'funny')",-0.6852381,-0.763018,0.772495,0.66818786,0.1643629,0.0718121,-0.0925508
16,-0.116380736,-0.12189279,"('unpopular', 'popular')",0.053583756,0.07913432,0.68493026,0.69879,0.2073778,0.2186772,0.0112994
17,-0.119274996,-0.02423666,"('nasty', 'nice')",-0.47757947,-0.3813371,-0.10529571,-0.14206724,-0.2340501,-0.182547,0.0515031
18,-0.50131094,-0.5061043,"('disagreeable', 'welcoming')",-0.52034956,-0.31507963,-0.4016877,-0.3446936,-0.4744494,-0.3886259,0.0858235
19,-0.5036691,-0.4160779,"('inhospitable', 'hospitable')",-1.4807074,-1.479825,-0.12888591,0.0018401593,-0.7044208,-0.6313543,0.0730665
20,0.482301,0.4936825,"('rough', 'thoughtful')",1.4660152,1.5446193,1.1001652,1.0786572,1.0161605,1.0389864,0.0228259
21,1.0340483,0.90617466,"('immoral', 'moral')",0.73066324,0.6756353,-0.54179776,-0.5216297,0.407638,0.3533934,-0.0542446
22,0.44941258,0.2831516,"('untrustworthy', 'trustworthy')",0.48150262,0.3701558,-1.0507089,-1.1722312,-0.0399312,-0.1729746,-0.1330434
