,progress_male,progress_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.49348626,-0.5335437,"('unsociable', 'sociable')",-0.29221258,-0.4134933,-0.878482,-0.9869647,-0.5547269,-0.6446672,-0.0899403
1,-0.47125643,-0.60478497,"('unfriendly', 'friendly')",0.5837379,0.3506066,1.7794067,1.6624161,0.6306294,0.4694126,-0.1612168
2,0.59900063,0.6496261,"('unlikable', 'likable')",1.0348644,1.0647054,0.36271358,0.4377805,0.6655262,0.7173707,0.0518445
3,0.49516085,0.64646137,"('repellent', 'pleasant')",-0.106239244,-0.052798577,0.5426965,0.55969316,0.3105394,0.384452,0.0739126
4,-0.7599267,-0.8028917,"('disliked', 'liked')",0.4450263,0.28988975,-6.6391826,-6.762098,-2.3180277,-2.4250333,-0.1070056
5,-1.0260917,-1.18361,"('distant', 'outgoing')",-0.15767564,-0.27931857,-0.06983465,-0.08975008,-0.4178673,-0.5175595,-0.0996922
6,-1.417239,-1.5503311,"('distant', 'open')",-0.79935616,-0.9529445,0.41173163,0.40094578,-0.6016212,-0.7007766,-0.0991554
7,0.89157116,1.0364023,"('insensitive', 'sensitive')",0.65279394,0.75967467,0.9413079,0.9463032,0.8285577,0.9141267,0.085569
8,0.019199587,-0.006717637,"('unaffectionate', 'affectionate')",-0.43723506,-0.5858257,1.1298506,1.0361172,0.2372717,0.147858,-0.0894137
9,0.60938054,0.61816144,"('unaffectionate', 'caring')",0.22342032,0.11827153,1.2788781,1.2583344,0.703893,0.6649225,-0.0389705
10,-0.06111652,0.06996941,"('unsympathetic', 'sympathetic')",-0.8260741,-0.76548,-0.60933214,-0.5730941,-0.4988409,-0.4228683,0.0759726
11,0.24738598,0.39735597,"('unhelpful', 'helpful')",0.42183703,0.56425816,1.3864617,1.558916,0.6852283,0.8401767,0.1549484
12,0.79030454,0.9285261,"('unsupportive', 'supportive')",0.69012535,0.7022333,-1.7552992,-1.7848077,-0.0916231,-0.0513494,0.0402737
13,-0.2569193,-0.2500124,"('impolite', 'polite')",-0.1361429,0.02303005,-0.7329838,-0.6835777,-0.3753486,-0.30352,0.0718286
14,1.0434203,1.0570836,"('antisocial', 'social')",0.68610525,0.7577284,-0.57252616,-0.62034005,0.3856664,0.3981573,0.0124909
15,0.15738297,0.06384264,"('boring', 'funny')",0.02450329,-0.15412301,0.50667065,0.47837067,0.229519,0.1293634,-0.1001556
16,-2.2203217,-2.2973464,"('unpopular', 'popular')",-0.41764373,-0.4963824,0.05488812,0.062377885,-0.8610258,-0.9104503,-0.0494245
17,-0.34837243,-0.31073725,"('nasty', 'nice')",-0.9248487,-0.8234363,-0.29290727,-0.19045472,-0.5220428,-0.4415428,0.0805
18,-0.5083959,-0.46407223,"('disagreeable', 'welcoming')",-0.49228823,-0.48714772,-0.28813273,-0.3027423,-0.4296056,-0.4179874,0.0116182
