,harmony_male,harmony_female,tuple,average_male,average_female,female-male
0,0.23924349,0.15452556,"('unsociable', 'sociable')",0.2392435,0.1545256,-0.0847179
1,1.0915034,1.0353035,"('unfriendly', 'friendly')",1.0915034,1.0353035,-0.0561999
2,0.37351996,0.564017,"('unlikable', 'likable')",0.37352,0.564017,0.190497
3,0.85185397,0.91060925,"('repellent', 'pleasant')",0.851854,0.9106092,0.0587552
4,-7.3353715,-7.48823,"('disliked', 'liked')",-7.3353715,-7.4882302,-0.1528587
5,-0.55074316,-0.50435996,"('distant', 'outgoing')",-0.5507432,-0.50436,0.0463832
6,-0.07456748,-0.07059187,"('distant', 'open')",-0.0745675,-0.0705919,0.0039756
7,1.0598055,1.0480274,"('insensitive', 'sensitive')",1.0598055,1.0480274,-0.0117781
8,1.1002202,1.0697074,"('unaffectionate', 'affectionate')",1.1002202,1.0697074,-0.0305128
9,1.6988,1.8324051,"('unaffectionate', 'caring')",1.6988,1.8324051,0.1336051
10,1.276566,1.3332881,"('unsympathetic', 'sympathetic')",1.276566,1.3332881,0.0567221
11,1.7142059,1.7672981,"('unhelpful', 'helpful')",1.7142059,1.7672981,0.0530922
12,-1.4678367,-1.4475827,"('unsupportive', 'supportive')",-1.4678367,-1.4475827,0.020254
13,0.19164701,0.21707849,"('impolite', 'polite')",0.191647,0.2170785,0.0254315
14,0.11572753,0.017892506,"('antisocial', 'social')",0.1157275,0.0178925,-0.097835
15,0.31512165,0.22961982,"('boring', 'funny')",0.3151217,0.2296198,-0.0855019
16,-0.34127423,-0.24512574,"('unpopular', 'popular')",-0.3412742,-0.2451257,0.0961485
17,0.023445703,0.06543922,"('nasty', 'nice')",0.0234457,0.0654392,0.0419935
18,-0.556845,-0.6024998,"('disagreeable', 'welcoming')",-0.556845,-0.6024998,-0.0456548
19,-0.7109171,-0.5906249,"('inhospitable', 'hospitable')",-0.7109171,-0.5906249,0.1202922
20,0.9537892,0.8351415,"('rough', 'thoughtful')",0.9537892,0.8351415,-0.1186477
21,0.10137619,0.25497907,"('immoral', 'moral')",0.1013762,0.2549791,0.1536029
22,-0.2843888,-0.3457998,"('untrustworthy', 'trustworthy')",-0.2843888,-0.3457998,-0.061411
23,6.092597,6.2393665,"('insincere', 'sincere')",6.092597,6.2393665,0.1467695
24,1.5406792,1.5342715,"('dishonest', 'honest')",1.5406792,1.5342715,-0.0064077
25,0.4457705,0.40488315,"('egoistic', 'altruistic')",0.4457705,0.4048831,-0.0408874
