,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.05108525,-0.029641377,"('unsociable', 'sociable')",-1.1923544,-1.3133324,-1.5773108,-1.6898708,-1.8889319,-1.898262,-0.7917982,-0.9387031,-1.079862,-1.1739619,-0.0940999
1,0.37903392,0.38420022,"('unfriendly', 'friendly')",-1.0988107,-1.0881598,-0.26496178,-0.31149486,1.2697033,1.2332685,1.815774,1.6263154,0.4201478,0.3688259,-0.0513219
2,0.7271866,0.7951146,"('unlikable', 'likable')",-0.1210043,-0.056815654,1.4631478,1.5195878,0.9449172,0.9481871,0.8000295,0.89831394,0.7628554,0.8208776,0.0580222
3,-1.2012398,-1.0733532,"('repellent', 'pleasant')",-0.15358433,-0.17021126,-0.58038086,-0.56993,-1.7196752,-1.6671599,-0.18387508,-0.19096884,-0.767751,-0.7343246,0.0334264
4,0.008417501,-0.08853557,"('disliked', 'liked')",-0.4648269,-0.54017067,1.0561125,1.0074602,1.172032,1.1527153,-5.049643,-4.992034,-0.6555816,-0.6921129,-0.0365313
5,0.09940493,0.10551828,"('distant', 'outgoing')",-0.04559488,-0.023447353,1.2437546,1.3190157,3.2179677,3.2225347,0.10255416,0.123190254,0.9236174,0.9493624,0.025745
6,-0.2362591,-0.24126573,"('distant', 'open')",0.87273395,0.90584224,1.0956578,1.2161471,2.5981944,2.6276333,0.44824436,0.41801897,0.9557143,0.9852752,0.0295609
7,-0.4152577,-0.4685253,"('insensitive', 'sensitive')",0.062404484,0.07302749,-2.2205493,-2.2065103,-1.2329365,-1.1928015,0.18165949,0.10148385,-0.724936,-0.7386652,-0.0137292
8,0.8549171,0.8950434,"('unaffectionate', 'affectionate')",-0.8639236,-0.84008485,0.20757043,0.21355563,1.7151456,1.6660452,0.72607875,0.6237851,0.5279576,0.5116689,-0.0162887
9,1.3756251,1.3573081,"('unaffectionate', 'caring')",0.2159817,0.25924778,-0.35218072,-0.3900811,0.7468467,0.69255435,0.98524815,0.8715457,0.5943042,0.558115,-0.0361892
10,0.15023357,-0.0017971899,"('unsympathetic', 'sympathetic')",-1.1011207,-1.161059,-3.295233,-3.375161,-3.9258144,-3.8932085,-0.6577391,-0.7778788,-1.7659346,-1.8418209,-0.0758863
11,-0.43896317,-0.45750841,"('unhelpful', 'helpful')",-1.265667,-1.2376976,-2.744249,-2.7995439,-2.189396,-2.1844683,1.6114601,1.5459145,-1.005363,-1.0266607,-0.0212977
12,1.7006493,1.8015827,"('unsupportive', 'supportive')",0.29800642,0.362213,-0.7382799,-0.64446205,-0.16132192,-0.1045873,-1.1720229,-1.101324,-0.0145938,0.0626845,0.0772783
13,0.16084054,0.14694652,"('impolite', 'polite')",-0.71545243,-0.72457856,-1.5869596,-1.6052469,-2.2887344,-2.2936187,-0.64874136,-0.7156992,-1.0158094,-1.0384394,-0.02263
