,old_male,old_female,tuple,dominion_male,dominion_female,freight_male,freight_female,line_male,line_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2521328,-1.3432113,"('unsociable', 'sociable')",-0.8890938,-0.9907967,-0.09245674,-0.08441812,1.6429336,1.713777,-0.039805602,-0.1136677,-0.1261111,-0.1636634,-0.0375523
1,-1.2182318,-1.2863764,"('unfriendly', 'friendly')",-0.95016795,-0.98756975,0.8023224,0.87215585,-0.10042031,-0.07041037,2.2632623,2.1641777,0.1593529,0.1383954,-0.0209575
2,-0.13630404,-0.10182513,"('unlikable', 'likable')",-0.24917057,-0.21730179,0.22655937,0.25273323,0.6904868,0.7024214,0.4918568,0.55644983,0.2046857,0.2384955,0.0338098
3,0.07418109,0.20193975,"('repellent', 'pleasant')",-0.29559237,-0.28831205,-0.68122226,-0.6176384,0.7837782,0.9215079,0.35522223,0.38752893,0.0472734,0.1210052,0.0737318
4,0.28752035,0.19765879,"('disliked', 'liked')",0.45733896,0.4251488,-0.56142557,-0.6414966,-0.48689872,-0.5933422,-6.1791496,-6.2322783,-1.2965229,-1.368862,-0.0723391
5,-0.37651303,-0.38325804,"('distant', 'outgoing')",0.29499006,0.32255626,0.13773069,0.17807883,-2.0349836,-2.1156008,-0.06974401,-0.09371927,-0.409704,-0.4183886,-0.0086846
6,-0.22981831,-0.21927491,"('distant', 'open')",0.20106322,0.21543643,0.25808483,0.24702732,-2.0022545,-2.059629,0.48181733,0.44363326,-0.2582215,-0.2745614,-0.0163399
7,0.2641589,0.27436215,"('insensitive', 'sensitive')",-0.26184812,-0.26923838,0.5597271,0.6603807,0.86661994,1.01604,1.0293038,1.0391895,0.4915923,0.5441468,0.0525545
8,-0.53384465,-0.54490435,"('unaffectionate', 'affectionate')",-0.37125367,-0.40084058,1.1172372,1.1046778,-0.7667371,-0.8114113,0.93497264,0.8526196,0.0760749,0.0400282,-0.0360467
9,-0.5181193,-0.5230129,"('unaffectionate', 'caring')",-0.32139087,-0.37440795,1.0375412,1.0365618,-0.56958026,-0.57030994,1.2469674,1.2208074,0.1750836,0.1579277,-0.0171559
10,-0.7818138,-0.6978354,"('unsympathetic', 'sympathetic')",-0.59746164,-0.6185404,-0.7937308,-0.77739954,0.7695713,0.9578161,-0.102207705,-0.062988974,-0.3011285,-0.2397896,0.0613389
11,-0.9168997,-0.8405441,"('unhelpful', 'helpful')",-1.2677877,-1.2387412,-0.76568574,-0.7158062,-0.58349854,-0.48011953,1.6113614,1.7100538,-0.3845021,-0.3130314,0.0714707
