,swivel_male,swivel_female,tuple,average_male,average_female,female-male
0,-0.11686803,-0.26420635,"('unsociable', 'sociable')",-0.116868,-0.2642063,-0.1473383
1,-1.370138,-1.5414342,"('unfriendly', 'friendly')",-1.370138,-1.5414342,-0.1712962
2,0.15332592,0.09744819,"('unlikable', 'likable')",0.1533259,0.0974482,-0.0558777
3,-0.26266718,-0.10667915,"('repellent', 'pleasant')",-0.2626672,-0.1066791,0.1559881
4,-2.8215475,-2.9125874,"('disliked', 'liked')",-2.8215475,-2.9125874,-0.0910399
5,-0.69351983,-0.6441663,"('distant', 'outgoing')",-0.6935198,-0.6441663,0.0493535
6,-0.92984885,-0.8583024,"('distant', 'open')",-0.9298488,-0.8583024,0.0715464
7,-0.047763057,-0.00475746,"('insensitive', 'sensitive')",-0.0477631,-0.0047575,0.0430056
8,-1.5720005,-1.7287288,"('unaffectionate', 'affectionate')",-1.5720005,-1.7287288,-0.1567283
9,-1.3126366,-1.4276599,"('unaffectionate', 'caring')",-1.3126366,-1.4276599,-0.1150233
10,-0.13923028,-0.16259214,"('unsympathetic', 'sympathetic')",-0.1392303,-0.1625921,-0.0233618
11,1.1007301,1.0816319,"('unhelpful', 'helpful')",1.1007301,1.0816319,-0.0190982
12,-1.6393144,-1.6069092,"('unsupportive', 'supportive')",-1.6393144,-1.6069092,0.0324052
13,-0.09354362,-0.2560636,"('impolite', 'polite')",-0.0935436,-0.2560636,-0.16252
14,0.7487415,0.5770282,"('antisocial', 'social')",0.7487415,0.5770282,-0.1717133
15,0.52784973,0.34168068,"('boring', 'funny')",0.5278497,0.3416807,-0.186169
16,-0.41625726,-0.41966322,"('unpopular', 'popular')",-0.4162573,-0.4196632,-0.0034059
17,-0.50625634,-0.555961,"('nasty', 'nice')",-0.5062563,-0.555961,-0.0497047
18,-1.1638359,-1.167237,"('disagreeable', 'welcoming')",-1.1638359,-1.167237,-0.0034011
19,-1.2707201,-1.1602486,"('inhospitable', 'hospitable')",-1.2707201,-1.1602486,0.1104715
20,0.6828536,0.70643085,"('rough', 'thoughtful')",0.6828536,0.7064309,0.0235773
21,0.20828211,0.28896722,"('immoral', 'moral')",0.2082821,0.2889672,0.0806851
22,-0.09521294,-0.20517002,"('untrustworthy', 'trustworthy')",-0.0952129,-0.20517,-0.1099571
23,1.8202406,1.7805903,"('insincere', 'sincere')",1.8202406,1.7805903,-0.0396503
24,-0.4618303,-0.59492034,"('dishonest', 'honest')",-0.4618303,-0.5949203,-0.13309
25,-0.76103586,-0.8121931,"('egoistic', 'altruistic')",-0.7610359,-0.8121931,-0.0511572
26,-0.4639496,-0.8045024,"('hardhearted', 'benevolent')",-0.4639496,-0.8045024,-0.3405528
27,0.096019305,0.055854045,"('hardhearted', 'softhearted')",0.0960193,0.055854,-0.0401653
28,-0.34098953,-0.48557916,"('disloyal', 'loyal')",-0.3409895,-0.4855792,-0.1445897
29,-0.072471455,-0.027628742,"('unfair', 'fair')",-0.0724715,-0.0276287,0.0448428
30,0.056914657,-0.047335103,"('intolerant', 'tolerant')",0.0569147,-0.0473351,-0.1042498
31,-1.6766485,-1.6952382,"('evil', 'good')",-1.6766485,-1.6952382,-0.0185897
32,-0.05219921,-0.180207,"('unkind', 'kind')",-0.0521992,-0.180207,-0.1280078
33,-0.58208764,-0.56643677,"('wrong', 'right')",-0.5820876,-0.5664368,0.0156508
34,1.4121073,1.5993651,"('mean', 'honorable')",1.4121073,1.5993651,0.1872578
35,-0.69872206,-0.7052508,"('corrupt', 'incorrupt')",-0.6987221,-0.7052508,-0.0065287
36,-2.049898,-2.1005487,"('hostile', 'amicable')",-2.0498979,-2.1005487,-0.0506508
37,-0.084741816,-0.12378289,"('fake', 'genuine')",-0.0847418,-0.1237829,-0.0390411
38,-0.265981,-0.30347016,"('untruthful', 'truthful')",-0.265981,-0.3034702,-0.0374892
39,0.25841168,0.2075566,"('exploitative', 'cooperative')",0.2584117,0.2075566,-0.0508551
40,-2.1005657,-2.1382616,"('stingy', 'generous')",-2.1005657,-2.1382616,-0.0376959
41,-0.49095294,-0.6285492,"('unforgiving', 'forgiving')",-0.4909529,-0.6285492,-0.1375963
42,-0.62069225,-0.5205059,"('unreliable', 'reliable')",-0.6206923,-0.5205059,0.1001864
