,penn_male,penn_female,tuple,national_male,national_female,gaming_male,gaming_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7192359,-0.8162702,"('unsociable', 'sociable')",-0.7776848,-0.938815,1.1652107,1.0291886,-0.07487893,-0.29164562,-0.1016472,-0.2543856,-0.1527384
1,-0.14245994,-0.1454353,"('unfriendly', 'friendly')",-1.1819216,-1.3646301,1.3678049,1.2092031,1.5866245,1.4162565,0.4075119,0.2788486,-0.1286633
2,0.6767886,0.67892605,"('unlikable', 'likable')",0.2506339,0.23604006,1.0852396,1.0968031,0.8751491,0.99474174,0.7219528,0.7516277,0.0296749
3,0.1856879,0.3746631,"('repellent', 'pleasant')",0.28661337,0.3501587,-0.24065901,-0.2023657,0.18595341,0.22023536,0.1043989,0.1856729,0.081274
4,-0.4630709,-0.31501123,"('disliked', 'liked')",-0.63919836,-0.7105295,-0.6064508,-0.7351876,-5.582176,-5.529151,-1.8227241,-1.8224698,0.0002543
5,-0.12089811,-0.11103455,"('distant', 'outgoing')",-0.7022081,-0.7236571,0.5181713,0.49843997,-0.07401551,0.0030115917,-0.0947376,-0.08331,0.0114276
6,0.26513737,0.366549,"('distant', 'open')",-0.5856085,-0.573032,0.41770923,0.40729904,0.3802954,0.4716348,0.1193834,0.1681127,0.0487293
7,0.5014658,0.51815474,"('insensitive', 'sensitive')",-0.52941924,-0.46285668,0.014999965,0.07653614,0.43381107,0.40311906,0.1052144,0.1337383,0.0285239
8,0.5015335,0.55779374,"('unaffectionate', 'affectionate')",-0.67099404,-0.7691907,0.9279859,0.8274565,0.42339975,0.35329443,0.2954813,0.2423385,-0.0531428
9,1.1966652,1.2294512,"('unaffectionate', 'caring')",-0.31593192,-0.3962453,1.3270246,1.2243886,1.0285774,0.9768569,0.8090838,0.7586129,-0.0504709
10,0.06280518,0.09923934,"('unsympathetic', 'sympathetic')",-0.7270218,-0.6800853,-0.92935,-0.9283705,-0.34017503,-0.42407438,-0.4834354,-0.4833227,0.0001127
11,-0.20375666,-0.3031282,"('unhelpful', 'helpful')",0.18773314,0.2001581,0.32755792,0.35981208,2.2653694,2.293848,0.644226,0.6376725,-0.0065535
12,1.1257755,1.2379303,"('unsupportive', 'supportive')",0.35176638,0.39728823,0.4554056,0.4348208,-1.3993781,-1.3648282,0.1333923,0.1763028,0.0429105
13,0.5950883,0.4046284,"('impolite', 'polite')",0.06775074,0.045631036,-0.21489161,-0.21518685,-0.18210882,-0.29482582,0.0664597,-0.0149383,-0.081398
14,-0.22907811,-0.21228638,"('antisocial', 'social')",0.6022054,0.6691327,1.4306588,1.4472562,-0.67794365,-0.694898,0.2814606,0.3023011,0.0208405
15,-0.1473423,-0.19126083,"('boring', 'funny')",-0.0309726,-0.065219164,0.69657475,0.6949377,0.44686645,0.46397257,0.2412816,0.2256076,-0.015674
16,-1.143719,-1.1331007,"('unpopular', 'popular')",0.28184247,0.2334055,-0.4021733,-0.41098702,0.30706063,0.30636695,-0.2392473,-0.2510788,-0.0118315
17,-0.31082475,-0.16751531,"('nasty', 'nice')",-0.6064636,-0.4654835,-0.9815437,-0.9009012,-0.4259831,-0.32852143,-0.5812038,-0.4656054,0.1155984
18,-0.3989285,-0.33404833,"('disagreeable', 'welcoming')",0.37949744,0.4501031,0.08283743,0.05808607,-0.292215,-0.25217152,-0.0572022,-0.0195077,0.0376945
19,-0.37770322,-0.3588741,"('inhospitable', 'hospitable')",-1.0253395,-1.0008938,-1.3201402,-1.3557878,-0.23122646,-0.14985377,-0.7386023,-0.7163523,0.02225
20,-0.14315829,-0.026354462,"('rough', 'thoughtful')",0.08629292,0.20102024,-1.1041005,-1.0295644,0.6300855,0.6374921,-0.1327201,-0.0543516,0.0783685
21,-0.0714181,-0.09048605,"('immoral', 'moral')",0.14773807,0.11890849,-0.3390725,-0.40827414,-0.7286533,-0.77875084,-0.2478515,-0.2896506,-0.0417991
22,-0.23578224,-0.13716386,"('untrustworthy', 'trustworthy')",0.24401009,0.30604547,-0.59051573,-0.6281603,-0.49156228,-0.51047355,-0.2684625,-0.2424381,0.0260244
23,0.19862181,0.09289576,"('insincere', 'sincere')",-0.105020314,-0.15181592,0.18295029,0.1630378,5.246077,5.0461955,1.3806572,1.2875783,-0.0930789
24,0.58384985,0.61014783,"('dishonest', 'honest')",-0.03150838,0.0057191523,0.20071536,0.20900649,0.99567217,0.93235373,0.4371822,0.4393068,0.0021246
25,0.90975326,0.8979992,"('egoistic', 'altruistic')",-0.73525125,-0.84060955,0.69562525,0.62310785,1.3446155,1.2575591,0.5536857,0.4845141,-0.0691716
26,0.2029784,0.15620418,"('hardhearted', 'benevolent')",0.49882904,0.46509656,1.5015877,1.4939803,1.4141842,1.3560486,0.9043949,0.8678324,-0.0365625
27,0.71448237,0.7305095,"('hardhearted', 'softhearted')",-1.1314557,-1.0240905,-0.089185566,-0.085180014,1.2376684,1.1757498,0.1828774,0.1992472,0.0163698
28,0.9575389,0.7872708,"('disloyal', 'loyal')",0.1785317,0.015830828,0.61806035,0.49801397,0.9516038,0.77625865,0.6764337,0.5193436,-0.1570901
29,-1.0391494,-1.0767871,"('unfair', 'fair')",-0.14941022,-0.12335606,-0.3877749,-0.42308456,-0.38808003,-0.46175984,-0.4911036,-0.5212469,-0.0301433
30,-0.01188983,0.12190911,"('intolerant', 'tolerant')",-0.014646629,0.020532543,1.2347229,1.3136251,1.0883702,1.0555509,0.5741391,0.6279044,0.0537653
31,-0.5203628,-0.2925778,"('evil', 'good')",-0.6618965,-0.6119843,-1.2546035,-1.2848054,-1.3276774,-1.2820994,-0.941135,-0.8678668,0.0732682
32,0.6476108,0.42941403,"('unkind', 'kind')",-0.03654299,-0.10346486,0.029951625,-0.07208155,1.2345451,1.075924,0.4688911,0.3324479,-0.1364432
33,0.71887225,0.6302181,"('wrong', 'right')",0.7040288,0.6644956,0.40662825,0.3804918,-0.5168381,-0.5454011,0.3281728,0.2824511,-0.0457217
34,0.06794442,0.16776955,"('mean', 'honorable')",-0.4805278,-0.3925104,-0.09788983,-0.02719688,5.338865,5.374082,1.2070979,1.2805361,0.0734382
35,-0.12399264,-0.13337624,"('corrupt', 'incorrupt')",-1.1281893,-1.118077,-2.0235958,-2.067319,-0.4508458,-0.48978025,-0.9316559,-0.9521381,-0.0204822
36,0.058881283,0.2620125,"('hostile', 'amicable')",-1.4036479,-1.5093948,-1.2660517,-1.4224972,-0.06732723,-0.17850035,-0.6695364,-0.712095,-0.0425586
37,0.29048488,0.24400635,"('fake', 'genuine')",-0.123039275,-0.06554873,-1.1594154,-1.1138854,0.31467494,0.3371601,-0.1693237,-0.1495669,0.0197568
38,0.44387054,0.44904706,"('untruthful', 'truthful')",-0.03145407,-0.027164161,-0.24198975,-0.2734147,0.1726472,0.18581939,0.0857685,0.0835719,-0.0021966
39,0.5196892,0.51476675,"('exploitative', 'cooperative')",1.1577573,1.2290947,0.0036042444,0.07717198,0.019575238,0.059979834,0.4251565,0.4702533,0.0450968
40,1.1716087,1.281843,"('stingy', 'generous')",0.40280157,0.410211,-0.27704248,-0.30229503,-1.599578,-1.6461091,-0.0755526,-0.0640876,0.011465
41,0.552863,0.69336617,"('unforgiving', 'forgiving')",-0.20010108,-0.21019305,-0.4730089,-0.55156493,0.084916264,0.0186111,-0.0088327,-0.0124452,-0.0036125
42,0.006224565,0.09087779,"('unreliable', 'reliable')",0.58048993,0.7267687,-0.3099771,-0.2345466,-2.3572965,-2.184175,-0.5201398,-0.4002688,0.119871
43,-0.25291437,-0.21452723,"('irresponsible', 'responsible')",0.00898201,0.08342606,0.5397288,0.6185287,0.5693777,0.6224008,0.2162935,0.2774571,0.0611636
44,-0.90503585,-0.8391564,"('prejudiced', 'unprejudiced')",0.19884954,0.3607709,-1.5295126,-1.3950142,-1.3879257,-1.2970026,-0.9059062,-0.7926005,0.1133057
45,-1.3603282,-1.2135628,"('incompetent', 'competent')",-1.2706804,-1.237629,-0.34829506,-0.35546082,-0.41776904,-0.4392543,-0.8492681,-0.8114768,0.0377913
46,-0.11061751,-0.047818087,"('uncompetitive', 'competitive')",0.24013029,0.25410366,0.3200189,0.30758905,-0.5224414,-0.5872984,-0.0182274,-0.0183559,-0.0001285
47,-0.022655612,-0.07501897,"('stupid', 'smart')",-0.36983082,-0.2574825,-0.01364116,0.051276036,5.128572,5.141956,1.1806111,1.2151825,0.0345714
48,-0.20622866,-0.2760412,"('unintelligent', 'intelligent')",-0.27615416,-0.40375477,0.778227,0.7187092,0.5728238,0.4486482,0.217167,0.1218904,-0.0952766
49,-0.65830886,-0.6425503,"('unable', 'able')",-1.6565801,-1.5889319,-0.3492792,-0.30824608,-0.15380584,-0.052357666,-0.7044935,-0.6480215,0.056472
50,-0.300498,-0.42702448,"('clumsy', 'skillful')",-0.010263085,-0.072690904,-0.050692957,-0.07568775,0.19420238,0.19693242,-0.0418129,-0.0946177,-0.0528048
51,0.3817419,0.12304467,"('uneducated', 'educated')",0.14670253,0.0013546059,-0.63248384,-0.78811765,0.31241325,0.124333896,0.0520935,-0.1348461,-0.1869396
52,0.07974857,-0.03936817,"('irrational', 'rational')",-0.15711212,-0.32468015,0.74070174,0.620757,-0.2828846,-0.39668596,0.0951134,-0.0349943,-0.1301077
53,1.0996068,1.0236158,"('uncreative', 'creative')",-0.7139402,-0.85776913,0.92603743,0.8748051,0.87746316,0.7957328,0.5472918,0.4590961,-0.0881957
54,0.09003323,-0.036961053,"('incapable', 'capable')",-0.15704836,-0.22281055,1.0615222,0.994399,0.89576614,0.8621304,0.4725683,0.3991894,-0.0733789
55,-0.44259784,-0.32774076,"('incompetent', 'clever')",-0.5904832,-0.61154693,0.7150969,0.715416,0.022069462,-0.028215747,-0.0739787,-0.0630218,0.0109569
56,0.12026784,0.07338284,"('impractical', 'practical')",0.43618807,0.487852,0.7589347,0.7989419,-0.17787491,-0.17886025,0.2843789,0.2953292,0.0109503
57,0.24050039,0.2913049,"('unimaginative', 'imaginative')",-0.55116016,-0.5829673,0.3228402,0.36093184,-2.05332,-2.090046,-0.5102849,-0.5051941,0.0050908
58,-0.7879839,-0.76591736,"('undiscriminating', 'discriminating')",-1.1215909,-1.1411729,-0.20226996,-0.23550959,-0.25733173,-0.27290982,-0.5922941,-0.6038774,-0.0115833
59,-0.1399365,-0.24712141,"('foolish', 'wise')",0.17652401,0.16411617,0.28287494,0.2501692,0.2600183,0.27231374,0.1448702,0.1098694,-0.0350008
60,-0.05457776,-0.1241369,"('inefficient', 'efficient')",-0.12416136,-0.09162255,1.0787889,1.1507132,0.03229187,0.061557047,0.2330854,0.2491277,0.0160423
61,0.36537987,0.2397595,"('illogical', 'logical')",-0.672794,-0.7813523,1.2588776,1.1498079,0.23959291,0.088172704,0.2977641,0.174097,-0.1236671
62,-0.4065799,-0.37292838,"('incompetent', 'brilliant')",-0.7328535,-0.6435048,0.69366556,0.8026023,-0.029087724,0.09680943,-0.1187139,-0.0292554,0.0894585
63,0.16177225,0.13605615,"('unperceptive', 'insightful')",0.1528144,0.10673052,0.11370862,0.06328215,0.9550281,0.9974226,0.3458309,0.3258728,-0.0199581
64,-0.84113646,-0.8898457,"('shy', 'confident')",-0.1049301,-0.10670376,0.26102376,0.22885826,-5.546093,-5.5087633,-1.557784,-1.5691136,-0.0113296
65,-0.6629925,-0.81288433,"('insecure', 'secure')",0.2795319,0.20103253,0.9049301,0.9160664,-0.017547809,-0.08504672,0.1259804,0.054792,-0.0711884
