,plier_male,plier_female,tuple,average_male,average_female,female-male
0,0.56013757,0.53187376,"('unsociable', 'sociable')",0.5601376,0.5318738,-0.0282638
1,-0.55774486,-0.8470216,"('unfriendly', 'friendly')",-0.5577449,-0.8470216,-0.2892767
2,0.27236673,0.15149207,"('unlikable', 'likable')",0.2723667,0.1514921,-0.1208746
3,0.117291264,0.31829298,"('repellent', 'pleasant')",0.1172913,0.318293,0.2010017
4,-3.342562,-3.3071797,"('disliked', 'liked')",-3.342562,-3.3071797,0.0353823
5,-1.3357861,-1.4706277,"('distant', 'outgoing')",-1.3357861,-1.4706277,-0.1348416
6,-1.4335107,-1.6173801,"('distant', 'open')",-1.4335107,-1.6173801,-0.1838694
7,0.39128587,0.57065165,"('insensitive', 'sensitive')",0.3912859,0.5706517,0.1793658
8,0.04986213,-0.21322751,"('unaffectionate', 'affectionate')",0.0498621,-0.2132275,-0.2630896
9,0.038041133,-0.061265,"('unaffectionate', 'caring')",0.0380411,-0.061265,-0.0993061
10,0.3813394,0.35534328,"('unsympathetic', 'sympathetic')",0.3813394,0.3553433,-0.0259961
11,0.9021365,0.9318497,"('unhelpful', 'helpful')",0.9021365,0.9318497,0.0297132
12,-0.64190674,-0.5589401,"('unsupportive', 'supportive')",-0.6419067,-0.5589401,0.0829666
13,0.15311643,0.14859329,"('impolite', 'polite')",0.1531164,0.1485933,-0.0045231
14,0.87506753,1.0209618,"('antisocial', 'social')",0.8750675,1.0209618,0.1458943
15,-0.025911659,-0.13814428,"('boring', 'funny')",-0.0259117,-0.1381443,-0.1122326
16,-0.2325765,-0.3359045,"('unpopular', 'popular')",-0.2325765,-0.3359045,-0.103328
17,-0.31858024,-0.25947675,"('nasty', 'nice')",-0.3185802,-0.2594768,0.0591034
18,-1.037683,-1.0922768,"('disagreeable', 'welcoming')",-1.037683,-1.0922768,-0.0545938
19,-1.3274086,-1.52731,"('inhospitable', 'hospitable')",-1.3274086,-1.52731,-0.1999014
20,0.55936664,0.53292567,"('rough', 'thoughtful')",0.5593666,0.5329257,-0.0264409
21,0.736361,0.8152447,"('immoral', 'moral')",0.736361,0.8152447,0.0788837
22,-0.27324894,-0.29202652,"('untrustworthy', 'trustworthy')",-0.2732489,-0.2920265,-0.0187776
23,2.9371958,2.919869,"('insincere', 'sincere')",2.9371958,2.9198689,-0.0173269
24,0.079120494,-0.02195661,"('dishonest', 'honest')",0.0791205,-0.0219566,-0.1010771
25,0.21707392,0.20812678,"('egoistic', 'altruistic')",0.2170739,0.2081268,-0.0089471
26,0.34173977,0.017561726,"('hardhearted', 'benevolent')",0.3417398,0.0175617,-0.3241781
27,0.15291122,0.13009106,"('hardhearted', 'softhearted')",0.1529112,0.1300911,-0.0228201
28,0.8154002,0.7192287,"('disloyal', 'loyal')",0.8154002,0.7192287,-0.0961715
29,-0.5107818,-0.5741949,"('unfair', 'fair')",-0.5107818,-0.5741949,-0.0634131
30,0.901254,0.83931345,"('intolerant', 'tolerant')",0.901254,0.8393134,-0.0619406
31,-1.6009209,-1.6280047,"('evil', 'good')",-1.6009209,-1.6280047,-0.0270838
32,0.57165414,0.2869223,"('unkind', 'kind')",0.5716541,0.2869223,-0.2847318
33,-0.061894972,-0.23697555,"('wrong', 'right')",-0.061895,-0.2369756,-0.1750806
34,2.1322186,2.27445,"('mean', 'honorable')",2.1322186,2.2744501,0.1422315
35,-0.66568923,-0.8309492,"('corrupt', 'incorrupt')",-0.6656892,-0.8309492,-0.16526
36,-1.3156669,-1.4728879,"('hostile', 'amicable')",-1.3156669,-1.4728879,-0.157221
37,0.66531026,0.57658917,"('fake', 'genuine')",0.6653103,0.5765892,-0.0887211
38,0.10361707,0.043212842,"('untruthful', 'truthful')",0.1036171,0.0432128,-0.0604043
39,0.32035446,0.3062878,"('exploitative', 'cooperative')",0.3203545,0.3062878,-0.0140667
40,-1.2315556,-1.2435439,"('stingy', 'generous')",-1.2315556,-1.2435439,-0.0119883
41,0.6809019,0.63757825,"('unforgiving', 'forgiving')",0.6809019,0.6375782,-0.0433237
42,-1.372924,-1.3857862,"('unreliable', 'reliable')",-1.372924,-1.3857862,-0.0128622
43,0.18276231,0.06598961,"('irresponsible', 'responsible')",0.1827623,0.0659896,-0.1167727
44,-0.82213295,-0.9407226,"('prejudiced', 'unprejudiced')",-0.8221329,-0.9407226,-0.1185897
45,0.41631052,0.45432922,"('incompetent', 'competent')",0.4163105,0.4543292,0.0380187
46,-0.21747251,-0.10347742,"('uncompetitive', 'competitive')",-0.2174725,-0.1034774,0.1139951
47,2.3395357,2.3559246,"('stupid', 'smart')",2.3395357,2.3559246,0.0163889
48,0.1704411,0.22856899,"('unintelligent', 'intelligent')",0.1704411,0.228569,0.0581279
49,-0.23192586,-0.07267467,"('unable', 'able')",-0.2319259,-0.0726747,0.1592512
50,0.08242935,0.029371843,"('clumsy', 'skillful')",0.0824293,0.0293718,-0.0530575
