,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,female-male
0,0.41487327,0.49794042,"('unsociable', 'sociable')",-1.0932658,-1.2140899,-0.8108834,-0.9063894,-0.44978276,-0.5574557,-0.4847647,-0.5449986,-0.0602339
1,1.3328774,1.2742414,"('unfriendly', 'friendly')",-0.9387656,-0.96206456,0.42600536,0.40953597,1.462922,1.4204068,0.5707598,0.5355299,-0.0352299
2,1.7017871,1.7666122,"('unlikable', 'likable')",1.0025326,1.0444374,1.3183744,1.3885086,0.90904367,1.0194573,1.2329345,1.3047539,0.0718194
3,-0.46840963,-0.2768308,"('repellent', 'pleasant')",-1.117167,-1.0190995,-0.98744047,-0.9037857,0.6783711,0.7388583,-0.4736615,-0.3652145,0.108447
4,-0.3410016,-0.43666172,"('disliked', 'liked')",0.99720997,1.0449092,0.5566593,0.58297694,-6.895557,-6.9484596,-1.4206723,-1.4393088,-0.0186365
5,0.5987784,0.48744154,"('distant', 'outgoing')",-0.1790466,-0.28119642,0.57762915,0.5308693,-0.37917033,-0.37247223,0.1545477,0.0911606,-0.0633871
6,0.30912906,0.29165554,"('distant', 'open')",-0.49751273,-0.5645801,0.904836,0.8920376,-0.12907365,-0.1455617,0.1468447,0.1183878,-0.0284569
7,0.5799689,0.8527429,"('insensitive', 'sensitive')",-0.782051,-0.6942937,-0.59881943,-0.55348694,0.60675436,0.65502334,-0.0485368,0.0649964,0.1135332
8,0.5863368,0.52219063,"('unaffectionate', 'affectionate')",-0.23709999,-0.18320493,0.5272913,0.57159364,0.6822614,0.66338813,0.3896974,0.3934919,0.0037945
9,1.5418053,1.5838883,"('unaffectionate', 'caring')",-0.8966061,-0.85293674,0.5305325,0.5496812,1.4593146,1.5056943,0.6587616,0.6965817,0.0378201
10,-0.38043368,-0.10600903,"('unsympathetic', 'sympathetic')",-1.7114115,-1.7058134,-0.49894065,-0.47031674,-0.27355513,-0.27529123,-0.7160852,-0.6393576,0.0767276
11,0.36983383,0.50059885,"('unhelpful', 'helpful')",-1.3419958,-1.3071579,-0.16594276,-0.15780626,2.0176134,2.1019983,0.2198772,0.2844083,0.0645311
12,1.0168998,1.2222388,"('unsupportive', 'supportive')",-0.07024692,0.119091704,0.57325876,0.62119204,-2.0302927,-1.9733483,-0.1275953,-0.0027064,0.1248889
13,0.8779054,1.0027117,"('impolite', 'polite')",-1.0326176,-1.0735798,-0.32275152,-0.3559898,-0.80325484,-0.7792781,-0.3201796,-0.301534,0.0186456
14,1.1381695,1.2718138,"('antisocial', 'social')",-0.00041951798,0.090622626,-0.06410579,-0.088007964,-0.04806187,-0.053827636,0.2563956,0.3051502,0.0487546
15,1.1980704,1.0787798,"('boring', 'funny')",0.3636436,0.24574612,0.37924236,0.3425711,0.16134143,0.1633185,0.5255744,0.4576039,-0.0679705
16,-0.55629253,-0.49115327,"('unpopular', 'popular')",-0.6100245,-0.5098741,-0.5042627,-0.475413,-0.07687462,-0.06627816,-0.4368636,-0.3856796,0.051184
