,ingersoll_male,ingersoll_female,tuple,rand_male,rand_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.2036288,-2.2788758,"('unsociable', 'sociable')",-0.27178258,-0.3494164,-0.5729444,-0.6368986,-1.0161186,-1.0883969,-0.0722783
1,-1.8450426,-1.9087372,"('unfriendly', 'friendly')",0.905433,0.88293463,1.9202535,1.7834915,0.3268813,0.252563,-0.0743183
2,0.34175038,0.35704842,"('unlikable', 'likable')",0.836601,0.85671467,0.72385454,0.79464775,0.6340686,0.6694703,0.0354017
3,-1.713208,-1.6875656,"('repellent', 'pleasant')",-0.7265235,-0.58598393,0.091808066,0.08525616,-0.7826412,-0.7294312,0.05321
4,0.9886112,0.968853,"('disliked', 'liked')",-0.34390467,-0.36043793,-6.0562954,-6.152354,-1.8038629,-1.8479795,-0.0441166
5,1.0877378,1.0733564,"('distant', 'outgoing')",1.0485519,1.0098352,-0.26426065,-0.2530661,0.6240096,0.6100419,-0.0139677
6,0.90261024,0.9091054,"('distant', 'open')",0.9140215,0.88822156,0.3841195,0.31807962,0.7335838,0.7051356,-0.0284482
7,-2.3034875,-2.3311481,"('insensitive', 'sensitive')",-0.53065395,-0.48899302,0.28827387,0.26835614,-0.8486226,-0.850595,-0.0019724
8,0.046186954,-0.0381044,"('unaffectionate', 'affectionate')",1.1305876,1.1092356,0.77927935,0.63695323,0.652018,0.5693615,-0.0826565
9,-0.54812926,-0.64950657,"('unaffectionate', 'caring')",1.6567947,1.596921,0.9545953,0.87395245,0.6877536,0.6071223,-0.0806313
10,-3.479971,-3.496144,"('unsympathetic', 'sympathetic')",-1.243921,-1.1969323,-0.50743395,-0.5704242,-1.7437754,-1.7545001,-0.0107247
11,-2.4958665,-2.540179,"('unhelpful', 'helpful')",-0.9578396,-1.0193754,1.4338143,1.4645313,-0.6732973,-0.6983411,-0.0250438
12,-1.5547987,-1.5321805,"('unsupportive', 'supportive')",0.44604936,0.4861353,-1.7662927,-1.7631104,-0.9583473,-0.9363852,0.0219621
13,-2.1985376,-2.2483425,"('impolite', 'polite')",-1.2903476,-1.3382288,-0.71494067,-0.6908343,-1.4012753,-1.4258019,-0.0245266
14,-1.9874164,-1.9797524,"('antisocial', 'social')",-0.3690286,-0.3402167,-0.9215064,-0.892244,-1.0926505,-1.0707377,0.0219128
15,0.43061262,0.338922,"('boring', 'funny')",0.5952525,0.4600392,0.37206015,0.40218657,0.4659751,0.4003826,-0.0655925
16,0.83603257,0.8944143,"('unpopular', 'popular')",-0.47744352,-0.40995243,0.54110074,0.53752494,0.2998966,0.3406623,0.0407657
17,-0.101912156,-0.036196776,"('nasty', 'nice')",-0.34997922,-0.3276065,-0.60745275,-0.5140973,-0.3531147,-0.2926335,0.0604812
18,-0.7061541,-0.722211,"('disagreeable', 'welcoming')",-0.7308949,-0.6954962,-0.636055,-0.7015431,-0.6910346,-0.7064168,-0.0153822
