,paddock_male,paddock_female,tuple,average_male,average_female,female-male
0,0.47188905,0.41404378,"('unsociable', 'sociable')",0.471889,0.4140438,-0.0578452
1,-0.5416992,-0.6740099,"('unfriendly', 'friendly')",-0.5416992,-0.6740099,-0.1323107
2,-0.14349139,-0.10903228,"('unlikable', 'likable')",-0.1434914,-0.1090323,0.0344591
3,-0.74926454,-0.68448555,"('repellent', 'pleasant')",-0.7492645,-0.6844856,0.0647789
4,-2.167363,-2.0043583,"('disliked', 'liked')",-2.1673629,-2.0043583,0.1630046
5,-0.785518,-0.756402,"('distant', 'outgoing')",-0.785518,-0.756402,0.029116
6,-0.8593794,-0.865268,"('distant', 'open')",-0.8593794,-0.865268,-0.0058886
7,0.57767946,0.5746582,"('insensitive', 'sensitive')",0.5776795,0.5746582,-0.0030213
8,-0.44681153,-0.57637376,"('unaffectionate', 'affectionate')",-0.4468115,-0.5763738,-0.1295623
9,-0.06424023,-0.14919916,"('unaffectionate', 'caring')",-0.0642402,-0.1491992,-0.084959
10,-0.20243208,-0.2590253,"('unsympathetic', 'sympathetic')",-0.2024321,-0.2590253,-0.0565932
11,0.38388285,0.29685205,"('unhelpful', 'helpful')",0.3838829,0.2968521,-0.0870308
12,-0.75264406,-0.65238905,"('unsupportive', 'supportive')",-0.7526441,-0.652389,0.1002551
13,0.44435757,0.45311025,"('impolite', 'polite')",0.4443576,0.4531102,0.0087526
14,0.74973637,0.72862446,"('antisocial', 'social')",0.7497364,0.7286245,-0.0211119
15,0.4359252,0.43864283,"('boring', 'funny')",0.4359252,0.4386428,0.0027176
16,-0.3668373,-0.32491112,"('unpopular', 'popular')",-0.3668373,-0.3249111,0.0419262
17,-0.5427237,-0.5146179,"('nasty', 'nice')",-0.5427237,-0.5146179,0.0281058
18,-1.0412852,-1.0988986,"('disagreeable', 'welcoming')",-1.0412852,-1.0988986,-0.0576134
19,-1.2580404,-1.2960075,"('inhospitable', 'hospitable')",-1.2580404,-1.2960075,-0.0379671
20,-0.4782089,-0.561897,"('rough', 'thoughtful')",-0.4782089,-0.561897,-0.0836881
21,-0.1533987,-0.08899969,"('immoral', 'moral')",-0.1533987,-0.0889997,0.064399
22,0.06442589,0.005786054,"('untrustworthy', 'trustworthy')",0.0644259,0.0057861,-0.0586398
23,1.7292145,1.5343083,"('insincere', 'sincere')",1.7292145,1.5343083,-0.1949062
24,0.3618039,0.24566849,"('dishonest', 'honest')",0.3618039,0.2456685,-0.1161354
25,0.04642627,0.004840199,"('egoistic', 'altruistic')",0.0464263,0.0048402,-0.0415861
26,0.34413818,0.21544279,"('hardhearted', 'benevolent')",0.3441382,0.2154428,-0.1286954
27,-0.12061621,-0.26825005,"('hardhearted', 'softhearted')",-0.1206162,-0.26825,-0.1476338
28,0.5263651,0.35382336,"('disloyal', 'loyal')",0.5263651,0.3538234,-0.1725417
29,0.016282849,-0.06908657,"('unfair', 'fair')",0.0162828,-0.0690866,-0.0853694
30,0.5600365,0.48641682,"('intolerant', 'tolerant')",0.5600365,0.4864168,-0.0736197
31,-1.191084,-1.0184917,"('evil', 'good')",-1.191084,-1.0184917,0.1725923
32,-0.24668954,-0.40610024,"('unkind', 'kind')",-0.2466895,-0.4061002,-0.1594107
33,0.43509492,0.43106875,"('wrong', 'right')",0.4350949,0.4310687,-0.0040262
34,1.2492394,1.2408099,"('mean', 'honorable')",1.2492394,1.2408099,-0.0084295
35,-0.016929919,-0.14105049,"('corrupt', 'incorrupt')",-0.0169299,-0.1410505,-0.1241206
36,-1.015015,-1.0679597,"('hostile', 'amicable')",-1.015015,-1.0679597,-0.0529447
37,0.094224334,0.08077268,"('fake', 'genuine')",0.0942243,0.0807727,-0.0134516
38,0.242525,0.20634492,"('untruthful', 'truthful')",0.242525,0.2063449,-0.0361801
39,0.6601957,0.624644,"('exploitative', 'cooperative')",0.6601957,0.624644,-0.0355517
40,-1.214175,-1.1852567,"('stingy', 'generous')",-1.214175,-1.1852567,0.0289183
41,0.442779,0.3776566,"('unforgiving', 'forgiving')",0.442779,0.3776566,-0.0651224
42,-1.0292425,-0.86104727,"('unreliable', 'reliable')",-1.0292425,-0.8610473,0.1681952
43,-0.055817522,-0.046680093,"('irresponsible', 'responsible')",-0.0558175,-0.0466801,0.0091374
44,-0.6903948,-0.6627105,"('prejudiced', 'unprejudiced')",-0.6903948,-0.6627105,0.0276843
45,0.5085576,0.53491986,"('incompetent', 'competent')",0.5085576,0.5349199,0.0263623
46,-0.020284506,-0.019009136,"('uncompetitive', 'competitive')",-0.0202845,-0.0190091,0.0012754
47,1.9987525,1.8949717,"('stupid', 'smart')",1.9987525,1.8949717,-0.1037808
48,0.0097588375,-0.026743833,"('unintelligent', 'intelligent')",0.0097588,-0.0267438,-0.0365026
49,-0.6505907,-0.6130686,"('unable', 'able')",-0.6505907,-0.6130686,0.0375221
50,-0.7540625,-0.78249615,"('clumsy', 'skillful')",-0.7540625,-0.7824962,-0.0284337
51,-0.6508288,-0.7825475,"('uneducated', 'educated')",-0.6508288,-0.7825475,-0.1317187
52,-0.68831706,-0.7443864,"('irrational', 'rational')",-0.6883171,-0.7443864,-0.0560693
53,-0.7776149,-0.79748815,"('uncreative', 'creative')",-0.7776149,-0.7974882,-0.0198733
