,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.69389606,-0.9892442,"('unsociable', 'sociable')",-0.26031303,-0.47133827,-0.4771045,-0.7302912,-0.2531867
1,-1.7005403,-1.6914034,"('unfriendly', 'friendly')",1.272914,1.2917244,-0.2138131,-0.1998395,0.0139736
2,0.74641144,0.5689078,"('unlikable', 'likable')",0.66133887,0.4771259,0.7038752,0.5230169,-0.1808583
3,0.46957323,0.57344276,"('repellent', 'pleasant')",1.244837,1.3196546,0.8572052,0.9465487,0.0893435
4,-0.46355772,-0.42177683,"('disliked', 'liked')",-6.5627794,-6.5398192,-3.5131686,-3.480798,0.0323706
5,-1.8675811,-1.7748507,"('distant', 'outgoing')",-0.73165584,-0.46214336,-1.2996185,-1.118497,0.1811215
6,-2.1039646,-1.9307263,"('distant', 'open')",-0.89643794,-0.6480993,-1.5002012,-1.2894127,0.2107885
7,0.34935045,0.39327824,"('insensitive', 'sensitive')",0.5875783,0.69471806,0.4684644,0.5439981,0.0755337
8,-1.2510927,-1.270841,"('unaffectionate', 'affectionate')",0.43155247,0.41250643,-0.4097701,-0.4291673,-0.0193972
9,-1.1423161,-1.034642,"('unaffectionate', 'caring')",0.9607998,1.132049,-0.0907581,0.0487035,0.1394616
10,-0.6268572,-0.85237324,"('unsympathetic', 'sympathetic')",-0.6944806,-0.880869,-0.6606689,-0.8666211,-0.2059522
11,0.13449255,0.023529805,"('unhelpful', 'helpful')",1.6588793,1.7506169,0.8966859,0.8870733,-0.0096126
12,-0.2000641,-0.15130837,"('unsupportive', 'supportive')",-2.089239,-2.000189,-1.1446515,-1.0757487,0.0689028
13,-0.14501685,-0.41878057,"('impolite', 'polite')",-0.7572959,-0.9313577,-0.4511564,-0.6750691,-0.2239127
14,0.7669415,0.57413936,"('antisocial', 'social')",0.3377365,0.040596455,0.552339,0.3073679,-0.2449711
15,-0.19754933,-0.35441542,"('boring', 'funny')",-0.044420697,-0.12923017,-0.120985,-0.2418228,-0.1208378
16,-0.6934238,-0.75580853,"('unpopular', 'popular')",0.513976,0.5009806,-0.0897239,-0.127414,-0.0376901
17,-0.108230114,-0.16542837,"('nasty', 'nice')",-0.5212891,-0.50458974,-0.3147596,-0.335009,-0.0202494
18,-0.74431056,-0.7228627,"('disagreeable', 'welcoming')",-0.37617344,-0.32564315,-0.560242,-0.524253,0.035989
19,-1.2980837,-1.1981841,"('inhospitable', 'hospitable')",-0.5522588,-0.39595264,-0.9251713,-0.7970684,0.1281029
20,0.88180953,0.8652199,"('rough', 'thoughtful')",0.76998734,0.69692045,0.8258984,0.7810702,-0.0448282
21,0.7485623,0.5295644,"('immoral', 'moral')",-0.25364077,-0.38351464,0.2474608,0.0730249,-0.1744359
22,-0.37651083,-0.4607467,"('untrustworthy', 'trustworthy')",-0.8243496,-0.8766211,-0.6004302,-0.6686839,-0.0682537
23,0.42538133,0.38865164,"('insincere', 'sincere')",6.2838445,6.402656,3.3546128,3.395654,0.0410412
24,-0.32806802,-0.39174458,"('dishonest', 'honest')",0.70139104,0.712399,0.1866615,0.1603272,-0.0263343
25,-0.10356927,0.040287577,"('egoistic', 'altruistic')",1.1629261,1.1830187,0.5296784,0.6116531,0.0819747
26,0.2722565,0.003139291,"('hardhearted', 'benevolent')",1.6795363,1.2815412,0.9758964,0.6423402,-0.3335562
27,-0.56327146,-0.39789033,"('hardhearted', 'softhearted')",1.2248318,1.2093992,0.3307802,0.4057544,0.0749742
28,-0.35004148,-0.30154878,"('disloyal', 'loyal')",1.2381177,1.1739527,0.4440381,0.436202,-0.0078361
29,-1.3587306,-1.3248484,"('unfair', 'fair')",-0.6560226,-0.81313443,-1.0073766,-1.0689914,-0.0616148
30,0.8183323,0.65506786,"('intolerant', 'tolerant')",0.8492911,0.7640377,0.8338117,0.7095528,-0.1242589
31,-1.2037157,-1.1156597,"('evil', 'good')",-0.7883785,-0.7832297,-0.9960471,-0.9494447,0.0466024
32,-0.21674338,-0.44236195,"('unkind', 'kind')",0.94230694,0.5149332,0.3627818,0.0362856,-0.3264962
33,-0.28575256,-0.30412987,"('wrong', 'right')",-0.7079838,-0.6267054,-0.4968682,-0.4654176,0.0314506
34,0.31918952,0.417302,"('mean', 'honorable')",5.744916,6.037511,3.0320528,3.2274065,0.1953537
35,-0.7258767,-0.5447027,"('corrupt', 'incorrupt')",-0.46298403,-0.4116332,-0.5944303,-0.478168,0.1162623
36,-1.3188242,-1.2211223,"('hostile', 'amicable')",-0.2916128,-0.27517506,-0.8052185,-0.7481487,0.0570698
37,0.29864115,0.22335203,"('fake', 'genuine')",0.045495544,0.030516166,0.1720683,0.1269341,-0.0451342
38,-0.8715447,-0.8637281,"('untruthful', 'truthful')",0.055664152,0.2654868,-0.4079403,-0.2991207,0.1088196
39,0.7926676,0.7106514,"('exploitative', 'cooperative')",0.119303256,0.087993234,0.4559854,0.3993223,-0.0566631
40,0.0061339214,0.05746138,"('stingy', 'generous')",-1.4586791,-1.470333,-0.7262726,-0.7064358,0.0198368
41,0.07732378,-0.06261921,"('unforgiving', 'forgiving')",0.13618115,-0.17948583,0.1067525,-0.1210525,-0.227805
42,-0.4725849,-0.486413,"('unreliable', 'reliable')",-3.8965096,-3.9633853,-2.1845472,-2.2248993,-0.0403521
43,-0.23434691,-0.33528417,"('irresponsible', 'responsible')",0.16128695,-0.009268572,-0.03653,-0.1722764,-0.1357464
44,-0.654768,-0.7626301,"('prejudiced', 'unprejudiced')",-1.734099,-1.8994818,-1.1944335,-1.3310559,-0.1366224
45,0.13263553,-0.06554297,"('incompetent', 'competent')",0.04319297,-0.14726382,0.0879143,-0.1064034,-0.1943177
46,0.35534143,0.1455604,"('uncompetitive', 'competitive')",-0.7372168,-0.88317454,-0.1909377,-0.3688071,-0.1778694
47,0.23407656,0.24321309,"('stupid', 'smart')",5.2354774,5.419704,2.734777,2.8314586,0.0966816
48,0.4684308,0.3808784,"('unintelligent', 'intelligent')",0.83801955,0.7930854,0.6532252,0.5869819,-0.0662433
49,-0.09445326,0.15157124,"('unable', 'able')",-0.22916201,0.036990162,-0.1618076,0.0942807,0.2560883
50,-0.05784241,-0.021920104,"('clumsy', 'skillful')",0.028912961,0.02612789,-0.0144647,0.0021039,0.0165686
51,0.04754575,-0.14566238,"('uneducated', 'educated')",0.877518,0.67510045,0.4625319,0.264719,-0.1978129
52,-0.72370964,-0.77947885,"('irrational', 'rational')",-0.09882419,-0.044142544,-0.4112669,-0.4118107,-0.0005438
53,-1.1409949,-1.0088305,"('uncreative', 'creative')",0.271465,0.34694067,-0.434765,-0.330945,0.10382
54,-0.931978,-0.8783393,"('incapable', 'capable')",0.69132984,0.852004,-0.1203241,-0.0131676,0.1071565
55,0.518088,0.29206535,"('incompetent', 'clever')",0.5136394,0.30999494,0.5158637,0.3010302,-0.2148335
56,0.54218256,0.42657915,"('impractical', 'practical')",-0.65600145,-0.6843233,-0.0569094,-0.1288721,-0.0719627
