,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6143721,-0.66908985,"('unsociable', 'sociable')",-0.37060416,-0.491656,-0.4081751,-0.5286157,-0.4643838,-0.5631205,-0.0987367
1,-2.1400979,-2.0245264,"('unfriendly', 'friendly')",-0.021835085,-0.19647686,1.756011,1.663068,-0.1353073,-0.1859784,-0.0506711
2,0.521193,0.5803151,"('unlikable', 'likable')",0.2762682,0.33435932,0.47244072,0.54481536,0.4233007,0.4864966,0.0631959
3,0.15999499,0.33436567,"('repellent', 'pleasant')",0.063818246,0.14322169,-0.06549593,-0.044639982,0.0527724,0.1443158,0.0915434
4,-0.75242037,-0.78291726,"('disliked', 'liked')",-0.43330827,-0.49030322,-6.0603514,-6.197978,-2.41536,-2.4903995,-0.0750395
5,-1.0655649,-0.99779594,"('distant', 'outgoing')",-0.6196478,-0.5496922,-0.1330933,-0.116767675,-0.606102,-0.554752,0.05135
6,-1.0230811,-0.8687302,"('distant', 'open')",-0.85202,-0.79234964,0.6234111,0.6057138,-0.41723,-0.3517887,0.0654413
7,0.32741395,0.38140848,"('insensitive', 'sensitive')",0.44086853,0.47407252,0.36477226,0.38234922,0.3776849,0.4126101,0.0349252
8,-0.97930694,-0.903806,"('unaffectionate', 'affectionate')",-0.21908574,-0.29537344,0.7779024,0.7197518,-0.1401634,-0.1598092,-0.0196458
9,-1.0389408,-0.9230495,"('unaffectionate', 'caring')",-0.1938482,-0.28152204,1.1117988,1.0961202,-0.0403301,-0.0361504,0.0041797
10,-0.18968259,-0.05526495,"('unsympathetic', 'sympathetic')",-0.7640666,-0.7838465,-0.81220675,-0.81760365,-0.588652,-0.5522384,0.0364136
11,0.2089969,0.28353873,"('unhelpful', 'helpful')",0.73033345,0.7738651,1.446534,1.4946605,0.7952881,0.8506881,0.0554
12,0.25334764,0.5218941,"('unsupportive', 'supportive')",0.30198482,0.4180381,-2.0054564,-1.9848925,-0.4833747,-0.3483201,0.1350546
13,-0.08543481,-0.112396926,"('impolite', 'polite')",-0.31047308,-0.26826838,-0.580871,-0.6144879,-0.325593,-0.3317177,-0.0061247
14,1.1676986,1.1036689,"('antisocial', 'social')",0.79016507,0.80111593,-0.6011669,-0.6294205,0.4522323,0.4251215,-0.0271108
15,0.32177928,0.15529183,"('boring', 'funny')",0.37200436,0.31528965,0.73203033,0.69507414,0.4752713,0.3885519,-0.0867194
16,-0.6024171,-0.578643,"('unpopular', 'popular')",-0.39602834,-0.40157136,0.64751023,0.6425741,-0.1169784,-0.1125468,0.0044316
17,-0.30209875,-0.19829874,"('nasty', 'nice')",-0.95910007,-0.8809188,-0.37005097,-0.34119827,-0.5437499,-0.473472,0.0702779
