,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.37864664,0.40743053,"('unsociable', 'sociable')",-0.34934846,-0.44938934,0.0146491,-0.0209794,-0.0356285
1,-1.0819418,-1.035594,"('unfriendly', 'friendly')",1.4726974,1.3654169,0.1953778,0.1649114,-0.0304664
2,0.9183699,0.9911929,"('unlikable', 'likable')",0.9219414,0.96531826,0.9201556,0.9782556,0.0581
3,0.38192022,0.60475576,"('repellent', 'pleasant')",0.21593721,0.30320415,0.2989287,0.45398,0.1550513
4,-0.96678543,-0.9578449,"('disliked', 'liked')",-5.8951635,-5.9719763,-3.4309745,-3.4649105,-0.033936
5,-1.4006499,-1.3809186,"('distant', 'outgoing')",-0.35239077,-0.37836146,-0.8765203,-0.87964,-0.0031197
6,-1.6530424,-1.598441,"('distant', 'open')",-0.13323033,-0.19587307,-0.8931364,-0.897157,-0.0040206
7,0.20967726,0.32844937,"('insensitive', 'sensitive')",0.1737519,0.23817998,0.1917146,0.2833147,0.0916001
8,-0.79379463,-0.7808207,"('unaffectionate', 'affectionate')",0.39649498,0.30130038,-0.1986498,-0.2397602,-0.0411104
9,-0.6600293,-0.5962784,"('unaffectionate', 'caring')",0.7016303,0.6481783,0.0208005,0.0259499,0.0051494
10,0.5808918,0.7821285,"('unsympathetic', 'sympathetic')",-0.6304332,-0.6069432,-0.0247707,0.0875927,0.1123634
11,0.7645612,0.8426084,"('unhelpful', 'helpful')",1.5147357,1.5727054,1.1396484,1.2076569,0.0680085
12,0.25414106,0.48094043,"('unsupportive', 'supportive')",-1.9870366,-1.9331245,-0.8664477,-0.726092,0.1403557
13,0.6532826,0.6074365,"('impolite', 'polite')",-0.8060438,-0.7882813,-0.0763806,-0.0904224,-0.0140418
14,1.7974254,1.8449208,"('antisocial', 'social')",-0.13539013,-0.15383135,0.8310176,0.8455447,0.0145271
15,-0.20305695,-0.3805015,"('boring', 'funny')",0.6543556,0.55889875,0.2256493,0.0891986,-0.1364507
16,-1.0202601,-0.9907147,"('unpopular', 'popular')",0.6296619,0.6374389,-0.1952991,-0.1766379,0.0186612
17,-0.09061107,-0.03985886,"('nasty', 'nice')",-0.038806096,-0.041022487,-0.0647086,-0.0404407,0.0242679
18,-0.2786327,-0.24398048,"('disagreeable', 'welcoming')",-0.29645464,-0.3271414,-0.2875437,-0.2855609,0.0019828
19,-1.3809205,-1.3336092,"('inhospitable', 'hospitable')",-0.008619588,0.02432955,-0.69477,-0.6546398,0.0401302
20,0.822394,0.81053,"('rough', 'thoughtful')",1.1646466,1.1304172,0.9935203,0.9704736,-0.0230467
21,1.693756,1.764512,"('immoral', 'moral')",-0.031698182,0.05031884,0.8310289,0.9074154,0.0763865
22,0.8534095,0.94910073,"('untrustworthy', 'trustworthy')",-0.8690381,-0.9081981,-0.0078143,0.0204513,0.0282656
23,0.60452455,0.70598865,"('insincere', 'sincere')",5.2760415,5.2364755,2.9402831,2.9712319,0.0309488
24,0.19791308,0.16444583,"('dishonest', 'honest')",0.7090589,0.6489613,0.453486,0.4067036,-0.0467824
25,-0.52589905,-0.58653057,"('egoistic', 'altruistic')",1.7317132,1.6788131,0.6029071,0.5461413,-0.0567658
26,0.520892,0.4715314,"('hardhearted', 'benevolent')",1.9810853,1.9347434,1.2509887,1.2031374,-0.0478513
27,-0.12195781,-0.12276159,"('hardhearted', 'softhearted')",1.3286252,1.2254113,0.6033337,0.5513248,-0.0520089
28,0.09230438,0.035600077,"('disloyal', 'loyal')",0.89990383,0.79529357,0.4961041,0.4154468,-0.0806573
29,-0.27418315,-0.32731202,"('unfair', 'fair')",-0.4528662,-0.62769413,-0.3635247,-0.4775031,-0.1139784
30,1.7811643,1.8030331,"('intolerant', 'tolerant')",1.7318686,1.6688339,1.7565165,1.7359335,-0.020583
31,-1.9941134,-1.9131069,"('evil', 'good')",-1.0652767,-1.1149496,-1.529695,-1.5140283,0.0156667
32,0.6799675,0.62597686,"('unkind', 'kind')",0.99321467,0.89054036,0.8365911,0.7582586,-0.0783325
33,-0.19734743,-0.26501048,"('wrong', 'right')",-0.5422013,-0.6257651,-0.3697743,-0.4453878,-0.0756135
34,0.23230729,0.41561127,"('mean', 'honorable')",5.705807,5.8187027,2.9690573,3.117157,0.1480997
35,-1.3081304,-1.5431482,"('corrupt', 'incorrupt')",-0.092779145,-0.25252426,-0.7004548,-0.8978362,-0.1973814
36,-2.303956,-2.298086,"('hostile', 'amicable')",0.20657381,0.005058907,-1.0486912,-1.1465135,-0.0978223
37,0.71046036,0.71491784,"('fake', 'genuine')",-0.015073609,-0.025249878,0.3476934,0.344834,-0.0028594
38,0.52134967,0.6084099,"('untruthful', 'truthful')",-0.16233751,-0.12631556,0.1795061,0.2410472,0.0615411
39,0.7474011,0.7253928,"('exploitative', 'cooperative')",0.37077165,0.37047625,0.5590864,0.5479345,-0.0111519
40,0.04390775,0.11926474,"('stingy', 'generous')",-1.6550577,-1.787374,-0.805575,-0.8340546,-0.0284796
41,0.6273256,0.8072545,"('unforgiving', 'forgiving')",0.083510816,-0.018584073,0.3554182,0.3943352,0.038917
42,0.981688,1.0896835,"('unreliable', 'reliable')",-2.941814,-2.9029446,-0.980063,-0.9066305,0.0734325
43,1.0837417,1.2097962,"('irresponsible', 'responsible')",0.5425823,0.5781678,0.813162,0.893982,0.08082
44,0.21348813,0.13134262,"('prejudiced', 'unprejudiced')",-1.201179,-1.2154356,-0.4938455,-0.5420465,-0.048201
45,0.23802102,0.53595346,"('incompetent', 'competent')",-0.41451806,-0.3823155,-0.0882485,0.076819,0.1650675
46,0.5642158,0.7362228,"('uncompetitive', 'competitive')",-0.58772,-0.5293081,-0.0117521,0.1034574,0.1152095
47,0.28343466,0.34300265,"('stupid', 'smart')",5.0839815,5.1656685,2.6837082,2.7543356,0.0706274
48,1.2255054,1.2411397,"('unintelligent', 'intelligent')",0.8671414,0.8617165,1.0463234,1.0514281,0.0051047
