,brook_male,brook_female,tuple,average_male,average_female,female-male
0,0.60253185,0.5350423,"('unsociable', 'sociable')",0.6025319,0.5350423,-0.0674896
1,0.8984843,0.9848939,"('unfriendly', 'friendly')",0.8984843,0.9848939,0.0864096
2,0.115330905,0.1518249,"('unlikable', 'likable')",0.1153309,0.1518249,0.036494
3,0.49598908,0.50253767,"('repellent', 'pleasant')",0.4959891,0.5025377,0.0065486
4,-6.4581385,-6.5770674,"('disliked', 'liked')",-6.4581385,-6.5770674,-0.1189289
5,-1.0956082,-1.0077475,"('distant', 'outgoing')",-1.0956082,-1.0077475,0.0878607
6,-0.10070737,-0.069090575,"('distant', 'open')",-0.1007074,-0.0690906,0.0316168
7,1.0260074,1.0365448,"('insensitive', 'sensitive')",1.0260074,1.0365448,0.0105374
8,0.8431585,0.78390795,"('unaffectionate', 'affectionate')",0.8431585,0.7839079,-0.0592506
9,1.3802643,1.3975577,"('unaffectionate', 'caring')",1.3802643,1.3975577,0.0172934
10,0.83592635,0.7771734,"('unsympathetic', 'sympathetic')",0.8359264,0.7771734,-0.058753
11,1.2537953,1.368141,"('unhelpful', 'helpful')",1.2537953,1.3681411,0.1143458
12,-1.6268802,-1.6792551,"('unsupportive', 'supportive')",-1.6268802,-1.6792551,-0.0523749
13,-0.23848815,-0.20205705,"('impolite', 'polite')",-0.2384882,-0.202057,0.0364312
14,0.4900734,0.46621865,"('antisocial', 'social')",0.4900734,0.4662187,-0.0238547
15,0.4348879,0.4824307,"('boring', 'funny')",0.4348879,0.4824307,0.0475428
16,-0.55460584,-0.5622494,"('unpopular', 'popular')",-0.5546058,-0.5622494,-0.0076436
17,-0.36728215,-0.28237188,"('nasty', 'nice')",-0.3672822,-0.2823719,0.0849103
18,-0.806387,-0.83472073,"('disagreeable', 'welcoming')",-0.806387,-0.8347207,-0.0283337
19,-0.746529,-0.68748254,"('inhospitable', 'hospitable')",-0.746529,-0.6874825,0.0590465
20,0.71756685,0.6407046,"('rough', 'thoughtful')",0.7175668,0.6407046,-0.0768622
21,-0.25837982,-0.17765139,"('immoral', 'moral')",-0.2583798,-0.1776514,0.0807284
22,-0.1309752,-0.1387006,"('untrustworthy', 'trustworthy')",-0.1309752,-0.1387006,-0.0077254
23,5.4397726,5.542276,"('insincere', 'sincere')",5.4397726,5.5422759,0.1025033
24,1.3957554,1.3495945,"('dishonest', 'honest')",1.3957554,1.3495945,-0.0461609
25,0.70990986,0.62738824,"('egoistic', 'altruistic')",0.7099099,0.6273882,-0.0825217
26,1.3315437,1.307648,"('hardhearted', 'benevolent')",1.3315437,1.3076479,-0.0238958
27,1.2590449,1.115185,"('hardhearted', 'softhearted')",1.2590449,1.115185,-0.1438599
28,0.67798734,0.69160336,"('disloyal', 'loyal')",0.6779873,0.6916034,0.0136161
29,-0.43668163,-0.50251216,"('unfair', 'fair')",-0.4366816,-0.5025122,-0.0658306
30,1.1961827,1.1938593,"('intolerant', 'tolerant')",1.1961827,1.1938593,-0.0023234
31,-1.6069956,-1.5326276,"('evil', 'good')",-1.6069956,-1.5326276,0.074368
32,0.66834944,0.6223276,"('unkind', 'kind')",0.6683494,0.6223276,-0.0460218
33,-0.25168777,-0.27210075,"('wrong', 'right')",-0.2516878,-0.2721007,-0.0204129
34,4.3307595,4.546593,"('mean', 'honorable')",4.3307595,4.5465932,0.2158337
35,-0.3430783,-0.5157381,"('corrupt', 'incorrupt')",-0.3430783,-0.5157381,-0.1726598
36,-0.019293014,-0.03884822,"('hostile', 'amicable')",-0.019293,-0.0388482,-0.0195552
