,symptom_male,symptom_female,tuple,average_male,average_female,female-male
0,-0.10758908,-0.51512533,"('unsociable', 'sociable')",-0.1075891,-0.5151253,-0.4075362
1,-1.2678076,-1.7066095,"('unfriendly', 'friendly')",-1.2678076,-1.7066095,-0.4388019
2,-0.4924414,-0.5831583,"('unlikable', 'likable')",-0.4924414,-0.5831583,-0.0907169
3,-1.5764248,-1.3304455,"('repellent', 'pleasant')",-1.5764248,-1.3304455,0.2459793
4,-0.961235,-1.0525682,"('disliked', 'liked')",-0.961235,-1.0525682,-0.0913332
5,-1.0841976,-1.2988833,"('distant', 'outgoing')",-1.0841976,-1.2988833,-0.2146857
6,-1.2370898,-1.5511746,"('distant', 'open')",-1.2370898,-1.5511746,-0.3140848
7,-0.48996326,-0.52901006,"('insensitive', 'sensitive')",-0.4899633,-0.5290101,-0.0390468
8,-1.2112277,-1.5587072,"('unaffectionate', 'affectionate')",-1.2112277,-1.5587072,-0.3474795
9,-1.1995325,-1.5504961,"('unaffectionate', 'caring')",-1.1995325,-1.5504961,-0.3509636
10,-0.9165962,-1.2228954,"('unsympathetic', 'sympathetic')",-0.9165962,-1.2228954,-0.3062992
11,0.15592529,0.1793505,"('unhelpful', 'helpful')",0.1559253,0.1793505,0.0234252
12,-0.23327494,-0.49607983,"('unsupportive', 'supportive')",-0.2332749,-0.4960798,-0.2628049
13,-0.37789857,-0.5173237,"('impolite', 'polite')",-0.3778986,-0.5173237,-0.1394251
14,0.3558202,0.20523606,"('antisocial', 'social')",0.3558202,0.2052361,-0.1505841
15,1.0281918,0.8403935,"('boring', 'funny')",1.0281918,0.8403935,-0.1877983
16,-1.118511,-1.0145515,"('unpopular', 'popular')",-1.118511,-1.0145515,0.1039595
17,-0.581294,-0.46502686,"('nasty', 'nice')",-0.581294,-0.4650269,0.1162671
18,-0.7327651,-0.7874439,"('disagreeable', 'welcoming')",-0.7327651,-0.7874439,-0.0546788
19,-1.5158559,-1.663438,"('inhospitable', 'hospitable')",-1.5158559,-1.663438,-0.1475821
20,-0.3777547,-0.24105707,"('rough', 'thoughtful')",-0.3777547,-0.2410571,0.1366976
21,0.1279334,0.12863089,"('immoral', 'moral')",0.1279334,0.1286309,0.0006975
22,0.9642928,0.7527791,"('untrustworthy', 'trustworthy')",0.9642928,0.7527791,-0.2115137
23,-0.39261863,-0.5227369,"('insincere', 'sincere')",-0.3926186,-0.5227369,-0.1301183
24,-1.0540996,-1.3627199,"('dishonest', 'honest')",-1.0540996,-1.3627199,-0.3086203
25,-0.57868457,-0.55387753,"('egoistic', 'altruistic')",-0.5786846,-0.5538775,0.0248071
26,1.8550737,1.1450131,"('hardhearted', 'benevolent')",1.8550737,1.1450131,-0.7100606
27,0.5629297,0.4128307,"('hardhearted', 'softhearted')",0.5629297,0.4128307,-0.150099
28,-0.7299398,-1.11959,"('disloyal', 'loyal')",-0.7299398,-1.11959,-0.3896502
29,-0.42965376,-0.50018334,"('unfair', 'fair')",-0.4296538,-0.5001833,-0.0705295
30,-0.8653553,-1.0242531,"('intolerant', 'tolerant')",-0.8653553,-1.0242531,-0.1588978
31,-0.8031272,-1.0183635,"('evil', 'good')",-0.8031272,-1.0183635,-0.2152363
32,0.5943697,0.18666627,"('unkind', 'kind')",0.5943697,0.1866663,-0.4077034
33,0.2791742,0.10454296,"('wrong', 'right')",0.2791742,0.104543,-0.1746312
34,-0.3434436,-0.1985075,"('mean', 'honorable')",-0.3434436,-0.1985075,0.1449361
35,-0.026844846,-0.09429768,"('corrupt', 'incorrupt')",-0.0268448,-0.0942977,-0.0674529
36,-0.9569471,-1.1850898,"('hostile', 'amicable')",-0.9569471,-1.1850898,-0.2281427
37,-0.13728048,-0.08092535,"('fake', 'genuine')",-0.1372805,-0.0809254,0.0563551
38,-0.88834023,-1.0475782,"('untruthful', 'truthful')",-0.8883402,-1.0475782,-0.159238
39,0.004303515,0.10863505,"('exploitative', 'cooperative')",0.0043035,0.1086351,0.1043316
40,-0.68275505,-0.83796126,"('stingy', 'generous')",-0.6827551,-0.8379613,-0.1552062
41,0.48341995,-0.07209482,"('unforgiving', 'forgiving')",0.48342,-0.0720948,-0.5555148
42,0.3440978,0.31843233,"('unreliable', 'reliable')",0.3440978,0.3184323,-0.0256655
43,-0.5747724,-0.71419924,"('irresponsible', 'responsible')",-0.5747724,-0.7141992,-0.1394268
44,-0.3086468,-0.015015639,"('prejudiced', 'unprejudiced')",-0.3086468,-0.0150156,0.2936312
45,0.5480166,0.24151441,"('incompetent', 'competent')",0.5480166,0.2415144,-0.3065022
