,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5862289,-0.6687315,"('unsociable', 'sociable')",-0.5283116,-0.6909194,-0.5572703,-0.6798254,-0.1225551
1,-0.66005415,-0.9309762,"('unfriendly', 'friendly')",1.5506986,1.3726332,0.4453222,0.2208285,-0.2244937
2,0.635458,0.63611114,"('unlikable', 'likable')",0.8218344,0.8167821,0.7286462,0.7264466,-0.0021996
3,-0.3645872,-0.25411165,"('repellent', 'pleasant')",0.60106164,0.55401474,0.1182372,0.1499515,0.0317143
4,-0.5853009,-0.62833565,"('disliked', 'liked')",-6.6913867,-6.79448,-3.6383438,-3.7114077,-0.0730639
5,-0.74279165,-0.8738645,"('distant', 'outgoing')",-0.27296638,-0.30101994,-0.507879,-0.5874422,-0.0795632
6,-0.9183065,-1.0267563,"('distant', 'open')",-0.0060398914,-0.07620992,-0.4621732,-0.5514831,-0.0893099
7,-0.31826362,-0.19669425,"('insensitive', 'sensitive')",-0.11329111,-0.093392044,-0.2157774,-0.1450431,0.0707343
8,-0.36389324,-0.57673776,"('unaffectionate', 'affectionate')",1.2225605,1.1256357,0.4293336,0.274449,-0.1548846
9,-0.5387502,-0.6696393,"('unaffectionate', 'caring')",1.2389376,1.1849252,0.3500937,0.257643,-0.0924507
10,-0.6388724,-0.58547324,"('unsympathetic', 'sympathetic')",-1.0197884,-1.0790337,-0.8293304,-0.8322535,-0.0029231
11,-0.3265275,-0.32586896,"('unhelpful', 'helpful')",0.9822938,1.1198092,0.3278831,0.3969701,0.069087
12,-0.23621082,-0.22219664,"('unsupportive', 'supportive')",-2.3079908,-2.3265865,-1.2721008,-1.2743915,-0.0022907
13,-1.0173091,-0.9750942,"('impolite', 'polite')",-1.4020089,-1.3251371,-1.209659,-1.1501157,0.0595433
14,0.55579925,0.5989608,"('antisocial', 'social')",-0.31828386,-0.4570524,0.1187577,0.0709542,-0.0478035
15,0.62886393,0.4892072,"('boring', 'funny')",0.1101398,0.10105759,0.3695019,0.2951324,-0.0743695
16,-0.25671238,-0.3142555,"('unpopular', 'popular')",0.58081603,0.49429238,0.1620518,0.0900184,-0.0720334
17,-0.74353814,-0.73748916,"('nasty', 'nice')",-0.72208774,-0.6828557,-0.7328129,-0.7101724,0.0226405
18,0.16247407,0.14925589,"('disagreeable', 'welcoming')",-0.49409416,-0.5871667,-0.16581,-0.2189554,-0.0531454
19,-1.4914216,-1.558572,"('inhospitable', 'hospitable')",-0.652363,-0.5333149,-1.0718923,-1.0459435,0.0259488
20,0.49325043,0.507672,"('rough', 'thoughtful')",1.0876563,1.0325059,0.7904533,0.7700889,-0.0203644
21,-0.1436458,-0.12061266,"('immoral', 'moral')",-0.6150158,-0.6163366,-0.3793308,-0.3684746,0.0108562
22,-0.065189056,-0.031332806,"('untrustworthy', 'trustworthy')",-1.0721649,-1.1580024,-0.5686769,-0.5946676,-0.0259907
23,-0.07017868,-0.07733356,"('insincere', 'sincere')",5.011325,5.014516,2.4705732,2.4685912,-0.001982
24,-0.30302936,-0.2920039,"('dishonest', 'honest')",0.13127266,0.10845638,-0.0858783,-0.0917738,-0.0058955
25,0.31812626,0.20609075,"('egoistic', 'altruistic')",1.3972733,1.3379612,0.8576998,0.7720259,-0.0856739
26,0.13778168,-0.035186812,"('hardhearted', 'benevolent')",1.7453992,1.6649878,0.9415904,0.8149005,-0.1266899
27,-0.6419916,-0.5945177,"('hardhearted', 'softhearted')",1.1852386,1.0753199,0.2716235,0.2404011,-0.0312224
28,-0.21898371,-0.31678107,"('disloyal', 'loyal')",1.0499305,0.953661,0.4154734,0.31844,-0.0970334
29,-0.13898224,-0.17182192,"('unfair', 'fair')",-0.17822334,-0.31019744,-0.1586028,-0.2410097,-0.0824069
30,0.6065875,0.6045363,"('intolerant', 'tolerant')",0.59195215,0.57705826,0.5992699,0.5907973,-0.0084726
31,-0.8715799,-0.91765195,"('evil', 'good')",-0.41776115,-0.5106363,-0.6446705,-0.7141441,-0.0694736
