,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,female-male
0,-1.2863437,-1.3438367,"('unsociable', 'sociable')",1.0577812,0.8862218,-0.062551945,-0.099804014,-0.0970381,-0.1858063,-0.0887682
1,-0.53027475,-0.39854383,"('unfriendly', 'friendly')",-0.28643185,-0.34969482,1.1287621,1.0819703,0.1040185,0.1112439,0.0072254
2,0.9034849,0.8818478,"('unlikable', 'likable')",1.3191077,1.3999048,1.0958631,1.1432167,1.1061519,1.1416564,0.0355045
3,-0.3335747,-0.14004418,"('repellent', 'pleasant')",1.8740419,1.9515558,1.0229791,1.0479413,0.8544822,0.953151,0.0986688
4,0.66050607,0.7512431,"('disliked', 'liked')",-0.6701833,-0.57089573,-7.19332,-7.32965,-2.4009991,-2.3831008,0.0178983
5,-0.13164286,0.026000064,"('distant', 'outgoing')",-1.7322065,-1.5991828,-1.321489,-1.2613876,-1.0617794,-0.9448568,0.1169226
6,-0.12084519,0.10666547,"('distant', 'open')",-2.7543485,-2.614419,-1.0081791,-0.96192986,-1.2944576,-1.1565611,0.1378965
7,-0.5708981,-0.49255657,"('insensitive', 'sensitive')",0.81287324,0.79246587,1.0255153,1.0489762,0.4224968,0.4496285,0.0271317
8,0.16590953,0.2690587,"('unaffectionate', 'affectionate')",-1.0349535,-1.055278,0.6277218,0.6515918,-0.0804407,-0.0448758,0.0355649
9,-0.8232471,-0.7609307,"('unaffectionate', 'caring')",-0.21160476,-0.275334,0.8689077,0.89485997,-0.0553147,-0.0471349,0.0081798
10,-1.2628397,-1.1759347,"('unsympathetic', 'sympathetic')",0.0147165805,-0.13530582,0.40085515,0.45690852,-0.2824226,-0.2847773,-0.0023547
11,-0.44560486,-0.47506195,"('unhelpful', 'helpful')",1.2571657,1.1295258,2.1245334,2.2158027,0.9786981,0.9567555,-0.0219426
12,-0.4493179,-0.26608777,"('unsupportive', 'supportive')",0.35564825,0.43096584,-1.9192036,-1.8640026,-0.6709577,-0.5663749,0.1045828
13,-0.33350772,-0.45124012,"('impolite', 'polite')",0.39743274,0.30538768,-0.3125782,-0.26079875,-0.0828844,-0.1355504,-0.052666
14,-0.34649646,-0.416043,"('antisocial', 'social')",2.143032,2.081252,0.29162437,0.23846708,0.6960533,0.6345587,-0.0614946
15,0.56778425,0.48666745,"('boring', 'funny')",0.29158017,0.30887535,0.61377734,0.5976924,0.4910472,0.4644117,-0.0266355
16,-0.118676566,-0.13303643,"('unpopular', 'popular')",-0.96578705,-0.945401,0.6562238,0.53635865,-0.1427466,-0.1806929,-0.0379463
17,-0.37729657,-0.23446563,"('nasty', 'nice')",0.12971768,0.16955552,-0.7350358,-0.73401564,-0.3275382,-0.2663086,0.0612296
18,-0.011042822,0.17553023,"('disagreeable', 'welcoming')",-0.07445789,-0.03640667,-0.40255243,-0.41188037,-0.1626844,-0.0909189,0.0717655
19,-0.66108334,-0.573014,"('inhospitable', 'hospitable')",-1.0702852,-1.0443921,-0.3636948,-0.33307552,-0.6983544,-0.6501606,0.0481938
20,-0.27213073,-0.23585466,"('rough', 'thoughtful')",0.89319736,0.88201576,0.12746972,0.14634131,0.2495121,0.2641675,0.0146554
21,-0.051827647,-0.12565543,"('immoral', 'moral')",1.7623904,1.6366794,0.36911574,0.43111694,0.6932262,0.6473803,-0.0458459
22,0.19668147,0.25577646,"('untrustworthy', 'trustworthy')",0.89808667,0.89317226,-0.48462132,-0.50748146,0.2033823,0.2138224,0.0104401
23,-1.0528387,-1.0066874,"('insincere', 'sincere')",0.6517989,0.57152754,7.1073713,7.1618185,2.2354439,2.2422196,0.0067757
