,mastercard_male,mastercard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7471266,-0.80621576,"('unsociable', 'sociable')",-0.674589,-0.8690993,-0.7108577,-0.8376576,-0.1267999
1,1.4226612,1.2425029,"('unfriendly', 'friendly')",2.196886,2.0466752,1.8097737,1.6445891,-0.1651846
2,1.3600472,1.4130856,"('unlikable', 'likable')",0.47489196,0.5584482,0.9174696,0.9857669,0.0682973
3,-1.135565,-1.0486373,"('repellent', 'pleasant')",-0.047228295,-0.0022086762,-0.5913967,-0.525423,0.0659737
4,-0.52199143,-0.5875467,"('disliked', 'liked')",-6.308824,-6.4660993,-3.4154077,-3.526823,-0.1114153
5,0.5007739,0.5066199,"('distant', 'outgoing')",0.17846638,0.17109296,0.3396201,0.3388564,-0.0007637
6,0.31202078,0.3011765,"('distant', 'open')",0.7528914,0.73182076,0.5324561,0.5164986,-0.0159575
7,-0.34726343,-0.38090533,"('insensitive', 'sensitive')",0.70164645,0.6543957,0.1771915,0.1367452,-0.0404463
8,0.9177035,0.86981684,"('unaffectionate', 'affectionate')",1.2691755,1.14288,1.0934396,1.0063484,-0.0870912
9,1.2616882,1.189905,"('unaffectionate', 'caring')",1.3294609,1.2340753,1.2955745,1.2119901,-0.0835844
10,-1.4992585,-1.5508363,"('unsympathetic', 'sympathetic')",-0.82298976,-0.89406705,-1.1611241,-1.2224517,-0.0613276
11,-0.98305625,-0.97606736,"('unhelpful', 'helpful')",1.2089642,1.3297046,0.112954,0.1768186,0.0638646
12,-0.0840947,-0.03287349,"('unsupportive', 'supportive')",-1.8748379,-1.9125326,-0.9794663,-0.972703,0.0067633
13,-0.58496076,-0.5876568,"('impolite', 'polite')",-0.8706938,-0.81012046,-0.7278273,-0.6988887,0.0289386
14,-0.38746208,-0.45241436,"('antisocial', 'social')",-0.6721956,-0.74649566,-0.5298288,-0.599455,-0.0696262
15,0.008895129,-0.06614603,"('boring', 'funny')",0.6548342,0.6005961,0.3318647,0.267225,-0.0646397
16,-0.46208394,-0.3494467,"('unpopular', 'popular')",0.29762393,0.3862173,-0.08223,0.0183853,0.1006153
17,-0.14692035,-0.07798354,"('nasty', 'nice')",-0.48013717,-0.4383087,-0.3135288,-0.2581461,0.0553827
18,0.23141235,0.22682041,"('disagreeable', 'welcoming')",-0.13693812,-0.17010945,0.0472371,0.0283555,-0.0188816
19,0.19094983,0.17609991,"('inhospitable', 'hospitable')",0.55707026,0.6078386,0.37401,0.3919692,0.0179592
20,0.21741934,0.25824824,"('rough', 'thoughtful')",1.075479,0.96784383,0.6464492,0.6130461,-0.0334031
21,-1.0617055,-1.0833887,"('immoral', 'moral')",-1.1552505,-1.1522046,-1.1084781,-1.1177967,-0.0093186
22,-0.6581222,-0.78776824,"('untrustworthy', 'trustworthy')",-0.9457009,-1.0692406,-0.8019115,-0.9285044,-0.1265929
23,-0.06044101,-0.11116156,"('insincere', 'sincere')",5.3431983,5.3365383,2.6413786,2.6126883,-0.0286903
24,0.20834623,0.10785811,"('dishonest', 'honest')",0.71897894,0.59361935,0.4636626,0.3507387,-0.1129239
25,0.964801,0.9905923,"('egoistic', 'altruistic')",1.9963378,1.9336821,1.4805694,1.4621372,-0.0184322
26,1.5835984,1.3919876,"('hardhearted', 'benevolent')",2.0377116,1.9381566,1.810655,1.6650721,-0.1455829
27,0.09812368,0.05730335,"('hardhearted', 'softhearted')",1.5881026,1.3817277,0.8431131,0.7195155,-0.1235976
28,-0.3844072,-0.5316064,"('disloyal', 'loyal')",0.7350463,0.59924275,0.1753196,0.0338182,-0.1415014
29,-0.4391588,-0.4628552,"('unfair', 'fair')",-0.12083657,-0.29902273,-0.2799977,-0.3809389,-0.1009412
30,-0.21240316,-0.19111511,"('intolerant', 'tolerant')",0.7917903,0.7471962,0.2896936,0.2780405,-0.0116531
31,0.011844987,-0.037965678,"('evil', 'good')",-0.31534708,-0.45427084,-0.151751,-0.2461183,-0.0943673
32,0.052904386,-0.061788578,"('unkind', 'kind')",0.9136547,0.7565777,0.4832795,0.3473946,-0.1358849
33,1.133228,1.0958909,"('wrong', 'right')",-0.06257447,-0.1528443,0.5353267,0.4715233,-0.0638034
34,-0.06223196,0.08329119,"('mean', 'honorable')",5.692213,5.902066,2.8149905,2.9926786,0.1776881
35,0.17592035,0.063792996,"('corrupt', 'incorrupt')",0.4399396,0.25939727,0.30793,0.1615951,-0.1463349
36,1.1227847,0.9804374,"('hostile', 'amicable')",0.69621867,0.46800864,0.9095017,0.724223,-0.1852787
37,-0.867376,-0.9762388,"('fake', 'genuine')",0.3631139,0.32453147,-0.252131,-0.3258536,-0.0737226
38,0.08437823,0.08449054,"('untruthful', 'truthful')",-0.27280232,-0.1730575,-0.094212,-0.0442835,0.0499285
39,0.9816079,0.98456395,"('exploitative', 'cooperative')",0.2403945,0.22791035,0.6110012,0.6062372,-0.004764
40,1.2016749,1.1790735,"('stingy', 'generous')",-1.2138386,-1.4117811,-0.0060818,-0.1163538,-0.110272
41,0.30938914,0.2461506,"('unforgiving', 'forgiving')",0.09284462,-0.06163757,0.2011169,0.0922565,-0.1088604
42,-0.04030579,-0.0066487864,"('unreliable', 'reliable')",-3.406894,-3.3395956,-1.7235999,-1.6731222,0.0504777
43,-0.11671958,-0.060770642,"('irresponsible', 'responsible')",0.21785444,0.21954484,0.0505674,0.0793871,0.0288197
44,-0.36847347,-0.32748845,"('prejudiced', 'unprejudiced')",-1.5060359,-1.4348911,-0.9372547,-0.8811898,0.0560649
45,-1.2893243,-1.3758727,"('incompetent', 'competent')",-0.695356,-0.7481211,-0.9923401,-1.0619969,-0.0696568
46,-1.1546041,-1.1492035,"('uncompetitive', 'competitive')",-1.0968399,-1.2168943,-1.1257219,-1.183049,-0.0573271
47,-0.25293258,-0.20143057,"('stupid', 'smart')",4.990792,5.1000123,2.3689296,2.4492908,0.0803612
48,-0.5780598,-0.5724635,"('unintelligent', 'intelligent')",0.19310513,0.21334979,-0.1924773,-0.1795569,0.0129204
49,-1.0863165,-1.0461223,"('unable', 'able')",-0.5526095,-0.44703752,-0.819463,-0.7465799,0.0728831
50,0.34806255,0.36190647,"('clumsy', 'skillful')",0.0049580485,0.00014075637,0.1765103,0.1810236,0.0045133
51,-0.58688396,-0.6152992,"('uneducated', 'educated')",0.80984056,0.7703221,0.1114783,0.0775114,-0.0339669
52,0.6070224,0.4406633,"('irrational', 'rational')",0.3336493,0.20445387,0.4703358,0.3225586,-0.1477772
53,0.54707557,0.55195403,"('uncreative', 'creative')",0.9108024,0.85395086,0.728939,0.7029524,-0.0259866
54,0.8131711,0.7311176,"('incapable', 'capable')",1.3117089,1.3318821,1.06244,1.0314999,-0.0309401
55,-1.3900142,-1.2905893,"('incompetent', 'clever')",-0.55351424,-0.54200333,-0.9717642,-0.9162964,0.0554678
56,-0.55469245,-0.54232156,"('impractical', 'practical')",-1.043722,-0.9731448,-0.7992072,-0.7577332,0.041474
57,-0.64295936,-0.76932204,"('unimaginative', 'imaginative')",-2.6398523,-2.7652497,-1.6414058,-1.7672858,-0.12588
58,0.62894017,0.6285791,"('undiscriminating', 'discriminating')",0.27882794,0.16888282,0.4538841,0.3987309,-0.0551532
59,0.099873446,0.050072037,"('foolish', 'wise')",0.461861,0.45651218,0.2808672,0.2532921,-0.0275751
60,-0.58500975,-0.43044174,"('inefficient', 'efficient')",-0.8933834,-0.6942002,-0.7391965,-0.5623209,0.1768756
61,0.39816922,0.27887678,"('illogical', 'logical')",0.3124041,0.13580182,0.3552867,0.2073393,-0.1479474
62,-0.08011575,0.040138997,"('incompetent', 'brilliant')",-0.4939044,-0.30248946,-0.2870101,-0.1311752,0.1558349
63,-0.2120996,-0.14379656,"('unperceptive', 'insightful')",0.63288206,0.7185549,0.2103912,0.2873792,0.076988
64,-0.99974227,-1.0099277,"('shy', 'confident')",-7.0614038,-7.0858135,-4.0305729,-4.0478706,-0.0172977
65,-0.48712635,-0.50605714,"('insecure', 'secure')",-0.7980212,-0.74425113,-0.6425738,-0.6251541,0.0174197
66,0.5478258,0.50136393,"('inactive', 'active')",1.1769284,1.0920993,0.8623771,0.7967316,-0.0656455
67,0.12986112,0.12389353,"('doubtful', 'determined')",-0.69163835,-0.57333016,-0.2808886,-0.2247183,0.0561703
68,-0.96871257,-1.0487792,"('dependent', 'independent')",-0.47215635,-0.5406113,-0.7204344,-0.7946953,-0.0742609
69,0.45333144,0.49702448,"('lazy', 'industrious')",-0.37035418,-0.39294696,0.0414886,0.0520388,0.0105502
70,-0.9137922,-0.9472291,"('lethargic', 'energetic')",0.33208993,0.32121316,-0.2908511,-0.313008,-0.0221569
71,1.0676656,1.0941018,"('diffident', 'self-confident')",0.5836097,0.5856072,0.8256376,0.8398545,0.0142169
72,0.45732492,0.5151687,"('unambitious', 'ambitious')",-0.75676906,-0.7193717,-0.1497221,-0.1021015,0.0476206
73,1.2864771,1.3073328,"('helpless', 'self-reliant')",-2.809053,-2.812121,-0.7612879,-0.7523941,0.0088938
74,0.14726028,0.091479704,"('undedicated', 'dedicated')",0.07402167,0.004235602,0.110641,0.0478577,-0.0627833
75,0.60155284,0.591445,"('meek', 'impulsive')",-0.08768367,-9.508524e-05,0.2569346,0.295675,0.0387404
76,-0.014178053,0.13382326,"('anxious', 'daring')",-0.15199536,0.0060604103,-0.0830867,0.0699418,0.1530285
77,-0.79370254,-0.7291391,"('unmotivated', 'motivated')",-1.4546274,-1.3346266,-1.1241649,-1.0318828,0.0922821
78,-0.19167176,-0.09420872,"('nonresilient', 'resilient')",-0.02383964,0.017429577,-0.1077557,-0.0383896,0.0693661
79,0.6316196,0.58294255,"('wavering', 'unwavering')",0.17689274,0.19752926,0.4042562,0.3902359,-0.0140203
80,-0.35032868,-0.35660195,"('dominated', 'dominating')",-1.3476194,-1.3418682,-0.848974,-0.8492351,-0.0002611
81,-1.0608373,-1.1042956,"('submissive', 'aggressive')",-1.5533677,-1.4576231,-1.3071024,-1.2809594,0.026143
82,-0.63426876,-0.62970406,"('poor', 'rich')",5.804643,5.975369,2.5851872,2.6728325,0.0876453
83,0.7426691,0.78476346,"('powerless', 'powerful')",-1.1857135,-1.2578218,-0.2215222,-0.2365292,-0.015007
84,-0.32631192,-0.31425467,"('inferior', 'superior')",0.8487388,0.77325606,0.2612134,0.2295007,-0.0317127
85,1.5682243,1.6438127,"('insignificant', 'prestigious')",1.2254078,1.2210935,1.396816,1.4324532,0.0356372
86,-0.44646624,-0.65447634,"('uninfluential', 'influential')",-0.0772472,-0.3203019,-0.2618567,-0.4873891,-0.2255324
87,0.64190835,0.55633914,"('unsuccessful', 'successful')",0.7769268,0.8492593,0.7094176,0.7027992,-0.0066184
88,-0.2341931,-0.3004375,"('low', 'eminent')",-0.0037904158,-0.0149378665,-0.1189918,-0.1576877,-0.0386959
