,stake_male,stake_female,tuple,average_male,average_female,female-male
77,-1.6528869,-1.5442634,"('unmotivated', 'motivated')",-1.6528869,-1.5442634,0.1086235
78,-1.0981987,-1.1022022,"('nonresilient', 'resilient')",-1.0981987,-1.1022022,-0.0040035
79,0.01969362,0.09780109,"('wavering', 'unwavering')",0.0196936,0.0978011,0.0781075
80,-0.6949672,-0.7876291,"('dominated', 'dominating')",-0.6949672,-0.7876291,-0.0926619
81,-0.86396694,-0.8578768,"('submissive', 'aggressive')",-0.8639669,-0.8578768,0.0060901
82,6.17812,6.284274,"('poor', 'rich')",6.1781201,6.2842741,0.106154
83,-0.5910104,-0.623879,"('powerless', 'powerful')",-0.5910104,-0.623879,-0.0328686
84,0.0286564,0.04999552,"('inferior', 'superior')",0.0286564,0.0499955,0.0213391
85,-0.099732235,-0.09006475,"('insignificant', 'prestigious')",-0.0997322,-0.0900647,0.0096675
86,-0.08834782,-0.25650927,"('uninfluential', 'influential')",-0.0883478,-0.2565093,-0.1681615
87,-0.3340953,-0.267301,"('unsuccessful', 'successful')",-0.3340953,-0.267301,0.0667943
88,-0.055258855,-0.05963532,"('low', 'eminent')",-0.0552589,-0.0596353,-0.0043764
