,founder_male,founder_female,tuple,average_male,average_female,female-male
0,0.75334066,0.5776406,"('unsociable', 'sociable')",0.7533407,0.5776406,-0.1757001
1,0.3644017,0.293233,"('unfriendly', 'friendly')",0.3644017,0.293233,-0.0711687
2,-0.018490462,0.019883696,"('unlikable', 'likable')",-0.0184905,0.0198837,0.0383742
3,0.8210105,0.8760024,"('repellent', 'pleasant')",0.8210105,0.8760024,0.0549919
4,-7.2817903,-7.39526,"('disliked', 'liked')",-7.2817903,-7.3952599,-0.1134696
5,-1.8583839,-1.7563003,"('distant', 'outgoing')",-1.8583839,-1.7563003,0.1020836
6,-1.6463606,-1.515191,"('distant', 'open')",-1.6463606,-1.515191,0.1311696
7,1.5337791,1.432058,"('insensitive', 'sensitive')",1.5337791,1.432058,-0.1017211
8,0.49458963,0.39567545,"('unaffectionate', 'affectionate')",0.4945896,0.3956755,-0.0989141
9,1.5356455,1.5120268,"('unaffectionate', 'caring')",1.5356455,1.5120268,-0.0236187
10,1.5762792,1.4921434,"('unsympathetic', 'sympathetic')",1.5762792,1.4921434,-0.0841358
11,2.3878071,2.261569,"('unhelpful', 'helpful')",2.3878071,2.261569,-0.1262381
12,-1.265657,-1.4071107,"('unsupportive', 'supportive')",-1.2656569,-1.4071107,-0.1414538
13,0.8615161,0.69302297,"('impolite', 'polite')",0.8615161,0.693023,-0.1684931
14,1.0158166,0.83983386,"('antisocial', 'social')",1.0158166,0.8398339,-0.1759827
15,-0.15332556,-0.2513205,"('boring', 'funny')",-0.1533256,-0.2513205,-0.0979949
16,-0.56762177,-0.54746664,"('unpopular', 'popular')",-0.5676218,-0.5474666,0.0201552
17,-0.47568217,-0.42945895,"('nasty', 'nice')",-0.4756822,-0.4294589,0.0462233
18,-0.3412016,-0.4319261,"('disagreeable', 'welcoming')",-0.3412016,-0.4319261,-0.0907245
19,-1.2951009,-1.2705754,"('inhospitable', 'hospitable')",-1.2951009,-1.2705754,0.0245255
20,1.2294735,1.1725177,"('rough', 'thoughtful')",1.2294735,1.1725177,-0.0569558
21,0.7720372,0.7032119,"('immoral', 'moral')",0.7720372,0.7032119,-0.0688253
22,0.19308037,-0.013373159,"('untrustworthy', 'trustworthy')",0.1930804,-0.0133732,-0.2064536
23,6.816061,6.7203174,"('insincere', 'sincere')",6.816061,6.7203174,-0.0957436
24,1.6974107,1.508389,"('dishonest', 'honest')",1.6974107,1.508389,-0.1890217
25,0.06430632,0.09019101,"('egoistic', 'altruistic')",0.0643063,0.090191,0.0258847
26,0.3920281,0.28745246,"('hardhearted', 'benevolent')",0.3920281,0.2874525,-0.1045756
27,1.1559426,1.0162824,"('hardhearted', 'softhearted')",1.1559426,1.0162824,-0.1396602
28,1.4617443,1.3966019,"('disloyal', 'loyal')",1.4617443,1.3966019,-0.0651424
29,-0.76924545,-0.8247241,"('unfair', 'fair')",-0.7692454,-0.8247241,-0.0554787
30,1.1875411,1.1815711,"('intolerant', 'tolerant')",1.1875411,1.1815711,-0.00597
31,-2.4706984,-2.3350039,"('evil', 'good')",-2.4706984,-2.3350039,0.1356945
32,1.8624222,1.6747017,"('unkind', 'kind')",1.8624222,1.6747017,-0.1877205
33,-0.9366123,-0.97139376,"('wrong', 'right')",-0.9366123,-0.9713938,-0.0347815
34,4.8140717,4.9240403,"('mean', 'honorable')",4.8140717,4.9240403,0.1099686
