,anagram_male,anagram_female,tuple,average_male,average_female,female-male
0,-1.0199804,-1.279195,"('unsociable', 'sociable')",-1.0199804,-1.279195,-0.2592146
1,-0.7298798,-0.8286171,"('unfriendly', 'friendly')",-0.7298798,-0.8286171,-0.0987373
2,0.46371648,0.46053758,"('unlikable', 'likable')",0.4637165,0.4605376,-0.0031789
3,-0.61148113,-0.4361311,"('repellent', 'pleasant')",-0.6114811,-0.4361311,0.17535
4,-3.4804745,-3.5922902,"('disliked', 'liked')",-3.4804745,-3.5922902,-0.1118157
5,-0.58981717,-0.6400609,"('distant', 'outgoing')",-0.5898172,-0.6400609,-0.0502437
6,-0.87711954,-0.9047846,"('distant', 'open')",-0.8771195,-0.9047846,-0.0276651
7,-0.29341638,-0.15594965,"('insensitive', 'sensitive')",-0.2934164,-0.1559497,0.1374667
8,-0.7643982,-0.8631896,"('unaffectionate', 'affectionate')",-0.7643982,-0.8631896,-0.0987914
9,-0.53750265,-0.57406694,"('unaffectionate', 'caring')",-0.5375026,-0.5740669,-0.0365643
10,-0.82160443,-0.8604458,"('unsympathetic', 'sympathetic')",-0.8216044,-0.8604458,-0.0388414
11,1.080924,1.0792769,"('unhelpful', 'helpful')",1.080924,1.0792769,-0.0016471
12,-1.1895895,-1.196078,"('unsupportive', 'supportive')",-1.1895895,-1.1960779,-0.0064884
13,-0.71738803,-0.870775,"('impolite', 'polite')",-0.717388,-0.870775,-0.153387
14,-0.41848114,-0.532304,"('antisocial', 'social')",-0.4184811,-0.532304,-0.1138229
15,0.6222017,0.42436588,"('boring', 'funny')",0.6222017,0.4243659,-0.1978358
16,-0.62636113,-0.6531078,"('unpopular', 'popular')",-0.6263611,-0.6531078,-0.0267467
17,-0.32088828,-0.36440814,"('nasty', 'nice')",-0.3208883,-0.3644081,-0.0435198
18,-0.2947554,-0.3802889,"('disagreeable', 'welcoming')",-0.2947554,-0.3802889,-0.0855335
19,-1.0824589,-1.065033,"('inhospitable', 'hospitable')",-1.0824589,-1.065033,0.0174259
20,0.46017396,0.4593599,"('rough', 'thoughtful')",0.460174,0.4593599,-0.0008141
21,-0.38056785,-0.4254507,"('immoral', 'moral')",-0.3805678,-0.4254507,-0.0448829
22,-0.42250147,-0.3801313,"('untrustworthy', 'trustworthy')",-0.4225015,-0.3801313,0.0423702
23,2.5499034,2.6490664,"('insincere', 'sincere')",2.5499034,2.6490664,0.099163
24,0.3964373,0.39470693,"('dishonest', 'honest')",0.3964373,0.3947069,-0.0017304
25,-0.40002817,-0.4866992,"('egoistic', 'altruistic')",-0.4000282,-0.4866992,-0.086671
26,0.5291299,0.30752495,"('hardhearted', 'benevolent')",0.5291299,0.3075249,-0.221605
27,0.064164184,0.12657882,"('hardhearted', 'softhearted')",0.0641642,0.1265788,0.0624146
28,-0.25517374,-0.36111018,"('disloyal', 'loyal')",-0.2551737,-0.3611102,-0.1059365
29,-0.9157511,-0.9158252,"('unfair', 'fair')",-0.9157511,-0.9158252,-7.41e-05
30,0.6727213,0.5077227,"('intolerant', 'tolerant')",0.6727213,0.5077227,-0.1649986
31,-1.155977,-1.1809119,"('evil', 'good')",-1.155977,-1.1809119,-0.0249349
32,0.17953812,0.0666821,"('unkind', 'kind')",0.1795381,0.0666821,-0.112856
33,-0.03886694,-0.1034594,"('wrong', 'right')",-0.0388669,-0.1034594,-0.0645925
34,1.9358686,2.0711486,"('mean', 'honorable')",1.9358686,2.0711486,0.13528
35,-0.28276357,-0.37877893,"('corrupt', 'incorrupt')",-0.2827636,-0.3787789,-0.0960153
36,-0.9774544,-0.95181435,"('hostile', 'amicable')",-0.9774544,-0.9518144,0.02564
37,-0.0085071195,0.08875224,"('fake', 'genuine')",-0.0085071,0.0887522,0.0972593
38,0.0048330165,-0.039980806,"('untruthful', 'truthful')",0.004833,-0.0399808,-0.0448138
39,0.5986072,0.51411283,"('exploitative', 'cooperative')",0.5986072,0.5141128,-0.0844944
40,-0.9654731,-0.91710013,"('stingy', 'generous')",-0.9654731,-0.9171001,0.048373
41,0.21876329,0.09696814,"('unforgiving', 'forgiving')",0.2187633,0.0969681,-0.1217952
42,-1.368306,-1.3146079,"('unreliable', 'reliable')",-1.368306,-1.3146079,0.0536981
43,-0.13322017,-0.21134059,"('irresponsible', 'responsible')",-0.1332202,-0.2113406,-0.0781204
44,-0.17518556,-0.20150286,"('prejudiced', 'unprejudiced')",-0.1751856,-0.2015029,-0.0263173
45,-0.36222848,-0.34600884,"('incompetent', 'competent')",-0.3622285,-0.3460088,0.0162197
46,-0.49466053,-0.4909212,"('uncompetitive', 'competitive')",-0.4946605,-0.4909212,0.0037393
47,2.1936944,2.3099427,"('stupid', 'smart')",2.1936944,2.3099427,0.1162483
48,0.07981691,-0.018945903,"('unintelligent', 'intelligent')",0.0798169,-0.0189459,-0.0987628
49,-0.3947715,-0.3487451,"('unable', 'able')",-0.3947715,-0.3487451,0.0460264
50,-0.16017093,-0.03961341,"('clumsy', 'skillful')",-0.1601709,-0.0396134,0.1205575
51,-0.26075608,-0.2822481,"('uneducated', 'educated')",-0.2607561,-0.2822481,-0.021492
52,-0.38907143,-0.54662824,"('irrational', 'rational')",-0.3890714,-0.5466282,-0.1575568
53,-1.2097712,-1.179947,"('uncreative', 'creative')",-1.2097712,-1.179947,0.0298242
54,-0.29939136,-0.34841427,"('incapable', 'capable')",-0.2993914,-0.3484143,-0.0490229
55,0.03572678,0.020872813,"('incompetent', 'clever')",0.0357268,0.0208728,-0.014854
56,0.58079624,0.46316475,"('impractical', 'practical')",0.5807962,0.4631647,-0.1176315
57,-2.2028134,-2.323822,"('unimaginative', 'imaginative')",-2.2028134,-2.323822,-0.1210086
58,0.07435675,0.08680102,"('undiscriminating', 'discriminating')",0.0743567,0.086801,0.0124443
59,-0.10892408,-0.09896633,"('foolish', 'wise')",-0.1089241,-0.0989663,0.0099578
60,0.6907096,0.66706854,"('inefficient', 'efficient')",0.6907096,0.6670685,-0.0236411
61,-0.22972031,-0.39841533,"('illogical', 'logical')",-0.2297203,-0.3984153,-0.168695
62,0.5791909,0.6718409,"('incompetent', 'brilliant')",0.5791909,0.6718409,0.09265
63,-0.21824835,-0.19755216,"('unperceptive', 'insightful')",-0.2182484,-0.1975522,0.0206962
64,-2.6276608,-2.8142416,"('shy', 'confident')",-2.6276608,-2.8142416,-0.1865808
65,0.17457862,0.12738295,"('insecure', 'secure')",0.1745786,0.1273829,-0.0471957
66,-0.98533106,-1.0999584,"('inactive', 'active')",-0.9853311,-1.0999584,-0.1146273
67,0.2736597,0.117423415,"('doubtful', 'determined')",0.2736597,0.1174234,-0.1562363
68,-0.324327,-0.30761763,"('dependent', 'independent')",-0.324327,-0.3076176,0.0167094
69,-0.3469766,-0.43620932,"('lazy', 'industrious')",-0.3469766,-0.4362093,-0.0892327
70,-0.21141191,-0.09197898,"('lethargic', 'energetic')",-0.2114119,-0.091979,0.1194329
71,-0.27822766,-0.33910996,"('diffident', 'self-confident')",-0.2782277,-0.33911,-0.0608823
72,0.03217589,0.08988455,"('unambitious', 'ambitious')",0.0321759,0.0898845,0.0577086
73,-1.2671456,-1.2879237,"('helpless', 'self-reliant')",-1.2671456,-1.2879237,-0.0207781
74,-0.09981238,-0.17868067,"('undedicated', 'dedicated')",-0.0998124,-0.1786807,-0.0788683
75,-0.05609235,-0.013719741,"('meek', 'impulsive')",-0.0560924,-0.0137197,0.0423727
76,0.1887062,0.18218824,"('anxious', 'daring')",0.1887062,0.1821882,-0.006518
77,-1.003956,-1.0087951,"('unmotivated', 'motivated')",-1.003956,-1.0087951,-0.0048391
78,-0.5293791,-0.41942424,"('nonresilient', 'resilient')",-0.5293791,-0.4194242,0.1099549
79,-0.29907286,-0.33707786,"('wavering', 'unwavering')",-0.2990729,-0.3370779,-0.038005
80,0.26749286,0.3208979,"('dominated', 'dominating')",0.2674929,0.3208979,0.053405
81,0.17101598,0.04873418,"('submissive', 'aggressive')",0.171016,0.0487342,-0.1222818
82,2.1040223,2.237551,"('poor', 'rich')",2.1040223,2.237551,0.1335287
83,-0.059701703,-0.18583563,"('powerless', 'powerful')",-0.0597017,-0.1858356,-0.1261339
84,0.5926041,0.55752134,"('inferior', 'superior')",0.5926041,0.5575213,-0.0350828
85,-0.4637233,-0.7035532,"('insignificant', 'prestigious')",-0.4637233,-0.7035532,-0.2398299
86,-0.8108954,-1.0117487,"('uninfluential', 'influential')",-0.8108954,-1.0117487,-0.2008533
87,-0.24884516,-0.35107547,"('unsuccessful', 'successful')",-0.2488452,-0.3510755,-0.1022303
88,0.1106418,-0.09420358,"('low', 'eminent')",0.1106418,-0.0942036,-0.2048454
