,fourths_male,fourths_female,tuple,average_male,average_female,female-male
0,0.31018347,0.1605105,"('unsociable', 'sociable')",0.3101835,0.1605105,-0.149673
1,0.028178183,-0.012093877,"('unfriendly', 'friendly')",0.0281782,-0.0120939,-0.0402721
2,0.9413518,0.9603516,"('unlikable', 'likable')",0.9413518,0.9603516,0.0189998
3,0.37579593,0.3552704,"('repellent', 'pleasant')",0.3757959,0.3552704,-0.0205255
4,-3.8071158,-3.7387793,"('disliked', 'liked')",-3.8071158,-3.7387793,0.0683365
5,-0.8412919,-0.73663926,"('distant', 'outgoing')",-0.8412919,-0.7366393,0.1046526
6,-1.0551801,-0.9279609,"('distant', 'open')",-1.0551801,-0.9279609,0.1272192
7,1.126394,1.1099066,"('insensitive', 'sensitive')",1.126394,1.1099066,-0.0164874
8,-0.2398318,-0.24283034,"('unaffectionate', 'affectionate')",-0.2398318,-0.2428303,-0.0029985
9,0.32854193,0.30876774,"('unaffectionate', 'caring')",0.3285419,0.3087677,-0.0197742
10,0.76867,0.65471655,"('unsympathetic', 'sympathetic')",0.76867,0.6547166,-0.1139534
11,1.352658,1.2681509,"('unhelpful', 'helpful')",1.352658,1.2681509,-0.0845071
12,-0.5251916,-0.47920683,"('unsupportive', 'supportive')",-0.5251916,-0.4792068,0.0459848
13,0.4835441,0.33247885,"('impolite', 'polite')",0.4835441,0.3324789,-0.1510652
14,1.2789882,1.1208401,"('antisocial', 'social')",1.2789882,1.1208401,-0.1581481
15,0.07325615,0.06398656,"('boring', 'funny')",0.0732561,0.0639866,-0.0092695
16,-1.0653272,-1.0594449,"('unpopular', 'popular')",-1.0653272,-1.0594449,0.0058823
17,-0.3809675,-0.36787707,"('nasty', 'nice')",-0.3809675,-0.3678771,0.0130904
18,-0.44831216,-0.4762323,"('disagreeable', 'welcoming')",-0.4483122,-0.4762323,-0.0279201
19,-0.5686614,-0.49534506,"('inhospitable', 'hospitable')",-0.5686614,-0.4953451,0.0733163
20,1.2964222,1.263238,"('rough', 'thoughtful')",1.2964222,1.263238,-0.0331842
21,0.9739289,0.9236252,"('immoral', 'moral')",0.9739289,0.9236252,-0.0503037
22,-0.08309601,-0.13730098,"('untrustworthy', 'trustworthy')",-0.083096,-0.137301,-0.054205
23,3.780221,3.6659477,"('insincere', 'sincere')",3.780221,3.6659477,-0.1142733
24,0.6281762,0.511369,"('dishonest', 'honest')",0.6281762,0.511369,-0.1168072
25,0.76376283,0.743645,"('egoistic', 'altruistic')",0.7637628,0.743645,-0.0201178
26,0.6035518,0.54575753,"('hardhearted', 'benevolent')",0.6035518,0.5457575,-0.0577943
27,0.8055856,0.7711621,"('hardhearted', 'softhearted')",0.8055856,0.7711621,-0.0344235
28,0.77773136,0.6465931,"('disloyal', 'loyal')",0.7777314,0.6465931,-0.1311383
29,-0.96230507,-1.0440787,"('unfair', 'fair')",-0.9623051,-1.0440787,-0.0817736
30,1.3011093,1.1596082,"('intolerant', 'tolerant')",1.3011093,1.1596082,-0.1415011
