,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4749163,-1.5506389,"('unsociable', 'sociable')",-1.9257656,-2.0083365,-0.5311433,-0.6880262,-1.3106084,-1.4156672,-0.1050588
1,-0.29668766,-0.49016532,"('unfriendly', 'friendly')",-1.0313607,-1.1758837,1.5420887,1.27792,0.0713468,-0.1293763,-0.2007231
2,0.22364835,0.28459895,"('unlikable', 'likable')",-0.15806559,-0.12675306,0.66992587,0.6760311,0.2451695,0.277959,0.0327895
3,-1.2205358,-1.2336098,"('repellent', 'pleasant')",-1.5518658,-1.5092574,0.63795686,0.67650807,-0.7114816,-0.6887863,0.0226953
4,0.055980068,-0.016471857,"('disliked', 'liked')",0.6918317,0.6294797,-6.6776075,-6.83413,-1.9765986,-2.0737073,-0.0971087
5,0.23037757,0.24658456,"('distant', 'outgoing')",0.5459039,0.53883636,-0.49158695,-0.5916758,0.0948982,0.0645817,-0.0303165
6,0.23868434,0.1986382,"('distant', 'open')",0.19262609,0.17326644,-0.33679345,-0.50829667,0.0315057,-0.045464,-0.0769697
7,-0.9015645,-0.93636465,"('insensitive', 'sensitive')",-1.7951916,-1.8262955,0.12999798,0.13080761,-0.8555861,-0.8772841,-0.021698
8,0.38824823,0.32444733,"('unaffectionate', 'affectionate')",-0.81578046,-0.91766393,0.950074,0.7895481,0.1741806,0.0654438,-0.1087368
9,-0.08444443,-0.17060876,"('unaffectionate', 'caring')",-0.95954084,-1.0768828,1.3506258,1.2381114,0.1022135,-0.0031267,-0.1053402
10,-2.5427995,-2.59061,"('unsympathetic', 'sympathetic')",-3.3161752,-3.3859668,-0.7855489,-0.8479097,-2.2148412,-2.2748289,-0.0599877
11,-0.9102151,-0.8937011,"('unhelpful', 'helpful')",-2.3538282,-2.371605,1.168456,1.2581403,-0.6985291,-0.6690552,0.0294739
12,-0.45695978,-0.47121856,"('unsupportive', 'supportive')",-1.4886189,-1.5399,-2.0121303,-2.057206,-1.3192363,-1.356108,-0.0368717
13,-1.6662196,-1.6394476,"('impolite', 'polite')",-2.6303527,-2.607041,-1.3762016,-1.3353078,-1.8909246,-1.8605989,0.0303257
14,-1.1091714,-1.0952716,"('antisocial', 'social')",-1.491104,-1.5097523,-0.309889,-0.3570783,-0.9700549,-0.9873674,-0.0173125
15,0.80965215,0.7517443,"('boring', 'funny')",0.10021702,0.09222568,-0.19428383,-0.17132668,0.2385285,0.2242144,-0.0143141
16,0.27708676,0.21785249,"('unpopular', 'popular')",0.0058665127,-0.011273403,0.40977958,0.2730599,0.2309109,0.1598797,-0.0710312
17,-0.053717203,-0.014967551,"('nasty', 'nice')",-0.547331,-0.47225764,-0.61626357,-0.5291565,-0.4057706,-0.3387939,0.0669767
18,-0.0038926527,-0.0674628,"('disagreeable', 'welcoming')",-1.0279139,-1.1250985,-0.4684217,-0.6232678,-0.5000761,-0.6052763,-0.1052002
19,-0.34137523,-0.33950177,"('inhospitable', 'hospitable')",-0.23019956,-0.2592356,-0.48414567,-0.5006563,-0.3519068,-0.3664645,-0.0145577
20,-0.7069477,-0.6883467,"('rough', 'thoughtful')",-0.43391547,-0.4614375,1.1218277,1.1296803,-0.0063452,-0.0067013,-0.0003561
21,-0.7821162,-0.7564814,"('immoral', 'moral')",-1.9404014,-2.0136266,-0.96667314,-0.9117125,-1.2297302,-1.2272735,0.0024567
22,-1.0606525,-1.1073668,"('untrustworthy', 'trustworthy')",-1.691164,-1.7031021,-1.0545573,-1.1358237,-1.2687913,-1.3154309,-0.0466396
23,-1.2240087,-1.3173316,"('insincere', 'sincere')",-1.9487945,-2.0752716,5.21453,5.175066,0.6805756,0.5941543,-0.0864213
24,-0.43147632,-0.47300053,"('dishonest', 'honest')",-2.1697354,-2.2310534,0.19828409,0.15303043,-0.8009759,-0.8503412,-0.0493653
25,1.5753118,1.5690964,"('egoistic', 'altruistic')",1.2324046,1.2302203,1.6573744,1.6175839,1.4883636,1.4723002,-0.0160634
26,0.08990747,-0.008264728,"('hardhearted', 'benevolent')",0.022772957,-0.03542571,1.6896576,1.5643299,0.6007793,0.5068798,-0.0938995
27,-0.57359564,-0.5813936,"('hardhearted', 'softhearted')",-1.173006,-1.1509392,1.329998,1.1825335,-0.1388679,-0.1832664,-0.0443985
28,-0.54215074,-0.6887721,"('disloyal', 'loyal')",-1.0028045,-1.1490889,0.96848327,0.8130854,-0.1921573,-0.3415918,-0.1494345
29,-0.4415844,-0.5529495,"('unfair', 'fair')",-0.0035097552,-0.084209144,-0.23938483,-0.41908193,-0.2281597,-0.3520802,-0.1239205
30,-1.4552962,-1.4771768,"('intolerant', 'tolerant')",-1.7743813,-1.8386934,0.2737555,0.24204054,-0.9853073,-1.0246099,-0.0393026
31,0.6452032,0.6435489,"('evil', 'good')",0.6683561,0.70134646,-0.43767,-0.5573033,0.2919631,0.2625307,-0.0294324
32,-0.80237126,-0.7936357,"('unkind', 'kind')",-1.724562,-1.7112968,0.27050912,0.11797995,-0.7521413,-0.7956508,-0.0435095
33,1.6262699,1.5176473,"('wrong', 'right')",2.0058253,1.9073976,-0.29658446,-0.31881112,1.111837,1.0354113,-0.0764257
34,-0.39721805,-0.29179177,"('mean', 'honorable')",-1.2647635,-1.2252142,4.9877295,5.127657,1.1085827,1.2035503,0.0949676
35,1.5122241,1.4846435,"('corrupt', 'incorrupt')",2.947282,2.928551,0.06145049,-0.014155883,1.5069855,1.4663463,-0.0406392
36,0.71796435,0.55005413,"('hostile', 'amicable')",0.8209631,0.69205177,0.35474902,0.16934179,0.6312255,0.4704826,-0.1607429
37,-0.08076595,-0.07558837,"('fake', 'genuine')",-0.37341502,-0.3802009,-0.09354876,-0.081406556,-0.1825766,-0.1790653,0.0035113
38,-0.6048725,-0.65708506,"('untruthful', 'truthful')",-0.9657408,-1.0455008,-0.3794588,-0.3844081,-0.6500241,-0.6956646,-0.0456405
39,0.11513218,0.22189343,"('exploitative', 'cooperative')",-0.5362143,-0.4804253,0.49890924,0.5906472,0.0259424,0.1107051,0.0847627
40,-0.07545515,-0.13717441,"('stingy', 'generous')",-0.43434653,-0.48679698,-1.5371438,-1.7325076,-0.6823152,-0.785493,-0.1031778
41,-1.1577612,-1.251596,"('unforgiving', 'forgiving')",-1.9488813,-2.0974102,-0.11574547,-0.23851971,-1.0741293,-1.1958419,-0.1217126
42,-1.2308095,-1.1770508,"('unreliable', 'reliable')",-0.50752056,-0.4840923,-3.563422,-3.591585,-1.7672507,-1.7509093,0.0163414
43,-1.9048347,-1.8658209,"('irresponsible', 'responsible')",-3.0547152,-3.0847309,-0.08118871,-0.043112542,-1.6802462,-1.6645549,0.0156913
44,0.3882714,0.5245535,"('prejudiced', 'unprejudiced')",0.7653553,0.82762563,-1.574319,-1.5595535,-0.1402308,-0.0691248,0.071106
45,-1.9092791,-2.0109248,"('incompetent', 'competent')",-2.5728104,-2.6920736,-0.5629032,-0.65109813,-1.6816643,-1.7846988,-0.1030345
46,-1.5187808,-1.5201063,"('uncompetitive', 'competitive')",-2.7568028,-2.7733548,-1.2765472,-1.2451404,-1.8507102,-1.8462005,0.0045097
47,-0.7378273,-0.6655506,"('stupid', 'smart')",-0.9672797,-0.88477355,4.7375174,4.8294725,1.0108035,1.0930494,0.0822459
48,-0.17895773,-0.2486645,"('unintelligent', 'intelligent')",-1.644223,-1.730039,0.5799066,0.6061125,-0.4144247,-0.4575303,-0.0431056
49,-0.5930767,-0.5313661,"('unable', 'able')",-0.63784295,-0.6183866,-0.34698722,-0.29558674,-0.5259689,-0.4817798,0.0441891
50,-0.2975033,-0.32960021,"('clumsy', 'skillful')",0.7196267,0.69037503,0.3777011,0.23877867,0.2666082,0.1998512,-0.066757
51,-1.1618243,-1.2198056,"('uneducated', 'educated')",-1.2009118,-1.234365,-0.10744309,-0.19128463,-0.8233931,-0.8818185,-0.0584254
52,0.9932337,0.8638719,"('irrational', 'rational')",0.28259787,0.17438205,0.73648727,0.60311943,0.6707729,0.5471245,-0.1236484
53,-0.597992,-0.7061278,"('uncreative', 'creative')",-0.9875954,-1.0751053,0.49020082,0.28963637,-0.3651288,-0.4971989,-0.1320701
54,0.31955883,0.3115215,"('incapable', 'capable')",0.6700499,0.63617116,0.81427586,0.80200326,0.6012949,0.583232,-0.0180629
55,-0.93589497,-0.95898676,"('incompetent', 'clever')",-2.0131524,-2.097401,-0.113177225,-0.09115676,-1.0207415,-1.0491815,-0.02844
56,-1.3562223,-1.403085,"('impractical', 'practical')",-1.3930739,-1.4705529,-1.2793728,-1.2500944,-1.3428896,-1.3745775,-0.0316879
57,-1.3868642,-1.4692751,"('unimaginative', 'imaginative')",-1.9943902,-2.1123538,-3.1984298,-3.2435973,-2.1932281,-2.2750753,-0.0818472
58,-0.2900155,-0.4166551,"('undiscriminating', 'discriminating')",-1.2963687,-1.4241091,-0.06393101,-0.13316616,-0.5501051,-0.6579768,-0.1078717
59,0.76458454,0.73397434,"('foolish', 'wise')",1.2478142,1.2779766,0.40673435,0.37946784,0.8063777,0.7971396,-0.0092381
60,-1.1220434,-1.0497438,"('inefficient', 'efficient')",-2.0759056,-2.08201,-0.69026536,-0.51965606,-1.2960714,-1.2171367,0.0789347
61,-0.12200834,-0.21422279,"('illogical', 'logical')",-1.2786788,-1.3753803,0.63761103,0.4615324,-0.2543587,-0.3760235,-0.1216648
62,-0.6908092,-0.60996616,"('incompetent', 'brilliant')",-1.715928,-1.6858855,-0.18192482,-0.019688303,-0.8628873,-0.7718467,0.0910406
63,-1.4528031,-1.4947432,"('unperceptive', 'insightful')",-1.9882019,-2.022063,0.14420709,0.15190914,-1.0989327,-1.1216323,-0.0226996
64,-0.21501,-0.20660679,"('shy', 'confident')",-0.13969897,-0.12921529,-6.2029624,-6.224858,-2.1858905,-2.1868933,-0.0010028
65,-0.93655133,-0.9624462,"('insecure', 'secure')",-1.7937965,-1.8094274,-0.48072314,-0.38161606,-1.070357,-1.0511632,0.0191938
66,0.25500154,0.2667852,"('inactive', 'active')",0.33552164,0.37437722,0.45043072,0.42551234,0.3469846,0.3555582,0.0085736
67,0.39330524,0.40498027,"('doubtful', 'determined')",1.3351228,1.3298846,-0.5454015,-0.5470343,0.3943422,0.3959436,0.0016014
68,-0.40555504,-0.4654525,"('dependent', 'independent')",-0.16713908,-0.19883657,-0.88907814,-0.9377671,-0.4872574,-0.5340187,-0.0467613
69,1.6921338,1.7339661,"('lazy', 'industrious')",2.7981744,2.8515134,-0.030382458,-0.037197545,1.4866419,1.516094,0.0294521
70,-1.4458281,-1.4297397,"('lethargic', 'energetic')",-1.9136008,-1.9152975,-0.4191485,-0.3892994,-1.2595258,-1.2447789,0.0147469
71,1.095423,1.1201427,"('diffident', 'self-confident')",0.91535425,0.9037632,0.5257073,0.45923716,0.8454948,0.8277143,-0.0177805
72,-0.37891522,-0.36755902,"('unambitious', 'ambitious')",-0.9957463,-0.9854527,-0.7134974,-0.70305854,-0.696053,-0.6853568,0.0106962
73,0.50412714,0.49458933,"('helpless', 'self-reliant')",1.1891854,1.2161906,-2.9540622,-2.926553,-0.4202499,-0.4052577,0.0149922
74,-0.3685445,-0.45693803,"('undedicated', 'dedicated')",-0.6084806,-0.6800079,-0.22505641,-0.37762684,-0.4006938,-0.5048576,-0.1041638
75,0.568945,0.6343909,"('meek', 'impulsive')",1.2609137,1.3263055,-0.6040869,-0.48973572,0.4085906,0.4903202,0.0817296
76,-1.2339711,-1.2056252,"('anxious', 'daring')",-1.5385542,-1.4831939,-0.98320913,-0.85424745,-1.2519115,-1.1810222,0.0708893
77,-0.94075084,-0.90648496,"('unmotivated', 'motivated')",-0.309392,-0.35561326,-1.150909,-1.0063233,-0.8003506,-0.7561405,0.0442101
78,-0.704881,-0.7141495,"('nonresilient', 'resilient')",-0.05764217,-0.124591656,0.55126834,0.4895384,-0.0704183,-0.1164009,-0.0459826
79,0.33978367,0.25022796,"('wavering', 'unwavering')",0.8291083,0.7696732,-0.22442952,-0.2668288,0.3148208,0.2510241,-0.0637967
80,-0.39413315,-0.28436637,"('dominated', 'dominating')",-0.4588395,-0.37895423,-1.2251618,-0.980601,-0.6927115,-0.5479739,0.1447376
81,-0.8441212,-0.7612867,"('submissive', 'aggressive')",-1.1040592,-1.0834109,-1.3964609,-1.2087148,-1.1148804,-1.0178041,0.0970763
82,-1.5232835,-1.5257004,"('poor', 'rich')",-1.8835244,-1.8744022,5.4301443,5.3894486,0.6744455,0.6631153,-0.0113302
83,-0.003364332,0.0040307567,"('powerless', 'powerful')",0.42422304,0.40916207,-1.099776,-1.0254185,-0.2263058,-0.2040752,0.0222306
84,0.46362817,0.4061606,"('inferior', 'superior')",0.51411057,0.4755329,1.1710471,1.1221164,0.7162619,0.6679366,-0.0483253
85,1.3543092,1.3369551,"('insignificant', 'prestigious')",1.7525979,1.7381854,0.7193135,0.5896721,1.2754068,1.2216042,-0.0538026
86,-1.1190327,-1.28635,"('uninfluential', 'influential')",-2.040752,-2.1687748,-0.6486331,-0.817293,-1.2694726,-1.4241393,-0.1546667
87,0.017950438,0.06268739,"('unsuccessful', 'successful')",0.05764524,0.11100956,0.75497127,0.81886935,0.2768556,0.3308554,0.0539998
88,-0.35707673,-0.34914926,"('low', 'eminent')",-0.49229074,-0.48558173,-0.55534786,-0.5468061,-0.4682384,-0.4605124,0.007726
