,timetable_male,timetable_female,tuple,average_male,average_female,female-male
0,0.9692818,0.8634389,"('unsociable', 'sociable')",0.9692818,0.8634389,-0.1058429
1,0.35673037,0.4681549,"('unfriendly', 'friendly')",0.3567304,0.4681549,0.1114245
2,-0.051946424,0.0945666,"('unlikable', 'likable')",-0.0519464,0.0945666,0.146513
3,0.9086371,1.0405666,"('repellent', 'pleasant')",0.9086371,1.0405666,0.1319295
4,-7.166938,-7.3762293,"('disliked', 'liked')",-7.1669378,-7.3762293,-0.2092915
5,-1.2676308,-1.2309741,"('distant', 'outgoing')",-1.2676308,-1.2309741,0.0366567
6,-0.8773427,-0.8909817,"('distant', 'open')",-0.8773427,-0.8909817,-0.013639
7,1.9599944,2.036917,"('insensitive', 'sensitive')",1.9599944,2.036917,0.0769226
8,0.053752966,0.16349271,"('unaffectionate', 'affectionate')",0.053753,0.1634927,0.1097397
9,0.67097414,0.7750894,"('unaffectionate', 'caring')",0.6709741,0.7750894,0.1041153
10,1.834179,1.8642647,"('unsympathetic', 'sympathetic')",1.834179,1.8642647,0.0300857
11,1.847839,1.9482992,"('unhelpful', 'helpful')",1.847839,1.9482992,0.1004602
12,-1.2576104,-1.1806581,"('unsupportive', 'supportive')",-1.2576104,-1.1806581,0.0769523
13,0.45442972,0.564139,"('impolite', 'polite')",0.4544297,0.564139,0.1097093
14,0.820076,0.8517012,"('antisocial', 'social')",0.820076,0.8517012,0.0316252
15,0.20258406,0.15597376,"('boring', 'funny')",0.2025841,0.1559738,-0.0466103
16,-0.9683575,-0.9272677,"('unpopular', 'popular')",-0.9683575,-0.9272677,0.0410898
17,-0.10281487,-0.100493945,"('nasty', 'nice')",-0.1028149,-0.1004939,0.002321
18,-0.8426874,-0.77083445,"('disagreeable', 'welcoming')",-0.8426874,-0.7708344,0.071853
19,-1.0151657,-0.9535043,"('inhospitable', 'hospitable')",-1.0151657,-0.9535043,0.0616614
20,0.6255467,0.5239424,"('rough', 'thoughtful')",0.6255467,0.5239424,-0.1016043
21,0.6421402,0.7651085,"('immoral', 'moral')",0.6421402,0.7651085,0.1229683
22,0.3165646,0.3013408,"('untrustworthy', 'trustworthy')",0.3165646,0.3013408,-0.0152238
23,6.1766486,6.4161363,"('insincere', 'sincere')",6.1766486,6.4161363,0.2394877
24,1.4800322,1.4699358,"('dishonest', 'honest')",1.4800322,1.4699358,-0.0100964
25,-0.0074826255,0.05181928,"('egoistic', 'altruistic')",-0.0074826,0.0518193,0.0593019
26,1.1074758,0.9739538,"('hardhearted', 'benevolent')",1.1074758,0.9739538,-0.133522
27,1.5252035,1.3622346,"('hardhearted', 'softhearted')",1.5252035,1.3622346,-0.1629689
28,1.1295221,1.0710061,"('disloyal', 'loyal')",1.1295221,1.0710061,-0.058516
29,-0.25381902,-0.39652473,"('unfair', 'fair')",-0.253819,-0.3965247,-0.1427057
30,1.1997294,1.242735,"('intolerant', 'tolerant')",1.1997294,1.242735,0.0430056
31,-1.7696205,-1.8602725,"('evil', 'good')",-1.7696205,-1.8602725,-0.090652
32,1.4198787,1.3518965,"('unkind', 'kind')",1.4198787,1.3518965,-0.0679822
33,-0.40257698,-0.45048073,"('wrong', 'right')",-0.402577,-0.4504807,-0.0479037
34,4.0767083,4.362682,"('mean', 'honorable')",4.0767083,4.3626819,0.2859736
35,-1.6323862,-1.855458,"('corrupt', 'incorrupt')",-1.6323862,-1.855458,-0.2230718
36,-1.5122765,-1.6427369,"('hostile', 'amicable')",-1.5122765,-1.6427369,-0.1304604
37,0.92354584,0.90155774,"('fake', 'genuine')",0.9235458,0.9015577,-0.0219881
38,-0.499403,-0.3340479,"('untruthful', 'truthful')",-0.499403,-0.3340479,0.1653551
39,0.65045804,0.6900545,"('exploitative', 'cooperative')",0.650458,0.6900545,0.0395965
40,-1.2610638,-1.3953985,"('stingy', 'generous')",-1.2610638,-1.3953985,-0.1343347
41,0.7323225,0.6714978,"('unforgiving', 'forgiving')",0.7323225,0.6714978,-0.0608247
42,-1.6659188,-1.7163526,"('unreliable', 'reliable')",-1.6659188,-1.7163526,-0.0504338
43,1.4484239,1.6485399,"('irresponsible', 'responsible')",1.4484239,1.6485399,0.200116
44,-1.1546963,-1.2362574,"('prejudiced', 'unprejudiced')",-1.1546963,-1.2362574,-0.0815611
45,1.4103992,1.2385255,"('incompetent', 'competent')",1.4103992,1.2385255,-0.1718737
46,0.33103627,0.33676627,"('uncompetitive', 'competitive')",0.3310363,0.3367663,0.00573
47,4.9803567,5.2197847,"('stupid', 'smart')",4.9803567,5.2197847,0.239428
48,0.47488478,0.54377383,"('unintelligent', 'intelligent')",0.4748848,0.5437738,0.068889
49,-0.38344637,-0.27028266,"('unable', 'able')",-0.3834464,-0.2702827,0.1131637
50,-0.6674009,-0.61973673,"('clumsy', 'skillful')",-0.6674009,-0.6197367,0.0476642
51,0.9786798,0.95568347,"('uneducated', 'educated')",0.9786798,0.9556835,-0.0229963
52,-0.5540034,-0.6870123,"('irrational', 'rational')",-0.5540034,-0.6870123,-0.1330089
53,-0.38402438,-0.39443868,"('uncreative', 'creative')",-0.3840244,-0.3944387,-0.0104143
54,0.6344096,0.7949064,"('incapable', 'capable')",0.6344096,0.7949064,0.1604968
55,1.564711,1.6374642,"('incompetent', 'clever')",1.564711,1.6374642,0.0727532
56,1.0356582,1.0092987,"('impractical', 'practical')",1.0356582,1.0092987,-0.0263595
57,-1.251773,-1.368983,"('unimaginative', 'imaginative')",-1.251773,-1.368983,-0.11721
58,0.5629781,0.6346735,"('undiscriminating', 'discriminating')",0.5629781,0.6346735,0.0716954
59,-0.6028489,-0.5612494,"('foolish', 'wise')",-0.6028489,-0.5612494,0.0415995
60,1.2599556,1.4506074,"('inefficient', 'efficient')",1.2599556,1.4506074,0.1906518
61,0.8121168,0.60950416,"('illogical', 'logical')",0.8121168,0.6095042,-0.2026126
62,1.1097142,1.2796896,"('incompetent', 'brilliant')",1.1097142,1.2796896,0.1699754
63,0.49990174,0.6689887,"('unperceptive', 'insightful')",0.4999017,0.6689887,0.169087
64,-5.2697563,-5.2785745,"('shy', 'confident')",-5.2697563,-5.2785745,-0.0088182
65,1.2129282,1.3598007,"('insecure', 'secure')",1.2129282,1.3598007,0.1468725
66,-0.113360375,-0.22569694,"('inactive', 'active')",-0.1133604,-0.2256969,-0.1123365
67,-0.20435429,-0.12997308,"('doubtful', 'determined')",-0.2043543,-0.1299731,0.0743812
68,-0.9261535,-0.89952433,"('dependent', 'independent')",-0.9261535,-0.8995243,0.0266292
69,-2.3594635,-2.3926528,"('lazy', 'industrious')",-2.3594635,-2.3926528,-0.0331893
70,2.3776243,2.3798394,"('lethargic', 'energetic')",2.3776243,2.3798394,0.0022151
71,0.037950438,0.014939873,"('diffident', 'self-confident')",0.0379504,0.0149399,-0.0230105
72,1.0833789,1.2704501,"('unambitious', 'ambitious')",1.0833789,1.2704501,0.1870712
73,-2.8865552,-2.905391,"('helpless', 'self-reliant')",-2.8865552,-2.905391,-0.0188358
74,0.7945037,0.6868866,"('undedicated', 'dedicated')",0.7945037,0.6868866,-0.1076171
75,-0.8974926,-0.83656317,"('meek', 'impulsive')",-0.8974926,-0.8365632,0.0609294
76,0.90370685,0.9664015,"('anxious', 'daring')",0.9037068,0.9664015,0.0626947
77,-0.94245666,-0.817424,"('unmotivated', 'motivated')",-0.9424567,-0.817424,0.1250327
78,-0.9459409,-0.9567769,"('nonresilient', 'resilient')",-0.9459409,-0.9567769,-0.010836
79,-0.6979103,-0.68592876,"('wavering', 'unwavering')",-0.6979103,-0.6859288,0.0119815
80,0.91692114,0.8750646,"('dominated', 'dominating')",0.9169211,0.8750646,-0.0418565
81,0.7916103,0.8616646,"('submissive', 'aggressive')",0.7916103,0.8616646,0.0700543
82,6.0306487,6.110922,"('poor', 'rich')",6.0306487,6.1109219,0.0802732
83,0.011209663,0.028925382,"('powerless', 'powerful')",0.0112097,0.0289254,0.0177157
84,0.196427,0.11410813,"('inferior', 'superior')",0.196427,0.1141081,-0.0823189
85,-2.0894105,-2.1187832,"('insignificant', 'prestigious')",-2.0894105,-2.1187832,-0.0293727
86,1.4084541,1.3300349,"('uninfluential', 'influential')",1.4084541,1.3300349,-0.0784192
87,0.3208975,0.322343,"('unsuccessful', 'successful')",0.3208975,0.322343,0.0014455
88,0.06785427,0.036303036,"('low', 'eminent')",0.0678543,0.036303,-0.0315513
