,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7471626,-0.90806884,"('unsociable', 'sociable')",-0.03457202,-0.2277857,-0.3908673,-0.5679272,-0.1770599
1,-1.4342979,-1.4190763,"('unfriendly', 'friendly')",1.2688754,1.1285206,-0.0827113,-0.1452779,-0.0625666
2,0.3799252,0.38257447,"('unlikable', 'likable')",0.735746,0.73019624,0.5578356,0.5563853,-0.0014503
3,-0.56871814,-0.49629116,"('repellent', 'pleasant')",1.0192212,1.0475338,0.2252515,0.2756213,0.0503698
4,-0.47285923,-0.4261784,"('disliked', 'liked')",-7.2700357,-7.39188,-3.8714476,-3.9090292,-0.0375816
5,-1.0455735,-0.87240833,"('distant', 'outgoing')",-0.8576517,-0.77704376,-0.9516126,-0.824726,0.1268866
6,-1.6401749,-1.414538,"('distant', 'open')",-0.88012946,-0.7619393,-1.2601521,-1.0882387,0.1719134
7,-0.23720914,-0.19937104,"('insensitive', 'sensitive')",0.34899065,0.36183572,0.0558908,0.0812323,0.0253415
8,-1.1974752,-1.2491407,"('unaffectionate', 'affectionate')",0.5961492,0.5718999,-0.300663,-0.3386204,-0.0379574
9,-1.3742653,-1.426568,"('unaffectionate', 'caring')",1.0719191,1.1473174,-0.1511731,-0.1396253,0.0115478
10,-1.090721,-1.1474273,"('unsympathetic', 'sympathetic')",0.07173476,0.0144803645,-0.5094931,-0.5664735,-0.0569804
11,-0.27975455,-0.4001868,"('unhelpful', 'helpful')",2.1987092,2.217854,0.9594774,0.9088336,-0.0506438
12,-1.0964628,-0.99282026,"('unsupportive', 'supportive')",-2.2054658,-2.232874,-1.6509643,-1.6128471,0.0381172
13,-0.17999548,-0.2663667,"('impolite', 'polite')",-0.54596883,-0.5517475,-0.3629822,-0.4090571,-0.0460749
14,0.857434,0.84861815,"('antisocial', 'social')",0.35407797,0.17394173,0.605756,0.5112799,-0.0944761
15,0.20054132,0.071307674,"('boring', 'funny')",0.16597839,0.15546195,0.1832598,0.1133848,-0.069875
16,-0.98366964,-1.0275428,"('unpopular', 'popular')",0.17171821,0.08102822,-0.4059757,-0.4732573,-0.0672816
17,-0.32757667,-0.31268972,"('nasty', 'nice')",-0.34453753,-0.34562752,-0.3360571,-0.3291586,0.0068985
18,-0.40132016,-0.25910676,"('disagreeable', 'welcoming')",-0.694397,-0.7538439,-0.5478586,-0.5064753,0.0413833
19,-1.646564,-1.5979843,"('inhospitable', 'hospitable')",-0.8873472,-0.8028258,-1.2669556,-1.2004051,0.0665505
20,-0.058427963,0.073283836,"('rough', 'thoughtful')",0.9442581,0.9500637,0.4429151,0.5116737,0.0687586
21,0.9159235,0.78153074,"('immoral', 'moral')",-0.039485242,-0.083064705,0.4382191,0.349233,-0.0889861
22,0.13237934,0.15935142,"('untrustworthy', 'trustworthy')",-0.8916798,-0.93359303,-0.3796502,-0.3871208,-0.0074706
23,-0.3513756,-0.42786986,"('insincere', 'sincere')",6.239771,6.2550473,2.9441977,2.9135888,-0.0306089
24,-0.36067638,-0.39576596,"('dishonest', 'honest')",0.713569,0.77180856,0.1764463,0.1880213,0.011575
25,-0.4448887,-0.49828342,"('egoistic', 'altruistic')",0.93143094,0.8486132,0.2432711,0.1751649,-0.0681062
26,0.4527254,0.33737177,"('hardhearted', 'benevolent')",1.5006332,1.2894406,0.9766793,0.8134062,-0.1632731
27,-0.6868071,-0.507546,"('hardhearted', 'softhearted')",0.9295515,0.94975966,0.1213722,0.2211068,0.0997346
28,-0.25986147,-0.42791364,"('disloyal', 'loyal')",1.5193853,1.3714544,0.6297619,0.4717703,-0.1579916
29,-0.4786412,-0.39845794,"('unfair', 'fair')",-0.45528683,-0.5122452,-0.466964,-0.4553516,0.0116124
30,0.7395329,0.65364987,"('intolerant', 'tolerant')",1.2935615,1.3081187,1.0165472,0.9808843,-0.0356629
31,-1.1394383,-0.9338537,"('evil', 'good')",-1.3262414,-1.3646318,-1.2328398,-1.1492428,0.083597
32,0.6318215,0.42865148,"('unkind', 'kind')",1.0690529,0.8218706,0.8504372,0.6252611,-0.2251761
33,-0.5013887,-0.48994505,"('wrong', 'right')",-0.9527134,-1.0209285,-0.727051,-0.7554368,-0.0283858
34,-0.084722154,0.025526423,"('mean', 'honorable')",5.7945247,6.0472674,2.8549013,3.036397,0.1814957
35,-0.2130857,-0.18852112,"('corrupt', 'incorrupt')",-0.80190736,-0.78777796,-0.5074965,-0.4881495,0.019347
36,-1.1640126,-1.1431108,"('hostile', 'amicable')",-0.564699,-0.61049676,-0.8643558,-0.8768038,-0.012448
37,0.39186412,0.4363595,"('fake', 'genuine')",0.2143825,0.29540384,0.3031233,0.3658817,0.0627584
38,-0.9062728,-0.934948,"('untruthful', 'truthful')",-0.039674625,0.045593668,-0.4729737,-0.4446772,0.0282965
39,1.1531017,1.1077607,"('exploitative', 'cooperative')",0.35888785,0.37135422,0.7559948,0.7395574,-0.0164374
40,-0.4619845,-0.36825803,"('stingy', 'generous')",-2.253601,-2.3285587,-1.3577927,-1.3484083,0.0093844
41,-0.118980564,-0.062708296,"('unforgiving', 'forgiving')",0.07301451,0.023956165,-0.022983,-0.0193761,0.0036069
42,0.6594512,0.76087636,"('unreliable', 'reliable')",-3.1360257,-3.1193922,-1.2382872,-1.1792579,0.0590293
43,-0.54607725,-0.5190045,"('irresponsible', 'responsible')",0.6932288,0.649087,0.0735758,0.0650412,-0.0085346
44,0.6529423,0.64788496,"('prejudiced', 'unprejudiced')",-1.4218509,-1.4360855,-0.3844543,-0.3941002,-0.0096459
45,-0.94918543,-0.9184756,"('incompetent', 'competent')",0.12279598,0.034606226,-0.4131947,-0.4419347,-0.02874
46,-0.46667597,-0.4766754,"('uncompetitive', 'competitive')",-0.7223688,-0.72254235,-0.5945224,-0.5996089,-0.0050865
47,-0.13893418,-0.117669076,"('stupid', 'smart')",5.6196194,5.799384,2.7403426,2.8408575,0.1005149
48,-0.10801322,-0.086249456,"('unintelligent', 'intelligent')",1.083638,1.156033,0.4878124,0.5348918,0.0470794
