,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.45782384,-0.57877207,"('unsociable', 'sociable')",-0.03520305,-0.1982107,-0.2465134,-0.3884914,-0.141978
1,-1.2225167,-1.3080528,"('unfriendly', 'friendly')",1.2009044,1.1276689,-0.0108061,-0.090192,-0.0793859
2,0.49312788,0.55160266,"('unlikable', 'likable')",0.49789518,0.52115583,0.4955115,0.5363792,0.0408677
3,-0.5226636,-0.45937756,"('repellent', 'pleasant')",0.6824778,0.6725229,0.0799071,0.1065727,0.0266656
4,0.21510954,0.11812549,"('disliked', 'liked')",-6.57123,-6.6480308,-3.1780603,-3.2649527,-0.0868924
5,-0.48559302,-0.5244765,"('distant', 'outgoing')",-0.6936,-0.6526165,-0.5895965,-0.5885465,0.00105
6,-0.8710448,-0.8678692,"('distant', 'open')",-0.73116326,-0.7300219,-0.8011041,-0.7989455,0.0021586
7,-0.65394825,-0.60817796,"('insensitive', 'sensitive')",0.07626511,0.057719715,-0.2888416,-0.2752291,0.0136125
8,-0.3337528,-0.3698601,"('unaffectionate', 'affectionate')",0.59453535,0.58015984,0.1303913,0.1051499,-0.0252414
9,-0.66488767,-0.7135544,"('unaffectionate', 'caring')",0.95632,0.93219346,0.1457162,0.1093195,-0.0363967
10,-1.1348915,-1.1620609,"('unsympathetic', 'sympathetic')",-0.65156555,-0.7304277,-0.8932285,-0.9462442,-0.0530157
11,-0.954388,-1.0098592,"('unhelpful', 'helpful')",1.4142544,1.3988339,0.2299332,0.1944873,-0.0354459
12,-0.5234065,-0.47463608,"('unsupportive', 'supportive')",-2.3658593,-2.355301,-1.4446329,-1.4149685,0.0296644
13,-0.17815514,-0.22043599,"('impolite', 'polite')",-0.69292235,-0.7613022,-0.4355387,-0.4908691,-0.0553304
14,0.11963491,0.104058325,"('antisocial', 'social')",0.09253522,-0.006562626,0.1060851,0.0487478,-0.0573373
15,0.3796416,0.32743376,"('boring', 'funny')",0.21699648,0.21074712,0.298319,0.2690904,-0.0292286
16,-0.24048735,-0.22248486,"('unpopular', 'popular')",0.4757654,0.450119,0.117639,0.1138171,-0.0038219
17,-0.8056945,-0.7056264,"('nasty', 'nice')",-0.5308181,-0.5029836,-0.6682563,-0.604305,0.0639513
18,-0.3479484,-0.3121529,"('disagreeable', 'welcoming')",-0.79720056,-0.8446779,-0.5725745,-0.5784154,-0.0058409
19,-0.30045682,-0.27992952,"('inhospitable', 'hospitable')",-0.6231931,-0.5586825,-0.461825,-0.419306,0.042519
