,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.61435974,-0.718857,"('unsociable', 'sociable')",0.026014164,-0.04206212,-0.2941728,-0.3804595,-0.0862867
1,1.6744399,1.6929885,"('unfriendly', 'friendly')",0.98042715,0.8665982,1.3274336,1.2797934,-0.0476402
2,1.196322,1.1468238,"('unlikable', 'likable')",0.7788761,0.79069865,0.987599,0.9687612,-0.0188378
3,-0.8957491,-0.7407936,"('repellent', 'pleasant')",1.1582155,1.0965198,0.1312332,0.1778631,0.0466299
4,0.058421656,0.0653035,"('disliked', 'liked')",-6.6918826,-7.089529,-3.3167305,-3.5121129,-0.1953824
5,1.1986308,1.2373393,"('distant', 'outgoing')",-0.92873883,-0.76786846,0.134946,0.2347354,0.0997894
6,1.5374194,1.5897481,"('distant', 'open')",-0.8794315,-0.7077095,0.328994,0.4410193,0.1120253
7,-0.29171234,-0.1900078,"('insensitive', 'sensitive')",0.14891283,0.26198587,-0.0713998,0.035989,0.1073888
8,1.1251054,0.9967604,"('unaffectionate', 'affectionate')",-0.06015501,-0.049334377,0.5324752,0.473713,-0.0587622
9,1.5051951,1.501186,"('unaffectionate', 'caring')",0.7793292,0.893616,1.1422622,1.197401,0.0551388
10,-0.9483016,-0.8868823,"('unsympathetic', 'sympathetic')",0.2816523,0.28587252,-0.3333247,-0.3005049,0.0328198
11,-0.057695486,-0.12043135,"('unhelpful', 'helpful')",2.6293168,2.6993678,1.2858107,1.2894682,0.0036575
12,0.96347016,1.0561767,"('unsupportive', 'supportive')",-1.7820345,-1.7467068,-0.4092822,-0.3452651,0.0640171
13,-1.3128686,-1.4266032,"('impolite', 'polite')",-0.59541434,-0.47729766,-0.9541415,-0.9519504,0.0021911
14,-0.28040442,-0.27530116,"('antisocial', 'social')",0.10503872,-0.010872234,-0.0876829,-0.1430867,-0.0554038
15,0.28646562,0.06312565,"('boring', 'funny')",-0.5095167,-0.50020874,-0.1115256,-0.2185415,-0.1070159
