,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
20,-0.036473457,-0.07815078,"('rough', 'thoughtful')",-0.0364735,-0.0781508,-0.0416773
21,-0.6965321,-0.6235144,"('immoral', 'moral')",-0.6965321,-0.6235144,0.0730177
22,0.25766134,0.25549987,"('untrustworthy', 'trustworthy')",0.2576613,0.2554999,-0.0021614
23,0.5960468,0.5345918,"('insincere', 'sincere')",0.5960468,0.5345918,-0.061455
24,-0.84110737,-0.8993934,"('dishonest', 'honest')",-0.8411074,-0.8993934,-0.058286
25,-0.3470769,-0.37054467,"('egoistic', 'altruistic')",-0.3470769,-0.3705447,-0.0234678
26,0.59842396,0.51017207,"('hardhearted', 'benevolent')",0.598424,0.5101721,-0.0882519
27,-0.8319612,-0.93644094,"('hardhearted', 'softhearted')",-0.8319612,-0.9364409,-0.1044797
28,-0.27265844,-0.3943326,"('disloyal', 'loyal')",-0.2726584,-0.3943326,-0.1216742
29,-0.71413034,-0.8195261,"('unfair', 'fair')",-0.7141303,-0.8195261,-0.1053958
30,-0.18777022,-0.11390382,"('intolerant', 'tolerant')",-0.1877702,-0.1139038,0.0738664
31,-2.4680457,-2.404551,"('evil', 'good')",-2.4680457,-2.404551,0.0634947
32,-0.12084886,-0.2278962,"('unkind', 'kind')",-0.1208489,-0.2278962,-0.1070473
33,-0.41049942,-0.37075698,"('wrong', 'right')",-0.4104994,-0.370757,0.0397424
34,0.47306693,0.61025,"('mean', 'honorable')",0.4730669,0.61025,0.1371831
35,-0.35893038,-0.56073654,"('corrupt', 'incorrupt')",-0.3589304,-0.5607365,-0.2018061
36,-1.5299064,-1.5089765,"('hostile', 'amicable')",-1.5299064,-1.5089765,0.0209299
37,-0.626375,-0.58389944,"('fake', 'genuine')",-0.626375,-0.5838994,0.0424756
38,-1.1645832,-1.235136,"('untruthful', 'truthful')",-1.1645832,-1.235136,-0.0705528
39,-0.6920018,-0.54209816,"('exploitative', 'cooperative')",-0.6920018,-0.5420982,0.1499036
40,-1.4073726,-1.3660518,"('stingy', 'generous')",-1.4073726,-1.3660518,0.0413208
41,-0.8947663,-0.84455216,"('unforgiving', 'forgiving')",-0.8947663,-0.8445522,0.0502141
42,0.31389725,0.52688944,"('unreliable', 'reliable')",0.3138973,0.5268894,0.2129921
43,-0.2937327,-0.26022097,"('irresponsible', 'responsible')",-0.2937327,-0.260221,0.0335117
44,-0.9443211,-0.78054947,"('prejudiced', 'unprejudiced')",-0.9443211,-0.7805495,0.1637716
45,0.28768504,0.2222116,"('incompetent', 'competent')",0.287685,0.2222116,-0.0654734
46,-0.44297537,-0.53027093,"('uncompetitive', 'competitive')",-0.4429754,-0.5302709,-0.0872955
47,1.4066687,1.4170002,"('stupid', 'smart')",1.4066687,1.4170002,0.0103315
48,-1.0593215,-1.0860022,"('unintelligent', 'intelligent')",-1.0593215,-1.0860022,-0.0266807
49,-1.1630547,-1.0125649,"('unable', 'able')",-1.1630547,-1.0125649,0.1504898
50,-0.19715735,-0.08207674,"('clumsy', 'skillful')",-0.1971574,-0.0820767,0.1150807
51,-0.5534779,-0.68218935,"('uneducated', 'educated')",-0.5534779,-0.6821893,-0.1287114
52,-1.7200692,-1.7196333,"('irrational', 'rational')",-1.7200692,-1.7196333,0.0004359
53,-1.9959744,-2.0322053,"('uncreative', 'creative')",-1.9959744,-2.0322053,-0.0362309
54,-1.1686707,-1.1888964,"('incapable', 'capable')",-1.1686707,-1.1888964,-0.0202257
55,-0.03703891,-0.03266398,"('incompetent', 'clever')",-0.0370389,-0.032664,0.0043749
56,0.87810624,0.87224525,"('impractical', 'practical')",0.8781062,0.8722453,-0.0058609
57,-0.97895634,-0.9910883,"('unimaginative', 'imaginative')",-0.9789563,-0.9910883,-0.012132
58,0.17404956,0.096494064,"('undiscriminating', 'discriminating')",0.1740496,0.0964941,-0.0775555
59,-0.4718168,-0.33232644,"('foolish', 'wise')",-0.4718168,-0.3323264,0.1394904
60,-0.0211795,0.054444008,"('inefficient', 'efficient')",-0.0211795,0.054444,0.0756235
61,-0.7856983,-0.9200664,"('illogical', 'logical')",-0.7856983,-0.9200664,-0.1343681
62,-0.10095502,0.023515455,"('incompetent', 'brilliant')",-0.100955,0.0235155,0.1244705
63,-0.570294,-0.56395817,"('unperceptive', 'insightful')",-0.570294,-0.5639582,0.0063358
64,-1.2569141,-1.1492732,"('shy', 'confident')",-1.2569141,-1.1492732,0.1076409
65,0.5080637,0.49761283,"('insecure', 'secure')",0.5080637,0.4976128,-0.0104509
66,-0.50742227,-0.54754347,"('inactive', 'active')",-0.5074223,-0.5475435,-0.0401212
67,0.9065831,0.9398652,"('doubtful', 'determined')",0.9065831,0.9398652,0.0332821
68,-0.6827313,-0.7044507,"('dependent', 'independent')",-0.6827313,-0.7044507,-0.0217194
69,-0.99717796,-0.94625026,"('lazy', 'industrious')",-0.997178,-0.9462503,0.0509277
70,0.93142736,0.8910311,"('lethargic', 'energetic')",0.9314274,0.8910311,-0.0403963
71,-0.9558719,-0.905825,"('diffident', 'self-confident')",-0.9558719,-0.905825,0.0500469
72,-0.19721535,-0.22595854,"('unambitious', 'ambitious')",-0.1972153,-0.2259585,-0.0287432
73,-1.2278516,-1.0571343,"('helpless', 'self-reliant')",-1.2278516,-1.0571343,0.1707173
74,-0.6377637,-0.65814984,"('undedicated', 'dedicated')",-0.6377637,-0.6581498,-0.0203861
75,0.10576964,0.13248135,"('meek', 'impulsive')",0.1057696,0.1324814,0.0267118
76,0.14382684,0.24029745,"('anxious', 'daring')",0.1438268,0.2402975,0.0964707
77,-1.0444224,-0.9804798,"('unmotivated', 'motivated')",-1.0444224,-0.9804798,0.0639426
78,-0.8295692,-0.89874774,"('nonresilient', 'resilient')",-0.8295692,-0.8987477,-0.0691785
79,-1.1440736,-1.175943,"('wavering', 'unwavering')",-1.1440736,-1.175943,-0.0318694
80,0.9993481,0.97201025,"('dominated', 'dominating')",0.9993481,0.9720103,-0.0273378
81,1.6875129,1.7233872,"('submissive', 'aggressive')",1.6875129,1.7233872,0.0358743
82,1.3791109,1.3158144,"('poor', 'rich')",1.3791109,1.3158144,-0.0632965
83,-0.36740708,-0.38328502,"('powerless', 'powerful')",-0.3674071,-0.383285,-0.0158779
84,0.24800913,0.26636416,"('inferior', 'superior')",0.2480091,0.2663642,0.0183551
85,-1.8776407,-1.8643394,"('insignificant', 'prestigious')",-1.8776407,-1.8643394,0.0133013
86,-0.82087696,-1.0502269,"('uninfluential', 'influential')",-0.820877,-1.0502269,-0.2293499
87,-0.31487292,-0.25099534,"('unsuccessful', 'successful')",-0.3148729,-0.2509953,0.0638776
88,-1.0429028,-1.0011653,"('low', 'eminent')",-1.0429028,-1.0011653,0.0417375
