,chubb_male,chubb_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.4710097,-0.685425,"('unsociable', 'sociable')",0.11317826,0.011261177,-0.1789157,-0.3370819,-0.1581662
1,-1.1749002,-1.2390287,"('unfriendly', 'friendly')",1.2065756,0.933443,0.0158377,-0.1527928,-0.1686305
2,-0.022796024,-0.013904739,"('unlikable', 'likable')",0.38380834,0.35399827,0.1805062,0.1700468,-0.0104594
3,-0.74330306,-0.5754377,"('repellent', 'pleasant')",0.44966504,0.52029514,-0.146819,-0.0275713,0.1192477
4,0.39115924,0.35855597,"('disliked', 'liked')",-6.6361194,-6.7029195,-3.1224802,-3.1721818,-0.0497016
5,-0.37751076,-0.32040432,"('distant', 'outgoing')",-0.50761026,-0.6010852,-0.4425605,-0.4607447,-0.0181842
6,-1.0118507,-0.9016187,"('distant', 'open')",-0.5628232,-0.72101074,-0.7873369,-0.8113147,-0.0239778
7,-0.7838894,-0.6953159,"('insensitive', 'sensitive')",0.29407942,0.35172594,-0.244905,-0.171795,0.07311
8,-2.173796,-2.2755682,"('unaffectionate', 'affectionate')",0.4471852,0.24285571,-0.8633054,-1.0163562,-0.1530508
9,-1.9663754,-2.0048761,"('unaffectionate', 'caring')",0.91574025,0.7997233,-0.5253175,-0.6025764,-0.0772589
10,-1.2570094,-1.2806082,"('unsympathetic', 'sympathetic')",-0.50475645,-0.4859874,-0.8808829,-0.8832978,-0.0024149
11,-0.119948655,-0.14942761,"('unhelpful', 'helpful')",1.7387931,1.8292601,0.8094223,0.8399162,0.0304939
12,-0.89422846,-0.8203027,"('unsupportive', 'supportive')",-2.0365736,-2.0193481,-1.4654011,-1.4198254,0.0455757
13,0.2961167,0.18715605,"('impolite', 'polite')",-0.44189215,-0.3616317,-0.0728877,-0.0872378,-0.0143501
14,-0.042248964,-0.07066361,"('antisocial', 'social')",0.30726123,0.3318787,0.1325061,0.1306075,-0.0018986
15,1.1401602,1.025197,"('boring', 'funny')",0.107930884,0.022327224,0.6240456,0.5237621,-0.1002835
16,-0.24932183,-0.20454998,"('unpopular', 'popular')",0.45303002,0.4067752,0.1018541,0.1011126,-0.0007415
17,0.17147925,0.15771943,"('nasty', 'nice')",-0.64523154,-0.5704909,-0.2368761,-0.2063857,0.0304904
18,-0.80283546,-0.78605235,"('disagreeable', 'welcoming')",-0.5962263,-0.7105981,-0.6995308,-0.7483252,-0.0487944
19,-0.8661327,-0.84753466,"('inhospitable', 'hospitable')",-0.71572465,-0.7152732,-0.7909287,-0.7814039,0.0095248
20,-0.26939502,-0.2715466,"('rough', 'thoughtful')",0.8893984,0.8876235,0.3100017,0.3080384,-0.0019633
21,0.145703,0.1349389,"('immoral', 'moral')",-0.32609692,-0.21165064,-0.090197,-0.0383559,0.0518411
22,0.20664208,0.19002633,"('untrustworthy', 'trustworthy')",-0.84966695,-0.84588385,-0.3215124,-0.3279288,-0.0064164
23,-0.58788586,-0.6173574,"('insincere', 'sincere')",5.627173,5.66608,2.5196435,2.5243614,0.0047179
24,0.38120475,0.34710822,"('dishonest', 'honest')",0.45735967,0.49562162,0.4192822,0.4213649,0.0020827
25,-0.7235258,-0.7438952,"('egoistic', 'altruistic')",0.86956394,0.74596345,0.0730191,0.0010341,-0.071985
26,-0.117288895,-0.20550856,"('hardhearted', 'benevolent')",1.7008595,1.5451591,0.7917853,0.6698253,-0.12196
27,0.23501162,0.34240004,"('hardhearted', 'softhearted')",0.7660017,0.64066666,0.5005066,0.4915333,-0.0089733
28,-1.1877501,-1.248174,"('disloyal', 'loyal')",1.0767413,0.99356383,-0.0555044,-0.1273051,-0.0718007
29,0.3972906,0.42876083,"('unfair', 'fair')",-0.5918778,-0.7098671,-0.0972936,-0.1405531,-0.0432595
30,0.592139,0.48263142,"('intolerant', 'tolerant')",1.1682334,1.1780628,0.8801862,0.8303471,-0.0498391
31,-1.2160482,-1.1714901,"('evil', 'good')",-0.8461457,-1.010277,-1.0310969,-1.0908835,-0.0597866
32,-0.07641802,-0.07732049,"('unkind', 'kind')",0.51324767,0.39378303,0.2184148,0.1582313,-0.0601835
33,-0.12261729,-0.12049325,"('wrong', 'right')",-0.6170523,-0.6538966,-0.3698348,-0.3871949,-0.0173601
34,-0.49257866,-0.4405627,"('mean', 'honorable')",5.526898,5.6683054,2.5171597,2.6138713,0.0967116
35,-0.37148792,-0.40067452,"('corrupt', 'incorrupt')",-0.543993,-0.66503495,-0.4577405,-0.5328547,-0.0751142
36,-1.0642524,-1.0892881,"('hostile', 'amicable')",-0.39351135,-0.6044267,-0.7288818,-0.8468574,-0.1179756
37,-0.28570208,-0.32839584,"('fake', 'genuine')",-0.16545182,-0.115515344,-0.225577,-0.2219556,0.0036214
38,-0.89623624,-0.89917207,"('untruthful', 'truthful')",-0.105398506,-0.00080399215,-0.5008174,-0.449988,0.0508294
39,1.0716434,1.0826881,"('exploitative', 'cooperative')",0.15488885,0.1548958,0.6132661,0.6187919,0.0055258
40,-0.38143954,-0.33622438,"('stingy', 'generous')",-1.9537436,-1.9679401,-1.1675916,-1.1520822,0.0155094
41,-0.28220522,-0.39882103,"('unforgiving', 'forgiving')",-0.001096366,-0.138853,-0.1416508,-0.268837,-0.1271862
42,0.15507619,0.22297846,"('unreliable', 'reliable')",-3.3005164,-3.2384863,-1.5727201,-1.507754,0.0649661
43,-0.23821373,-0.22576644,"('irresponsible', 'responsible')",0.48929435,0.5381026,0.1255403,0.1561681,0.0306278
44,0.7479986,0.7497506,"('prejudiced', 'unprejudiced')",-1.5922966,-1.6263168,-0.422149,-0.4382831,-0.0161341
45,0.10568648,0.048922405,"('incompetent', 'competent')",0.23214835,0.22210063,0.1689174,0.1355115,-0.0334059
46,-0.098597236,-0.119280934,"('uncompetitive', 'competitive')",-0.6061917,-0.51858735,-0.3523945,-0.3189341,0.0334604
47,0.33938056,0.40961832,"('stupid', 'smart')",5.2745123,5.4328346,2.8069465,2.9212265,0.11428
48,-0.23360407,-0.25968122,"('unintelligent', 'intelligent')",1.0076503,1.0142677,0.3870231,0.3772932,-0.0097299
49,0.24324286,0.33700314,"('unable', 'able')",-0.13223226,-0.03678967,0.0555053,0.1501067,0.0946014
50,-0.42564458,-0.32724446,"('clumsy', 'skillful')",0.07912167,0.016938236,-0.1732614,-0.1551531,0.0181083
51,-0.66904336,-0.7022908,"('uneducated', 'educated')",0.4626638,0.45245516,-0.1031898,-0.1249178,-0.021728
52,-0.89565784,-0.9774914,"('irrational', 'rational')",-0.35580975,-0.5118544,-0.6257338,-0.7446729,-0.1189391
53,-1.3720238,-1.3220481,"('uncreative', 'creative')",0.14392708,0.028142586,-0.6140484,-0.6469527,-0.0329043
54,-1.0683132,-1.0800062,"('incapable', 'capable')",0.548396,0.5055001,-0.2599586,-0.2872531,-0.0272945
55,0.4707762,0.38748807,"('incompetent', 'clever')",0.43743077,0.5169008,0.4541035,0.4521944,-0.0019091
56,0.8236057,0.70023507,"('impractical', 'practical')",-0.08210097,-0.0021994244,0.3707524,0.3490178,-0.0217346
57,-0.8685083,-0.9864975,"('unimaginative', 'imaginative')",-3.1730251,-3.254154,-2.0207667,-2.1203258,-0.0995591
58,0.0646758,0.05359988,"('undiscriminating', 'discriminating')",0.33377397,0.3054194,0.1992249,0.1795096,-0.0197153
59,0.43859994,0.54717976,"('foolish', 'wise')",-0.025630705,0.021449614,0.2064846,0.2843147,0.0778301
60,0.97053504,0.9342344,"('inefficient', 'efficient')",0.3203737,0.47136748,0.6454544,0.7028009,0.0573465
61,0.17712823,0.08121624,"('illogical', 'logical')",0.52757245,0.3848407,0.3523504,0.2330285,-0.1193219
62,1.0441144,1.0980276,"('incompetent', 'brilliant')",0.7410938,0.9063129,0.8926041,1.0021702,0.1095661
63,-0.19241181,-0.14338379,"('unperceptive', 'insightful')",0.85414654,0.9312384,0.3308674,0.3939273,0.0630599
64,-0.08956763,-0.22098708,"('shy', 'confident')",-6.403107,-6.375987,-3.2463374,-3.2984872,-0.0521498
