,flowserve_male,flowserve_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.54570794,-0.6613188,"('unsociable', 'sociable')",0.08105544,-0.1959524,-0.2323263,-0.4286356,-0.1963093
1,-0.57313466,-0.5896161,"('unfriendly', 'friendly')",1.7363721,1.6380978,0.5816187,0.5242409,-0.0573778
2,0.49789864,0.52273583,"('unlikable', 'likable')",0.8997384,0.96079636,0.6988185,0.7417661,0.0429476
3,-0.4087734,-0.33699554,"('repellent', 'pleasant')",0.5396875,0.5386307,0.0654571,0.1008176,0.0353605
4,0.3916147,0.41194558,"('disliked', 'liked')",-6.262394,-6.2920933,-2.9353895,-2.940074,-0.0046845
5,1.2674396,1.3218749,"('distant', 'outgoing')",-0.10222555,-0.012334205,0.582607,0.6547703,0.0721633
6,0.7759652,0.8253821,"('distant', 'open')",-0.09958713,-0.025112454,0.338189,0.4001348,0.0619458
7,-0.37877417,-0.3700561,"('insensitive', 'sensitive')",-0.017404784,-0.026768943,-0.1980895,-0.1984125,-0.000323
8,-1.1153592,-1.117497,"('unaffectionate', 'affectionate')",0.9388687,0.97888786,-0.0882452,-0.0693046,0.0189406
9,-0.365331,-0.37670097,"('unaffectionate', 'caring')",1.3794817,1.4198825,0.5070753,0.5215908,0.0145155
10,-1.4295188,-1.497769,"('unsympathetic', 'sympathetic')",-0.66072214,-0.72195023,-1.0451205,-1.1098596,-0.0647391
11,0.09623442,0.04560428,"('unhelpful', 'helpful')",1.6571004,1.7146578,0.8766674,0.880131,0.0034636
12,-0.5987117,-0.4931994,"('unsupportive', 'supportive')",-2.169842,-2.1467383,-1.3842769,-1.3199688,0.0643081
13,-0.085633695,-0.17682186,"('impolite', 'polite')",-0.9302266,-0.999512,-0.5079302,-0.588167,-0.0802368
14,-0.6757309,-0.697771,"('antisocial', 'social')",-0.13773386,-0.34352657,-0.4067324,-0.5206488,-0.1139164
15,0.3625684,0.30601662,"('boring', 'funny')",0.09922681,0.04565934,0.2308976,0.175838,-0.0550596
16,-0.20242397,-0.18128702,"('unpopular', 'popular')",0.65435946,0.6310023,0.2259677,0.2248576,-0.0011101
17,0.2263461,0.31016544,"('nasty', 'nice')",-0.41268477,-0.40231267,-0.0931693,-0.0460736,0.0470957
18,-0.6596423,-0.60382587,"('disagreeable', 'welcoming')",-0.5719085,-0.6495644,-0.6157753,-0.6266952,-0.0109199
19,-0.09205665,-0.10286844,"('inhospitable', 'hospitable')",-0.29428777,-0.142198,-0.1931722,-0.1225332,0.070639
20,-0.06332745,-0.08799608,"('rough', 'thoughtful')",0.88998437,0.86205494,0.4133285,0.3870294,-0.0262991
21,-0.32261488,-0.42571142,"('immoral', 'moral')",-0.53070754,-0.6025522,-0.4266612,-0.5141318,-0.0874706
22,0.07297441,0.009980478,"('untrustworthy', 'trustworthy')",-1.0767287,-1.163623,-0.5018771,-0.5768213,-0.0749442
23,-0.40186173,-0.5281208,"('insincere', 'sincere')",5.4165606,5.3190517,2.5073495,2.3954654,-0.1118841
24,-0.9126313,-0.93851846,"('dishonest', 'honest')",0.41946727,0.4303924,-0.246582,-0.254063,-0.007481
25,0.6372079,0.6622342,"('egoistic', 'altruistic')",1.4971843,1.4851512,1.0671961,1.0736927,0.0064966
26,-0.61956453,-0.7116671,"('hardhearted', 'benevolent')",1.9596144,1.865289,0.6700249,0.576811,-0.0932139
27,-0.32399765,-0.300721,"('hardhearted', 'softhearted')",1.1045866,1.0607014,0.3902945,0.3799902,-0.0103043
28,-0.7495552,-0.8495037,"('disloyal', 'loyal')",1.0343974,0.9176139,0.1424211,0.0340551,-0.108366
29,-0.017623927,-0.050889015,"('unfair', 'fair')",-0.45650542,-0.56476814,-0.2370647,-0.3078286,-0.0707639
30,0.3615588,0.29567665,"('intolerant', 'tolerant')",1.0073845,0.8784751,0.6844717,0.5870759,-0.0973958
31,-0.17211044,-0.029811032,"('evil', 'good')",-0.55487365,-0.57523626,-0.363492,-0.3025236,0.0609684
32,-0.3171951,-0.41645163,"('unkind', 'kind')",0.5844236,0.3912626,0.1336143,-0.0125945,-0.1462088
33,1.2675713,1.277097,"('wrong', 'right')",-0.47673184,-0.4688905,0.3954197,0.4041032,0.0086835
34,-0.1135975,-0.028382117,"('mean', 'honorable')",5.414175,5.6230555,2.6502888,2.7973366,0.1470478
35,1.1727452,1.1817089,"('corrupt', 'incorrupt')",-0.121254675,-0.10842399,0.5257453,0.5366425,0.0108972
36,-0.42765966,-0.4027155,"('hostile', 'amicable')",0.08406939,-0.06115245,-0.1717951,-0.231934,-0.0601389
37,0.06202825,0.07439247,"('fake', 'genuine')",-0.2637246,-0.20861968,-0.1008482,-0.0671136,0.0337346
38,-0.19948307,-0.17541938,"('untruthful', 'truthful')",-0.04631608,0.06799865,-0.1228996,-0.0537104,0.0691892
39,0.89275503,0.832044,"('exploitative', 'cooperative')",0.19896942,0.19633363,0.5458622,0.5141888,-0.0316734
40,-0.027926954,0.06142127,"('stingy', 'generous')",-1.9165667,-2.0138195,-0.9722468,-0.9761991,-0.0039523
41,-0.3933918,-0.35636768,"('unforgiving', 'forgiving')",-0.014976795,-0.14719628,-0.2041843,-0.251782,-0.0475977
42,0.36972302,0.43671936,"('unreliable', 'reliable')",-3.4302645,-3.371943,-1.5302707,-1.4676118,0.0626589
43,-1.1098373,-1.099936,"('irresponsible', 'responsible')",0.17172043,0.17736135,-0.4690584,-0.4612873,0.0077711
44,0.85556996,0.83578306,"('prejudiced', 'unprejudiced')",-1.5443591,-1.5371352,-0.3443946,-0.3506761,-0.0062815
45,-0.92615986,-0.91669977,"('incompetent', 'competent')",0.10550697,0.048514027,-0.4103265,-0.4340929,-0.0237664
46,-0.625896,-0.6100952,"('uncompetitive', 'competitive')",-1.122043,-1.1685014,-0.8739695,-0.8892983,-0.0153288
47,0.41879869,0.43175188,"('stupid', 'smart')",5.511749,5.616091,2.9652739,3.0239213,0.0586474
48,-1.4328918,-1.4418757,"('unintelligent', 'intelligent')",0.76633435,0.7256321,-0.3332787,-0.3581218,-0.0248431
49,0.25815338,0.29609638,"('unable', 'able')",0.012712985,0.069346674,0.1354332,0.1827215,0.0472883
50,0.4241392,0.42744324,"('clumsy', 'skillful')",0.009127162,-0.009284122,0.2166332,0.2090796,-0.0075536
51,-0.9022822,-0.98540294,"('uneducated', 'educated')",0.00501558,-0.09860936,-0.4486333,-0.5420061,-0.0933728
52,0.44619116,0.30709705,"('irrational', 'rational')",0.61904514,0.48513263,0.5326182,0.3961148,-0.1365034
53,-0.30574468,-0.39162233,"('uncreative', 'creative')",0.649454,0.55363363,0.1718547,0.0810056,-0.0908491
54,0.4782351,0.38863277,"('incapable', 'capable')",0.7593261,0.86128545,0.6187806,0.6249591,0.0061785
55,-0.984223,-1.0077802,"('incompetent', 'clever')",0.14434107,0.08456488,-0.419941,-0.4616077,-0.0416667
56,0.50701153,0.41931656,"('impractical', 'practical')",-0.36863807,-0.38787305,0.0691867,0.0157218,-0.0534649
57,-0.63992316,-0.6870151,"('unimaginative', 'imaginative')",-2.9583716,-3.0068846,-1.7991474,-1.8469498,-0.0478024
58,-0.3946647,-0.42046055,"('undiscriminating', 'discriminating')",0.23013943,0.16910988,-0.0822626,-0.1256753,-0.0434127
59,0.47518298,0.4614787,"('foolish', 'wise')",0.40825477,0.444627,0.4417189,0.4530528,0.0113339
60,0.6725341,0.66921246,"('inefficient', 'efficient')",-0.41836476,-0.37179685,0.1270847,0.1487078,0.0216231
61,0.972014,0.8102513,"('illogical', 'logical')",0.68407464,0.4588757,0.8280443,0.6345635,-0.1934808
62,-0.08587242,-0.030997755,"('incompetent', 'brilliant')",0.34806114,0.45804247,0.1310944,0.2135224,0.082428
