,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5415344,-0.5166215,"('unsociable', 'sociable')",0.39416647,0.29971093,-0.5441775,-0.6182805,-0.2305151,-0.278397,-0.0478819
1,1.4091392,1.6154734,"('unfriendly', 'friendly')",0.59296644,0.49884048,1.5747446,1.391371,1.1922835,1.1685616,-0.0237219
2,0.5007951,0.56589085,"('unlikable', 'likable')",0.95452434,0.97969544,0.49714792,0.6115979,0.6508224,0.7190614,0.068239
3,-0.58522165,-0.29076007,"('repellent', 'pleasant')",0.18057564,0.31320706,0.2977674,0.3033225,-0.0356262,0.1085898,0.144216
4,0.002335485,0.13215953,"('disliked', 'liked')",-1.2824923,-1.2757598,-6.7812185,-6.803307,-2.6871252,-2.648969,0.0381562
5,1.7248051,1.7214956,"('distant', 'outgoing')",0.36948884,0.4001851,-0.48184034,-0.40964893,0.5374846,0.5706773,0.0331927
6,2.3380544,2.445943,"('distant', 'open')",0.36442366,0.42113605,0.23179692,0.30544734,0.9780917,1.0575089,0.0794172
7,-0.35607955,-0.128701,"('insensitive', 'sensitive')",-0.032440424,0.0598955,0.7008426,0.6710467,0.1041075,0.2007471,0.0966396
8,0.81923926,0.8228227,"('unaffectionate', 'affectionate')",-0.6631244,-0.7937912,0.42913058,0.30854636,0.1950818,0.112526,-0.0825558
9,1.8333735,1.879789,"('unaffectionate', 'caring')",0.5471256,0.45752436,1.0076193,0.93630666,1.1293728,1.0912067,-0.0381661
10,-1.1772636,-0.92647076,"('unsympathetic', 'sympathetic')",-0.9518676,-0.94122684,-0.6868857,-0.7530947,-0.9386724,-0.8735975,0.0650749
11,-1.0014998,-1.014715,"('unhelpful', 'helpful')",0.8029767,0.84297144,1.6145235,1.6532242,0.4720002,0.4938269,0.0218267
12,0.5672876,0.79484594,"('unsupportive', 'supportive')",0.45273253,0.4923817,-1.8507631,-1.8923985,-0.2769143,-0.2017236,0.0751907
13,-1.2947421,-1.4410497,"('impolite', 'polite')",-0.027444098,-0.11582117,-0.37932718,-0.35860223,-0.5671711,-0.638491,-0.0713199
14,-0.6307471,-0.56635165,"('antisocial', 'social')",1.4136307,1.4625937,-0.63534373,-0.64266247,0.04918,0.0845265,0.0353465
15,-0.18928632,-0.33402935,"('boring', 'funny')",0.44598314,0.4290593,0.29203546,0.34488112,0.1829108,0.146637,-0.0362738
16,-0.0075990036,0.112991095,"('unpopular', 'popular')",0.19951686,0.27932593,0.4950105,0.5404351,0.2289761,0.3109174,0.0819413
17,-0.33027965,-0.21236353,"('nasty', 'nice')",0.18813835,0.24360846,-0.7022372,-0.62726486,-0.2814595,-0.1986733,0.0827862
18,0.6169043,0.7306632,"('disagreeable', 'welcoming')",-0.8919161,-0.9404904,-0.1456512,-0.16500229,-0.140221,-0.1249432,0.0152778
19,0.024234146,0.14549898,"('inhospitable', 'hospitable')",-0.026175246,-0.048031963,-0.20149839,-0.08713697,-0.0678132,0.0034433,0.0712565
20,0.079396516,0.11757575,"('rough', 'thoughtful')",0.07003316,0.050489377,1.0031301,0.89543676,0.3841866,0.3545006,-0.029686
21,-0.6888738,-0.60992116,"('immoral', 'moral')",0.6126858,0.60641074,-0.8353236,-0.83837473,-0.3038372,-0.2806284,0.0232088
22,-0.5529254,-0.365989,"('untrustworthy', 'trustworthy')",0.50455225,0.49487206,-0.9985607,-1.0795345,-0.348978,-0.3168838,0.0320942
23,-0.0030761212,0.16890131,"('insincere', 'sincere')",0.44996494,0.42933083,6.010303,5.914831,2.1523973,2.1710211,0.0186238
24,1.0746917,1.1261731,"('dishonest', 'honest')",0.49260417,0.47699577,1.1899039,1.0637182,0.9190666,0.8889624,-0.0301042
25,1.5953113,1.544043,"('egoistic', 'altruistic')",0.25023878,0.14711991,2.04703,1.9437393,1.2975267,1.211634,-0.0858927
26,1.2765912,1.2775129,"('hardhearted', 'benevolent')",0.48482504,0.35453212,1.3697045,1.228716,1.0437069,0.9535871,-0.0901198
27,0.34588912,0.3076135,"('hardhearted', 'softhearted')",-0.5861324,-0.6306315,1.2061987,1.0830122,0.3219851,0.2533314,-0.0686537
28,-0.6893676,-0.6093374,"('disloyal', 'loyal')",-0.856563,-0.89512944,0.67766637,0.52150655,-0.2894214,-0.3276534,-0.038232
29,-0.03829064,-0.048958514,"('unfair', 'fair')",-0.115384474,-0.027686466,-0.3140999,-0.44575185,-0.155925,-0.1741323,-0.0182073
30,0.45253617,0.6040487,"('intolerant', 'tolerant')",1.3511256,1.3856758,1.0971484,1.0704045,0.9669367,1.0200431,0.0531064
31,-0.097686246,0.16692953,"('evil', 'good')",-0.043174714,-0.007171285,-1.1695232,-1.248584,-0.4367947,-0.3629419,0.0738528
32,0.86495626,0.8736466,"('unkind', 'kind')",1.2009703,1.0923148,1.3839146,1.2123394,1.149947,1.0594336,-0.0905134
33,0.85479504,0.72613615,"('wrong', 'right')",0.12942572,0.067967966,-0.51239854,-0.5349901,0.1572741,0.0863713,-0.0709028
34,0.013960697,0.24739236,"('mean', 'honorable')",0.57533264,0.698737,6.1033416,6.236183,2.2308784,2.3941042,0.1632258
35,0.8656434,0.6705402,"('corrupt', 'incorrupt')",-0.17708848,-0.24429731,-0.0024100542,-0.054751948,0.2287149,0.1238303,-0.1048846
36,0.52611643,0.73309493,"('hostile', 'amicable')",-0.38088673,-0.40971464,-0.0067859665,-0.06666878,0.0461479,0.0855705,0.0394226
37,-0.42379826,-0.38159567,"('fake', 'genuine')",-0.59382814,-0.610378,0.36547947,0.3439843,-0.2173823,-0.2159965,0.0013858
