,lashes_male,lashes_female,tuple,average_male,average_female,female-male
0,0.12892522,0.013772808,"('unsociable', 'sociable')",0.1289252,0.0137728,-0.1151524
1,0.8623781,0.7539438,"('unfriendly', 'friendly')",0.8623781,0.7539438,-0.1084343
2,0.024028677,0.1382987,"('unlikable', 'likable')",0.0240287,0.1382987,0.11427
3,0.73754025,0.85225624,"('repellent', 'pleasant')",0.7375402,0.8522562,0.114716
4,-6.6198235,-6.8155136,"('disliked', 'liked')",-6.6198235,-6.8155136,-0.1956901
5,-0.72001266,-0.66631025,"('distant', 'outgoing')",-0.7200127,-0.6663103,0.0537024
6,-0.10912727,-0.18214506,"('distant', 'open')",-0.1091273,-0.1821451,-0.0730178
7,1.0828136,1.0207014,"('insensitive', 'sensitive')",1.0828136,1.0207014,-0.0621122
8,0.80251324,0.628291,"('unaffectionate', 'affectionate')",0.8025132,0.628291,-0.1742222
9,1.2392063,1.2174823,"('unaffectionate', 'caring')",1.2392063,1.2174823,-0.021724
10,1.1105177,1.0608927,"('unsympathetic', 'sympathetic')",1.1105177,1.0608927,-0.049625
11,1.4131641,1.3968718,"('unhelpful', 'helpful')",1.4131641,1.3968718,-0.0162923
12,-1.505169,-1.5480431,"('unsupportive', 'supportive')",-1.505169,-1.5480431,-0.0428741
13,-0.1140549,-0.050510496,"('impolite', 'polite')",-0.1140549,-0.0505105,0.0635444
14,0.11026868,0.10207909,"('antisocial', 'social')",0.1102687,0.1020791,-0.0081896
15,0.017642114,-0.051090732,"('boring', 'funny')",0.0176421,-0.0510907,-0.0687328
16,-0.3939813,-0.44538873,"('unpopular', 'popular')",-0.3939813,-0.4453887,-0.0514074
17,0.109934226,0.06971591,"('nasty', 'nice')",0.1099342,0.0697159,-0.0402183
18,-0.43500102,-0.4355151,"('disagreeable', 'welcoming')",-0.435001,-0.4355151,-0.0005141
19,-0.99404424,-1.0713065,"('inhospitable', 'hospitable')",-0.9940442,-1.0713065,-0.0772623
20,0.9525641,0.9132928,"('rough', 'thoughtful')",0.9525641,0.9132928,-0.0392713
21,-0.13857666,7.673353e-05,"('immoral', 'moral')",-0.1385767,7.67e-05,0.1386534
22,-0.13197285,-0.19655806,"('untrustworthy', 'trustworthy')",-0.1319728,-0.1965581,-0.0645853
23,5.270079,5.3754516,"('insincere', 'sincere')",5.2700791,5.3754516,0.1053725
24,1.3114355,1.2653251,"('dishonest', 'honest')",1.3114355,1.2653251,-0.0461104
25,0.480177,0.42991155,"('egoistic', 'altruistic')",0.480177,0.4299116,-0.0502654
26,0.9946514,0.72685444,"('hardhearted', 'benevolent')",0.9946514,0.7268544,-0.267797
27,1.6565032,1.393554,"('hardhearted', 'softhearted')",1.6565032,1.393554,-0.2629492
28,0.9522451,0.84338725,"('disloyal', 'loyal')",0.9522451,0.8433872,-0.1088579
29,-0.39240372,-0.5353697,"('unfair', 'fair')",-0.3924037,-0.5353697,-0.142966
30,0.5995489,0.65365523,"('intolerant', 'tolerant')",0.5995489,0.6536552,0.0541063
31,-1.2017207,-1.2912043,"('evil', 'good')",-1.2017207,-1.2912043,-0.0894836
32,1.1924207,1.0229872,"('unkind', 'kind')",1.1924207,1.0229872,-0.1694335
33,-0.4814315,-0.52810526,"('wrong', 'right')",-0.4814315,-0.5281053,-0.0466738
34,3.9037726,4.0378256,"('mean', 'honorable')",3.9037726,4.0378256,0.134053
35,-0.9534315,-1.2324203,"('corrupt', 'incorrupt')",-0.9534315,-1.2324203,-0.2789888
36,-0.6855443,-0.83632666,"('hostile', 'amicable')",-0.6855443,-0.8363267,-0.1507824
37,0.8557981,0.8183359,"('fake', 'genuine')",0.8557981,0.8183359,-0.0374622
38,-0.5554217,-0.50009525,"('untruthful', 'truthful')",-0.5554217,-0.5000952,0.0553265
39,0.2923512,0.3020784,"('exploitative', 'cooperative')",0.2923512,0.3020784,0.0097272
40,-1.0567459,-1.2670901,"('stingy', 'generous')",-1.0567459,-1.2670901,-0.2103442
41,0.41407576,0.3505701,"('unforgiving', 'forgiving')",0.4140758,0.3505701,-0.0635057
42,-1.2626919,-1.357865,"('unreliable', 'reliable')",-1.2626919,-1.357865,-0.0951731
43,0.7811052,0.9033018,"('irresponsible', 'responsible')",0.7811052,0.9033018,0.1221966
44,-0.67562634,-0.64109516,"('prejudiced', 'unprejudiced')",-0.6756263,-0.6410952,0.0345311
45,0.3341867,0.16570972,"('incompetent', 'competent')",0.3341867,0.1657097,-0.168477
46,-0.17139623,-0.1897315,"('uncompetitive', 'competitive')",-0.1713962,-0.1897315,-0.0183353
47,4.2527323,4.3713474,"('stupid', 'smart')",4.2527323,4.3713474,0.1186151
48,0.23805247,0.22031078,"('unintelligent', 'intelligent')",0.2380525,0.2203108,-0.0177417
49,-0.409919,-0.22405334,"('unable', 'able')",-0.409919,-0.2240533,0.1858657
50,-0.28181762,-0.34197813,"('clumsy', 'skillful')",-0.2818176,-0.3419781,-0.0601605
51,-0.017563343,-0.06748626,"('uneducated', 'educated')",-0.0175633,-0.0674863,-0.049923
52,-0.3108488,-0.56611353,"('irrational', 'rational')",-0.3108488,-0.5661135,-0.2552647
53,0.017771594,-0.12266907,"('uncreative', 'creative')",0.0177716,-0.1226691,-0.1404407
54,0.57944965,0.6125852,"('incapable', 'capable')",0.5794497,0.6125852,0.0331355
55,0.6911918,0.70907366,"('incompetent', 'clever')",0.6911918,0.7090737,0.0178819
56,0.47568128,0.49169967,"('impractical', 'practical')",0.4756813,0.4916997,0.0160184
57,-1.8965724,-2.06134,"('unimaginative', 'imaginative')",-1.8965724,-2.0613401,-0.1647677
58,0.31245068,0.19929582,"('undiscriminating', 'discriminating')",0.3124507,0.1992958,-0.1131549
59,-0.068377644,-0.13162333,"('foolish', 'wise')",-0.0683776,-0.1316233,-0.0632457
60,0.36168382,0.58902407,"('inefficient', 'efficient')",0.3616838,0.5890241,0.2273403
61,0.21439987,0.061833277,"('illogical', 'logical')",0.2143999,0.0618333,-0.1525666
62,0.5410665,0.6830857,"('incompetent', 'brilliant')",0.5410665,0.6830857,0.1420192
63,-0.048019998,0.013164502,"('unperceptive', 'insightful')",-0.04802,0.0131645,0.0611845
64,-5.206465,-5.1869273,"('shy', 'confident')",-5.2064648,-5.1869273,0.0195375
65,0.74933994,0.7746469,"('insecure', 'secure')",0.7493399,0.7746469,0.025307
66,0.38885957,0.2213968,"('inactive', 'active')",0.3888596,0.2213968,-0.1674628
67,-0.6427638,-0.50218326,"('doubtful', 'determined')",-0.6427638,-0.5021833,0.1405805
68,-0.932212,-0.8545239,"('dependent', 'independent')",-0.932212,-0.8545239,0.0776881
69,-1.7093333,-1.7286096,"('lazy', 'industrious')",-1.7093333,-1.7286096,-0.0192763
70,1.6462538,1.5911669,"('lethargic', 'energetic')",1.6462538,1.5911669,-0.0550869
71,0.5940582,0.5073986,"('diffident', 'self-confident')",0.5940582,0.5073986,-0.0866596
72,0.8595621,1.0379539,"('unambitious', 'ambitious')",0.8595621,1.0379539,0.1783918
73,-2.7436929,-2.71982,"('helpless', 'self-reliant')",-2.7436929,-2.71982,0.0238729
74,0.2199534,0.034655824,"('undedicated', 'dedicated')",0.2199534,0.0346558,-0.1852976
75,-0.5766311,-0.4834842,"('meek', 'impulsive')",-0.5766311,-0.4834842,0.0931469
76,0.663123,0.75040776,"('anxious', 'daring')",0.663123,0.7504078,0.0872848
77,-1.3802787,-1.1753474,"('unmotivated', 'motivated')",-1.3802787,-1.1753474,0.2049313
78,-0.9073562,-0.94025785,"('nonresilient', 'resilient')",-0.9073562,-0.9402578,-0.0329016
79,-0.5274236,-0.5582135,"('wavering', 'unwavering')",-0.5274236,-0.5582135,-0.0307899
80,0.05966731,0.019959887,"('dominated', 'dominating')",0.0596673,0.0199599,-0.0397074
81,-0.02026987,0.13051681,"('submissive', 'aggressive')",-0.0202699,0.1305168,0.1507867
82,5.3709683,5.486699,"('poor', 'rich')",5.3709683,5.4866991,0.1157308
83,-0.17274998,-0.14544973,"('powerless', 'powerful')",-0.17275,-0.1454497,0.0273003
84,0.19675514,0.22456181,"('inferior', 'superior')",0.1967551,0.2245618,0.0278067
85,-0.83009875,-0.9834048,"('insignificant', 'prestigious')",-0.8300987,-0.9834048,-0.1533061
86,0.34481323,0.22660974,"('uninfluential', 'influential')",0.3448132,0.2266097,-0.1182035
87,-0.4250316,-0.41140848,"('unsuccessful', 'successful')",-0.4250316,-0.4114085,0.0136231
88,-0.080918044,-0.042562883,"('low', 'eminent')",-0.080918,-0.0425629,0.0383551
