,civilian_male,civilian_female,tuple,average_male,average_female,female-male
0,0.50304794,0.19173026,"('unsociable', 'sociable')",0.5030479,0.1917303,-0.3113176
1,0.5069943,0.71589345,"('unfriendly', 'friendly')",0.5069943,0.7158934,0.2088991
2,0.47809768,0.6951933,"('unlikable', 'likable')",0.4780977,0.6951933,0.2170956
3,0.72489387,0.72999126,"('repellent', 'pleasant')",0.7248939,0.7299913,0.0050974
4,-7.314949,-7.374224,"('disliked', 'liked')",-7.314949,-7.3742242,-0.0592752
5,-1.1689466,-0.75607413,"('distant', 'outgoing')",-1.1689466,-0.7560741,0.4128725
6,-1.0190346,-0.52660584,"('distant', 'open')",-1.0190346,-0.5266058,0.4924288
7,0.8055675,0.7481824,"('insensitive', 'sensitive')",0.8055675,0.7481824,-0.0573851
8,0.7014132,0.87477994,"('unaffectionate', 'affectionate')",0.7014132,0.8747799,0.1733667
9,1.8200496,1.9526742,"('unaffectionate', 'caring')",1.8200496,1.9526742,0.1326246
10,1.2468003,1.2069386,"('unsympathetic', 'sympathetic')",1.2468003,1.2069386,-0.0398617
11,2.3453076,2.2075467,"('unhelpful', 'helpful')",2.3453076,2.2075467,-0.1377609
12,-1.5058702,-1.5699706,"('unsupportive', 'supportive')",-1.5058702,-1.5699706,-0.0641004
13,0.5836376,0.4040482,"('impolite', 'polite')",0.5836376,0.4040482,-0.1795894
14,0.6382339,0.24045135,"('antisocial', 'social')",0.6382339,0.2404514,-0.3977825
15,0.124947354,0.1613566,"('boring', 'funny')",0.1249474,0.1613566,0.0364092
16,-0.45760268,-0.3300614,"('unpopular', 'popular')",-0.4576027,-0.3300614,0.1275413
17,-0.25676,-0.22280072,"('nasty', 'nice')",-0.25676,-0.2228007,0.0339593
18,-0.7861838,-0.7112381,"('disagreeable', 'welcoming')",-0.7861838,-0.7112381,0.0749457
19,-1.1313424,-0.876501,"('inhospitable', 'hospitable')",-1.1313424,-0.876501,0.2548414
20,0.95111126,0.7767222,"('rough', 'thoughtful')",0.9511113,0.7767222,-0.1743891
21,0.4258245,0.328858,"('immoral', 'moral')",0.4258245,0.328858,-0.0969665
22,0.096850984,0.0032757316,"('untrustworthy', 'trustworthy')",0.096851,0.0032757,-0.0935753
23,6.504006,6.4685917,"('insincere', 'sincere')",6.5040059,6.4685917,-0.0354142
24,1.684449,1.6383088,"('dishonest', 'honest')",1.684449,1.6383088,-0.0461402
25,0.4244351,0.5415538,"('egoistic', 'altruistic')",0.4244351,0.5415538,0.1171187
26,0.8060215,0.64241713,"('hardhearted', 'benevolent')",0.8060215,0.6424171,-0.1636044
27,0.8879989,0.8735874,"('hardhearted', 'softhearted')",0.8879989,0.8735874,-0.0144115
28,1.5906692,1.4708234,"('disloyal', 'loyal')",1.5906692,1.4708234,-0.1198458
29,-0.6328672,-0.6293022,"('unfair', 'fair')",-0.6328672,-0.6293022,0.003565
