,epam_male,epam_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.45489448,-0.4536412,"('unsociable', 'sociable')",0.057193972,0.006765377,-0.29822516,-0.3896311,-0.2319752,-0.2788357,-0.0468605
1,-1.369519,-1.4549046,"('unfriendly', 'friendly')",0.13382372,-0.03782014,1.9034802,1.7184112,0.222595,0.0752289,-0.1473661
2,0.7223908,0.76550645,"('unlikable', 'likable')",0.89892095,0.98078555,0.57157326,0.62702745,0.7309616,0.7911065,0.0601449
3,-0.036252297,0.13876629,"('repellent', 'pleasant')",0.33798885,0.5840713,0.048385456,0.09598395,0.1167073,0.2729405,0.1562332
4,-0.5889289,-0.67836064,"('disliked', 'liked')",-0.754086,-0.90044343,-5.69972,-5.713782,-2.3475784,-2.4308619,-0.0832835
5,-1.5803996,-1.6275856,"('distant', 'outgoing')",-1.0865091,-1.204498,-0.08712608,-0.1589697,-0.9180116,-0.9970178,-0.0790062
6,-2.2427363,-2.2675347,"('distant', 'open')",-1.6115608,-1.747899,0.4603308,0.37044227,-1.1313221,-1.2149971,-0.083675
7,0.53784984,0.6898425,"('insensitive', 'sensitive')",0.40507823,0.5840208,0.7303124,0.7723203,0.5577468,0.6820612,0.1243144
8,-1.6507549,-1.7346362,"('unaffectionate', 'affectionate')",-0.87151265,-1.0128998,0.58538467,0.46188796,-0.6456277,-0.7618826,-0.1162549
9,-1.4198474,-1.4119891,"('unaffectionate', 'caring')",-0.17586674,-0.29116824,1.116636,1.0578454,-0.1596927,-0.215104,-0.0554113
10,-0.54480803,-0.39277953,"('unsympathetic', 'sympathetic')",-0.3617057,-0.22500399,-0.21568422,-0.19435236,-0.374066,-0.270712,0.103354
11,0.08210981,0.200872,"('unhelpful', 'helpful')",1.1745552,1.2778345,1.6611251,1.6815447,0.9725966,1.053417,0.0808204
12,0.2811011,0.4339442,"('unsupportive', 'supportive')",0.5892708,0.710197,-1.7205678,-1.6727612,-0.2833986,-0.1762067,0.1071919
13,0.46055117,0.52972615,"('impolite', 'polite')",0.34322464,0.4609354,-0.09171116,-0.06902956,0.2373549,0.3072107,0.0698558
14,1.2816914,1.3625216,"('antisocial', 'social')",0.9260974,1.0417148,-0.41151255,-0.38602757,0.5987588,0.6727362,0.0739774
15,0.015503887,-0.1111634,"('boring', 'funny')",-0.17803872,-0.2777651,0.7985531,0.7686874,0.2120061,0.1265863,-0.0854198
16,-0.8887844,-0.93109185,"('unpopular', 'popular')",-0.46145365,-0.4405818,0.7196148,0.7046431,-0.2102078,-0.2223435,-0.0121357
17,-0.007899927,0.06383875,"('nasty', 'nice')",-0.43683243,-0.36764076,-0.3302763,-0.31234178,-0.2583362,-0.2053813,0.0529549
18,-0.46232283,-0.4552308,"('disagreeable', 'welcoming')",-0.31495312,-0.2668595,-0.43895862,-0.472981,-0.4054115,-0.3983571,0.0070544
19,-1.5468907,-1.481264,"('inhospitable', 'hospitable')",-1.2963241,-1.329195,0.025849925,0.048342235,-0.9391217,-0.9207056,0.0184161
20,0.66215926,0.7539429,"('rough', 'thoughtful')",0.6939022,0.80092174,1.0076298,0.96504515,0.7878971,0.83997,0.0520729
21,1.0476236,1.1146479,"('immoral', 'moral')",0.95992357,1.0261774,-0.6854121,-0.5953663,0.4407117,0.515153,0.0744413
22,0.65431756,0.7670427,"('untrustworthy', 'trustworthy')",0.4605353,0.47267604,-1.020275,-1.0162688,0.031526,0.0744833,0.0429573
23,0.29983312,0.40464154,"('insincere', 'sincere')",0.79071575,0.9233763,5.318394,5.181577,2.1363144,2.169865,0.0335506
24,0.27607578,0.38868532,"('dishonest', 'honest')",-0.940947,-0.9168273,0.6665837,0.63253486,0.0005708,0.0347976,0.0342268
25,-0.88608235,-0.96551675,"('egoistic', 'altruistic')",0.5601932,0.49937785,1.3355321,1.316287,0.3365476,0.2833827,-0.0531649
26,-0.1134059,-0.19381249,"('hardhearted', 'benevolent')",0.4481637,0.4561124,1.6938423,1.63422,0.6762001,0.6321733,-0.0440268
27,-0.3589736,-0.27278155,"('hardhearted', 'softhearted')",0.14210612,0.23160005,1.3748984,1.3525076,0.3860103,0.4371087,0.0510984
28,-0.52793497,-0.5686966,"('disloyal', 'loyal')",0.40192744,0.30718234,0.8565792,0.71597815,0.2435239,0.151488,-0.0920359
29,-0.42019218,-0.4688042,"('unfair', 'fair')",-0.64387304,-0.69773793,-0.6809565,-0.82157755,-0.5816739,-0.6627066,-0.0810327
30,1.3682781,1.3875363,"('intolerant', 'tolerant')",1.7088737,1.7284436,1.3576783,1.3252673,1.4782767,1.4804157,0.002139
31,-1.7258272,-1.7518699,"('evil', 'good')",-1.0738889,-1.156873,-0.64150846,-0.7874675,-1.1470749,-1.2320701,-0.0849952
