,international_male,international_female,tuple,game_male,game_female,technology_male,technology_female,average_male,average_female,female-male
0,0.66442657,0.6109357,"('unsociable', 'sociable')",-0.22219822,-0.25002152,1.1689148,1.3261647,0.5370477,0.5623597,0.025312
1,-0.23917577,-0.33307102,"('unfriendly', 'friendly')",1.1710467,1.0955796,0.37078613,0.0957882,0.434219,0.2860989,-0.1481201
2,1.2068664,1.2326202,"('unlikable', 'likable')",0.50716555,0.52032566,0.35991177,0.36154073,0.6913145,0.7048289,0.0135144
3,0.17904434,0.16676645,"('repellent', 'pleasant')",-0.88347197,-0.8787369,0.8698824,0.9754392,0.0551516,0.0878229,0.0326713
4,-0.90747494,-0.8302437,"('disliked', 'liked')",-0.90023965,-1.0531609,-5.922901,-6.192278,-2.5768719,-2.6918942,-0.1150223
5,-1.2882979,-1.118353,"('distant', 'outgoing')",0.3664158,0.41339177,-1.9002222,-2.0267475,-0.9407014,-0.9105696,0.0301318
6,-1.0012112,-0.8535525,"('distant', 'open')",0.20473622,0.23728137,-2.0833075,-2.228729,-0.9599275,-0.9483334,0.0115941
7,0.57469153,0.54741335,"('insensitive', 'sensitive')",-0.58792603,-0.57374966,0.8984034,1.0796643,0.2950563,0.3511093,0.056053
8,-0.36964586,-0.32987702,"('unaffectionate', 'affectionate')",1.1987393,1.2337104,-0.27416474,-0.46452415,0.1849762,0.1464364,-0.0385398
9,0.2397287,0.26822662,"('unaffectionate', 'caring')",0.9540577,0.9557666,0.34111115,0.21976805,0.5116325,0.4812538,-0.0303787
10,-0.013232246,-0.038714778,"('unsympathetic', 'sympathetic')",-1.726059,-1.7688115,0.565281,0.8061083,-0.3913368,-0.333806,0.0575308
11,1.0856882,1.1146562,"('unhelpful', 'helpful')",-0.18816534,-0.11483012,3.247704,3.3642218,1.3817423,1.4546827,0.0729404
12,0.4851206,0.60858375,"('unsupportive', 'supportive')",-0.25990686,-0.2290797,-1.1100714,-0.9843017,-0.2949526,-0.2015992,0.0933534
13,1.421819,1.3291107,"('impolite', 'polite')",-1.1426201,-1.1062294,0.808783,1.0182196,0.3626606,0.4137003,0.0510397
14,1.9583108,1.8609425,"('antisocial', 'social')",0.22471696,0.22916725,1.6564889,1.7281461,1.2798389,1.272752,-0.0070869
15,0.28979787,0.34722325,"('boring', 'funny')",1.6319747,1.6201062,-0.44457263,-0.6058296,0.4924,0.4538333,-0.0385667
16,-0.32096118,-0.32790244,"('unpopular', 'popular')",-0.6435694,-0.6306254,-0.21688378,-0.22988096,-0.3938048,-0.3961363,-0.0023315
17,-0.9252537,-0.8069625,"('nasty', 'nice')",-0.6812617,-0.5397818,0.12098068,0.16196671,-0.4951782,-0.3949259,0.1002523
18,1.2399031,1.276374,"('disagreeable', 'welcoming')",-0.46533602,-0.43554786,-0.5913585,-0.5726316,0.0610695,0.0893982,0.0283287
19,-1.4420178,-1.2835724,"('inhospitable', 'hospitable')",-0.9367143,-0.87788796,-0.8163253,-0.8098946,-1.0650191,-0.9904517,0.0745674
20,0.5794107,0.55904615,"('rough', 'thoughtful')",-0.29641405,-0.23870048,0.84540945,0.80351734,0.3761353,0.374621,-0.0015143
21,0.92179376,0.90474063,"('immoral', 'moral')",-0.12066335,-0.14995758,1.205335,1.4087794,0.6688218,0.7211874,0.0523656
22,0.33931768,0.2521887,"('untrustworthy', 'trustworthy')",-1.0000201,-1.084426,0.41367579,0.5099449,-0.0823422,-0.1074308,-0.0250886
23,0.46310154,0.3826022,"('insincere', 'sincere')",-0.47116187,-0.52410173,5.118522,5.246612,1.7034872,1.7017042,-0.001783
24,0.050350413,-0.037062846,"('dishonest', 'honest')",-0.6455162,-0.64835423,-0.5695603,-0.6189878,-0.388242,-0.4348016,-0.0465596
25,0.12732431,0.13854238,"('egoistic', 'altruistic')",1.6037456,1.6429904,0.0018780455,-0.1774292,0.5776493,0.5347012,-0.0429481
26,1.5339309,1.4565288,"('hardhearted', 'benevolent')",1.5682617,1.4621547,0.88253427,0.6739575,1.3282423,1.197547,-0.1306953
27,-0.8958598,-0.8552459,"('hardhearted', 'softhearted')",-0.26786852,-0.1601415,-0.21504554,-0.23590064,-0.4595913,-0.417096,0.0424953
28,0.73497903,0.6028105,"('disloyal', 'loyal')",0.7706516,0.67250586,1.5063388,1.3177282,1.0039899,0.8643482,-0.1396417
29,-0.98213214,-1.0760863,"('unfair', 'fair')",-0.21505344,-0.28069395,-0.90333474,-1.0128956,-0.7001734,-0.789892,-0.0897186
30,0.48030198,0.40052846,"('intolerant', 'tolerant')",-0.4166566,-0.4017971,1.284568,1.3026161,0.4494044,0.4337825,-0.0156219
31,-1.8472875,-1.7177904,"('evil', 'good')",-0.58903563,-0.5247867,-3.076627,-3.2068563,-1.83765,-1.8164778,0.0211722
32,0.23799431,0.11980433,"('unkind', 'kind')",-0.21385019,-0.22353041,0.9889041,1.0124912,0.3376828,0.3029217,-0.0347611
33,-0.09127313,-0.07879054,"('wrong', 'right')",0.35420102,0.3612788,-0.007833578,-0.10737713,0.0850314,0.0583704,-0.026661
34,-0.20093754,-0.13276497,"('mean', 'honorable')",-0.9119877,-0.7832667,3.034535,3.1434069,0.6405365,0.7424583,0.1019218
35,-1.0353688,-1.1135782,"('corrupt', 'incorrupt')",0.46569043,0.45472708,-1.695738,-1.8680196,-0.7551388,-0.8422902,-0.0871514
36,-0.27223253,-0.3052024,"('hostile', 'amicable')",-0.23885861,-0.321864,-1.4152822,-1.6971235,-0.6421245,-0.77473,-0.1326055
37,-0.46355897,-0.44565302,"('fake', 'genuine')",-0.82517666,-0.81861866,-0.5259927,-0.50365376,-0.6049094,-0.5893085,0.0156009
38,-0.35795194,-0.3267519,"('untruthful', 'truthful')",-0.72438204,-0.7246925,0.32834783,0.25461453,-0.2513287,-0.26561,-0.0142813
39,1.7633209,1.8067627,"('exploitative', 'cooperative')",0.44972083,0.58158886,-0.10091261,-0.06414218,0.7040431,0.7747364,0.0706933
40,0.15314409,0.16772303,"('stingy', 'generous')",-0.8611203,-0.8862186,-2.5858746,-2.6371715,-1.0979503,-1.1185557,-0.0206054
41,0.39028403,0.36040005,"('unforgiving', 'forgiving')",-0.6487681,-0.77358115,-0.10315697,-0.11721247,-0.120547,-0.1767978,-0.0562508
42,0.07059727,0.20897093,"('unreliable', 'reliable')",-0.9819582,-0.99313873,-3.2630668,-3.1117651,-1.3914758,-1.2986443,0.0928315
43,0.5018796,0.5316823,"('irresponsible', 'responsible')",-0.54451376,-0.5116965,0.43025205,0.48473406,0.129206,0.16824,0.039034
44,0.4362176,0.51830995,"('prejudiced', 'unprejudiced')",-1.13165,-1.037054,-1.2488962,-1.1778364,-0.6481095,-0.5655268,0.0825827
45,0.08341956,0.014504295,"('incompetent', 'competent')",-1.3413051,-1.4577426,0.4016145,0.41186133,-0.2854237,-0.3437923,-0.0583686
46,0.73462516,0.6424268,"('uncompetitive', 'competitive')",-1.1175854,-1.1579663,0.41183633,0.6539136,0.0096254,0.0461247,0.0364993
47,-0.45195138,-0.37847233,"('stupid', 'smart')",-0.44784296,-0.35409656,4.5990915,4.801679,1.2330991,1.3563701,0.123271
48,0.62271327,0.5339876,"('unintelligent', 'intelligent')",0.379804,0.35717562,1.3070343,1.3121289,0.7698505,0.7344307,-0.0354198
49,0.046772905,0.12246884,"('unable', 'able')",0.3388273,0.34938902,0.34648812,0.39449498,0.2440294,0.2887843,0.0447549
50,-0.17837186,-0.17081057,"('clumsy', 'skillful')",-0.3647316,-0.43949327,0.42817065,0.52651286,-0.0383109,-0.0279303,0.0103806
51,1.2565536,1.1198417,"('uneducated', 'educated')",-1.0629252,-1.1324848,1.2084335,1.2636423,0.467354,0.4169997,-0.0503543
52,-0.3216864,-0.41208342,"('irrational', 'rational')",1.8397931,1.8283347,-1.4130564,-1.7531488,0.0350168,-0.1122992,-0.147316
53,-0.69601953,-0.752353,"('uncreative', 'creative')",0.5678959,0.52356225,0.21109861,0.112341926,0.0276583,-0.0388163,-0.0664746
54,-0.02949743,0.004160695,"('incapable', 'capable')",1.5460424,1.5051012,0.95949274,0.88021815,0.8253459,0.7964934,-0.0288525
55,0.8812578,0.8305189,"('incompetent', 'clever')",-0.30274844,-0.21992055,1.9388633,2.166287,0.8391242,0.9256284,0.0865042
